"value_id","Species_SensoryData","common_name","class","source_excel_row","trait","value","value_num","unit","method","substrate","reference","comment","value_origin","qc_status","qc_note"
"SensoryData_r112_interaural_distance_functional","Pagophilus groenlandicus","Harp seal","Mammalia",112,"interaural_distance_functional","120",120,"us","","","Terhune and Ronald 1972","","published","ok",""
"SensoryData_r113_visual_acuity_max","Pan troglodytes","Chimpanzee","Mammalia",113,"visual_acuity_max","64.28",64.28,"c/deg","B","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree"
"SensoryData_r113_audible_freq_high_60dBSPL","Pan troglodytes","Chimpanzee","Mammalia",113,"audible_freq_high_60dBSPL","28.5",28.5,"kHz","","","Heffner 2004","red but double checked","published","ok",""
"SensoryData_r113_interaural_distance_functional","Pan troglodytes","Chimpanzee","Mammalia",113,"interaural_distance_functional","650",650,"us","","","Koay et al 1998","","published","ok",""
"SensoryData_r113_best_sensitivity","Pan troglodytes","Chimpanzee","Mammalia",113,"best_sensitivity","3",3,"dB","","","Heffner 2004","","published","ok",""
"SensoryData_r113_best_frequency","Pan troglodytes","Chimpanzee","Mammalia",113,"best_frequency","8",8,"kHz","","","Heffner 2004","","published","ok",""
"SensoryData_r114_audible_freq_low_60dBSPL","Papio cynocephalus","Yellow baboon","Mammalia",114,"audible_freq_low_60dBSPL","0.045",0.045,"kHz","","","Heffner 2004","","published","ok",""
"SensoryData_r114_audible_freq_high_60dBSPL","Papio cynocephalus","Yellow baboon","Mammalia",114,"audible_freq_high_60dBSPL","40",40,"kHz","","","Heffner 2004","","published","ok",""
"SensoryData_r114_hearing_range","Papio cynocephalus","Yellow baboon","Mammalia",114,"hearing_range","9.8",9.8,"octaves","","","Heffner 2004","","published","ok",""
"SensoryData_r114_interaural_distance_functional","Papio cynocephalus","Yellow baboon","Mammalia",114,"interaural_distance_functional","580",580,"us","","","Koay et al 1998","","published","ok",""
"SensoryData_r114_best_sensitivity","Papio cynocephalus","Yellow baboon","Mammalia",114,"best_sensitivity","0",0,"dB","","","Heffner 2004","","published","ok",""
"SensoryData_r114_best_frequency","Papio cynocephalus","Yellow baboon","Mammalia",114,"best_frequency","8",8,"kHz","","","Heffner 2004","","published","ok",""
"SensoryData_r115_audible_freq_low_60dBSPL","Perodicticus potto","Potto","Mammalia",115,"audible_freq_low_60dBSPL","0.125",0.125,"kHz","","","Heffner 2004","","published","ok",""
"SensoryData_r115_audible_freq_high_60dBSPL","Perodicticus potto","Potto","Mammalia",115,"audible_freq_high_60dBSPL","42",42,"kHz","","","Heffner 2004","","published","ok",""
"SensoryData_r115_hearing_range","Perodicticus potto","Potto","Mammalia",115,"hearing_range","8.39",8.39,"octaves","","","Heffner 2004","","published","ok",""
"SensoryData_r115_interaural_distance_functional","Perodicticus potto","Potto","Mammalia",115,"interaural_distance_functional","218",218,"us","","","Koay et al 1998","","published","ok",""
"SensoryData_r115_best_sensitivity","Perodicticus potto","Potto","Mammalia",115,"best_sensitivity","1",1,"dB","","","Heffner 2004","","published","ok",""
"SensoryData_r115_best_frequency","Perodicticus potto","Potto","Mammalia",115,"best_frequency","16",16,"kHz","","","Heffner 2004","","published","ok",""
"SensoryData_r116_visual_acuity_max","Peromyscus maniculatus","Deer mouse","Mammalia",116,"visual_acuity_max","0.56",0.56,"c/deg","B","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree"
"SensoryData_r117_visual_acuity_max","Phascolarctos cinereus","Koala","Mammalia",117,"visual_acuity_max","2.4",2.4,"c/deg","A","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree; value belongs upstream to: Tupaia belangeri"
"SensoryData_r118_visual_acuity_max","Phoca vitulina","Harbour seal","Mammalia",118,"visual_acuity_max","3.6",3.6,"c/deg","B","air","Kirk and Kay 2004","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree"
"SensoryData_r118_audible_freq_low_60dBSPL","Phoca vitulina","Harbour seal","Mammalia",118,"audible_freq_low_60dBSPL","0.16",0.16,"kHz","","air","Mohl 1968, Kastak andSchusterman 1998","","published","ok",""
"SensoryData_r118_audible_freq_high_60dBSPL","Phoca vitulina","Harbour seal","Mammalia",118,"audible_freq_high_60dBSPL","23",23,"kHz","","air","Mohl 1968, Kastak andSchusterman 1998","","published","ok",""
"SensoryData_r118_interaural_distance_functional","Phoca vitulina","Harbour seal","Mammalia",118,"interaural_distance_functional","378",378,"us","","air","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r118_best_sensitivity","Phoca vitulina","Harbour seal","Mammalia",118,"best_sensitivity","16",16,"dB","","air","Mohl 1968, Kastak andSchusterman 1998","","published","ok",""
"SensoryData_r118_best_frequency","Phoca vitulina","Harbour seal","Mammalia",118,"best_frequency","11.25",11.25,"kHz","","air","Mohl 1968, Kastak andSchusterman 1998","","published","ok",""
"SensoryData_r118_sound_localization_threshold","Phoca vitulina","Harbour seal","Mammalia",118,"sound_localization_threshold","3.2",3.2,"deg","","air","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r118_trophic_level","Phoca vitulina","Harbour seal","Mammalia",118,"trophic_level","1",1,"ordinal 1-5","","air","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r119_visual_acuity_max","Phoca vitulina","Harbour seal","Mammalia",119,"visual_acuity_max","3.6",3.6,"c/deg","B","water","Kirk and Kay 2004","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree"
"SensoryData_r119_audible_freq_high_60dBSPL","Phoca vitulina","Harbour seal","Mammalia",119,"audible_freq_high_60dBSPL","120",120,"kHz","","water","Koay et al 1998","","published","ok",""
"SensoryData_r119_interaural_distance_functional","Phoca vitulina","Harbour seal","Mammalia",119,"interaural_distance_functional","80",80,"us","","water","Koay et al 1998","","published","ok",""
"SensoryData_r119_best_sensitivity","Phoca vitulina","Harbour seal","Mammalia",119,"best_sensitivity","-1",-1,"dB","","water","Mohl 1968, Kastak andSchusterman 1998","","published","ok",""
"SensoryData_r119_best_frequency","Phoca vitulina","Harbour seal","Mammalia",119,"best_frequency","32",32,"kHz","","water","Mohl 1968, Kastak andSchusterman 1998","","published","ok",""
"SensoryData_r120_visual_acuity_max","Phocoena phocoena","Harbor porpoise","Mammalia",120,"visual_acuity_max","2.1",2.1,"c/deg","A","air","Kirk and Kay 2004","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: MISMATCH"
"SensoryData_r120_best_sensitivity","Phocoena phocoena","Harbor porpoise","Mammalia",120,"best_sensitivity","43",43,"dB","","air","Kastelein et al 2010b","re 1 μPa","published","ok",""
"SensoryData_r120_best_frequency","Phocoena phocoena","Harbor porpoise","Mammalia",120,"best_frequency","125",125,"kHz","","air","Kastelein et al 2010b","","published","ok",""
"SensoryData_r121_visual_acuity_max","Phocoena phocoena","Harbor porpoise","Mammalia",121,"visual_acuity_max","2.7",2.7,"c/deg","A","water","Kirk and Kay 2004","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree; value belongs upstream to: Eschrichtius robustus|Macropus eugenii"
"SensoryData_r122_visual_acuity_max","Phocoenoides dalli","Dall’s porpoise","Mammalia",122,"visual_acuity_max","2.6",2.6,"c/deg","A","water","Kirk and Kay 2004","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree; value belongs upstream to: Delphinapterus leucas"
"SensoryData_r123_visual_acuity_max","Phyllostomus hastatus","Greater spear-nosed bat","Mammalia",123,"visual_acuity_max","0.167",0.167,"c/deg","B","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree; value belongs upstream to: Artibeus jamaicensis"
"SensoryData_r123_audible_freq_low_60dBSPL","Phyllostomus hastatus","Greater spear-nosed bat","Mammalia",123,"audible_freq_low_60dBSPL","1.8",1.8,"kHz","","","Koay et al 2002","","published","ok",""
"SensoryData_r123_audible_freq_high_60dBSPL","Phyllostomus hastatus","Greater spear-nosed bat","Mammalia",123,"audible_freq_high_60dBSPL","105",105,"kHz","","","Koay et al 2003","","published","ok",""
"SensoryData_r123_hearing_range","Phyllostomus hastatus","Greater spear-nosed bat","Mammalia",123,"hearing_range","5.9",5.9,"octaves","","","Heffner et al 2013","","published","ok",""
"SensoryData_r123_interaural_distance_functional","Phyllostomus hastatus","Greater spear-nosed bat","Mammalia",123,"interaural_distance_functional","108",108,"us","","","Koay et al 2003","","published","ok",""
"SensoryData_r123_best_sensitivity","Phyllostomus hastatus","Greater spear-nosed bat","Mammalia",123,"best_sensitivity","1",1,"dB","","","Heffner et al 2015 (secondary table)","","published","ok",""
"SensoryData_r123_best_frequency","Phyllostomus hastatus","Greater spear-nosed bat","Mammalia",123,"best_frequency","20",20,"kHz","","","Heffner et al 2015 (secondary table)","","published","ok",""
"SensoryData_r123_sound_localization_threshold","Phyllostomus hastatus","Greater spear-nosed bat","Mammalia",123,"sound_localization_threshold","9.5",9.5,"deg","","","Heffner et al 2008","","published","ok",""
"SensoryData_r123_field_of_best_vision_width","Phyllostomus hastatus","Greater spear-nosed bat","Mammalia",123,"field_of_best_vision_width","51",51,"deg","","","Heffner et al 2007","Heffner et al 2007","published","ok",""
"SensoryData_r123_binaural_phase_cue_max_freq","Phyllostomus hastatus","Greater spear-nosed bat","Mammalia",123,"binaural_phase_cue_max_freq","Cue not used",,"kHz","","","Heffner et al 2014b","","published","ok",""
"SensoryData_r123_binaural_phase_cue","Phyllostomus hastatus","Greater spear-nosed bat","Mammalia",123,"binaural_phase_cue","N",,"Y/N","","","Heffner and Heffner 2003","","published","ok",""
"SensoryData_r123_binaural_intensity_difference_cue","Phyllostomus hastatus","Greater spear-nosed bat","Mammalia",123,"binaural_intensity_difference_cue","Y",,"Y/N","","","Heffner and Heffner 2003","","published","ok",""
"SensoryData_r124_audible_freq_low_60dBSPL","Phyllotis darwini","Darwin's leaf-eated mouse","Mammalia",124,"audible_freq_low_60dBSPL","1.55",1.55,"kHz","","","Koay et al 1998","","published","ok",""
"SensoryData_r124_audible_freq_high_60dBSPL","Phyllotis darwini","Darwin's leaf-eated mouse","Mammalia",124,"audible_freq_high_60dBSPL","73.5",73.5,"kHz","","","Koay et al 1998","","published","ok",""
"SensoryData_r124_interaural_distance_functional","Phyllotis darwini","Darwin's leaf-eated mouse","Mammalia",124,"interaural_distance_functional","64",64,"us","","","Heffner et al 2001","","published","ok",""
"SensoryData_r124_best_sensitivity","Phyllotis darwini","Darwin's leaf-eated mouse","Mammalia",124,"best_sensitivity","-3",-3,"dB","","","Heffner and Heffner 1992","","published","ok",""
"SensoryData_r124_best_frequency","Phyllotis darwini","Darwin's leaf-eated mouse","Mammalia",124,"best_frequency","11",11,"kHz","","","Heffner and Heffner 1992","","published","ok",""
"SensoryData_r125_visual_acuity_max","Plecotus auritus","Brown big-eared bat","Mammalia",125,"visual_acuity_max","1",1,"c/deg","B","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree; value belongs upstream to: Saccopteryx sp."
"SensoryData_r126_visual_acuity_max","Pseudorca crassidens","False killer whale","Mammalia",126,"visual_acuity_max","3.3",3.3,"c/deg","A","water","Kirk and Kay 2004","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree"
"SensoryData_r126_audible_freq_low_60dBSPL","Pseudorca crassidens","False killer whale","Mammalia",126,"audible_freq_low_60dBSPL","3.4",3.4,"kHz","","water","Thomas et al 1988, Yuen et al 2005","","published","ok",""
"SensoryData_r126_audible_freq_high_60dBSPL","Pseudorca crassidens","False killer whale","Mammalia",126,"audible_freq_high_60dBSPL","104",104,"kHz","","water","Thomas et al 1988, Yuen et al 2005","","published","ok",""
"SensoryData_r127_visual_acuity_max","Pteropus giganteus","Indian flying fox","Mammalia",127,"visual_acuity_max","1.7",1.7,"c/deg","B","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree; value belongs upstream to: Geomys bursarius"
"SensoryData_r128_visual_acuity_max","Pteropus poliocephalus","Gray-headed flying fox","Mammalia",128,"visual_acuity_max","5.5",5.5,"c/deg","A","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree"
"SensoryData_r129_visual_acuity_max","Pteropus scapulatus","Little red flying fox","Mammalia",129,"visual_acuity_max","4",4,"c/deg","A","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree; value belongs upstream to: Setonix brachyurus|Spermophilus beecheyi"
"SensoryData_r130_audible_freq_high_60dBSPL","Pusa hispida","Ringed seal","Mammalia",130,"audible_freq_high_60dBSPL","70",70,"kHz","","","Koay et al 1998","bracketed","published","ok",""
"SensoryData_r130_interaural_distance_functional","Pusa hispida","Ringed seal","Mammalia",130,"interaural_distance_functional","80",80,"us","","","Koay et al 1998","","published","ok",""
"SensoryData_r130_best_sensitivity","Pusa hispida","Ringed seal","Mammalia",130,"best_sensitivity","8.5",8.5,"dB","","","Terhune and Ronald 1975; Koay et al 1998","","published","ok",""
"SensoryData_r130_best_frequency","Pusa hispida","Ringed seal","Mammalia",130,"best_frequency","11.3 and 16",,"kHz","","","Terhune and Ronald 1975; Koay et al 1998","","published","ok",""
"SensoryData_r131_audible_freq_low_60dBSPL","Rangifer tarandus","Reindeer","Mammalia",131,"audible_freq_low_60dBSPL","0.07",0.07,"kHz","","","Flydal et al 2001","","published","ok",""
"SensoryData_r131_audible_freq_high_60dBSPL","Rangifer tarandus","Reindeer","Mammalia",131,"audible_freq_high_60dBSPL","37.7",37.7,"kHz","","","Flydal et al 2001","","published","ok",""
"SensoryData_r131_interaural_distance_functional","Rangifer tarandus","Reindeer","Mammalia",131,"interaural_distance_functional","548",548,"us","","","Flydal et al 2001","","published","ok",""
"SensoryData_r131_best_sensitivity","Rangifer tarandus","Reindeer","Mammalia",131,"best_sensitivity","2.5",2.5,"dB","","","Flydal et al 2001","","published","ok",""
"SensoryData_r131_best_frequency","Rangifer tarandus","Reindeer","Mammalia",131,"best_frequency","8",8,"kHz","","","Flydal et al 2001","","published","ok",""
"SensoryData_r132_visual_acuity_max","Rattus norvegicus","Pigmented laboratory rat","Mammalia",132,"visual_acuity_max","1.6",1.6,"c/deg","B","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree"
"SensoryData_r133_audible_freq_low_60dBSPL","Rattus norvegicus","Norway rat, albino","Mammalia",133,"audible_freq_low_60dBSPL","0.52",0.52,"kHz","","","Koay et al 1998","","published","ok",""
"SensoryData_r133_audible_freq_high_60dBSPL","Rattus norvegicus","Norway rat, albino","Mammalia",133,"audible_freq_high_60dBSPL","72",72,"kHz","","","Koay et al 1998","","published","ok",""
"SensoryData_r133_interaural_distance_functional","Rattus norvegicus","Norway rat, albino","Mammalia",133,"interaural_distance_functional","151.717401522619",151.717401522619,"us","","","Koay et al 1998","extracted from fig 6","digitised_from_figure","ok",""
"SensoryData_r133_best_sensitivity","Rattus norvegicus","Norway rat, albino","Mammalia",133,"best_sensitivity","0",0,"dB","","","Heffner and Heffner 1992","","published","ok",""
"SensoryData_r133_best_frequency","Rattus norvegicus","Norway rat, albino","Mammalia",133,"best_frequency","8",8,"kHz","","","Heffner and Heffner 1992","","published","ok",""
"SensoryData_r133_sound_localization_threshold","Rattus norvegicus","Norway rat, albino","Mammalia",133,"sound_localization_threshold","11.1",11.1,"deg","","","Heffner and Heffner 1992a","Data for Norway rat (domestic)","published","curator_flag","Notesissues #1: Heffner & Heffner 1992a value may be domestic vs albino Norway rat mix-up"
"SensoryData_r133_binocular_field","Rattus norvegicus","Norway rat, albino","Mammalia",133,"binocular_field","76",76,"deg","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r133_binaural_phase_cue","Rattus norvegicus","Norway rat, albino","Mammalia",133,"binaural_phase_cue","N",,"Y/N","","","Heffner and Heffner 2003","Not specified for albino or hooded strain","published","ok",""
"SensoryData_r133_binaural_intensity_difference_cue","Rattus norvegicus","Norway rat, albino","Mammalia",133,"binaural_intensity_difference_cue","Y",,"Y/N","","","Heffner and Heffner 2003","Not specified for albino or hooded strain","published","ok",""
"SensoryData_r133_trophic_level","Rattus norvegicus","Norway rat, albino","Mammalia",133,"trophic_level","4",4,"ordinal 1-5","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r134_visual_acuity_max","Rattus norvegicus","Norway rat, hooded","Mammalia",134,"visual_acuity_max","1.5",1.5,"c/deg","","","Heffner and Heffner 1992a","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: MISMATCH; value belongs upstream to: Megaderma lyra"
"SensoryData_r134_audible_freq_low_60dBSPL","Rattus norvegicus","Norway rat, hooded","Mammalia",134,"audible_freq_low_60dBSPL","0.53",0.53,"kHz","","","Koay et al 1998","Koay et al 1998","published","ok",""
"SensoryData_r134_audible_freq_high_60dBSPL","Rattus norvegicus","Norway rat, hooded","Mammalia",134,"audible_freq_high_60dBSPL","68",68,"kHz","","","Koay et al 1998","","published","ok",""
"SensoryData_r134_interaural_distance_functional","Rattus norvegicus","Norway rat, hooded","Mammalia",134,"interaural_distance_functional","150",150,"us","","","Koay et al 1998","","published","ok",""
"SensoryData_r134_best_sensitivity","Rattus norvegicus","Norway rat, hooded","Mammalia",134,"best_sensitivity","-1.25",-1.25,"dB","","","Heffner et al 1994c","","published","ok",""
"SensoryData_r134_best_frequency","Rattus norvegicus","Norway rat, hooded","Mammalia",134,"best_frequency","32",32,"kHz","","","Heffner et al 1994c","","published","ok",""
"SensoryData_r134_sound_localization_threshold","Rattus norvegicus","Norway rat, hooded","Mammalia",134,"sound_localization_threshold","12.8",12.8,"deg","","","Heffner and Heffner 1992a","Data for Norwary rat (wild)","published","curator_flag","Notesissues #1: Heffner & Heffner 1992a value may be domestic vs albino Norway rat mix-up"
"SensoryData_r134_field_of_best_vision_width","Rattus norvegicus","Norway rat, hooded","Mammalia",134,"field_of_best_vision_width","52.8",52.8,"deg","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r134_binocular_field","Rattus norvegicus","Norway rat, hooded","Mammalia",134,"binocular_field","35",35,"deg","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r134_binaural_phase_cue","Rattus norvegicus","Norway rat, hooded","Mammalia",134,"binaural_phase_cue","N",,"Y/N","","","Heffner and Heffner 2003","Not specified for albino or hooded strain","published","ok",""
"SensoryData_r134_binaural_intensity_difference_cue","Rattus norvegicus","Norway rat, hooded","Mammalia",134,"binaural_intensity_difference_cue","Y",,"Y/N","","","Heffner and Heffner 2003","Not specified for albino or hooded strain","published","ok",""
"SensoryData_r134_trophic_level","Rattus norvegicus","Norway rat, hooded","Mammalia",134,"trophic_level","4",4,"ordinal 1-5","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r135_visual_acuity_max","Rhinolophus rouxii","Horseshoe bat","Mammalia",135,"visual_acuity_max","0.4",0.4,"c/deg","A","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree; value belongs upstream to: Ellobius lutescens"
"SensoryData_r135_audible_freq_low_60dBSPL","Rhinolophus rouxii","Horseshoe bat","Mammalia",135,"audible_freq_low_60dBSPL","4.3",4.3,"kHz","","","Koay et al 1998","","published","ok",""
"SensoryData_r135_audible_freq_high_60dBSPL","Rhinolophus rouxii","Horseshoe bat","Mammalia",135,"audible_freq_high_60dBSPL","103",103,"kHz","","","Koay et al 1998","","published","ok",""
"SensoryData_r135_interaural_distance_functional","Rhinolophus rouxii","Horseshoe bat","Mammalia",135,"interaural_distance_functional","55",55,"us","","","Koay et al 1998","","published","ok",""
"SensoryData_r136_visual_acuity_max","Rousettus aegyptiacus","Egyptian fruit bat","Mammalia",136,"visual_acuity_max","3.15",3.15,"c/deg","A","","Heffner et al 1999","ganglion cell density","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree"
"SensoryData_r136_audible_freq_low_60dBSPL","Rousettus aegyptiacus","Egyptian fruit bat","Mammalia",136,"audible_freq_low_60dBSPL","2.25",2.25,"kHz","","","Koay et al 1998","","published","ok",""
"SensoryData_r136_audible_freq_high_60dBSPL","Rousettus aegyptiacus","Egyptian fruit bat","Mammalia",136,"audible_freq_high_60dBSPL","64",64,"kHz","","","Koay et al 1998","","published","ok",""
"SensoryData_r136_hearing_range","Rousettus aegyptiacus","Egyptian fruit bat","Mammalia",136,"hearing_range","4.8",4.8,"octaves","","","Koay et al 1998","","published","ok",""
"SensoryData_r136_interaural_distance_functional","Rousettus aegyptiacus","Egyptian fruit bat","Mammalia",136,"interaural_distance_functional","135",135,"us","","","Heffner et al 2014b","137 in Koay et al 1998","published","ok",""
"SensoryData_r136_best_sensitivity","Rousettus aegyptiacus","Egyptian fruit bat","Mammalia",136,"best_sensitivity","4",4,"dB","","","Koay et al 1998","","published","ok",""
"SensoryData_r136_best_frequency","Rousettus aegyptiacus","Egyptian fruit bat","Mammalia",136,"best_frequency","10",10,"kHz","","","Koay et al 1998","","published","ok",""
"SensoryData_r136_sound_localization_threshold","Rousettus aegyptiacus","Egyptian fruit bat","Mammalia",136,"sound_localization_threshold","11.6",11.6,"deg","","","Heffner et al 2008","","published","ok",""
"SensoryData_r136_field_of_best_vision_width","Rousettus aegyptiacus","Egyptian fruit bat","Mammalia",136,"field_of_best_vision_width","27",27,"deg","","","Heffner et al 2007","","published","ok",""
"SensoryData_r136_binaural_phase_cue_max_freq","Rousettus aegyptiacus","Egyptian fruit bat","Mammalia",136,"binaural_phase_cue_max_freq","5.6",5.6,"kHz","","","Heffner et al 2014b","","published","ok",""
"SensoryData_r136_binaural_phase_cue","Rousettus aegyptiacus","Egyptian fruit bat","Mammalia",136,"binaural_phase_cue","Y",,"Y/N","","","Heffner and Heffner 2003","","published","ok",""
"SensoryData_r136_binaural_intensity_difference_cue","Rousettus aegyptiacus","Egyptian fruit bat","Mammalia",136,"binaural_intensity_difference_cue","Y",,"Y/N","","","Heffner and Heffner 2003","","published","ok",""
"SensoryData_r137_visual_acuity_max","Rousettus madagascariensis","Madagascan rousette","Mammalia",137,"visual_acuity_max","3",3,"c/deg","A","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree; value belongs upstream to: Oryctolagus cuniculus"
"SensoryData_r138_visual_acuity_max","Saccopteryx sp.","White-lined bat","Mammalia",138,"visual_acuity_max","1",1,"c/deg","A","","Kirk and Kay 2004","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree; value belongs upstream to: Plecotus auritus"
"SensoryData_r139_visual_acuity_max","Saguinus midas","Golden-handed tamarin","Mammalia",139,"visual_acuity_max","24.87",24.87,"c/deg","A","","Veilleaux and Kirk 2014","retinal cone cell density","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree"
"SensoryData_r140_visual_acuity_max","Saimiri sciureus","Squirrel monkey","Mammalia",140,"visual_acuity_max","40.5",40.5,"c/deg","B","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree"
"SensoryData_r140_audible_freq_low_60dBSPL","Saimiri sciureus","Squirrel monkey","Mammalia",140,"audible_freq_low_60dBSPL","0.1",0.1,"kHz","","","Heffner 2004","","published","ok",""
"SensoryData_r140_audible_freq_high_60dBSPL","Saimiri sciureus","Squirrel monkey","Mammalia",140,"audible_freq_high_60dBSPL","43",43,"kHz","","","Heffner 2004","","published","ok",""
"SensoryData_r140_hearing_range","Saimiri sciureus","Squirrel monkey","Mammalia",140,"hearing_range","8.75",8.75,"octaves","","","Heffner 2004","","published","ok",""
"SensoryData_r140_interaural_distance_functional","Saimiri sciureus","Squirrel monkey","Mammalia",140,"interaural_distance_functional","302",302,"us","","","Koay et al 1998","","published","ok",""
"SensoryData_r140_best_sensitivity","Saimiri sciureus","Squirrel monkey","Mammalia",140,"best_sensitivity","4.5",4.5,"dB","","","Heffner 2004","","published","ok",""
"SensoryData_r140_best_frequency","Saimiri sciureus","Squirrel monkey","Mammalia",140,"best_frequency","8",8,"kHz","","","Heffner 2004","","published","ok",""
"SensoryData_r140_binaural_phase_cue","Saimiri sciureus","Squirrel monkey","Mammalia",140,"binaural_phase_cue","Y",,"Y/N","","","Heffner and Heffner 1992b","","published","ok",""
"SensoryData_r140_binaural_intensity_difference_cue","Saimiri sciureus","Squirrel monkey","Mammalia",140,"binaural_intensity_difference_cue","Y",,"Y/N","","","Heffner and Heffner 1992b","","published","ok",""
"SensoryData_r141_visual_acuity_max","Sarcophilus harrisii","Tasmanian devil","Mammalia",141,"visual_acuity_max","4.75",4.75,"c/deg","A","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree"
"SensoryData_r142_visual_acuity_max","Sciurus carolinensis","Eastern gray squirrel","Mammalia",142,"visual_acuity_max","3.9",3.9,"c/deg","B","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree; value belongs upstream to: Sciurus griseus|Sciurus niger"
"SensoryData_r143_visual_acuity_max","Sciurus griseus","Western gray squirrel","Mammalia",143,"visual_acuity_max","3.9",3.9,"c/deg","B","","Kirk and Kay 2004","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree; value belongs upstream to: Sciurus carolinensis|Sciurus niger"
"SensoryData_r144_visual_acuity_max","Sciurus niger","Fox squirrel","Mammalia",144,"visual_acuity_max","3.9",3.9,"c/deg","B","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree; value belongs upstream to: Sciurus carolinensis|Sciurus griseus"
"SensoryData_r144_audible_freq_low_60dBSPL","Sciurus niger","Fox squirrel","Mammalia",144,"audible_freq_low_60dBSPL","0.113",0.113,"kHz","","","Koay et al 1998","","published","ok",""
"SensoryData_r144_audible_freq_high_60dBSPL","Sciurus niger","Fox squirrel","Mammalia",144,"audible_freq_high_60dBSPL","49",49,"kHz","","","Koay et al 1998","","published","ok",""
"SensoryData_r144_interaural_distance_functional","Sciurus niger","Fox squirrel","Mammalia",144,"interaural_distance_functional","157",157,"us","","","Koay et al 1998","","published","ok",""
