"source","doi","source_table","taxon_level","species_printed","Species","specimen_id","observation_level","n_specimens","age_class","age_detail","sex","hemisphere","region_printed","region","m1_compatible","layer_printed","layer","layer_status","measure","statistic","value","unit","uncertainty_type","uncertainty_value","n_sampling_locations","sampling_detail","value_basis","source_location","curation_note"
"Johnson_etal_2016_Table1","10.1002/cne.24022","Table 1","species","Clouded leopard","Neofelis nebulosa",,"species summary",2,"adult","20 and 28 years","female","left","Prefrontal cortex","prefrontal cortex",FALSE,"Layer VI","VI","present","absolute thickness","mean",533,"um","SD",127,10,"Mean and SD across 10 sampling locations in each region of interest; clouded-leopard values combine two specimens.","printed value","Table 1, PDF page 5","Clouded-leopard values represent two specimens; the paper does not expose specimen-level thicknesses."
"Johnson_etal_2016_Table1","10.1002/cne.24022","Table 1","species","Clouded leopard","Neofelis nebulosa",,"species summary",2,"adult","20 and 28 years","female","left","Prefrontal cortex","prefrontal cortex",FALSE,"Total","total cortex","not applicable","absolute thickness","mean",1962,"um","SD",216,10,"Mean and SD across 10 sampling locations in each region of interest; clouded-leopard values combine two specimens.","printed value","Table 1, PDF page 5","Clouded-leopard values represent two specimens; the paper does not expose specimen-level thicknesses."
"Johnson_etal_2016_Table1","10.1002/cne.24022","Table 1","species","Siberian tiger","Panthera tigris altaica","ST","single-specimen summary",1,"adult","12 years","female","left","Primary motor cortex","primary motor cortex",TRUE,"Layer I","I","present","absolute thickness","mean",346,"um","SD",32,10,"Mean and SD across 10 sampling locations in each region of interest; clouded-leopard values combine two specimens.","printed value","Table 1, PDF page 5",
"Johnson_etal_2016_Table1","10.1002/cne.24022","Table 1","species","Siberian tiger","Panthera tigris altaica","ST","single-specimen summary",1,"adult","12 years","female","left","Primary motor cortex","primary motor cortex",TRUE,"Layer II","II","present","absolute thickness","mean",160,"um","SD",16,10,"Mean and SD across 10 sampling locations in each region of interest; clouded-leopard values combine two specimens.","printed value","Table 1, PDF page 5",
"Johnson_etal_2016_Table1","10.1002/cne.24022","Table 1","species","Siberian tiger","Panthera tigris altaica","ST","single-specimen summary",1,"adult","12 years","female","left","Primary motor cortex","primary motor cortex",TRUE,"Layer III","III","present","absolute thickness","mean",824,"um","SD",44,10,"Mean and SD across 10 sampling locations in each region of interest; clouded-leopard values combine two specimens.","printed value","Table 1, PDF page 5",
"Johnson_etal_2016_Table1","10.1002/cne.24022","Table 1","species","Siberian tiger","Panthera tigris altaica","ST","single-specimen summary",1,"adult","12 years","female","left","Primary motor cortex","primary motor cortex",TRUE,"Layer IV","IV","absent","absolute thickness","mean",,"um",,,10,"Mean and SD across 10 sampling locations in each region of interest; clouded-leopard values combine two specimens.","printed absence (-)","Table 1, PDF page 5","Layer IV explicitly absent in this region."
"Johnson_etal_2016_Table1","10.1002/cne.24022","Table 1","species","Siberian tiger","Panthera tigris altaica","ST","single-specimen summary",1,"adult","12 years","female","left","Primary motor cortex","primary motor cortex",TRUE,"Layer V","V","present","absolute thickness","mean",371,"um","SD",40,10,"Mean and SD across 10 sampling locations in each region of interest; clouded-leopard values combine two specimens.","printed value","Table 1, PDF page 5",
"Johnson_etal_2016_Table1","10.1002/cne.24022","Table 1","species","Siberian tiger","Panthera tigris altaica","ST","single-specimen summary",1,"adult","12 years","female","left","Primary motor cortex","primary motor cortex",TRUE,"Layer VI","VI","present","absolute thickness","mean",538,"um","SD",81,10,"Mean and SD across 10 sampling locations in each region of interest; clouded-leopard values combine two specimens.","printed value","Table 1, PDF page 5",
"Johnson_etal_2016_Table1","10.1002/cne.24022","Table 1","species","Siberian tiger","Panthera tigris altaica","ST","single-specimen summary",1,"adult","12 years","female","left","Primary motor cortex","primary motor cortex",TRUE,"Total","total cortex","not applicable","absolute thickness","mean",2239,"um","SD",228,10,"Mean and SD across 10 sampling locations in each region of interest; clouded-leopard values combine two specimens.","printed value","Table 1, PDF page 5",
"Johnson_etal_2016_Table1","10.1002/cne.24022","Table 1","species","Clouded leopard","Neofelis nebulosa",,"species summary",2,"adult","20 and 28 years","female","left","Primary motor cortex","primary motor cortex",TRUE,"Layer I","I","present","absolute thickness","mean",187,"um","SD",18,10,"Mean and SD across 10 sampling locations in each region of interest; clouded-leopard values combine two specimens.","printed value","Table 1, PDF page 5","Clouded-leopard values represent two specimens; the paper does not expose specimen-level thicknesses."
"Johnson_etal_2016_Table1","10.1002/cne.24022","Table 1","species","Clouded leopard","Neofelis nebulosa",,"species summary",2,"adult","20 and 28 years","female","left","Primary motor cortex","primary motor cortex",TRUE,"Layer II","II","present","absolute thickness","mean",172,"um","SD",21,10,"Mean and SD across 10 sampling locations in each region of interest; clouded-leopard values combine two specimens.","printed value","Table 1, PDF page 5","Clouded-leopard values represent two specimens; the paper does not expose specimen-level thicknesses."
"Johnson_etal_2016_Table1","10.1002/cne.24022","Table 1","species","Clouded leopard","Neofelis nebulosa",,"species summary",2,"adult","20 and 28 years","female","left","Primary motor cortex","primary motor cortex",TRUE,"Layer III","III","present","absolute thickness","mean",510,"um","SD",57,10,"Mean and SD across 10 sampling locations in each region of interest; clouded-leopard values combine two specimens.","printed value","Table 1, PDF page 5","Clouded-leopard values represent two specimens; the paper does not expose specimen-level thicknesses."
"Johnson_etal_2016_Table1","10.1002/cne.24022","Table 1","species","Clouded leopard","Neofelis nebulosa",,"species summary",2,"adult","20 and 28 years","female","left","Primary motor cortex","primary motor cortex",TRUE,"Layer IV","IV","absent","absolute thickness","mean",,"um",,,10,"Mean and SD across 10 sampling locations in each region of interest; clouded-leopard values combine two specimens.","printed absence (-)","Table 1, PDF page 5","Clouded-leopard values represent two specimens; the paper does not expose specimen-level thicknesses. Layer IV is explicitly absent in this region."
"Johnson_etal_2016_Table1","10.1002/cne.24022","Table 1","species","Clouded leopard","Neofelis nebulosa",,"species summary",2,"adult","20 and 28 years","female","left","Primary motor cortex","primary motor cortex",TRUE,"Layer V","V","present","absolute thickness","mean",449,"um","SD",15,10,"Mean and SD across 10 sampling locations in each region of interest; clouded-leopard values combine two specimens.","printed value","Table 1, PDF page 5","Clouded-leopard values represent two specimens; the paper does not expose specimen-level thicknesses."
"Johnson_etal_2016_Table1","10.1002/cne.24022","Table 1","species","Clouded leopard","Neofelis nebulosa",,"species summary",2,"adult","20 and 28 years","female","left","Primary motor cortex","primary motor cortex",TRUE,"Layer VI","VI","present","absolute thickness","mean",581,"um","SD",98,10,"Mean and SD across 10 sampling locations in each region of interest; clouded-leopard values combine two specimens.","printed value","Table 1, PDF page 5","Clouded-leopard values represent two specimens; the paper does not expose specimen-level thicknesses."
"Johnson_etal_2016_Table1","10.1002/cne.24022","Table 1","species","Clouded leopard","Neofelis nebulosa",,"species summary",2,"adult","20 and 28 years","female","left","Primary motor cortex","primary motor cortex",TRUE,"Total","total cortex","not applicable","absolute thickness","mean",1898,"um","SD",45,10,"Mean and SD across 10 sampling locations in each region of interest; clouded-leopard values combine two specimens.","printed value","Table 1, PDF page 5","Clouded-leopard values represent two specimens; the paper does not expose specimen-level thicknesses."
"Johnson_etal_2016_Table1","10.1002/cne.24022","Table 1","species","Siberian tiger","Panthera tigris altaica","ST","single-specimen summary",1,"adult","12 years","female","left","Primary visual cortex","primary visual cortex",FALSE,"Layer I","I","present","absolute thickness","mean",233,"um","SD",20,10,"Mean and SD across 10 sampling locations in each region of interest; clouded-leopard values combine two specimens.","printed value","Table 1, PDF page 5",
"Johnson_etal_2016_Table1","10.1002/cne.24022","Table 1","species","Siberian tiger","Panthera tigris altaica","ST","single-specimen summary",1,"adult","12 years","female","left","Primary visual cortex","primary visual cortex",FALSE,"Layer II","II","present","absolute thickness","mean",134,"um","SD",14,10,"Mean and SD across 10 sampling locations in each region of interest; clouded-leopard values combine two specimens.","printed value","Table 1, PDF page 5",
"Johnson_etal_2016_Table1","10.1002/cne.24022","Table 1","species","Siberian tiger","Panthera tigris altaica","ST","single-specimen summary",1,"adult","12 years","female","left","Primary visual cortex","primary visual cortex",FALSE,"Layer III","III","present","absolute thickness","mean",371,"um","SD",68,10,"Mean and SD across 10 sampling locations in each region of interest; clouded-leopard values combine two specimens.","printed value","Table 1, PDF page 5",
"Johnson_etal_2016_Table1","10.1002/cne.24022","Table 1","species","Siberian tiger","Panthera tigris altaica","ST","single-specimen summary",1,"adult","12 years","female","left","Primary visual cortex","primary visual cortex",FALSE,"Layer IV","IV","present","absolute thickness","mean",416,"um","SD",68,10,"Mean and SD across 10 sampling locations in each region of interest; clouded-leopard values combine two specimens.","printed value","Table 1, PDF page 5",
"Johnson_etal_2016_Table1","10.1002/cne.24022","Table 1","species","Siberian tiger","Panthera tigris altaica","ST","single-specimen summary",1,"adult","12 years","female","left","Primary visual cortex","primary visual cortex",FALSE,"Layer V","V","present","absolute thickness","mean",405,"um","SD",41,10,"Mean and SD across 10 sampling locations in each region of interest; clouded-leopard values combine two specimens.","printed value","Table 1, PDF page 5",
"Johnson_etal_2016_Table1","10.1002/cne.24022","Table 1","species","Siberian tiger","Panthera tigris altaica","ST","single-specimen summary",1,"adult","12 years","female","left","Primary visual cortex","primary visual cortex",FALSE,"Layer VI","VI","present","absolute thickness","mean",469,"um","SD",56,10,"Mean and SD across 10 sampling locations in each region of interest; clouded-leopard values combine two specimens.","printed value","Table 1, PDF page 5",
"Johnson_etal_2016_Table1","10.1002/cne.24022","Table 1","species","Siberian tiger","Panthera tigris altaica","ST","single-specimen summary",1,"adult","12 years","female","left","Primary visual cortex","primary visual cortex",FALSE,"Total","total cortex","not applicable","absolute thickness","mean",2018,"um","SD",128,10,"Mean and SD across 10 sampling locations in each region of interest; clouded-leopard values combine two specimens.","printed value","Table 1, PDF page 5",
"Johnson_etal_2016_Table1","10.1002/cne.24022","Table 1","species","Clouded leopard","Neofelis nebulosa",,"species summary",2,"adult","20 and 28 years","female","left","Primary visual cortex","primary visual cortex",FALSE,"Layer I","I","present","absolute thickness","mean",136,"um","SD",18,10,"Mean and SD across 10 sampling locations in each region of interest; clouded-leopard values combine two specimens.","printed value","Table 1, PDF page 5","Clouded-leopard values represent two specimens; the paper does not expose specimen-level thicknesses."
"Johnson_etal_2016_Table1","10.1002/cne.24022","Table 1","species","Clouded leopard","Neofelis nebulosa",,"species summary",2,"adult","20 and 28 years","female","left","Primary visual cortex","primary visual cortex",FALSE,"Layer II","II","present","absolute thickness","mean",145,"um","SD",13,10,"Mean and SD across 10 sampling locations in each region of interest; clouded-leopard values combine two specimens.","printed value","Table 1, PDF page 5","Clouded-leopard values represent two specimens; the paper does not expose specimen-level thicknesses."
"Johnson_etal_2016_Table1","10.1002/cne.24022","Table 1","species","Clouded leopard","Neofelis nebulosa",,"species summary",2,"adult","20 and 28 years","female","left","Primary visual cortex","primary visual cortex",FALSE,"Layer III","III","present","absolute thickness","mean",545,"um","SD",83,10,"Mean and SD across 10 sampling locations in each region of interest; clouded-leopard values combine two specimens.","printed value","Table 1, PDF page 5","Clouded-leopard values represent two specimens; the paper does not expose specimen-level thicknesses."
"Johnson_etal_2016_Table1","10.1002/cne.24022","Table 1","species","Clouded leopard","Neofelis nebulosa",,"species summary",2,"adult","20 and 28 years","female","left","Primary visual cortex","primary visual cortex",FALSE,"Layer IV","IV","present","absolute thickness","mean",237,"um","SD",19,10,"Mean and SD across 10 sampling locations in each region of interest; clouded-leopard values combine two specimens.","printed value","Table 1, PDF page 5","Clouded-leopard values represent two specimens; the paper does not expose specimen-level thicknesses."
"Johnson_etal_2016_Table1","10.1002/cne.24022","Table 1","species","Clouded leopard","Neofelis nebulosa",,"species summary",2,"adult","20 and 28 years","female","left","Primary visual cortex","primary visual cortex",FALSE,"Layer V","V","present","absolute thickness","mean",317,"um","SD",52,10,"Mean and SD across 10 sampling locations in each region of interest; clouded-leopard values combine two specimens.","printed value","Table 1, PDF page 5","Clouded-leopard values represent two specimens; the paper does not expose specimen-level thicknesses."
"Johnson_etal_2016_Table1","10.1002/cne.24022","Table 1","species","Clouded leopard","Neofelis nebulosa",,"species summary",2,"adult","20 and 28 years","female","left","Primary visual cortex","primary visual cortex",FALSE,"Layer VI","VI","present","absolute thickness","mean",517,"um","SD",78,10,"Mean and SD across 10 sampling locations in each region of interest; clouded-leopard values combine two specimens.","printed value","Table 1, PDF page 5","Clouded-leopard values represent two specimens; the paper does not expose specimen-level thicknesses."
"Johnson_etal_2016_Table1","10.1002/cne.24022","Table 1","species","Clouded leopard","Neofelis nebulosa",,"species summary",2,"adult","20 and 28 years","female","left","Primary visual cortex","primary visual cortex",FALSE,"Total","total cortex","not applicable","absolute thickness","mean",1897,"um","SD",45,10,"Mean and SD across 10 sampling locations in each region of interest; clouded-leopard values combine two specimens.","printed value","Table 1, PDF page 5","Clouded-leopard values represent two specimens; the paper does not expose specimen-level thicknesses."
