"Species Name","Order","Brain Mass (g)","Body Mass (g)","EQ","Independent contrast derived EQ","PGLS-ML dervived EQ","Reference","Notes","source"
"Thomomys bottae","Rodentia",1.47164,162.95,0.588059134703737,0.0592740685686076,0.54120150440616,"Hafner 1984, Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Surdisorex polulus","Eulipotyphla",0.4,18.6,0.806891811042629,0.0633675304564489,0.540931478516589,"Mace 1981",NA,"Boddy_etal_2012_TableS1"
"Microgale dobsoni","Afrosoricida",0.56,32.6,0.743258133408418,0.062261156018504,0.540813466649754,"Stephan 1981; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Hemiechinus auritus","Eulipotyphla",1.9,250,0.551699166049751,0.0584148027027954,0.540479997773368,"Stephan 1981; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Microtus longicaudus","Rodentia",0.7,47.4,0.702715236444771,0.0614541710843743,0.54003395266392,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Marmosa robinsoni","Didelphimorphia",0.7252,50.5,0.69440749602991,0.0611716781059519,0.538608246996964,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Clethrionomys rufocanus","Rodentia",0.61,38.3,0.717919124591477,0.061263367796113,0.53481133215242,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Myotis nattereri","Chiroptera",0.22,7,0.920007813925303,0.0645706675494676,0.534753809582825,"Pirlot & Stephan 1970",NA,"Boddy_etal_2012_TableS1"
"Mesembriomys gouldii","Rodentia",4.59,1110,0.43834263741005,0.0550913411015737,0.533837316359931,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Myopus schisticolor","Rodentia",0.56,33.5,0.728310504626594,0.061200393209991,0.532048438757623,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Heliophobius argenteocinereus","Rodentia",1.43,160,0.579261285072342,0.0582647365546322,0.531684596164787,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Lemmus lemmus","Rodentia",0.86,68.9,0.653128875353983,0.0596281837248642,0.530098955441389,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Chrysochloris asiatica","Afrosoricida",0.7,49,0.685525694322267,0.0601802201631779,0.529383526094126,"Stephan 1981; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Mimon crenulatum","Chiroptera",0.34,14.8,0.813346590273356,0.062217596969729,0.527365746636122,"Pirlot & Stephan 1970",NA,"Boddy_etal_2012_TableS1"
"Hipposideros bicolor","Chiroptera",0.24,8.4,0.87601363775215,0.0627856610153142,0.522918131192519,"Pirlot & Stephan 1970",NA,"Boddy_etal_2012_TableS1"
"Antechinus leo","Dasyuromorphia",0.777,60.2,0.65261042838894,0.0586631111260633,0.519341651187358,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Mus platythrix","Rodentia",0.5,29.2,0.720454187823512,0.0595913032941475,0.515858182670415,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Antechinus bellus","Dasyuromorphia",0.65268,45.8,0.672212573082995,0.0585549543799715,0.514009384778959,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Echymipera clara","Peramelemorphia",4.64128,1207,0.416385999956998,0.0528384343608026,0.513338027742321,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Microtus guentheri","Rodentia",0.69,51.3,0.653000493301217,0.0576281253375348,0.50765503977144,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Aethomys namaquensis","Rodentia",0.89,79.4,0.608045228546613,0.0564251507861711,0.503834306380258,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Dicrostonyx torquatus","Rodentia",0.84,73,0.611015750448613,0.0561554639954301,0.50012158667525,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Saccopteryx bilineata","Chiroptera",0.22,8,0.83277853669327,0.0593529566038253,0.493581324412788,"Pirlot & Stephan 1970",NA,"Boddy_etal_2012_TableS1"
"Miniopterus schreibersi","Chiroptera",0.29,12.7,0.777628904673155,0.0584476842485164,0.493066839515904,"Pirlot & Stephan 1970",NA,"Boddy_etal_2012_TableS1"
"Sorex vagrans","Eulipotyphla",0.17,5.3,0.874885251977617,0.0594703242450191,0.488285052736029,"Mace 1981",NA,"Boddy_etal_2012_TableS1"
"Myotis bocagei","Chiroptera",0.21,7.6,0.825932066741489,0.0585187952725597,0.485871214189584,"Pirlot & Stephan 1970",NA,"Boddy_etal_2012_TableS1"
"Marmota flaviventris","Rodentia",10.29,5000,0.319739082584707,0.0477787475027748,0.485091207055076,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Mus booduga","Rodentia",0.31,14.6,0.749145950717474,0.057216923243686,0.484774771934967,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Noctilio albiventris","Chiroptera",0.55,38.5,0.644793956495859,0.0550562247162418,0.480702390821656,"Pirlot & Stephan 1970",NA,"Boddy_etal_2012_TableS1"
"Chaerephon pumila","Chiroptera",0.29,13.3,0.751305635952575,0.0567697616936578,0.479597646969738,"Pirlot & Stephan 1970",NA,"Boddy_etal_2012_TableS1"
"Myotis dasycneme","Chiroptera",0.31,15,0.734191897884272,0.0562493577507201,0.476976484952844,"Pirlot & Stephan 1970",NA,"Boddy_etal_2012_TableS1"
"Sigmodon hispidus","Rodentia",1.14,132.5,0.5315495797636,0.0523185971964602,0.474641114097631,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Sorex araneus","Eulipotyphla",0.225,8.9,0.786592038080665,0.0567527463630638,0.47352023715858,"Mace 1981; Silva & Downing 1995; Stephan 1981",NA,"Boddy_etal_2012_TableS1"
"Oryzorictes hova","Afrosoricida",0.58,44.2,0.613415793689703,0.0532152369566172,0.466621410696063,"Stephan 1981",NA,"Boddy_etal_2012_TableS1"
"Didelphis virginiana","Didelphimorphia",6.96192,2797,0.333663285247643,0.0466375299444302,0.465054208631954,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Planigale gilesi","Dasyuromorphia",0.17612,6.1,0.816139866936109,0.0563812901728557,0.464944169711552,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Atelerix algirus","Eulipotyphla",3.2,790,0.393851171142883,0.0476010729939282,0.456419040759723,"Stephan 1981; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Murexia longicaudata","Dasyuromorphia",1.74048,296.5,0.444990342430336,0.0480497255706434,0.446934879356504,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Dicrostonyx groenlandicus","Rodentia",0.72,68.4,0.549784659338746,0.0501512260787895,0.445747448334727,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Neomys fodiens","Eulipotyphla",0.305,16.35,0.677372506959801,0.0524130693893058,0.445634920656696,"Mace 1981; Silva & Downing 1995; Stephan 1981",NA,"Boddy_etal_2012_TableS1"
"Sorex fumeus","Eulipotyphla",0.21,8.9,0.734152568875287,0.0529692299388596,0.441952221348008,"Mace 1981",NA,"Boddy_etal_2012_TableS1"
"Molossus molossus","Chiroptera",0.26,13,0.685146715538543,0.0516350439932765,0.43591053685767,"Pirlot & Stephan 1970",NA,"Boddy_etal_2012_TableS1"
"Setifer setosus","Afrosoricida",1.51,248,0.441090766244219,0.0466602858893207,0.431614443212787,"Stephan 1981; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Bathyergus suillus","Rodentia",3.75,1175,0.343237707179953,0.0434217010124307,0.421500969720079,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Sorex minutus","Eulipotyphla",0.13,4.6,0.743597605944968,0.0497293312799264,0.406516973531456,"Mace 1981; Silva & Downing 1995; Stephan 1981",NA,"Boddy_etal_2012_TableS1"
"Blarina brevicauda","Eulipotyphla",0.288766666666667,17.7,0.60446474495208,0.0472003682904016,0.40230286944994,"Mace 1981; Crile & Quiring 1940; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Notiosorex crawfordi","Eulipotyphla",0.15,6,0.703724059440422,0.0485229592089854,0.39993603732016,"Mace 1981",NA,"Boddy_etal_2012_TableS1"
"Mormopterus jugularis","Chiroptera",0.22,11.5,0.635263736803193,0.0472054130701316,0.397003199636843,"Pirlot & Stephan 1970",NA,"Boddy_etal_2012_TableS1"
"Hemicentetes semispinosus","Afrosoricida",0.83,110,0.444642654580887,0.0428379585969795,0.386395901878537,"Stephan 1981; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Myotis nigricans","Chiroptera",0.12,4.5,0.697744920829348,0.0465450615101163,0.380227713683254,"Pirlot & Stephan 1970",NA,"Boddy_etal_2012_TableS1"
"Sorex hoyi","Eulipotyphla",0.0935,3.05,0.726667779066721,0.0463540698603587,0.374129313990176,"Mace 1981; Silva & Downing 1995; Stolzenburg 1989",NA,"Boddy_etal_2012_TableS1"
"Tenrec ecaudatus","Afrosoricida",2.835,907,0.314767583590238,0.0386520314114423,0.372202016193187,"Silva & Downing 1995; Stephan 1981; Warncke 1908",NA,"Boddy_etal_2012_TableS1"
"Crocidura russula","Eulipotyphla",0.19,10.45,0.589257096201795,0.0433072573177048,0.363139805841438,"Mace 1981; Stephan 1981; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Crocidura fuscomurina","Eulipotyphla",0.13,5.6,0.642106486519068,0.0439244331901184,0.361260573019878,"Mace 1981",NA,"Boddy_etal_2012_TableS1"
"Suncus murinus","Eulipotyphla",0.39,35,0.490909932203098,0.0414597930316539,0.360922378530646,"Mace 1981",NA,"Boddy_etal_2012_TableS1"
"Rhynchonycteris naso","Chiroptera",0.11,4.3,0.661663518895815,0.0439079891685399,0.358180255703587,"Pirlot & Stephan 1970",NA,"Boddy_etal_2012_TableS1"
"Sorex ornatus","Eulipotyphla",0.12,5,0.645002793860588,0.0435512507481913,0.356935113509227,"Mace 1981",NA,"Boddy_etal_2012_TableS1"
"Heterocephalus glaber","Rodentia",0.52,60.8,0.43353408355575,0.0390148232560524,0.345502525630468,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Cryptotis parva","Eulipotyphla",0.12,5.3,0.617566060219494,0.0419790524082488,0.344671801931314,"Mace 1981",NA,"Boddy_etal_2012_TableS1"
"Suncus etruscus","Eulipotyphla",0.071,2.24,0.694680806852286,0.0427682330414731,0.34190036786354,"Mace 1981; Silva & Downing 1995; Stolzenburg 1989",NA,"Boddy_etal_2012_TableS1"
"Echinops telfairi","Afrosoricida",0.62,87.5,0.393972270128619,0.0369703929617217,0.331113500060001,"Stephan 1981; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Otomys angoniensis","Rodentia",0.42,95,0.251003313035777,0.0237779907720404,0.213503578014765,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Apodemus agrarius","Rodentia",0.2,33.3,0.261275429578938,0.0219400262594139,0.190701226359857,"Count 1947; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
