Species,measure_class,Measure,Units,Value,Value_median,n_sources,n_teams,n_teams_primary,primary_used,Teams,roles,value_min,value_max
Bassariscus astutus,cerebellar_folding,Folial_perimeter_median,mm,1.94165630815,1.94165630815,1,1,1,TRUE,Heuer2023,primary,1.94165630815,1.94165630815
Bassariscus astutus,cerebellar_folding,Folial_width_median,mm,0.734816472967,0.734816472967,1,1,1,TRUE,Heuer2023,primary,0.734816472967,0.734816472967
Bassariscus astutus,cerebellar_folding,Molecular_layer_thickness_median,mm,0.161908,0.161908,1,1,1,TRUE,Heuer2023,primary,0.161908,0.161908
Bos taurus indicus,cerebellar_folding,Cerebellar_section_area,mm2,662.34444712364,662.34444712364,1,1,1,TRUE,Heuer2023,primary,662.34444712364,662.34444712364
Bos taurus indicus,cerebellar_folding,Cerebellar_section_length,mm,529.7320237201,529.7320237201,1,1,1,TRUE,Heuer2023,primary,529.7320237201,529.7320237201
Bos taurus indicus,cerebellar_folding,Cerebral_section_area,mm2,2560.3388187360,2560.3388187360,1,1,1,TRUE,Heuer2023,primary,2560.3388187360,2560.3388187360
Bos taurus indicus,cerebellar_folding,Cerebral_section_length,mm,647.7995743760,647.7995743760,1,1,1,TRUE,Heuer2023,primary,647.7995743760,647.7995743760
Bos taurus indicus,cerebellar_folding,Folial_perimeter_median,mm,4.02993745709,4.02993745709,1,1,1,TRUE,Heuer2023,primary,4.02993745709,4.02993745709
Bos taurus indicus,cerebellar_folding,Folial_width_median,mm,1.340185878276,1.340185878276,1,1,1,TRUE,Heuer2023,primary,1.340185878276,1.340185878276
Canis lupus familiaris,cerebellar_folding,Cerebellar_section_area,mm2,293.92737574358,293.92737574358,1,1,1,TRUE,Heuer2023,primary,293.92737574358,293.92737574358
Canis lupus familiaris,cerebellar_folding,Cerebellar_section_length,mm,368.9651477619,368.9651477619,1,1,1,TRUE,Heuer2023,primary,368.9651477619,368.9651477619
Canis lupus familiaris,cerebellar_folding,Cerebral_section_area,mm2,838.7154283488,838.7154283488,1,1,1,TRUE,Heuer2023,primary,838.7154283488,838.7154283488
Canis lupus familiaris,cerebellar_folding,Cerebral_section_length,mm,263.3396492663,263.3396492663,1,1,1,TRUE,Heuer2023,primary,263.3396492663,263.3396492663
Canis lupus familiaris,cerebellar_folding,Folial_perimeter_median,mm,2.57102021138,2.57102021138,1,1,1,TRUE,Heuer2023,primary,2.57102021138,2.57102021138
Canis lupus familiaris,cerebellar_folding,Folial_width_median,mm,1.335376369799,1.335376369799,1,1,1,TRUE,Heuer2023,primary,1.335376369799,1.335376369799
Canis lupus familiaris,cerebellar_folding,Molecular_layer_thickness_median,mm,0.280959,0.280959,1,1,1,TRUE,Heuer2023,primary,0.280959,0.280959
Capra hircus domestica,cerebellar_folding,Cerebellar_section_area,mm2,220.04436586742,220.04436586742,1,1,1,TRUE,Heuer2023,primary,220.04436586742,220.04436586742
Capra hircus domestica,cerebellar_folding,Cerebellar_section_length,mm,395.4425538596,395.4425538596,1,1,1,TRUE,Heuer2023,primary,395.4425538596,395.4425538596
Capra hircus domestica,cerebellar_folding,Cerebral_section_area,mm2,695.9826090670,695.9826090670,1,1,1,TRUE,Heuer2023,primary,695.9826090670,695.9826090670
Capra hircus domestica,cerebellar_folding,Cerebral_section_length,mm,333.4490785801,333.4490785801,1,1,1,TRUE,Heuer2023,primary,333.4490785801,333.4490785801
Capra hircus domestica,cerebellar_folding,Folial_perimeter_median,mm,2.36831713914,2.36831713914,1,1,1,TRUE,Heuer2023,primary,2.36831713914,2.36831713914
Capra hircus domestica,cerebellar_folding,Folial_width_median,mm,0.959015863042,0.959015863042,1,1,1,TRUE,Heuer2023,primary,0.959015863042,0.959015863042
Capra hircus domestica,cerebellar_folding,Molecular_layer_thickness_median,mm,0.200075,0.200075,1,1,1,TRUE,Heuer2023,primary,0.200075,0.200075
Castor canadensis,cerebellar_folding,Cerebellar_section_area,mm2,141.69112140284,141.69112140284,1,1,1,TRUE,Heuer2023,primary,141.69112140284,141.69112140284
Castor canadensis,cerebellar_folding,Cerebellar_section_length,mm,168.0291917041,168.0291917041,1,1,1,TRUE,Heuer2023,primary,168.0291917041,168.0291917041
Castor canadensis,cerebellar_folding,Cerebral_section_area,mm2,326.1960889123,326.1960889123,1,1,1,TRUE,Heuer2023,primary,326.1960889123,326.1960889123
Castor canadensis,cerebellar_folding,Cerebral_section_length,mm,81.6284525036,81.6284525036,1,1,1,TRUE,Heuer2023,primary,81.6284525036,81.6284525036
Castor canadensis,cerebellar_folding,Folial_perimeter_median,mm,3.01603364233,3.01603364233,1,1,1,TRUE,Heuer2023,primary,3.01603364233,3.01603364233
Castor canadensis,cerebellar_folding,Folial_width_median,mm,1.313456865028,1.313456865028,1,1,1,TRUE,Heuer2023,primary,1.313456865028,1.313456865028
Castor canadensis,cerebellar_folding,Molecular_layer_thickness_median,mm,0.191026,0.191026,1,1,1,TRUE,Heuer2023,primary,0.191026,0.191026
Cavia porcellus,cerebellar_folding,Cerebellar_section_area,mm2,25.59526563595,25.59526563595,1,1,1,TRUE,Heuer2023,primary,25.59526563595,25.59526563595
Cavia porcellus,cerebellar_folding,Cerebellar_section_length,mm,44.0871256715,44.0871256715,1,1,1,TRUE,Heuer2023,primary,44.0871256715,44.0871256715
Cavia porcellus,cerebellar_folding,Cerebral_section_area,mm2,73.2252813049,73.2252813049,1,1,1,TRUE,Heuer2023,primary,73.2252813049,73.2252813049
Cavia porcellus,cerebellar_folding,Cerebral_section_length,mm,43.0647688788,43.0647688788,1,1,1,TRUE,Heuer2023,primary,43.0647688788,43.0647688788
Cavia porcellus,cerebellar_folding,Folial_perimeter_median,mm,2.09505742273,2.09505742273,1,1,1,TRUE,Heuer2023,primary,2.09505742273,2.09505742273
Cavia porcellus,cerebellar_folding,Folial_width_median,mm,0.550966819206,0.550966819206,1,1,1,TRUE,Heuer2023,primary,0.550966819206,0.550966819206
Cavia porcellus,cerebellar_folding,Molecular_layer_thickness_median,mm,0.153721,0.153721,1,1,1,TRUE,Heuer2023,primary,0.153721,0.153721
Chinchilla laniger,cerebellar_folding,Cerebellar_section_area,mm2,47.00839593257,47.00839593257,1,1,1,TRUE,Heuer2023,primary,47.00839593257,47.00839593257
Chinchilla laniger,cerebellar_folding,Cerebellar_section_length,mm,95.7863395211,95.7863395211,1,1,1,TRUE,Heuer2023,primary,95.7863395211,95.7863395211
Chinchilla laniger,cerebellar_folding,Cerebral_section_area,mm2,94.5560215487,94.5560215487,1,1,1,TRUE,Heuer2023,primary,94.5560215487,94.5560215487
Chinchilla laniger,cerebellar_folding,Cerebral_section_length,mm,45.1080007064,45.1080007064,1,1,1,TRUE,Heuer2023,primary,45.1080007064,45.1080007064
Chinchilla laniger,cerebellar_folding,Folial_perimeter_median,mm,2.18576436454,2.18576436454,1,1,1,TRUE,Heuer2023,primary,2.18576436454,2.18576436454
Chinchilla laniger,cerebellar_folding,Folial_width_median,mm,0.968126769148,0.968126769148,1,1,1,TRUE,Heuer2023,primary,0.968126769148,0.968126769148
Chinchilla laniger,cerebellar_folding,Molecular_layer_thickness_median,mm,0.154894,0.154894,1,1,1,TRUE,Heuer2023,primary,0.154894,0.154894
Choloepus didactylus,cerebellar_folding,Cerebellar_section_area,mm2,212.83968430002,212.83968430002,1,1,1,TRUE,Heuer2023,primary,212.83968430002,212.83968430002
Choloepus didactylus,cerebellar_folding,Cerebellar_section_length,mm,206.7646670039,206.7646670039,1,1,1,TRUE,Heuer2023,primary,206.7646670039,206.7646670039
Choloepus didactylus,cerebellar_folding,Cerebral_section_area,mm2,283.7084069905,283.7084069905,1,1,1,TRUE,Heuer2023,primary,283.7084069905,283.7084069905
Choloepus didactylus,cerebellar_folding,Cerebral_section_length,mm,118.6842113007,118.6842113007,1,1,1,TRUE,Heuer2023,primary,118.6842113007,118.6842113007
Choloepus didactylus,cerebellar_folding,Folial_perimeter_median,mm,3.24169224797,3.24169224797,1,1,1,TRUE,Heuer2023,primary,3.24169224797,3.24169224797
Choloepus didactylus,cerebellar_folding,Folial_width_median,mm,1.514743909251,1.514743909251,1,1,1,TRUE,Heuer2023,primary,1.514743909251,1.514743909251
Choloepus didactylus,cerebellar_folding,Molecular_layer_thickness_median,mm,0.215893,0.215893,1,1,1,TRUE,Heuer2023,primary,0.215893,0.215893
Crocuta crocuta,cerebellar_folding,Cerebellar_section_area,mm2,325.32891488177,325.32891488177,1,1,1,TRUE,Heuer2023,primary,325.32891488177,325.32891488177
Crocuta crocuta,cerebellar_folding,Cerebellar_section_length,mm,376.4137977612,376.4137977612,1,1,1,TRUE,Heuer2023,primary,376.4137977612,376.4137977612
Crocuta crocuta,cerebellar_folding,Cerebral_section_area,mm2,1151.2698339776,1151.2698339776,1,1,1,TRUE,Heuer2023,primary,1151.2698339776,1151.2698339776
Crocuta crocuta,cerebellar_folding,Cerebral_section_length,mm,296.0847240662,296.0847240662,1,1,1,TRUE,Heuer2023,primary,296.0847240662,296.0847240662
Crocuta crocuta,cerebellar_folding,Folial_perimeter_median,mm,3.20375727324,3.20375727324,1,1,1,TRUE,Heuer2023,primary,3.20375727324,3.20375727324
Crocuta crocuta,cerebellar_folding,Folial_width_median,mm,1.248581512163,1.248581512163,1,1,1,TRUE,Heuer2023,primary,1.248581512163,1.248581512163
Crocuta crocuta,cerebellar_folding,Molecular_layer_thickness_median,mm,0.332056,0.332056,1,1,1,TRUE,Heuer2023,primary,0.332056,0.332056
Cynictis penicillata,cerebellar_folding,Cerebellar_section_area,mm2,87.03875854969,87.03875854969,1,1,1,TRUE,Heuer2023,primary,87.03875854969,87.03875854969
Cynictis penicillata,cerebellar_folding,Cerebellar_section_length,mm,127.3705274704,127.3705274704,1,1,1,TRUE,Heuer2023,primary,127.3705274704,127.3705274704
Cynictis penicillata,cerebellar_folding,Cerebral_section_area,mm2,207.6128874730,207.6128874730,1,1,1,TRUE,Heuer2023,primary,207.6128874730,207.6128874730
Cynictis penicillata,cerebellar_folding,Cerebral_section_length,mm,95.4173225015,95.4173225015,1,1,1,TRUE,Heuer2023,primary,95.4173225015,95.4173225015
Cynictis penicillata,cerebellar_folding,Folial_perimeter_median,mm,3.14549820156,3.14549820156,1,1,1,TRUE,Heuer2023,primary,3.14549820156,3.14549820156
Cynictis penicillata,cerebellar_folding,Folial_width_median,mm,1.202021921793,1.202021921793,1,1,1,TRUE,Heuer2023,primary,1.202021921793,1.202021921793
Cynictis penicillata,cerebellar_folding,Molecular_layer_thickness_median,mm,0.200797,0.200797,1,1,1,TRUE,Heuer2023,primary,0.200797,0.200797
Cynocephalus volans,cerebellar_folding,Cerebellar_section_area,mm2,44.54387034141,44.54387034141,1,1,1,TRUE,Heuer2023,primary,44.54387034141,44.54387034141
Cynocephalus volans,cerebellar_folding,Cerebellar_section_length,mm,78.2030009091,78.2030009091,1,1,1,TRUE,Heuer2023,primary,78.2030009091,78.2030009091
Cynocephalus volans,cerebellar_folding,Cerebral_section_area,mm2,102.8206590172,102.8206590172,1,1,1,TRUE,Heuer2023,primary,102.8206590172,102.8206590172
Cynocephalus volans,cerebellar_folding,Cerebral_section_length,mm,65.3715235204,65.3715235204,1,1,1,TRUE,Heuer2023,primary,65.3715235204,65.3715235204
Cynocephalus volans,cerebellar_folding,Folial_perimeter_median,mm,4.05138665403,4.05138665403,1,1,1,TRUE,Heuer2023,primary,4.05138665403,4.05138665403
Cynocephalus volans,cerebellar_folding,Folial_width_median,mm,1.854524101889,1.854524101889,1,1,1,TRUE,Heuer2023,primary,1.854524101889,1.854524101889
Cynocephalus volans,cerebellar_folding,Molecular_layer_thickness_median,mm,0.206183,0.206183,1,1,1,TRUE,Heuer2023,primary,0.206183,0.206183
Dasypus novemcinctus,cerebellar_folding,Cerebellar_section_area,mm2,160.87314519614,160.87314519614,1,1,1,TRUE,Heuer2023,primary,160.87314519614,160.87314519614
Dasypus novemcinctus,cerebellar_folding,Cerebellar_section_length,mm,186.3493519700,186.3493519700,1,1,1,TRUE,Heuer2023,primary,186.3493519700,186.3493519700
Dasypus novemcinctus,cerebellar_folding,Cerebral_section_area,mm2,175.9445437965,175.9445437965,1,1,1,TRUE,Heuer2023,primary,175.9445437965,175.9445437965
Dasypus novemcinctus,cerebellar_folding,Cerebral_section_length,mm,65.7566688541,65.7566688541,1,1,1,TRUE,Heuer2023,primary,65.7566688541,65.7566688541
Dasypus novemcinctus,cerebellar_folding,Folial_perimeter_median,mm,2.60686434690,2.60686434690,1,1,1,TRUE,Heuer2023,primary,2.60686434690,2.60686434690
Dasypus novemcinctus,cerebellar_folding,Folial_width_median,mm,1.079871530065,1.079871530065,1,1,1,TRUE,Heuer2023,primary,1.079871530065,1.079871530065
Dasypus novemcinctus,cerebellar_folding,Molecular_layer_thickness_median,mm,0.198879,0.198879,1,1,1,TRUE,Heuer2023,primary,0.198879,0.198879
Elephantulus myurus,cerebellar_folding,Cerebellar_section_area,mm2,31.92668580669,31.92668580669,1,1,1,TRUE,Heuer2023,primary,31.92668580669,31.92668580669
Elephantulus myurus,cerebellar_folding,Cerebellar_section_length,mm,82.8620438834,82.8620438834,1,1,1,TRUE,Heuer2023,primary,82.8620438834,82.8620438834
Elephantulus myurus,cerebellar_folding,Cerebral_section_area,mm2,77.4897774195,77.4897774195,1,1,1,TRUE,Heuer2023,primary,77.4897774195,77.4897774195
Elephantulus myurus,cerebellar_folding,Cerebral_section_length,mm,38.5285367286,38.5285367286,1,1,1,TRUE,Heuer2023,primary,38.5285367286,38.5285367286
Elephantulus myurus,cerebellar_folding,Folial_perimeter_median,mm,2.00399522203,2.00399522203,1,1,1,TRUE,Heuer2023,primary,2.00399522203,2.00399522203
Elephantulus myurus,cerebellar_folding,Folial_width_median,mm,1.488311687023,1.488311687023,1,1,1,TRUE,Heuer2023,primary,1.488311687023,1.488311687023
Elephantulus myurus,cerebellar_folding,Molecular_layer_thickness_median,mm,0.158686,0.158686,1,1,1,TRUE,Heuer2023,primary,0.158686,0.158686
Equus burchelli,cerebellar_folding,Cerebellar_section_area,mm2,663.04282174546,663.04282174546,1,1,1,TRUE,Heuer2023,primary,663.04282174546,663.04282174546
Equus burchelli,cerebellar_folding,Cerebellar_section_length,mm,594.3207642260,594.3207642260,1,1,1,TRUE,Heuer2023,primary,594.3207642260,594.3207642260
Equus burchelli,cerebellar_folding,Cerebral_section_area,mm2,2227.2927656131,2227.2927656131,1,1,1,TRUE,Heuer2023,primary,2227.2927656131,2227.2927656131
Equus burchelli,cerebellar_folding,Cerebral_section_length,mm,575.9764364331,575.9764364331,1,1,1,TRUE,Heuer2023,primary,575.9764364331,575.9764364331
Equus burchelli,cerebellar_folding,Folial_perimeter_median,mm,4.09306891288,4.09306891288,1,1,1,TRUE,Heuer2023,primary,4.09306891288,4.09306891288
Equus burchelli,cerebellar_folding,Folial_width_median,mm,1.798252639255,1.798252639255,1,1,1,TRUE,Heuer2023,primary,1.798252639255,1.798252639255
Erethizon dorsatum,cerebellar_folding,Cerebellar_section_area,mm2,134.47176665956,134.47176665956,1,1,1,TRUE,Heuer2023,primary,134.47176665956,134.47176665956
Erethizon dorsatum,cerebellar_folding,Cerebellar_section_length,mm,205.8706557972,205.8706557972,1,1,1,TRUE,Heuer2023,primary,205.8706557972,205.8706557972
Erethizon dorsatum,cerebellar_folding,Cerebral_section_area,mm2,308.4764354897,308.4764354897,1,1,1,TRUE,Heuer2023,primary,308.4764354897,308.4764354897
Erethizon dorsatum,cerebellar_folding,Cerebral_section_length,mm,94.4127615487,94.4127615487,1,1,1,TRUE,Heuer2023,primary,94.4127615487,94.4127615487
Erethizon dorsatum,cerebellar_folding,Folial_perimeter_median,mm,2.46802072543,2.46802072543,1,1,1,TRUE,Heuer2023,primary,2.46802072543,2.46802072543
Erethizon dorsatum,cerebellar_folding,Folial_width_median,mm,1.163720507250,1.163720507250,1,1,1,TRUE,Heuer2023,primary,1.163720507250,1.163720507250
Erethizon dorsatum,cerebellar_folding,Molecular_layer_thickness_median,mm,0.216553,0.216553,1,1,1,TRUE,Heuer2023,primary,0.216553,0.216553
Erinaceus europaeus,cerebellar_folding,Cerebellar_section_area,mm2,28.26790506169,28.26790506169,1,1,1,TRUE,Heuer2023,primary,28.26790506169,28.26790506169
Erinaceus europaeus,cerebellar_folding,Cerebellar_section_length,mm,69.7872190594,69.7872190594,1,1,1,TRUE,Heuer2023,primary,69.7872190594,69.7872190594
Erinaceus europaeus,cerebellar_folding,Cerebral_section_area,mm2,71.2800010691,71.2800010691,1,1,1,TRUE,Heuer2023,primary,71.2800010691,71.2800010691
Erinaceus europaeus,cerebellar_folding,Cerebral_section_length,mm,40.5441253396,40.5441253396,1,1,1,TRUE,Heuer2023,primary,40.5441253396,40.5441253396
Erinaceus europaeus,cerebellar_folding,Folial_perimeter_median,mm,2.81419104583,2.81419104583,1,1,1,TRUE,Heuer2023,primary,2.81419104583,2.81419104583
Erinaceus europaeus,cerebellar_folding,Folial_width_median,mm,0.917566639381,0.917566639381,1,1,1,TRUE,Heuer2023,primary,0.917566639381,0.917566639381
Erinaceus europaeus,cerebellar_folding,Molecular_layer_thickness_median,mm,0.155327,0.155327,1,1,1,TRUE,Heuer2023,primary,0.155327,0.155327
Eulemur mongoz,cerebellar_folding,Cerebellar_section_area,mm2,106.72471963439,106.72471963439,1,1,1,TRUE,Heuer2023,primary,106.72471963439,106.72471963439
Eulemur mongoz,cerebellar_folding,Cerebellar_section_length,mm,155.8591681930,155.8591681930,1,1,1,TRUE,Heuer2023,primary,155.8591681930,155.8591681930
Eulemur mongoz,cerebellar_folding,Cerebral_section_area,mm2,309.5932500783,309.5932500783,1,1,1,TRUE,Heuer2023,primary,309.5932500783,309.5932500783
Eulemur mongoz,cerebellar_folding,Cerebral_section_length,mm,124.3648024596,124.3648024596,1,1,1,TRUE,Heuer2023,primary,124.3648024596,124.3648024596
Eulemur mongoz,cerebellar_folding,Folial_perimeter_median,mm,2.98239720329,2.98239720329,1,1,1,TRUE,Heuer2023,primary,2.98239720329,2.98239720329
Eulemur mongoz,cerebellar_folding,Folial_width_median,mm,1.017352407734,1.017352407734,1,1,1,TRUE,Heuer2023,primary,1.017352407734,1.017352407734
Eulemur mongoz,cerebellar_folding,Molecular_layer_thickness_median,mm,0.206156,0.206156,1,1,1,TRUE,Heuer2023,primary,0.206156,0.206156
Felis catus,cerebellar_folding,Cerebellar_section_area,mm2,119.84660522751,119.84660522751,1,1,1,TRUE,Heuer2023,primary,119.84660522751,119.84660522751
Felis catus,cerebellar_folding,Cerebellar_section_length,mm,196.4067551586,196.4067551586,1,1,1,TRUE,Heuer2023,primary,196.4067551586,196.4067551586
Felis catus,cerebellar_folding,Cerebral_section_area,mm2,379.6931121812,379.6931121812,1,1,1,TRUE,Heuer2023,primary,379.6931121812,379.6931121812
Felis catus,cerebellar_folding,Cerebral_section_length,mm,161.1598681601,161.1598681601,1,1,1,TRUE,Heuer2023,primary,161.1598681601,161.1598681601
Felis catus,cerebellar_folding,Folial_perimeter_median,mm,2.01459802993,2.01459802993,1,1,1,TRUE,Heuer2023,primary,2.01459802993,2.01459802993
Felis catus,cerebellar_folding,Folial_width_median,mm,0.919179342588,0.919179342588,1,1,1,TRUE,Heuer2023,primary,0.919179342588,0.919179342588
Felis catus,cerebellar_folding,Molecular_layer_thickness_median,mm,0.188907,0.188907,1,1,1,TRUE,Heuer2023,primary,0.188907,0.188907
Galictis vittatus,cerebellar_folding,Cerebellar_section_area,mm2,102.57303578856,102.57303578856,1,1,1,TRUE,Heuer2023,primary,102.57303578856,102.57303578856
Galictis vittatus,cerebellar_folding,Cerebellar_section_length,mm,246.5553297164,246.5553297164,1,1,1,TRUE,Heuer2023,primary,246.5553297164,246.5553297164
Galictis vittatus,cerebellar_folding,Cerebral_section_area,mm2,297.7112451830,297.7112451830,1,1,1,TRUE,Heuer2023,primary,297.7112451830,297.7112451830
Galictis vittatus,cerebellar_folding,Cerebral_section_length,mm,146.9064510944,146.9064510944,1,1,1,TRUE,Heuer2023,primary,146.9064510944,146.9064510944
Galictis vittatus,cerebellar_folding,Folial_perimeter_median,mm,3.77148639866,3.77148639866,1,1,1,TRUE,Heuer2023,primary,3.77148639866,3.77148639866
Galictis vittatus,cerebellar_folding,Folial_width_median,mm,1.279115229638,1.279115229638,1,1,1,TRUE,Heuer2023,primary,1.279115229638,1.279115229638
Galictis vittatus,cerebellar_folding,Molecular_layer_thickness_median,mm,0.177448,0.177448,1,1,1,TRUE,Heuer2023,primary,0.177448,0.177448
Homo sapiens,cerebellar_folding,Cerebellar_section_area,mm2,2356.47061146875,2356.47061146875,1,1,1,TRUE,Heuer2023,primary,2356.47061146875,2356.47061146875
Homo sapiens,cerebellar_folding,Cerebellar_section_length,mm,2667.3746545682,2667.3746545682,1,1,1,TRUE,Heuer2023,primary,2667.3746545682,2667.3746545682
Homo sapiens,cerebellar_folding,Cerebral_section_area,mm2,7832.5806644249,7832.5806644249,1,1,1,TRUE,Heuer2023,primary,7832.5806644249,7832.5806644249
Homo sapiens,cerebellar_folding,Cerebral_section_length,mm,1290.6563787240,1290.6563787240,1,1,1,TRUE,Heuer2023,primary,1290.6563787240,1290.6563787240
Homo sapiens,cerebellar_folding,Folial_perimeter_median,mm,2.83890519569,2.83890519569,1,1,1,TRUE,Heuer2023,primary,2.83890519569,2.83890519569
Homo sapiens,cerebellar_folding,Folial_width_median,mm,1.367997201768,1.367997201768,1,1,1,TRUE,Heuer2023,primary,1.367997201768,1.367997201768
Homo sapiens,cerebellar_folding,Molecular_layer_thickness_median,mm,0.292630,0.292630,1,1,1,TRUE,Heuer2023,primary,0.292630,0.292630
Lama glama,cerebellar_folding,Cerebellar_section_area,mm2,391.16801400020,391.16801400020,1,1,1,TRUE,Heuer2023,primary,391.16801400020,391.16801400020
Lama glama,cerebellar_folding,Cerebellar_section_length,mm,490.9959535241,490.9959535241,1,1,1,TRUE,Heuer2023,primary,490.9959535241,490.9959535241
Lama glama,cerebellar_folding,Cerebral_section_area,mm2,1263.1556118686,1263.1556118686,1,1,1,TRUE,Heuer2023,primary,1263.1556118686,1263.1556118686
Lama glama,cerebellar_folding,Cerebral_section_length,mm,413.9833334160,413.9833334160,1,1,1,TRUE,Heuer2023,primary,413.9833334160,413.9833334160
Lama glama,cerebellar_folding,Folial_perimeter_median,mm,3.01504348461,3.01504348461,1,1,1,TRUE,Heuer2023,primary,3.01504348461,3.01504348461
