"Code","Definition","Structure","Measure","Stat","role","taxon","Reference","Note","Source Note"
"telencephalon_neuronal_cell_percent","mean percentage of telencephalon cells labelled NeuN-positive","Telencephalon","pct.NeuN","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Telencephalon % NeuN"
"telencephalon_neuron_density_per_mg","mean neuron density in telencephalon","Telencephalon","N.p.mg","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Telencephalon N/mg"
"telencephalon_nonneuronal_cell_density_per_mg","mean non-neuronal cell density in telencephalon","Telencephalon","O.p.mg","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Telencephalon O/mg"
"telencephalon_brain_mass_percent","mean percentage of whole-brain mass in telencephalon","Telencephalon","pct.brain.mass","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Telencephalon % of brain mass"
"telencephalon_brain_neuron_percent","mean percentage of whole-brain neurons in telencephalon","Telencephalon","pct.brain.N","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Telencephalon % of brain neurons"
"telencephalon_brain_nonneuronal_cell_percent","mean percentage of whole-brain non-neuronal cells in telencephalon","Telencephalon","pct.brain.O","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Telencephalon % of brain nonneuronal cells"
"pallium_mass_g","mean pallium mass","Pallium","Mass.g","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Pallium Mass          (g)"
"pallium_cell_count","mean estimated total cell number in pallium","Pallium","Cells.n","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Pallium # Cells"
"pallium_neuron_count","mean estimated neuron number in pallium","Pallium","N.n","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Pallium # Neurons"
"pallium_nonneuronal_cell_count","mean estimated non-neuronal cell number in pallium","Pallium","O.n","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Pallium # Nonneuronal cells"
"pallium_neuron_density_per_mg","mean neuron density in pallium","Pallium","N.p.mg","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Pallium N/mg"
"pallium_nonneuronal_cell_density_per_mg","mean non-neuronal cell density in pallium","Pallium","O.p.mg","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Pallium O/mg"
"subpallium_mass_g","mean subpallium mass","Subpallium","Mass.g","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Subpallium Mass          (g)"
"subpallium_cell_count","mean estimated total cell number in subpallium","Subpallium","Cells.n","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Subpallium # Cells"
"subpallium_neuron_count","mean estimated neuron number in subpallium","Subpallium","N.n","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Subpallium # Neurons"
"subpallium_nonneuronal_cell_count","mean estimated non-neuronal cell number in subpallium","Subpallium","O.n","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Subpallium # Nonneuronal cells"
"subpallium_neuron_density_per_mg","mean neuron density in subpallium","Subpallium","N.p.mg","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Subpallium N/mg"
"subpallium_nonneuronal_cell_density_per_mg","mean non-neuronal cell density in subpallium","Subpallium","O.p.mg","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Subpallium O/mg"
"tectum_mass_g","mean tectum mass","Tectum","Mass.g","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Tectum Mass          (g)"
"tectum_cell_count","mean estimated total cell number in tectum","Tectum","Cells.n","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Tectum # Cells"
"tectum_neuron_count","mean estimated neuron number in tectum","Tectum","N.n","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Tectum # Neurons"
"tectum_nonneuronal_cell_count","mean estimated non-neuronal cell number in tectum","Tectum","O.n","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Tectum # Nonneuronal cells"
"tectum_neuronal_cell_percent","mean percentage of tectum cells labelled NeuN-positive","Tectum","pct.NeuN","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Tectum % NeuN"
"tectum_neuron_density_per_mg","mean neuron density in tectum","Tectum","N.p.mg","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Tectum N/mg"
"tectum_nonneuronal_cell_density_per_mg","mean non-neuronal cell density in tectum","Tectum","O.p.mg","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Tectum O/mg"
"tectum_brain_mass_percent","mean percentage of whole-brain mass in tectum","Tectum","pct.brain.mass","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Tectum % of brain mass"
"tectum_brain_neuron_percent","mean percentage of whole-brain neurons in tectum","Tectum","pct.brain.N","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Tectum % of brain neurons"
"tectum_brain_nonneuronal_cell_percent","mean percentage of whole-brain non-neuronal cells in tectum","Tectum","pct.brain.O","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Tectum % of brain nonneuronal cells"
"diencephalon_mass_g","mean diencephalon mass","Diencephalon","Mass.g","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Diencephalon Mass          (g)"
"diencephalon_cell_count","mean estimated total cell number in diencephalon","Diencephalon","Cells.n","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Diencephalon # Cells"
"diencephalon_neuron_count","mean estimated neuron number in diencephalon","Diencephalon","N.n","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Diencephalon # Neurons"
"diencephalon_nonneuronal_cell_count","mean estimated non-neuronal cell number in diencephalon","Diencephalon","O.n","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Diencephalon # Nonneuronal cells"
"diencephalon_neuronal_cell_percent","mean percentage of diencephalon cells labelled NeuN-positive","Diencephalon","pct.NeuN","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Diencephalon % NeuN"
"diencephalon_neuron_density_per_mg","mean neuron density in diencephalon","Diencephalon","N.p.mg","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Diencephalon N/mg"
"diencephalon_nonneuronal_cell_density_per_mg","mean non-neuronal cell density in diencephalon","Diencephalon","O.p.mg","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Diencephalon O/mg"
"diencephalon_brain_mass_percent","mean percentage of whole-brain mass in diencephalon","Diencephalon","pct.brain.mass","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Diencephalon % of brain mass"
"diencephalon_brain_neuron_percent","mean percentage of whole-brain neurons in diencephalon","Diencephalon","pct.brain.N","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Diencephalon % of brain neurons"
"diencephalon_brain_nonneuronal_cell_percent","mean percentage of whole-brain non-neuronal cells in diencephalon","Diencephalon","pct.brain.O","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Diencephalon % of brain nonneuronal cells"
"cerebellum_mass_g","mean cerebellum mass","Cerebellum","Mass.g","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Cerebellum Mass          (g)"
"cerebellum_cell_count","mean estimated total cell number in cerebellum","Cerebellum","Cells.n","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Cerebellum # Cells"
"cerebellum_neuron_count","mean estimated neuron number in cerebellum","Cerebellum","N.n","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Cerebellum # Neurons"
"cerebellum_nonneuronal_cell_count","mean estimated non-neuronal cell number in cerebellum","Cerebellum","O.n","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Cerebellum # Nonneuronal cells"
"cerebellum_neuronal_cell_percent","mean percentage of cerebellum cells labelled NeuN-positive","Cerebellum","pct.NeuN","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Cerebellum % NeuN"
"cerebellum_neuron_density_per_mg","mean neuron density in cerebellum","Cerebellum","N.p.mg","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Cerebellum N/mg"
"cerebellum_nonneuronal_cell_density_per_mg","mean non-neuronal cell density in cerebellum","Cerebellum","O.p.mg","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Cerebellum O/mg"
"cerebellum_brain_mass_percent","mean percentage of whole-brain mass in cerebellum","Cerebellum","pct.brain.mass","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Cerebellum % of brain mass"
"cerebellum_brain_neuron_percent","mean percentage of whole-brain neurons in cerebellum","Cerebellum","pct.brain.N","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Cerebellum % of brain neurons"
"cerebellum_brain_nonneuronal_cell_percent","mean percentage of whole-brain non-neuronal cells in cerebellum","Cerebellum","pct.brain.O","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Cerebellum % of brain nonneuronal cells"
"brainstem_mass_g","mean brainstem mass","Brainstem","Mass.g","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Brainstem Mass          (g)"
"brainstem_cell_count","mean estimated total cell number in brainstem","Brainstem","Cells.n","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Brainstem # Cells"
"brainstem_neuron_count","mean estimated neuron number in brainstem","Brainstem","N.n","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Brainstem # Neurons"
"brainstem_nonneuronal_cell_count","mean estimated non-neuronal cell number in brainstem","Brainstem","O.n","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Brainstem # Nonneuronal cells"
"brainstem_neuronal_cell_percent","mean percentage of brainstem cells labelled NeuN-positive","Brainstem","pct.NeuN","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Brainstem % NeuN"
"brainstem_neuron_density_per_mg","mean neuron density in brainstem","Brainstem","N.p.mg","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Brainstem N/mg"
"brainstem_nonneuronal_cell_density_per_mg","mean non-neuronal cell density in brainstem","Brainstem","O.p.mg","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Brainstem O/mg"
"brainstem_brain_mass_percent","mean percentage of whole-brain mass in brainstem","Brainstem","pct.brain.mass","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Brainstem % of brain mass"
"brainstem_brain_neuron_percent","mean percentage of whole-brain neurons in brainstem","Brainstem","pct.brain.N","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Brainstem % of brain neurons"
"brainstem_brain_nonneuronal_cell_percent","mean percentage of whole-brain non-neuronal cells in brainstem","Brainstem","pct.brain.O","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Brainstem % of brain nonneuronal cells"
"rest_of_brain_mass_g","mean rest of brain mass","RestOfBrain","Mass.g","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Rest of brain Mass          (g)"
"rest_of_brain_cell_count","mean estimated total cell number in rest of brain","RestOfBrain","Cells.n","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Rest of brain # Cells"
"rest_of_brain_neuron_count","mean estimated neuron number in rest of brain","RestOfBrain","N.n","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Rest of brain # Neurons"
"rest_of_brain_nonneuronal_cell_count","mean estimated non-neuronal cell number in rest of brain","RestOfBrain","O.n","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Rest of brain # Nonneuronal cells"
"rest_of_brain_neuron_density_per_mg","mean neuron density in rest of brain","RestOfBrain","N.p.mg","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Rest of brain N/mg"
"rest_of_brain_nonneuronal_cell_density_per_mg","mean non-neuronal cell density in rest of brain","RestOfBrain","O.p.mg","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Rest of brain O/mg"
"rest_of_brain_brain_mass_percent","mean percentage of whole-brain mass in rest of brain","RestOfBrain","pct.brain.mass","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Rest of brain % of brain mass"
"rest_of_brain_brain_neuron_percent","mean percentage of whole-brain neurons in rest of brain","RestOfBrain","pct.brain.N","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Rest of brain % of brain neurons"
"rest_of_brain_brain_nonneuronal_cell_percent","mean percentage of whole-brain non-neuronal cells in rest of brain","RestOfBrain","pct.brain.O","mean","primary","Aves","Olkowicz_etal_2016_DatasetS1","species mean over available individuals; isotropic fractionator","Rest of brain % of brain nonneuronal cells"
"Method:isotropic_fractionator","cell and neuron counts estimated by isotropic fractionation with NeuN immunocytochemistry","","","","method","Aves","Olkowicz_etal_2016_DatasetS1","avian shelf dataset; not wired into the mammal-only compiled merge","Dataset S1"
