class,order,family,genus,species,subspecies,common_name,synonymous_class,synonymous_order,synonymous_family,synonymous_genus,synonymous_species,synonymous_subspecies,synonymous_common_name,ref_name
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Meng, W.Z., Wu, X.B., and L.S. Wu, 2008"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Meng, W.Z., Wu, X.B., and L.S. Wu, 2008"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Thorbjarnarson and Wang, 2010"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Thorbjarnarson and Wang, 2010"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Thorbjarnarson and Wang, 2010"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Thorbjarnarson and Wang, 2010"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Thorbjarnarson and Wang, 2010"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Thorbjarnarson and Wang, 2010"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Thorbjarnarson, J.B., Wang, X. and L. He, 2001"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Thorbjarnarson, J.B., Wang, X. and L. He, 2001"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Thorbjarnarson, J.B., Wang, X. and L. He, 2001"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Thorbjarnarson, J.B., Wang, X. and L. He, 2001"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Thorbjarnarson, J.B., Wang, X. and L. He, 2001"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Thorbjarnarson, J.B., Wang, X. and L. He, 2001"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Thorbjarnarson, J.B., Wang, X. and L. He, 2001"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Thorbjarnarson, J.B., Wang, X. and L. He, 2001"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Werner and Griebeler, 2013"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Thorbjarnarson,  1996"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator",Reptile Incubation book
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator",Reptile Incubation book
Reptilia,-999,-999,Alligator,sinensis,-999,Chinese alligator,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Carey, J.R. and D.S. Judge, 2002"
Reptilia,-999,-999,Alligator,sinensis,-999,Chinese alligator,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Carey, J.R. and D.S. Judge, 2002"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Alderton, D., 1991"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Thorbjarnarson, J.B., Wang, X. and L. He, 2001"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Alderton, D., 1991"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Werner, J., 2010"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Thorbjarnarson, J.B., Wang, X. and L. He, 2001"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Thorbjarnarson, J.B., Wang, X. and L. He, 2001"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Thorbjarnarson, J.B., Wang, X. and L. He, 2001"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Brazaitis, P., Watanabe, M., 2011"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Brazaitis, P., Watanabe, M., 2011"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Alderton, D., 1991"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Thorbjarnarson, J.B., Wang, X. and L. He, 2001"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Brazaitis, P., Watanabe, M., 2011"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Brazaitis, P., Watanabe, M., 2011"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Brazaitis, P., Watanabe, M., 2011"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Alderton, D., 1991"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Alderton, D., 1991"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Jiang, H.X., 2010"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Jiang, H.X., 2010"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Thorbjarnarson, J.B., Wang, X. and L. He, 2001"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Thorbjarnarson, J.B., Wang, X. and L. He, 2001"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Thorbjarnarson, J.B., Wang, X. and L. He, 2001"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Thorbjarnarson, J.B., Wang, X. and L. He, 2001"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Thorbjarnarson, J.B., Wang, X. and L. He, 2001"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Thorbjarnarson, J.B., Wang, X. and L. He, 2001"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Thorbjarnarson, J.B., Wang, X. and L. He, 2001"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Thorbjarnarson, J.B., Wang, X. and L. He, 2001"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Thorbjarnarson, J.B., Wang, X. and L. He, 2001"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Thorbjarnarson, J.B., Wang, X. and L. He, 2001"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Thorbjarnarson, J.B., Wang, X. and L. He, 2001"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Thorbjarnarson, J.B., Wang, X. and L. He, 2001"
Reptilia,-999,-999,Alligator,sinensis,-999,-999,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,-999,"Chinese alligator, T'o, Yow Lung, Yangtze alligator","Thorbjarnarson, J.B., Wang, X. and L. He, 2001"
