Species,Variable,Value,Source,Team,Year,Pick
Microgale mergulus,Brain_Mass.mg,1150,Stephan_etal_1981_TableI,Selected_collection,1981,1
Microgale mergulus,Ventricles_Vol.mm3,12.6,Stephan_etal_1981_TableI,Selected_collection,1981,1
Microgale mergulus,Total_brain_net_volume_Vol.mm3,1046,Stephan_etal_1981_TableI,Selected_collection,1981,1
Microgale mergulus,Medulla_oblongata_Vol.mm3,204,Stephan_etal_1981_TableI,Selected_collection,1981,1
Microgale mergulus,Cerebellum_Vol.mm3,176,Stephan_etal_1981_TableI,Selected_collection,1981,1
Microgale mergulus,Mesencephalon_Vol.mm3,67.4,Stephan_etal_1981_TableI,Selected_collection,1981,1
Microgale mergulus,Diencephalon_Vol.mm3,81,Stephan_etal_1981_TableI,Selected_collection,1981,1
Microgale mergulus,Telencephalon_Vol.mm3,518,Stephan_etal_1981_TableI,Selected_collection,1981,1
Nesogale dobsoni,Body_Mass.g,32.6,Stephan_etal_1981_TableI,Selected_collection,1981,1
Nesogale dobsoni,Brain_Mass.mg,560,Stephan_etal_1981_TableI,Selected_collection,1981,1
Nesogale dobsoni,Ventricles_Vol.mm3,5.31,Stephan_etal_1981_TableI,Selected_collection,1981,1
Nesogale dobsoni,Total_brain_net_volume_Vol.mm3,513,Stephan_etal_1981_TableI,Selected_collection,1981,1
Nesogale dobsoni,Medulla_oblongata_Vol.mm3,59,Stephan_etal_1981_TableI,Selected_collection,1981,1
Nesogale dobsoni,Cerebellum_Vol.mm3,57.3,Stephan_etal_1981_TableI,Selected_collection,1981,1
Nesogale dobsoni,Mesencephalon_Vol.mm3,37.9,Stephan_etal_1981_TableI,Selected_collection,1981,1
Nesogale dobsoni,Diencephalon_Vol.mm3,32.8,Stephan_etal_1981_TableI,Selected_collection,1981,1
Nesogale dobsoni,Telencephalon_Vol.mm3,326,Stephan_etal_1981_TableI,Selected_collection,1981,1
Nesogale talazaci,Body_Mass.g,50.4,Stephan_etal_1981_TableI,Selected_collection,1981,1
Nesogale talazaci,Brain_Mass.mg,790,Stephan_etal_1981_TableI,Selected_collection,1981,1
Nesogale talazaci,Ventricles_Vol.mm3,6.02,Stephan_etal_1981_TableI,Selected_collection,1981,1
Nesogale talazaci,Total_brain_net_volume_Vol.mm3,741,Stephan_etal_1981_TableI,Selected_collection,1981,1
Nesogale talazaci,Medulla_oblongata_Vol.mm3,85.3,Stephan_etal_1981_TableI,Selected_collection,1981,1
Nesogale talazaci,Cerebellum_Vol.mm3,92.3,Stephan_etal_1981_TableI,Selected_collection,1981,1
Nesogale talazaci,Mesencephalon_Vol.mm3,47.2,Stephan_etal_1981_TableI,Selected_collection,1981,1
Nesogale talazaci,Diencephalon_Vol.mm3,43.8,Stephan_etal_1981_TableI,Selected_collection,1981,1
Nesogale talazaci,Telencephalon_Vol.mm3,472,Stephan_etal_1981_TableI,Selected_collection,1981,1
Micropotamogale lamottei,Body_Mass.g,64.2,Stephan_etal_1981_TableI,Selected_collection,1981,1
Micropotamogale lamottei,Brain_Mass.mg,800,Stephan_etal_1981_TableI,Selected_collection,1981,1
Micropotamogale lamottei,Ventricles_Vol.mm3,11.9,Stephan_etal_1981_TableI,Selected_collection,1981,1
Micropotamogale lamottei,Total_brain_net_volume_Vol.mm3,743,Stephan_etal_1981_TableI,Selected_collection,1981,1
Micropotamogale lamottei,Medulla_oblongata_Vol.mm3,135,Stephan_etal_1981_TableI,Selected_collection,1981,1
Micropotamogale lamottei,Cerebellum_Vol.mm3,82.7,Stephan_etal_1981_TableI,Selected_collection,1981,1
Micropotamogale lamottei,Mesencephalon_Vol.mm3,58.6,Stephan_etal_1981_TableI,Selected_collection,1981,1
Micropotamogale lamottei,Diencephalon_Vol.mm3,62.8,Stephan_etal_1981_TableI,Selected_collection,1981,1
Micropotamogale lamottei,Telencephalon_Vol.mm3,404,Stephan_etal_1981_TableI,Selected_collection,1981,1
Potamogale velox,Body_Mass.g,660,Stephan_etal_1981_TableI,Selected_collection,1981,1
Potamogale velox,Brain_Mass.mg,4160,Stephan_etal_1981_TableI,Selected_collection,1981,1
Potamogale velox,Ventricles_Vol.mm3,16.6,Stephan_etal_1981_TableI,Selected_collection,1981,1
Potamogale velox,Total_brain_net_volume_Vol.mm3,3878,Stephan_etal_1981_TableI,Selected_collection,1981,1
Potamogale velox,Medulla_oblongata_Vol.mm3,756,Stephan_etal_1981_TableI,Selected_collection,1981,1
Potamogale velox,Cerebellum_Vol.mm3,605,Stephan_etal_1981_TableI,Selected_collection,1981,1
Potamogale velox,Mesencephalon_Vol.mm3,254,Stephan_etal_1981_TableI,Selected_collection,1981,1
Potamogale velox,Diencephalon_Vol.mm3,298,Stephan_etal_1981_TableI,Selected_collection,1981,1
Potamogale velox,Telencephalon_Vol.mm3,1964,Stephan_etal_1981_TableI,Selected_collection,1981,1
Chrysochloris stuhlmanni,Body_Mass.g,39.8,Stephan_etal_1981_TableI,Selected_collection,1981,1
Chrysochloris stuhlmanni,Brain_Mass.mg,740,Stephan_etal_1981_TableI,Selected_collection,1981,1
Chrysochloris stuhlmanni,Ventricles_Vol.mm3,7,Stephan_etal_1981_TableI,Selected_collection,1981,1
Chrysochloris stuhlmanni,Total_brain_net_volume_Vol.mm3,693,Stephan_etal_1981_TableI,Selected_collection,1981,1
Chrysochloris stuhlmanni,Medulla_oblongata_Vol.mm3,68.3,Stephan_etal_1981_TableI,Selected_collection,1981,1
Chrysochloris stuhlmanni,Cerebellum_Vol.mm3,74.7,Stephan_etal_1981_TableI,Selected_collection,1981,1
Chrysochloris stuhlmanni,Mesencephalon_Vol.mm3,42,Stephan_etal_1981_TableI,Selected_collection,1981,1
Chrysochloris stuhlmanni,Diencephalon_Vol.mm3,51.8,Stephan_etal_1981_TableI,Selected_collection,1981,1
Chrysochloris stuhlmanni,Telencephalon_Vol.mm3,457,Stephan_etal_1981_TableI,Selected_collection,1981,1
Chrysochloris asiatica,Body_Mass.g,49,Stephan_etal_1981_TableI,Selected_collection,1981,1
Chrysochloris asiatica,Brain_Mass.mg,700,Stephan_etal_1981_TableI,Selected_collection,1981,1
Chrysochloris asiatica,Ventricles_Vol.mm3,8.12,Stephan_etal_1981_TableI,Selected_collection,1981,1
Chrysochloris asiatica,Total_brain_net_volume_Vol.mm3,657,Stephan_etal_1981_TableI,Selected_collection,1981,1
Chrysochloris asiatica,Medulla_oblongata_Vol.mm3,58.5,Stephan_etal_1981_TableI,Selected_collection,1981,1
Chrysochloris asiatica,Cerebellum_Vol.mm3,72.6,Stephan_etal_1981_TableI,Selected_collection,1981,1
Chrysochloris asiatica,Mesencephalon_Vol.mm3,43.2,Stephan_etal_1981_TableI,Selected_collection,1981,1
Chrysochloris asiatica,Diencephalon_Vol.mm3,52.8,Stephan_etal_1981_TableI,Selected_collection,1981,1
Chrysochloris asiatica,Telencephalon_Vol.mm3,430,Stephan_etal_1981_TableI,Selected_collection,1981,1
Atelerix algirus,Body_Mass.g,790,Stephan_etal_1981_TableI,Selected_collection,1981,1
Atelerix algirus,Brain_Mass.mg,3200,Stephan_etal_1981_TableI,Selected_collection,1981,1
Atelerix algirus,Ventricles_Vol.mm3,121,Stephan_etal_1981_TableI,Selected_collection,1981,1
Atelerix algirus,Total_brain_net_volume_Vol.mm3,2859,Stephan_etal_1981_TableI,Selected_collection,1981,1
Atelerix algirus,Medulla_oblongata_Vol.mm3,336,Stephan_etal_1981_TableI,Selected_collection,1981,1
Atelerix algirus,Cerebellum_Vol.mm3,358,Stephan_etal_1981_TableI,Selected_collection,1981,1
Atelerix algirus,Mesencephalon_Vol.mm3,153,Stephan_etal_1981_TableI,Selected_collection,1981,1
Atelerix algirus,Diencephalon_Vol.mm3,246,Stephan_etal_1981_TableI,Selected_collection,1981,1
Atelerix algirus,Telencephalon_Vol.mm3,1766,Stephan_etal_1981_TableI,Selected_collection,1981,1
Erinaceus europaeus,Body_Mass.g,860,Stephan_etal_1981_TableI,Selected_collection,1981,1
Erinaceus europaeus,Brain_Mass.mg,3350,Stephan_etal_1981_TableI,Selected_collection,1981,1
Erinaceus europaeus,Ventricles_Vol.mm3,105,Stephan_etal_1981_TableI,Selected_collection,1981,1
Erinaceus europaeus,Total_brain_net_volume_Vol.mm3,3050,Stephan_etal_1981_TableI,Selected_collection,1981,1
Erinaceus europaeus,Medulla_oblongata_Vol.mm3,333,Stephan_etal_1981_TableI,Selected_collection,1981,1
Erinaceus europaeus,Cerebellum_Vol.mm3,394,Stephan_etal_1981_TableI,Selected_collection,1981,1
Erinaceus europaeus,Mesencephalon_Vol.mm3,151,Stephan_etal_1981_TableI,Selected_collection,1981,1
Erinaceus europaeus,Diencephalon_Vol.mm3,241,Stephan_etal_1981_TableI,Selected_collection,1981,1
Erinaceus europaeus,Telencephalon_Vol.mm3,1931,Stephan_etal_1981_TableI,Selected_collection,1981,1
Hemiechinus auritus,Body_Mass.g,250,Stephan_etal_1981_TableI,Selected_collection,1981,1
Hemiechinus auritus,Brain_Mass.mg,1900,Stephan_etal_1981_TableI,Selected_collection,1981,1
Hemiechinus auritus,Ventricles_Vol.mm3,82.5,Stephan_etal_1981_TableI,Selected_collection,1981,1
Hemiechinus auritus,Total_brain_net_volume_Vol.mm3,1710,Stephan_etal_1981_TableI,Selected_collection,1981,1
Hemiechinus auritus,Medulla_oblongata_Vol.mm3,187,Stephan_etal_1981_TableI,Selected_collection,1981,1
Hemiechinus auritus,Cerebellum_Vol.mm3,198,Stephan_etal_1981_TableI,Selected_collection,1981,1
Hemiechinus auritus,Mesencephalon_Vol.mm3,110,Stephan_etal_1981_TableI,Selected_collection,1981,1
Hemiechinus auritus,Diencephalon_Vol.mm3,142,Stephan_etal_1981_TableI,Selected_collection,1981,1
Hemiechinus auritus,Telencephalon_Vol.mm3,1073,Stephan_etal_1981_TableI,Selected_collection,1981,1
Elephantulus fuscipes,Body_Mass.g,57,Stephan_etal_1981_TableI,Selected_collection,1981,1
Elephantulus fuscipes,Brain_Mass.mg,1330,Stephan_etal_1981_TableI,Selected_collection,1981,1
Elephantulus fuscipes,Ventricles_Vol.mm3,18.1,Stephan_etal_1981_TableI,Selected_collection,1981,1
Elephantulus fuscipes,Total_brain_net_volume_Vol.mm3,1233,Stephan_etal_1981_TableI,Selected_collection,1981,1
Elephantulus fuscipes,Medulla_oblongata_Vol.mm3,120,Stephan_etal_1981_TableI,Selected_collection,1981,1
Elephantulus fuscipes,Cerebellum_Vol.mm3,183,Stephan_etal_1981_TableI,Selected_collection,1981,1
Elephantulus fuscipes,Mesencephalon_Vol.mm3,117,Stephan_etal_1981_TableI,Selected_collection,1981,1
Elephantulus fuscipes,Diencephalon_Vol.mm3,112,Stephan_etal_1981_TableI,Selected_collection,1981,1
Elephantulus fuscipes,Telencephalon_Vol.mm3,700,Stephan_etal_1981_TableI,Selected_collection,1981,1
Rhynchocyon cirnei,Body_Mass.g,490,Stephan_etal_1981_TableI,Selected_collection,1981,1
Rhynchocyon cirnei,Brain_Mass.mg,6100,Stephan_etal_1981_TableI,Selected_collection,1981,1
Rhynchocyon cirnei,Ventricles_Vol.mm3,97.2,Stephan_etal_1981_TableI,Selected_collection,1981,1
Rhynchocyon cirnei,Total_brain_net_volume_Vol.mm3,5680,Stephan_etal_1981_TableI,Selected_collection,1981,1
Rhynchocyon cirnei,Medulla_oblongata_Vol.mm3,507,Stephan_etal_1981_TableI,Selected_collection,1981,1
Rhynchocyon cirnei,Cerebellum_Vol.mm3,798,Stephan_etal_1981_TableI,Selected_collection,1981,1
Rhynchocyon cirnei,Mesencephalon_Vol.mm3,523,Stephan_etal_1981_TableI,Selected_collection,1981,1
Rhynchocyon cirnei,Diencephalon_Vol.mm3,524,Stephan_etal_1981_TableI,Selected_collection,1981,1
Rhynchocyon cirnei,Telencephalon_Vol.mm3,3328,Stephan_etal_1981_TableI,Selected_collection,1981,1
Sorex minutus,Body_Mass.g,5.3,Stephan_etal_1981_TableI,Selected_collection,1981,1
Sorex minutus,Brain_Mass.mg,110,Stephan_etal_1981_TableI,Selected_collection,1981,1
Sorex minutus,Ventricles_Vol.mm3,0.46,Stephan_etal_1981_TableI,Selected_collection,1981,1
Sorex minutus,Total_brain_net_volume_Vol.mm3,103,Stephan_etal_1981_TableI,Selected_collection,1981,1
Sorex minutus,Medulla_oblongata_Vol.mm3,17,Stephan_etal_1981_TableI,Selected_collection,1981,1
Sorex minutus,Cerebellum_Vol.mm3,11,Stephan_etal_1981_TableI,Selected_collection,1981,1
Sorex minutus,Mesencephalon_Vol.mm3,5.91,Stephan_etal_1981_TableI,Selected_collection,1981,1
Sorex minutus,Diencephalon_Vol.mm3,8.69,Stephan_etal_1981_TableI,Selected_collection,1981,1
Sorex minutus,Telencephalon_Vol.mm3,60.7,Stephan_etal_1981_TableI,Selected_collection,1981,1
Sorex araneus,Body_Mass.g,10.3,Stephan_etal_1981_TableI,Selected_collection,1981,1
Sorex araneus,Brain_Mass.mg,200,Stephan_etal_1981_TableI,Selected_collection,1981,1
Sorex araneus,Ventricles_Vol.mm3,1.17,Stephan_etal_1981_TableI,Selected_collection,1981,1
Sorex araneus,Total_brain_net_volume_Vol.mm3,188,Stephan_etal_1981_TableI,Selected_collection,1981,1
Sorex araneus,Medulla_oblongata_Vol.mm3,27.1,Stephan_etal_1981_TableI,Selected_collection,1981,1
Sorex araneus,Cerebellum_Vol.mm3,20.4,Stephan_etal_1981_TableI,Selected_collection,1981,1
Sorex araneus,Mesencephalon_Vol.mm3,10.8,Stephan_etal_1981_TableI,Selected_collection,1981,1
Sorex araneus,Diencephalon_Vol.mm3,13.7,Stephan_etal_1981_TableI,Selected_collection,1981,1
Sorex araneus,Telencephalon_Vol.mm3,116,Stephan_etal_1981_TableI,Selected_collection,1981,1
Neomys fodiens,Body_Mass.g,15.2,Stephan_etal_1981_TableI,Selected_collection,1981,1
Neomys fodiens,Brain_Mass.mg,320,Stephan_etal_1981_TableI,Selected_collection,1981,1
Neomys fodiens,Ventricles_Vol.mm3,1.63,Stephan_etal_1981_TableI,Selected_collection,1981,1
Neomys fodiens,Total_brain_net_volume_Vol.mm3,299,Stephan_etal_1981_TableI,Selected_collection,1981,1
Neomys fodiens,Medulla_oblongata_Vol.mm3,42.2,Stephan_etal_1981_TableI,Selected_collection,1981,1
Neomys fodiens,Cerebellum_Vol.mm3,38.9,Stephan_etal_1981_TableI,Selected_collection,1981,1
Neomys fodiens,Mesencephalon_Vol.mm3,17.3,Stephan_etal_1981_TableI,Selected_collection,1981,1
Neomys fodiens,Diencephalon_Vol.mm3,25.2,Stephan_etal_1981_TableI,Selected_collection,1981,1
Neomys fodiens,Telencephalon_Vol.mm3,175,Stephan_etal_1981_TableI,Selected_collection,1981,1
Crocidura flavescens,Body_Mass.g,28,Stephan_etal_1981_TableI,Selected_collection,1981,1
Crocidura flavescens,Brain_Mass.mg,440,Stephan_etal_1981_TableI,Selected_collection,1981,1
Crocidura flavescens,Ventricles_Vol.mm3,2.67,Stephan_etal_1981_TableI,Selected_collection,1981,1
Crocidura flavescens,Total_brain_net_volume_Vol.mm3,408,Stephan_etal_1981_TableI,Selected_collection,1981,1
Crocidura flavescens,Medulla_oblongata_Vol.mm3,59.8,Stephan_etal_1981_TableI,Selected_collection,1981,1
Crocidura flavescens,Cerebellum_Vol.mm3,51.3,Stephan_etal_1981_TableI,Selected_collection,1981,1
Crocidura flavescens,Mesencephalon_Vol.mm3,27.7,Stephan_etal_1981_TableI,Selected_collection,1981,1
Crocidura flavescens,Diencephalon_Vol.mm3,28.4,Stephan_etal_1981_TableI,Selected_collection,1981,1
Crocidura flavescens,Telencephalon_Vol.mm3,241,Stephan_etal_1981_TableI,Selected_collection,1981,1
Crocidura russula,Body_Mass.g,11,Stephan_etal_1981_TableI,Selected_collection,1981,1
Crocidura russula,Brain_Mass.mg,190,Stephan_etal_1981_TableI,Selected_collection,1981,1
Crocidura russula,Ventricles_Vol.mm3,1.67,Stephan_etal_1981_TableI,Selected_collection,1981,1
Crocidura russula,Total_brain_net_volume_Vol.mm3,178,Stephan_etal_1981_TableI,Selected_collection,1981,1
Crocidura russula,Medulla_oblongata_Vol.mm3,23.6,Stephan_etal_1981_TableI,Selected_collection,1981,1
Crocidura russula,Cerebellum_Vol.mm3,21.8,Stephan_etal_1981_TableI,Selected_collection,1981,1
Crocidura russula,Mesencephalon_Vol.mm3,11.7,Stephan_etal_1981_TableI,Selected_collection,1981,1
Crocidura russula,Diencephalon_Vol.mm3,15,Stephan_etal_1981_TableI,Selected_collection,1981,1
Crocidura russula,Telencephalon_Vol.mm3,106,Stephan_etal_1981_TableI,Selected_collection,1981,1
Suncus murinus,Body_Mass.g,35.5,Stephan_etal_1981_TableI,Selected_collection,1981,1
Suncus murinus,Brain_Mass.mg,380,Stephan_etal_1981_TableI,Selected_collection,1981,1
Suncus murinus,Ventricles_Vol.mm3,4.6,Stephan_etal_1981_TableI,Selected_collection,1981,1
Suncus murinus,Total_brain_net_volume_Vol.mm3,354,Stephan_etal_1981_TableI,Selected_collection,1981,1
Suncus murinus,Medulla_oblongata_Vol.mm3,50.5,Stephan_etal_1981_TableI,Selected_collection,1981,1
Suncus murinus,Cerebellum_Vol.mm3,44.8,Stephan_etal_1981_TableI,Selected_collection,1981,1
Suncus murinus,Mesencephalon_Vol.mm3,24.2,Stephan_etal_1981_TableI,Selected_collection,1981,1
Suncus murinus,Diencephalon_Vol.mm3,26,Stephan_etal_1981_TableI,Selected_collection,1981,1
Suncus murinus,Telencephalon_Vol.mm3,209,Stephan_etal_1981_TableI,Selected_collection,1981,1
Talpa europaea,Body_Mass.g,76,Stephan_etal_1981_TableI,Selected_collection,1981,1
Talpa europaea,Brain_Mass.mg,1020,Stephan_etal_1981_TableI,Selected_collection,1981,1
Talpa europaea,Ventricles_Vol.mm3,10.9,Stephan_etal_1981_TableI,Selected_collection,1981,1
Talpa europaea,Total_brain_net_volume_Vol.mm3,953,Stephan_etal_1981_TableI,Selected_collection,1981,1
Talpa europaea,Medulla_oblongata_Vol.mm3,95.4,Stephan_etal_1981_TableI,Selected_collection,1981,1
Talpa europaea,Cerebellum_Vol.mm3,174,Stephan_etal_1981_TableI,Selected_collection,1981,1
Talpa europaea,Mesencephalon_Vol.mm3,49.8,Stephan_etal_1981_TableI,Selected_collection,1981,1
Talpa europaea,Diencephalon_Vol.mm3,80.4,Stephan_etal_1981_TableI,Selected_collection,1981,1
Talpa europaea,Telencephalon_Vol.mm3,554,Stephan_etal_1981_TableI,Selected_collection,1981,1
Desmana moschata,Body_Mass.g,440,Stephan_etal_1981_TableI,Selected_collection,1981,1
Desmana moschata,Brain_Mass.mg,4000,Stephan_etal_1981_TableI,Selected_collection,1981,1
Desmana moschata,Ventricles_Vol.mm3,138,Stephan_etal_1981_TableI,Selected_collection,1981,1
Desmana moschata,Total_brain_net_volume_Vol.mm3,3620,Stephan_etal_1981_TableI,Selected_collection,1981,1
Desmana moschata,Medulla_oblongata_Vol.mm3,402,Stephan_etal_1981_TableI,Selected_collection,1981,1
Desmana moschata,Cerebellum_Vol.mm3,514,Stephan_etal_1981_TableI,Selected_collection,1981,1
Desmana moschata,Mesencephalon_Vol.mm3,219,Stephan_etal_1981_TableI,Selected_collection,1981,1
Desmana moschata,Diencephalon_Vol.mm3,344,Stephan_etal_1981_TableI,Selected_collection,1981,1
Desmana moschata,Telencephalon_Vol.mm3,2140,Stephan_etal_1981_TableI,Selected_collection,1981,1
Galemys pyrenaicus,Body_Mass.g,57.5,Stephan_etal_1981_TableI,Selected_collection,1981,1
Galemys pyrenaicus,Brain_Mass.mg,1330,Stephan_etal_1981_TableI,Selected_collection,1981,1
Galemys pyrenaicus,Ventricles_Vol.mm3,27.5,Stephan_etal_1981_TableI,Selected_collection,1981,1
Galemys pyrenaicus,Total_brain_net_volume_Vol.mm3,1230,Stephan_etal_1981_TableI,Selected_collection,1981,1
Galemys pyrenaicus,Medulla_oblongata_Vol.mm3,147,Stephan_etal_1981_TableI,Selected_collection,1981,1
Galemys pyrenaicus,Cerebellum_Vol.mm3,184,Stephan_etal_1981_TableI,Selected_collection,1981,1
Galemys pyrenaicus,Mesencephalon_Vol.mm3,62.2,Stephan_etal_1981_TableI,Selected_collection,1981,1
Galemys pyrenaicus,Diencephalon_Vol.mm3,105,Stephan_etal_1981_TableI,Selected_collection,1981,1
Galemys pyrenaicus,Telencephalon_Vol.mm3,733,Stephan_etal_1981_TableI,Selected_collection,1981,1
Tupaia glis,Body_Mass.g,170,Stephan_etal_1981_TableII,Selected_collection,1981,2
Tupaia glis,Brain_Mass.mg,3200,Stephan_etal_1981_TableII,Selected_collection,1981,2
Tupaia glis,Ventricles_Vol.mm3,38.2,Stephan_etal_1981_TableII,Selected_collection,1981,2
