"script","associated_data_file","associated_data_filename","match_type","exact_filename_match","stem_match","matched_line_numbers","context"
"Semendeferi_etal_2002/Semendeferi_etal_2002_Table1.R","Semendeferi_etal_2002/Semendeferi_etal_2002_Table1_snapshot.csv","Semendeferi_etal_2002_Table1_snapshot.csv","likely reader",TRUE,TRUE,"27","26: options(scipen = 999) | 27: raw <- read.csv(""Semendeferi_etal_2002_Table1_snapshot.csv"", check.names = FALSE, stringsAsFactors = FALSE) | 28: binom <- c(Human=""Homo sapiens"", Chimpanzee=""Pan troglodytes"", Bonobo=""Pan paniscus"","
"Seymour_etal_2015/Seymour_etal_2015_TableS1.R","__Public/comparative-data/NA.tsv","NA.tsv","likely reader",FALSE,TRUE,"62;65;76;108;113;172","61: item_name <- tools::file_path_sans_ext(basename(.sp))    # = file name, matches __ReadMe.xlsx | 62: base      <- local({                                     # repo root; NA if run as a lone folder | 63:   d <- folder || 64:   while (dirname(d) != d && !file.exists(file.path(d, ""__ReadMe.xlsx""))) d <- dirname(d) | 65:   if (file.exists(file.path(d, ""__ReadMe.xlsx""))) d else NA_character_ | 66: }) || 75:  | 76: parse_value <- function(x) parse_number(x, na = c("""", ""-"", ""NA"", ""n.a."")) | 77: clean6      <- function(x) signif(x, 6)   # strip float-representation noise || 107:       c1 == ""Diprotodontia""                     ~ ""Diprotodontia"", | 108:       TRUE                                      ~ NA_character_ | 109:     ), || 112:       c1 == ""Diprotodontia""                     ~ ""Diprotodontia"", | 113:       TRUE                                      ~ NA_character_ | 114:     ) || 171:   filecodes$""Item encoded""[match(item_name, filecodes$""Item name"")] | 172: } else NA_character_ | 173: "
"Seymour_etal_2017/Seymour_etal_2017_TableS1.R","__Public/comparative-data/NA.tsv","NA.tsv","likely reader",FALSE,TRUE,"58;66;101","57:   while (dirname(d) != d && !file.exists(file.path(d, ""__ReadMe.xlsx""))) d <- dirname(d) | 58:   if (file.exists(file.path(d, ""__ReadMe.xlsx""))) d else NA_character_ | 59: }) || 65:  | 66: num <- function(x) parse_number(as.character(x), na = c("""", ""-"", ""NA"", ""n.a."")) | 67:  || 100:   filecodes$""Item encoded""[match(item_name, filecodes$""Item name"")] | 101: } else NA_character_ | 102: if (is.na(item_encoded) || !nzchar(item_encoded)) {"
"Seymour_etal_2019/Seymour_etal_2019_rspb20192208si002.R","__Public/comparative-data/NA.tsv","NA.tsv","likely reader",FALSE,TRUE,"53;61;103","52:   while (dirname(d) != d && !file.exists(file.path(d, ""__ReadMe.xlsx""))) d <- dirname(d) | 53:   if (file.exists(file.path(d, ""__ReadMe.xlsx""))) d else NA_character_ | 54: }) || 60:  | 61: num <- function(x) parse_number(as.character(x), na = c("""", ""-"", ""NA"", ""n.a."")) | 62:  || 102:   filecodes$""Item encoded""[match(item_name, filecodes$""Item name"")] | 103: } else NA_character_ | 104: if (is.na(item_encoded) || !nzchar(item_encoded)) {"
"Sherwood_etal_2005/Sherwood_etal_2005_Table1.R","__Public/comparative-data/NA.tsv","NA.tsv","likely reader",FALSE,TRUE,"26;29;60","25: item_name <- tools::file_path_sans_ext(basename(.sp))    # = file name, matches __ReadMe.xlsx | 26: base      <- local({                                     # repo root; NA if run as a lone folder | 27:   d <- folder || 28:   while (dirname(d) != d && !file.exists(file.path(d, ""__ReadMe.xlsx""))) d <- dirname(d) | 29:   if (file.exists(file.path(d, ""__ReadMe.xlsx""))) d else NA_character_ | 30: }) || 59:   filecodes$""Item encoded""[match(item_name, filecodes$""Item name"")] | 60: } else NA_character_ | 61: if (is.na(item_encoded) || !nzchar(item_encoded)) {"
"Sherwood_etal_2005/Sherwood_etal_2005_Table1.R","Sherwood_etal_2005/Sherwood_etal_2005_Table1_snapshot.csv","Sherwood_etal_2005_Table1_snapshot.csv","likely reader",TRUE,TRUE,"33","32:  | 33: snap <- read.csv(file.path(folder, ""Sherwood_etal_2005_Table1_snapshot.csv""), | 34:                  stringsAsFactors = FALSE, check.names = FALSE)"
"Smaers_etal_2010/comparison/Smaers_etal_2010_Table1_compare_to_frontalSmaers.R","Smaers_etal_2017/comparison/Smaers.csv","Smaers.csv","likely reader",FALSE,TRUE,"1;4;6;12;14;15;18;19;22;23;49;50;51;52;57;59;60;73;93;137;138;176;177","1: # Smaers_etal_2010_Table1_compare_to_frontalSmaers.R | 2: # || 3: # Checking step (self-contained in comparison/). Audit the cleaned Table 1 data | 4: # produced by ../Smaers_etal_2010_Table1.R against frontalSmaers.xls. | 5: # || 5: # | 6: # frontalSmaers.xls contains the same 18 species and seven shared volumetric | 7: # measures: neopallium, neopallium white/grey, frontal lobe, frontal white/grey, || 11: # Match is by the journal-faithful abbreviated species label (species_printed), | 12: # which is also the species label used in frontalSmaers.xls. | 13: # || 13: # | 14: # Put this script and frontalSmaers.xls in: | 15: #   Smaers_etal_2010/comparison/ || 14: # Put this script and frontalSmaers.xls in: | 15: #   Smaers_etal_2010/comparison/ | 16: # || 17: # Inputs: | 18: #   ../Smaers_etal_2010_Table1.csv | 19: #   frontalSmaers.xls || 18: #   ../Smaers_etal_2010_Table1.csv | 19: #   frontalSmaers.xls | 20: # || 21: # Outputs: | 22: #   Smaers_etal_2010_Table1_comparison_report_from_R.csv | 23: #   Smaers_etal_2010_Table1_comparison_mismatches_from_R.csv || 22: #   Smaers_etal_2010_Table1_comparison_report_from_R.csv | 23: #   Smaers_etal_2010_Table1_comparison_mismatches_from_R.csv | 24:  || 48:  | 49: table_file        <- ""../Smaers_etal_2010_Table1.csv"" | 50: comparison_file   <- ""frontalSmaers.xls"" || 49: table_file        <- ""../Smaers_etal_2010_Table1.csv"" | 50: comparison_file   <- ""frontalSmaers.xls"" | 51: output_detail     <- ""Smaers_etal_2010_Table1_comparison_report_from_R.csv"" || 50: comparison_file   <- ""frontalSmaers.xls"" | 51: output_detail     <- ""Smaers_etal_2010_Table1_comparison_report_from_R.csv"" | 52: output_mismatches <- ""Smaers_etal_2010_Table1_comparison_mismatches_from_R.csv"" || 51: output_detail     <- ""Smaers_etal_2010_Table1_comparison_report_from_R.csv"" | 52: output_mismatches <- ""Smaers_etal_2010_Table1_comparison_mismatches_from_R.csv"" | 53:  || 56:  | 57: ## Whitespace is removed outright rather than squished: frontalSmaers.xls prints | 58: ## ""Lagothr. lagotr."" where Table 1 prints ""Lagothr.lagotr."", and str_squish() || 58: ## ""Lagothr. lagotr."" where Table 1 prints ""Lagothr.lagotr."", and str_squish() | 59: ## would leave that species as two unmatched rows (one Smaers_2010_only, one | 60: ## frontalSmaers_only) rather than one matched pair. Abbreviation dots are kept. || 59: ## would leave that species as two unmatched rows (one Smaers_2010_only, one | 60: ## frontalSmaers_only) rather than one matched pair. Abbreviation dots are kept. | 61: norm_label <- function(x) { || 72:  | 73: ## ---- Smaers 2010 Table 1 side ---------------------------------------------- | 74: smaers <- read_csv( || 92:  | 93: ## ---- frontalSmaers.xls side ------------------------------------------------- | 94: ## The workbook has a header row, followed by one blank row, then the 18 species. || 136:     status = case_when( | 137:       is.na(species_printed_smaers) ~ ""frontalSmaers_only"", | 138:       is.na(species_frontal)        ~ ""Smaers_2010_only"", || 137:       is.na(species_printed_smaers) ~ ""frontalSmaers_only"", | 138:       is.na(species_frontal)        ~ ""Smaers_2010_only"", | 139:       TRUE                          ~ ""matched_by_species"" || 175:   sum(report$status == ""matched_by_species"" & report$n_measure_mismatch > 0), | 176:   "" | Smaers 2010 only: "", sum(report$status == ""Smaers_2010_only""), | 177:   "" | frontalSmaers only: "", sum(report$status == ""frontalSmaers_only""), || 176:   "" | Smaers 2010 only: "", sum(report$status == ""Smaers_2010_only""), | 177:   "" | frontalSmaers only: "", sum(report$status == ""frontalSmaers_only""), | 178:   "" | mismatch rows written: "", nrow(mismatches)"
"Smaers_etal_2011/Smaers_etal_2011_SupplementaryTable1.R","Smaers_etal_2011/Smaers_etal_2011_SupplementaryTable1_snapshot.csv","Smaers_etal_2011_SupplementaryTable1_snapshot.csv","likely reader",TRUE,TRUE,"25","24: options(scipen = 999) | 25: raw <- read.csv(""Smaers_etal_2011_SupplementaryTable1_snapshot.csv"", check.names = FALSE, stringsAsFactors = FALSE) | 26: sp  <- sub(""^([A-Z][a-z]+ [a-z]+).*$"", ""\\1"", raw$Individual)          # genus + epithet"
"Smaers_etal_2011/Smaers_etal_2011_SupplementaryTable1.R","Smaers_etal_2011/Smaers_etal_2011_SupplementaryTable1.csv","Smaers_etal_2011_SupplementaryTable1.csv","likely reader",FALSE,TRUE,"25","24: options(scipen = 999) | 25: raw <- read.csv(""Smaers_etal_2011_SupplementaryTable1_snapshot.csv"", check.names = FALSE, stringsAsFactors = FALSE) | 26: sp  <- sub(""^([A-Z][a-z]+ [a-z]+).*$"", ""\\1"", raw$Individual)          # genus + epithet"
"Smaers_etal_2011/Smaers_etal_2011_SupplementaryTable1.R","Smaers_etal_2017/comparison/Smaers.csv","Smaers.csv","likely reader",FALSE,TRUE,"1;25;34","1: ## Smaers JB, Steele J, Case CR, Cowper A, Amunts K, Zilles K (2011), Brain Behav Evol 77:67-78 | 2: ## ""Primate prefrontal cortex evolution: human brains are the extreme of a lateralized ape trend."" || 24: options(scipen = 999) | 25: raw <- read.csv(""Smaers_etal_2011_SupplementaryTable1_snapshot.csv"", check.names = FALSE, stringsAsFactors = FALSE) | 26: sp  <- sub(""^([A-Z][a-z]+ [a-z]+).*$"", ""\\1"", raw$Individual)          # genus + epithet || 33:   frontal_grey_total_cm3  = raw[[""Frontal left grey""]]  + raw[[""Frontal right grey""]], | 34:   total_brain_volume_cm3  = raw[[""Total brain size""]], source = ""Smaers_etal_2011"", stringsAsFactors = FALSE) | 35: "
"Smaers_etal_2011/Smaers_etal_2011_SupplementaryTable2.R","Smaers_etal_2011/Smaers_etal_2011_SupplementaryTable2_snapshot.csv","Smaers_etal_2011_SupplementaryTable2_snapshot.csv","likely reader",TRUE,TRUE,"27","26: options(scipen = 999) | 27: raw <- read.csv(""Smaers_etal_2011_SupplementaryTable2_snapshot.csv"", check.names = FALSE, stringsAsFactors = FALSE) | 28: sp  <- sub(""^([A-Z][a-z]+ [a-z]+).*$"", ""\\1"", raw$Individual)"
"Smaers_etal_2011/Smaers_etal_2011_SupplementaryTable2.R","Smaers_etal_2011/Smaers_etal_2011_SupplementaryTable2.csv","Smaers_etal_2011_SupplementaryTable2.csv","likely reader",FALSE,TRUE,"27","26: options(scipen = 999) | 27: raw <- read.csv(""Smaers_etal_2011_SupplementaryTable2_snapshot.csv"", check.names = FALSE, stringsAsFactors = FALSE) | 28: sp  <- sub(""^([A-Z][a-z]+ [a-z]+).*$"", ""\\1"", raw$Individual)"
"Smaers_etal_2011/Smaers_etal_2011_SupplementaryTable2.R","Smaers_etal_2017/comparison/Smaers.csv","Smaers.csv","likely reader",FALSE,TRUE,"1;27;36","1: ## Smaers JB et al. (2011) Brain Behav Evol 77:67-78 — Supplementary Table 2 | 2: ## Cumulative white/grey volume (cm3) up to the 5th section of the anterior frontal (Figs 2,4,5). || 26: options(scipen = 999) | 27: raw <- read.csv(""Smaers_etal_2011_SupplementaryTable2_snapshot.csv"", check.names = FALSE, stringsAsFactors = FALSE) | 28: sp  <- sub(""^([A-Z][a-z]+ [a-z]+).*$"", ""\\1"", raw$Individual) || 35:   sec5_grey_total_cm3 =g(""Section interval 5 left grey"") +g(""Section interval 5 right grey""), | 36:   source=""Smaers_etal_2011"", stringsAsFactors=FALSE) | 37: "
"Smaers_etal_2017/_superseded_single_table/Smaers_etal_2017_TableS1.R","Smaers_etal_2017/_superseded_single_table/Smaers_etal_2017_TableS1_snapshot.csv","Smaers_etal_2017_TableS1_snapshot.csv","likely reader",TRUE,TRUE,"29","28: options(scipen = 999) | 29: clean <- read.csv(""Smaers_etal_2017_TableS1_snapshot.csv"", check.names = FALSE, stringsAsFactors = FALSE) | 30: names(clean) <- c(""species"",""primary_visual_gray"",""prefrontal_gray"",""other_association_gray"",""frontal_motor_gray"","
"Smaers_etal_2017/Smaers_etal_2017_TableS1part1.R","__Public/comparative-data/NA.tsv","NA.tsv","likely reader",FALSE,TRUE,"38;41;58","37: item_name <- table_name <- tools::file_path_sans_ext(basename(.sp))  # = file name (matches __ReadMe.xlsx) | 38: base <- dataset_root <- local({                                      # repo root; NA if run as a lone folder | 39:   d <- folder || 40:   while (dirname(d) != d && !file.exists(file.path(d, ""__ReadMe.xlsx""))) d <- dirname(d) | 41:   if (file.exists(file.path(d, ""__ReadMe.xlsx""))) d else NA_character_ | 42: }) || 57:          ""primary_visual_white"",""prefrontal_white"",""other_association_white"",""frontal_motor_white"") | 58: num <- function(x) parse_number(as.character(x), na = c("""", ""-"", ""NA"", ""n.a."", ""__"")) | 59: "
"Smaers_etal_2017/Smaers_etal_2017_TableS1part2.R","__Public/comparative-data/NA.tsv","NA.tsv","likely reader",FALSE,TRUE,"31;34;50","30: item_name <- table_name <- tools::file_path_sans_ext(basename(.sp))  # = file name (matches __ReadMe.xlsx) | 31: base <- dataset_root <- local({                                      # repo root; NA if run as a lone folder | 32:   d <- folder || 33:   while (dirname(d) != d && !file.exists(file.path(d, ""__ReadMe.xlsx""))) d <- dirname(d) | 34:   if (file.exists(file.path(d, ""__ReadMe.xlsx""))) d else NA_character_ | 35: }) || 49:          ""primary_visual_surface"",""prefrontal_surface"",""other_association_surface"",""frontal_motor_surface"") | 50: num <- function(x) parse_number(as.character(x), na = c("""", ""-"", ""NA"", ""n.a."", ""__"")) | 51: "
"Stephan_etal_1970/Stephan_etal_1970_Table1.R","Stephan_etal_1970/Stephan_etal_1970_Table1_snapshot.csv","Stephan_etal_1970_Table1_snapshot.csv","likely reader",TRUE,TRUE,"12;36","11: # | 12: # Input : Stephan_etal_1970_Table1_snapshot.csv | 13: # Output: Stephan_etal_1970_Table1.csv  +  ISBN-encoded TSV in __Public/comparative-data/ || 35:  | 36: snap <- read_csv(file.path(folder, ""Stephan_etal_1970_Table1_snapshot.csv""), show_col_types = FALSE) | 37: "
"Stephan_etal_1970/Stephan_etal_1970_Table2.R","Stephan_etal_1970/Stephan_etal_1970_Table2_snapshot.csv","Stephan_etal_1970_Table2_snapshot.csv","likely reader",TRUE,TRUE,"12;36","11: # | 12: # Input : Stephan_etal_1970_Table2_snapshot.csv | 13: # Output: Stephan_etal_1970_Table2.csv  +  ISBN-encoded TSV in __Public/comparative-data/ || 35:  | 36: snap <- read_csv(file.path(folder, ""Stephan_etal_1970_Table2_snapshot.csv""), show_col_types = FALSE) | 37: "
"Stephan_etal_1970/Stephan_etal_1970_Table3.R","Stephan_etal_1970/Stephan_etal_1970_Table3_snapshot.csv","Stephan_etal_1970_Table3_snapshot.csv","likely reader",TRUE,TRUE,"12;36","11: # | 12: # Input : Stephan_etal_1970_Table3_snapshot.csv | 13: # Output: Stephan_etal_1970_Table3.csv  +  ISBN-encoded TSV in __Public/comparative-data/ || 35:  | 36: snap <- read_csv(file.path(folder, ""Stephan_etal_1970_Table3_snapshot.csv""), show_col_types = FALSE) | 37: "
"Stephan_etal_1970/Stephan_etal_1970_Table4.R","Stephan_etal_1970/Stephan_etal_1970_Table4_snapshot.csv","Stephan_etal_1970_Table4_snapshot.csv","likely reader",TRUE,TRUE,"12;36","11: # | 12: # Input : Stephan_etal_1970_Table4_snapshot.csv | 13: # Output: Stephan_etal_1970_Table4.csv  +  ISBN-encoded TSV in __Public/comparative-data/ || 35:  | 36: snap <- read_csv(file.path(folder, ""Stephan_etal_1970_Table4_snapshot.csv""), show_col_types = FALSE) | 37: "
"Stephan_etal_1970/Stephan_etal_1970_Table5.R","Stephan_etal_1970/Stephan_etal_1970_Table5_snapshot.csv","Stephan_etal_1970_Table5_snapshot.csv","likely reader",TRUE,TRUE,"12;36","11: # | 12: # Input : Stephan_etal_1970_Table5_snapshot.csv | 13: # Output: Stephan_etal_1970_Table5.csv  +  ISBN-encoded TSV in __Public/comparative-data/ || 35:  | 36: snap <- read_csv(file.path(folder, ""Stephan_etal_1970_Table5_snapshot.csv""), show_col_types = FALSE) | 37: "
"Stephan_etal_1970/Stephan_etal_1970_Table6.R","Stephan_etal_1970/Stephan_etal_1970_Table6_snapshot.csv","Stephan_etal_1970_Table6_snapshot.csv","likely reader",TRUE,TRUE,"12;36","11: # | 12: # Input : Stephan_etal_1970_Table6_snapshot.csv | 13: # Output: Stephan_etal_1970_Table6.csv  +  ISBN-encoded TSV in __Public/comparative-data/ || 35:  | 36: snap <- read_csv(file.path(folder, ""Stephan_etal_1970_Table6_snapshot.csv""), show_col_types = FALSE) | 37: "
"Stephan_etal_1970/Stephan_etal_1970.R","__Public/comparative-data/NA.tsv","NA.tsv","likely reader",FALSE,TRUE,"26;29;32;33","25: item_name <- tools::file_path_sans_ext(basename(.sp))    # = file name, matches __ReadMe.xlsx | 26: base      <- local({                                     # repo root; NA if run as a lone folder | 27:   d <- folder || 28:   while (dirname(d) != d && !file.exists(file.path(d, ""__ReadMe.xlsx""))) d <- dirname(d) | 29:   if (file.exists(file.path(d, ""__ReadMe.xlsx""))) d else NA_character_ | 30: }) || 31: setwd(folder) | 32: dataset_root   <- base                                   # repo-root alias (NA if run as a lone folder) | 33: public_tsv_dir <- if (!is.na(base)) file.path(base, ""__Public"", ""comparative-data"") else NA_character_ || 32: dataset_root   <- base                                   # repo-root alias (NA if run as a lone folder) | 33: public_tsv_dir <- if (!is.na(base)) file.path(base, ""__Public"", ""comparative-data"") else NA_character_ | 34: "
"Stephan_etal_1970/Stephan_etal_1970.R","Stephan_etal_1970/Stephan_etal_1970_Tables1-3_snapshot.csv","Stephan_etal_1970_Tables1-3_snapshot.csv","likely reader",TRUE,TRUE,"35","34:  | 35: t13 <- read_csv(file.path(folder, ""Stephan_etal_1970_Tables1-3_snapshot.csv""), show_col_types = FALSE) | 36: t46 <- read_csv(file.path(folder, ""Stephan_etal_1970_Tables4-6_snapshot.csv""), show_col_types = FALSE)"
"Stephan_etal_1970/Stephan_etal_1970.R","Stephan_etal_1970/Stephan_etal_1970_Tables4-6_snapshot.csv","Stephan_etal_1970_Tables4-6_snapshot.csv","likely reader",TRUE,TRUE,"36","35: t13 <- read_csv(file.path(folder, ""Stephan_etal_1970_Tables1-3_snapshot.csv""), show_col_types = FALSE) | 36: t46 <- read_csv(file.path(folder, ""Stephan_etal_1970_Tables4-6_snapshot.csv""), show_col_types = FALSE) | 37: "
"Stephan_etal_1981/per_table/Stephan_etal_1981_TableI.R","Stephan_etal_1981/per_table/Stephan_etal_1981_TableI.csv","Stephan_etal_1981_TableI.csv","likely reader",TRUE,TRUE,"1;15;16;43;52","1: # Stephan_etal_1981_TableI.R | 2: # Preparation step for ONE printed table of Stephan, Frahm & Baron (1981), || 14: # | 15: # Input : per_table/Stephan_etal_1981_TableI_snapshot.xlsx | 16: # Output: Stephan_etal_1981_TableI.csv  +  DOI-encoded TSV in __Public/comparative-data/ || 15: # Input : per_table/Stephan_etal_1981_TableI_snapshot.xlsx | 16: # Output: Stephan_etal_1981_TableI.csv  +  DOI-encoded TSV in __Public/comparative-data/ | 17: suppressPackageStartupMessages({ library(readxl); library(readr); library(dplyr); library(stringr) }) || 42:  | 43: snap <- read_excel(file.path(folder, ""Stephan_etal_1981_TableI_snapshot.xlsx""), | 44:                    sheet = ""TableI"", skip = 1)   # row 1 is the caption || 51:   transmute(species, group, Body_weight, Brain_weight, Ventricles, Meninges_hypophysis_nerves_etc., Total_brain_net_volume, Medulla_oblongata, Cerebellum, Mesencephalon, Diencephalon, Telencephalon) %>% | 52:   mutate(source = ""Stephan_etal_1981_TableI"") | 53: "
"Stephan_etal_1981/per_table/Stephan_etal_1981_TableII.R","Stephan_etal_1981/per_table/Stephan_etal_1981_TableI.csv","Stephan_etal_1981_TableI.csv","likely reader",FALSE,TRUE,"1;15;16;43;52","1: # Stephan_etal_1981_TableII.R | 2: # Preparation step for ONE printed table of Stephan, Frahm & Baron (1981), || 14: # | 15: # Input : per_table/Stephan_etal_1981_TableII_snapshot.xlsx | 16: # Output: Stephan_etal_1981_TableII.csv  +  DOI-encoded TSV in __Public/comparative-data/ || 15: # Input : per_table/Stephan_etal_1981_TableII_snapshot.xlsx | 16: # Output: Stephan_etal_1981_TableII.csv  +  DOI-encoded TSV in __Public/comparative-data/ | 17: suppressPackageStartupMessages({ library(readxl); library(readr); library(dplyr); library(stringr) }) || 42:  | 43: snap <- read_excel(file.path(folder, ""Stephan_etal_1981_TableII_snapshot.xlsx""), | 44:                    sheet = ""TableII"", skip = 1)   # row 1 is the caption || 51:   transmute(species, group, Body_weight, Brain_weight, Ventricles, Meninges_hypophysis_nerves_etc., Total_brain_net_volume, Medulla_oblongata, Cerebellum, Mesencephalon, Diencephalon, Telencephalon) %>% | 52:   mutate(source = ""Stephan_etal_1981_TableII"") | 53: "
"Stephan_etal_1981/per_table/Stephan_etal_1981_TableII.R","Stephan_etal_1981/per_table/Stephan_etal_1981_TableII.csv","Stephan_etal_1981_TableII.csv","likely reader",TRUE,TRUE,"1;15;16;43;52","1: # Stephan_etal_1981_TableII.R | 2: # Preparation step for ONE printed table of Stephan, Frahm & Baron (1981), || 14: # | 15: # Input : per_table/Stephan_etal_1981_TableII_snapshot.xlsx | 16: # Output: Stephan_etal_1981_TableII.csv  +  DOI-encoded TSV in __Public/comparative-data/ || 15: # Input : per_table/Stephan_etal_1981_TableII_snapshot.xlsx | 16: # Output: Stephan_etal_1981_TableII.csv  +  DOI-encoded TSV in __Public/comparative-data/ | 17: suppressPackageStartupMessages({ library(readxl); library(readr); library(dplyr); library(stringr) }) || 42:  | 43: snap <- read_excel(file.path(folder, ""Stephan_etal_1981_TableII_snapshot.xlsx""), | 44:                    sheet = ""TableII"", skip = 1)   # row 1 is the caption || 51:   transmute(species, group, Body_weight, Brain_weight, Ventricles, Meninges_hypophysis_nerves_etc., Total_brain_net_volume, Medulla_oblongata, Cerebellum, Mesencephalon, Diencephalon, Telencephalon) %>% | 52:   mutate(source = ""Stephan_etal_1981_TableII"") | 53: "
"Stephan_etal_1981/per_table/Stephan_etal_1981_TableIII.R","Stephan_etal_1981/per_table/Stephan_etal_1981_TableI.csv","Stephan_etal_1981_TableI.csv","likely reader",FALSE,TRUE,"1;15;16;43;52","1: # Stephan_etal_1981_TableIII.R | 2: # Preparation step for ONE printed table of Stephan, Frahm & Baron (1981), || 14: # | 15: # Input : per_table/Stephan_etal_1981_TableIII_snapshot.xlsx | 16: # Output: Stephan_etal_1981_TableIII.csv  +  DOI-encoded TSV in __Public/comparative-data/ || 15: # Input : per_table/Stephan_etal_1981_TableIII_snapshot.xlsx | 16: # Output: Stephan_etal_1981_TableIII.csv  +  DOI-encoded TSV in __Public/comparative-data/ | 17: suppressPackageStartupMessages({ library(readxl); library(readr); library(dplyr); library(stringr) }) || 42:  | 43: snap <- read_excel(file.path(folder, ""Stephan_etal_1981_TableIII_snapshot.xlsx""), | 44:                    sheet = ""TableIII"", skip = 1)   # row 1 is the caption || 51:   transmute(species, group, Body_weight, Brain_weight, Ventricles, Meninges_hypophysis_nerves_etc., Total_brain_net_volume, Medulla_oblongata, Cerebellum, Mesencephalon, Diencephalon, Telencephalon) %>% | 52:   mutate(source = ""Stephan_etal_1981_TableIII"") | 53: "
"Stephan_etal_1981/per_table/Stephan_etal_1981_TableIII.R","Stephan_etal_1981/per_table/Stephan_etal_1981_TableII.csv","Stephan_etal_1981_TableII.csv","likely reader",FALSE,TRUE,"1;15;16;43;52","1: # Stephan_etal_1981_TableIII.R | 2: # Preparation step for ONE printed table of Stephan, Frahm & Baron (1981), || 14: # | 15: # Input : per_table/Stephan_etal_1981_TableIII_snapshot.xlsx | 16: # Output: Stephan_etal_1981_TableIII.csv  +  DOI-encoded TSV in __Public/comparative-data/ || 15: # Input : per_table/Stephan_etal_1981_TableIII_snapshot.xlsx | 16: # Output: Stephan_etal_1981_TableIII.csv  +  DOI-encoded TSV in __Public/comparative-data/ | 17: suppressPackageStartupMessages({ library(readxl); library(readr); library(dplyr); library(stringr) }) || 42:  | 43: snap <- read_excel(file.path(folder, ""Stephan_etal_1981_TableIII_snapshot.xlsx""), | 44:                    sheet = ""TableIII"", skip = 1)   # row 1 is the caption || 51:   transmute(species, group, Body_weight, Brain_weight, Ventricles, Meninges_hypophysis_nerves_etc., Total_brain_net_volume, Medulla_oblongata, Cerebellum, Mesencephalon, Diencephalon, Telencephalon) %>% | 52:   mutate(source = ""Stephan_etal_1981_TableIII"") | 53: "
"Stephan_etal_1981/per_table/Stephan_etal_1981_TableIII.R","Stephan_etal_1981/per_table/Stephan_etal_1981_TableIII.csv","Stephan_etal_1981_TableIII.csv","likely reader",TRUE,TRUE,"1;15;16;43;52","1: # Stephan_etal_1981_TableIII.R | 2: # Preparation step for ONE printed table of Stephan, Frahm & Baron (1981), || 14: # | 15: # Input : per_table/Stephan_etal_1981_TableIII_snapshot.xlsx | 16: # Output: Stephan_etal_1981_TableIII.csv  +  DOI-encoded TSV in __Public/comparative-data/ || 15: # Input : per_table/Stephan_etal_1981_TableIII_snapshot.xlsx | 16: # Output: Stephan_etal_1981_TableIII.csv  +  DOI-encoded TSV in __Public/comparative-data/ | 17: suppressPackageStartupMessages({ library(readxl); library(readr); library(dplyr); library(stringr) }) || 42:  | 43: snap <- read_excel(file.path(folder, ""Stephan_etal_1981_TableIII_snapshot.xlsx""), | 44:                    sheet = ""TableIII"", skip = 1)   # row 1 is the caption || 51:   transmute(species, group, Body_weight, Brain_weight, Ventricles, Meninges_hypophysis_nerves_etc., Total_brain_net_volume, Medulla_oblongata, Cerebellum, Mesencephalon, Diencephalon, Telencephalon) %>% | 52:   mutate(source = ""Stephan_etal_1981_TableIII"") | 53: "
"Stephan_etal_1981/per_table/Stephan_etal_1981_TableIV.R","Stephan_etal_1981/per_table/Stephan_etal_1981_TableI.csv","Stephan_etal_1981_TableI.csv","likely reader",FALSE,TRUE,"1;15;16;43;52","1: # Stephan_etal_1981_TableIV.R | 2: # Preparation step for ONE printed table of Stephan, Frahm & Baron (1981), || 14: # | 15: # Input : per_table/Stephan_etal_1981_TableIV_snapshot.xlsx | 16: # Output: Stephan_etal_1981_TableIV.csv  +  DOI-encoded TSV in __Public/comparative-data/ || 15: # Input : per_table/Stephan_etal_1981_TableIV_snapshot.xlsx | 16: # Output: Stephan_etal_1981_TableIV.csv  +  DOI-encoded TSV in __Public/comparative-data/ | 17: suppressPackageStartupMessages({ library(readxl); library(readr); library(dplyr); library(stringr) }) || 42:  | 43: snap <- read_excel(file.path(folder, ""Stephan_etal_1981_TableIV_snapshot.xlsx""), | 44:                    sheet = ""TableIV"", skip = 1)   # row 1 is the caption || 51:   transmute(species, group, Bulbus_olfactorius, Bulbus_olfactorius_accessorius, Lobus_piriformis, Septum, Striatum, Schizo_cortex, Hippocampus, Neocortex) %>% | 52:   mutate(source = ""Stephan_etal_1981_TableIV"") | 53: "
