repo,path,line,found,canonical,kind,severity,action,context,in_scope
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,71,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table6,Armstrong_1979,primary,Hylo.-s,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,72,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table6,Armstrong_1979,primary,Hylo.-s,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,73,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table6,Armstrong_1979,primary,Hylo.-h,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,74,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table6,Armstrong_1979,primary,Hylo.-h,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,75,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table6,Armstrong_1979,primary,Hylo.-h,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,76,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table6,Armstrong_1979,primary,H. lar-t,Hylobates_lar_1,Hylobates lar,Hylobates lar,male,unknown,5.93,101.9,Max Planck Institute Frankfurt,tr",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,77,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table6,Armstrong_1979,primary,H. lar-t,Hylobates_lar_1,Hylobates lar,Hylobates lar,male,unknown,5.93,101.9,Max Planck Institute Frankfurt,tr",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,78,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table6,Armstrong_1979,primary,H. lar-t,Hylobates_lar_1,Hylobates lar,Hylobates lar,male,unknown,5.93,101.9,Max Planck Institute Frankfurt,tr",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,79,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table6,Armstrong_1979,primary,Gorilla g.,Gorilla_1,Gorilla gorilla,Gorilla gorilla,male,14,203,540,Columbia University / Bronx Zoo,coronal,L",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,80,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table6,Armstrong_1979,primary,Gorilla g.,Gorilla_1,Gorilla gorilla,Gorilla gorilla,male,14,203,540,Columbia University / Bronx Zoo,coronal,M",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,81,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table6,Armstrong_1979,primary,Gorilla g.,Gorilla_1,Gorilla gorilla,Gorilla gorilla,male,14,203,540,Columbia University / Bronx Zoo,coronal,V",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,82,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table6,Armstrong_1979,primary,Pan t.,Pan_1,Pan troglodytes,Pan troglodytes,male,10-12,63.5,405.5,University of Wisconsin comparative brain c",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,83,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table6,Armstrong_1979,primary,Pan t.,Pan_1,Pan troglodytes,Pan troglodytes,male,10-12,63.5,405.5,University of Wisconsin comparative brain c",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,84,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table6,Armstrong_1979,primary,Pan t.,Pan_1,Pan troglodytes,Pan troglodytes,male,10-12,63.5,405.5,University of Wisconsin comparative brain c",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,85,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table6,Armstrong_1979,primary,Homo s.,Homo_combined,Homo sapiens,Homo sapiens,mixed,derived,NA,NA,Yakovlev Collection + cell-count specimen,",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,86,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table6,Armstrong_1979,primary,Homo s.,Homo_combined,Homo sapiens,Homo sapiens,mixed,derived,NA,NA,Yakovlev Collection + cell-count specimen,",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,87,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table6,Armstrong_1979,primary,Homo s.,Homo_combined,Homo sapiens,Homo sapiens,mixed,derived,NA,NA,Yakovlev Collection + cell-count specimen,",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,88,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table7,Armstrong_1979,primary,Hylo.-s,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,89,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table7,Armstrong_1979,primary,Hylo.-h,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,90,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table7,Armstrong_1979,primary,H. lar-t,Hylobates_lar_1,Hylobates lar,Hylobates lar,male,unknown,5.93,101.9,Max Planck Institute Frankfurt,tr",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,91,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table7,Armstrong_1979,primary,Gorilla g.,Gorilla_1,Gorilla gorilla,Gorilla gorilla,male,14,203,540,Columbia University / Bronx Zoo,coronal,M",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,92,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table7,Armstrong_1979,primary,Pan t.,Pan_1,Pan troglodytes,Pan troglodytes,male,10-12,63.5,405.5,University of Wisconsin comparative brain c",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,93,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table7,Armstrong_1979,primary,Homo s.-c,Homo_cell_1,Homo sapiens,Homo sapiens,male,19,113,1500,not stated,coronal,MGBp,perikaryal_volume,um3",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,94,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table8,Armstrong_1979,primary,Hylo.-s,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,95,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table8,Armstrong_1979,primary,Hylo.-h,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,96,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table8,Armstrong_1979,primary,Gorilla g.,Gorilla_1,Gorilla gorilla,Gorilla gorilla,male,14,203,540,Columbia University / Bronx Zoo,coronal,L",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,97,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table8,Armstrong_1979,primary,Pan t.,Pan_1,Pan troglodytes,Pan troglodytes,male,10-12,63.5,405.5,University of Wisconsin comparative brain c",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,98,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table8,Armstrong_1979,primary,Homo s.-c,Homo_cell_1,Homo sapiens,Homo sapiens,male,19,113,1500,not stated,coronal,LGBp,perikaryal_volume,um3",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,99,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table8,Armstrong_1979,primary,Hylo.-s,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,100,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table8,Armstrong_1979,primary,Hylo.-h,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,101,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table8,Armstrong_1979,primary,Gorilla g.,Gorilla_1,Gorilla gorilla,Gorilla gorilla,male,14,203,540,Columbia University / Bronx Zoo,coronal,L",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,102,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table8,Armstrong_1979,primary,Homo s.-c,Homo_cell_1,Homo sapiens,Homo sapiens,male,19,113,1500,not stated,coronal,LGBm,perikaryal_volume,um3",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,103,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table9,Armstrong_1979,primary,Hylo.-s,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,104,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table9,Armstrong_1979,primary,Hylo.-h,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,105,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table9,Armstrong_1979,primary,H. lar-t,Hylobates_lar_1,Hylobates lar,Hylobates lar,male,unknown,5.93,101.9,Max Planck Institute Frankfurt,tr",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,106,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table9,Armstrong_1979,primary,Gorilla g.,Gorilla_1,Gorilla gorilla,Gorilla gorilla,male,14,203,540,Columbia University / Bronx Zoo,coronal,V",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,107,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table9,Armstrong_1979,primary,Homo s.-c,Homo_cell_1,Homo sapiens,Homo sapiens,male,19,113,1500,not stated,coronal,VB,perikaryal_volume,um3,N",yes
PUB,____Collections and Specimen notes/Disco_gibbon_specimen_note.md,450,MacLeod_2000,MacLeod__2000,doc,P4,prose/README - text fix,`MacLeod_2000` or `Barger_etal_2007`** — other authors describing the shared collection.,yes
PUB,____Collections and Specimen notes/Disco_gibbon_specimen_note.md,477,MacLeod_2000,MacLeod__2000,doc,P4,prose/README - text fix,| `MacLeod_2000` | `DISCO (3/97) / GPZ-5542` | histology | registered |,yes
PUB,__ShinyApp/data/glossary.csv,40,Weaver_2001,Weaver__2001,merge_output,P3,rebuild after the source label is fixed,"ratio,ratio (dimensionless),""A dimensionless ratio of two measured quantities; which two is fixed by the source table, not by the code."",mea",yes
PUB,Baker_etal_2025/Baker_etal_2025_HANDOFF.md,34,ManyPrimates_2022,ManyPrimates__2022,doc,P4,prose/README - text fix,- ManyPrimates_2022 cognition/predictors — **32** shared,yes
PUB,Baker_etal_2025/Baker_etal_2025_HANDOFF.md,35,Granatosky_2018,Granatosky__2018,doc,P4,prose/README - text fix,- Granatosky_2018 locomotion — **62** shared,yes
PUB,MacLeod__2000/MacLeod__2000_APPENDIXI.ReadMe.md,8,MacLeod_2000,MacLeod__2000,doc,P4,prose/README - text fix,"`macleod_2000.pdf`, Appendix I, printed pp. 199-200 (PDF pages 218-219). The table was taken from rendered page images of the scanned disser",yes
PUB,MacLeod__2000/MacLeod__2000_APPENDIXI.ReadMe.md,13,MacLeod_2000,MacLeod__2000,doc,P4,prose/README - text fix,`MacLeod_2000_APPENDIXI.R` -> `MacLeod_2000_APPENDIXI.csv` and `MacLeod_2000_APPENDIXI.tsv` (**use these**).,yes
PUB,MacLeod__2000/MacLeod__2000_APPENDIXI.ReadMe.md,13,MacLeod_2000,MacLeod__2000,doc,P4,prose/README - text fix,`MacLeod_2000_APPENDIXI.R` -> `MacLeod_2000_APPENDIXI.csv` and `MacLeod_2000_APPENDIXI.tsv` (**use these**).,yes
PUB,MacLeod__2000/MacLeod__2000_APPENDIXI.ReadMe.md,13,MacLeod_2000,MacLeod__2000,doc,P4,prose/README - text fix,`MacLeod_2000_APPENDIXI.R` -> `MacLeod_2000_APPENDIXI.csv` and `MacLeod_2000_APPENDIXI.tsv` (**use these**).,yes
PUB,_checks/folder_audit_20260805.csv,84,Manger_2006,Manger__2006,generated_output,P3,"stale generated file - regenerate, do not hand-edit","Manger_2006,5,1,0,1,Manger_2006_Table1_snapshot.csv,1,Manger_2006_Table1.csv,1,Manger__2006_Table1,",yes
PUB,_checks/folder_audit_20260805.csv,84,Manger_2006,Manger__2006,generated_output,P3,"stale generated file - regenerate, do not hand-edit","Manger_2006,5,1,0,1,Manger_2006_Table1_snapshot.csv,1,Manger_2006_Table1.csv,1,Manger__2006_Table1,",yes
PUB,_checks/folder_audit_20260805.csv,84,Manger_2006,Manger__2006,generated_output,P3,"stale generated file - regenerate, do not hand-edit","Manger_2006,5,1,0,1,Manger_2006_Table1_snapshot.csv,1,Manger_2006_Table1.csv,1,Manger__2006_Table1,",yes
PUB,_checks/folder_audit_20260805.csv,90,MedinaGonzalez_2026,MedinaGonzalez__2026,generated_output,P3,"stale generated file - regenerate, do not hand-edit","MedinaGonzalez_2026,3,1,0,0,,0,,1,MedinaGonzalez__2026_,",yes
PUB,_checks/folder_audit_20260805.csv,127,Weaver_2001,Weaver__2001,generated_output,P3,"stale generated file - regenerate, do not hand-edit","Weaver_2001,16,1,0,3,Weaver__2001_NotesforTableA-15_snapshot.csv; Weaver__2001_TableA-11_snapshot.csv; Weaver__2001_TableA-15_snapshot.csv,3",yes
PUB,_checks/folder_audit_20260805.csv,128,Weaver_2005,Weaver__2005,generated_output,P3,"stale generated file - regenerate, do not hand-edit","Weaver_2005,2,1,0,0,,0,,1,Weaver__2005_,",yes
PUB,_checks/folder_audit_20260805.csv,134,Zilles__Rehkamper_1988,Zilles_Rehkämper_1988,generated_output,P3,"stale generated file - regenerate, do not hand-edit","Zilles__Rehkamper_1988,11,1,0,2,Zilles__Rehkamper_1988_Table12-2_snapshot.xlsx; comparison/Zilles_1988.csv,4,Zilles__Rehkamper_1988_Table12-",yes
PUB,_checks/folder_audit_20260805.csv,134,Zilles__Rehkamper_1988,Zilles_Rehkämper_1988,generated_output,P3,"stale generated file - regenerate, do not hand-edit","Zilles__Rehkamper_1988,11,1,0,2,Zilles__Rehkamper_1988_Table12-2_snapshot.xlsx; comparison/Zilles_1988.csv,4,Zilles__Rehkamper_1988_Table12-",yes
PUB,_checks/folder_audit_20260805.csv,134,Zilles__Rehkamper_1988,Zilles_Rehkämper_1988,generated_output,P3,"stale generated file - regenerate, do not hand-edit","Zilles__Rehkamper_1988,11,1,0,2,Zilles__Rehkamper_1988_Table12-2_snapshot.xlsx; comparison/Zilles_1988.csv,4,Zilles__Rehkamper_1988_Table12-",yes
PUB,_checks/folder_audit_20260805.csv,134,Zilles__Rehkamper_1988,Zilles_Rehkämper_1988,generated_output,P3,"stale generated file - regenerate, do not hand-edit","Zilles__Rehkamper_1988,11,1,0,2,Zilles__Rehkamper_1988_Table12-2_snapshot.xlsx; comparison/Zilles_1988.csv,4,Zilles__Rehkamper_1988_Table12-",yes
PUB,_checks/folder_audit_20260805.csv,134,Zilles__Rehkamper_1988,Zilles_Rehkämper_1988,generated_output,P3,"stale generated file - regenerate, do not hand-edit","Zilles__Rehkamper_1988,11,1,0,2,Zilles__Rehkamper_1988_Table12-2_snapshot.xlsx; comparison/Zilles_1988.csv,4,Zilles__Rehkamper_1988_Table12-",yes
PUB,_checks/registry_snapshot.csv,345,Zilles__Rehkamper_1988,Zilles_Rehkämper_1988,generated_output,P3,"stale generated file - regenerate, do not hand-edit","""Zilles_Rehkämper_1988_Table12-2"",""Zilles, K., & Rehkämper, G. (1988). The brain, with special reference to the telencephalon. In J. H. Schw",yes
PUB,_checks/registry_snapshot.csv,346,Zilles__Rehkamper_1988,Zilles_Rehkämper_1988,generated_output,P3,"stale generated file - regenerate, do not hand-edit","""Zilles_Rehkämper_1988_Table12-3"",""Zilles, K., & Rehkämper, G. (1988). The brain, with special reference to the telencephalon. In J. H. Schw",yes
PUB,_checks/folder_audit.csv,99,Manger_2006,Manger__2006,generated_output,P3,"stale generated file - regenerate, do not hand-edit","Manger_2006,5,1,0,1,Manger_2006_Table1_snapshot.csv,1,Manger_2006_Table1.csv,1,Manger__2006_Table1,",yes
PUB,_checks/folder_audit.csv,99,Manger_2006,Manger__2006,generated_output,P3,"stale generated file - regenerate, do not hand-edit","Manger_2006,5,1,0,1,Manger_2006_Table1_snapshot.csv,1,Manger_2006_Table1.csv,1,Manger__2006_Table1,",yes
PUB,_checks/folder_audit.csv,99,Manger_2006,Manger__2006,generated_output,P3,"stale generated file - regenerate, do not hand-edit","Manger_2006,5,1,0,1,Manger_2006_Table1_snapshot.csv,1,Manger_2006_Table1.csv,1,Manger__2006_Table1,",yes
PUB,_checks/folder_audit.csv,106,MedinaGonzalez_2026,MedinaGonzalez__2026,generated_output,P3,"stale generated file - regenerate, do not hand-edit","MedinaGonzalez_2026,3,1,0,0,,0,,1,MedinaGonzalez__2026_Data,",yes
PUB,_checks/folder_audit.csv,155,Weaver_2001,Weaver__2001,generated_output,P3,"stale generated file - regenerate, do not hand-edit","Weaver_2001,16,1,0,3,Weaver__2001_NotesforTableA-15_snapshot.csv; Weaver__2001_TableA-11_snapshot.csv; Weaver__2001_TableA-15_snapshot.csv,3",yes
PUB,_checks/folder_audit.csv,156,Weaver_2005,Weaver__2005,generated_output,P3,"stale generated file - regenerate, do not hand-edit","Weaver_2005,2,1,0,0,,0,,1,Weaver__2005_,",yes
PUB,_checks/folder_audit.csv,162,Zilles__Rehkamper_1988,Zilles_Rehkämper_1988,generated_output,P3,"stale generated file - regenerate, do not hand-edit","Zilles__Rehkamper_1988,7,1,0,1,Zilles__Rehkamper_1988_Table12-2_snapshot.xlsx,2,Zilles__Rehkamper_1988_Table12-2.csv; zilles_rehkamper_1988.",yes
PUB,_checks/folder_audit.csv,162,Zilles__Rehkamper_1988,Zilles_Rehkämper_1988,generated_output,P3,"stale generated file - regenerate, do not hand-edit","Zilles__Rehkamper_1988,7,1,0,1,Zilles__Rehkamper_1988_Table12-2_snapshot.xlsx,2,Zilles__Rehkamper_1988_Table12-2.csv; zilles_rehkamper_1988.",yes
PUB,_checks/folder_audit.csv,162,Zilles__Rehkamper_1988,Zilles_Rehkämper_1988,generated_output,P3,"stale generated file - regenerate, do not hand-edit","Zilles__Rehkamper_1988,7,1,0,1,Zilles__Rehkamper_1988_Table12-2_snapshot.xlsx,2,Zilles__Rehkamper_1988_Table12-2.csv; zilles_rehkamper_1988.",yes
PUB,__Public/comparative-data/10.1002%2Fajpa.1330510308_Tables1-9.tsv,2,Armstrong_1979,Armstrong__1979,merge_output,P3,rebuild after the source label is fixed,"""Table1""	""Armstrong_1979""	""primary""	""Hylo.-s""	""Hylobates_unknown_1""	""Hylobates sp.""	""Hylobates sp.""	""unknown""	""unknown""	NA	NA	""Thomas Jeffer",yes
PUB,__Public/comparative-data/10.1002%2Fajpa.1330510308_Tables1-9.tsv,3,Armstrong_1979,Armstrong__1979,merge_output,P3,rebuild after the source label is fixed,"""Table1""	""Armstrong_1979""	""primary""	""Hylo.-s""	""Hylobates_unknown_1""	""Hylobates sp.""	""Hylobates sp.""	""unknown""	""unknown""	NA	NA	""Thomas Jeffer",yes
PUB,__Public/comparative-data/10.1002%2Fajpa.1330510308_Tables1-9.tsv,4,Armstrong_1979,Armstrong__1979,merge_output,P3,rebuild after the source label is fixed,"""Table1""	""Armstrong_1979""	""primary""	""Hylo.-s""	""Hylobates_unknown_1""	""Hylobates sp.""	""Hylobates sp.""	""unknown""	""unknown""	NA	NA	""Thomas Jeffer",yes
PUB,__Public/comparative-data/10.1002%2Fajpa.1330510308_Tables1-9.tsv,5,Armstrong_1979,Armstrong__1979,merge_output,P3,rebuild after the source label is fixed,"""Table1""	""Armstrong_1979""	""primary""	""Hylo.-h""	""Hylobates_unknown_1""	""Hylobates sp.""	""Hylobates sp.""	""unknown""	""unknown""	NA	NA	""Thomas Jeffer",yes
PUB,__Public/comparative-data/10.1002%2Fajpa.1330510308_Tables1-9.tsv,6,Armstrong_1979,Armstrong__1979,merge_output,P3,rebuild after the source label is fixed,"""Table1""	""Armstrong_1979""	""primary""	""Hylo.-h""	""Hylobates_unknown_1""	""Hylobates sp.""	""Hylobates sp.""	""unknown""	""unknown""	NA	NA	""Thomas Jeffer",yes
PUB,__Public/comparative-data/10.1002%2Fajpa.1330510308_Tables1-9.tsv,7,Armstrong_1979,Armstrong__1979,merge_output,P3,rebuild after the source label is fixed,"""Table1""	""Armstrong_1979""	""primary""	""Hylo.-h""	""Hylobates_unknown_1""	""Hylobates sp.""	""Hylobates sp.""	""unknown""	""unknown""	NA	NA	""Thomas Jeffer",yes
PUB,__Public/comparative-data/10.1002%2Fajpa.1330510308_Tables1-9.tsv,8,Armstrong_1979,Armstrong__1979,merge_output,P3,rebuild after the source label is fixed,"""Table1""	""Armstrong_1979""	""primary""	""H. lar-t""	""Hylobates_lar_1""	""Hylobates lar""	""Hylobates lar""	""male""	""unknown""	5.93	101.9	""Max Planck Ins",yes
PUB,__Public/comparative-data/10.1002%2Fajpa.1330510308_Tables1-9.tsv,9,Armstrong_1979,Armstrong__1979,merge_output,P3,rebuild after the source label is fixed,"""Table1""	""Armstrong_1979""	""primary""	""H. lar-t""	""Hylobates_lar_1""	""Hylobates lar""	""Hylobates lar""	""male""	""unknown""	5.93	101.9	""Max Planck Ins",yes
PUB,__Public/comparative-data/10.1002%2Fajpa.1330510308_Tables1-9.tsv,10,Armstrong_1979,Armstrong__1979,merge_output,P3,rebuild after the source label is fixed,"""Table1""	""Armstrong_1979""	""primary""	""H. lar-t""	""Hylobates_lar_1""	""Hylobates lar""	""Hylobates lar""	""male""	""unknown""	5.93	101.9	""Max Planck Ins",yes
PUB,__Public/comparative-data/10.1002%2Fajpa.1330510308_Tables1-9.tsv,11,Armstrong_1979,Armstrong__1979,merge_output,P3,rebuild after the source label is fixed,"""Table1""	""Armstrong_1979""	""primary""	""Gorilla g.""	""Gorilla_1""	""Gorilla gorilla""	""Gorilla gorilla""	""male""	""14""	203	540	""Columbia University / ",yes
PUB,__Public/comparative-data/10.1002%2Fajpa.1330510308_Tables1-9.tsv,12,Armstrong_1979,Armstrong__1979,merge_output,P3,rebuild after the source label is fixed,"""Table1""	""Armstrong_1979""	""primary""	""Gorilla g.""	""Gorilla_1""	""Gorilla gorilla""	""Gorilla gorilla""	""male""	""14""	203	540	""Columbia University / ",yes
PUB,__Public/comparative-data/10.1002%2Fajpa.1330510308_Tables1-9.tsv,13,Armstrong_1979,Armstrong__1979,merge_output,P3,rebuild after the source label is fixed,"""Table1""	""Armstrong_1979""	""primary""	""Gorilla g.""	""Gorilla_1""	""Gorilla gorilla""	""Gorilla gorilla""	""male""	""14""	203	540	""Columbia University / ",yes
PUB,__Public/comparative-data/10.1002%2Fajpa.1330510308_Tables1-9.tsv,14,Armstrong_1979,Armstrong__1979,merge_output,P3,rebuild after the source label is fixed,"""Table1""	""Armstrong_1979""	""primary""	""Pan t.""	""Pan_1""	""Pan troglodytes""	""Pan troglodytes""	""male""	""10-12""	63.5	405.5	""University of Wisconsin ",yes
PUB,__Public/comparative-data/10.1002%2Fajpa.1330510308_Tables1-9.tsv,15,Armstrong_1979,Armstrong__1979,merge_output,P3,rebuild after the source label is fixed,"""Table1""	""Armstrong_1979""	""primary""	""Pan t.""	""Pan_1""	""Pan troglodytes""	""Pan troglodytes""	""male""	""10-12""	63.5	405.5	""University of Wisconsin ",yes
PUB,__Public/comparative-data/10.1002%2Fajpa.1330510308_Tables1-9.tsv,16,Armstrong_1979,Armstrong__1979,merge_output,P3,rebuild after the source label is fixed,"""Table1""	""Armstrong_1979""	""primary""	""Pan t.""	""Pan_1""	""Pan troglodytes""	""Pan troglodytes""	""male""	""10-12""	63.5	405.5	""University of Wisconsin ",yes
PUB,__Public/comparative-data/10.1002%2Fajpa.1330510308_Tables1-9.tsv,17,Armstrong_1979,Armstrong__1979,merge_output,P3,rebuild after the source label is fixed,"""Table1""	""Armstrong_1979""	""primary""	""Homo s.-s""	""Homo_volume_1""	""Homo sapiens""	""Homo sapiens""	""male""	""28""	NA	1890	""Yakovlev Collection""	""sag",yes
PUB,__Public/comparative-data/10.1002%2Fajpa.1330510308_Tables1-9.tsv,18,Armstrong_1979,Armstrong__1979,merge_output,P3,rebuild after the source label is fixed,"""Table1""	""Armstrong_1979""	""primary""	""Homo s.-s""	""Homo_volume_1""	""Homo sapiens""	""Homo sapiens""	""male""	""28""	NA	1890	""Yakovlev Collection""	""sag",yes
PUB,__Public/comparative-data/10.1002%2Fajpa.1330510308_Tables1-9.tsv,19,Armstrong_1979,Armstrong__1979,merge_output,P3,rebuild after the source label is fixed,"""Table1""	""Armstrong_1979""	""primary""	""Homo s.-s""	""Homo_volume_1""	""Homo sapiens""	""Homo sapiens""	""male""	""28""	NA	1890	""Yakovlev Collection""	""sag",yes
PUB,__Public/comparative-data/10.1002%2Fajpa.1330510308_Tables1-9.tsv,20,Armstrong_1979,Armstrong__1979,merge_output,P3,rebuild after the source label is fixed,"""Table1""	""Armstrong_1979""	""primary""	""Homo s.-t""	""Homo_volume_2""	""Homo sapiens""	""Homo sapiens""	""female""	""32""	NA	1200	""Yakovlev Collection""	""t",yes
PUB,__Public/comparative-data/10.1002%2Fajpa.1330510308_Tables1-9.tsv,21,Armstrong_1979,Armstrong__1979,merge_output,P3,rebuild after the source label is fixed,"""Table1""	""Armstrong_1979""	""primary""	""Homo s.-t""	""Homo_volume_2""	""Homo sapiens""	""Homo sapiens""	""female""	""32""	NA	1200	""Yakovlev Collection""	""t",yes
PUB,__Public/comparative-data/10.1002%2Fajpa.1330510308_Tables1-9.tsv,22,Armstrong_1979,Armstrong__1979,merge_output,P3,rebuild after the source label is fixed,"""Table1""	""Armstrong_1979""	""primary""	""Homo s.-t""	""Homo_volume_2""	""Homo sapiens""	""Homo sapiens""	""female""	""32""	NA	1200	""Yakovlev Collection""	""t",yes
