species_ottid,o_max,o_min,o_range,d_min,d_max,d_avg,d_range,biome,lotic,limnetic,neritic,estuarine,coastal,open_marine,deepwater_aphotic,aquatic,forest,intermediate,open,lake.river,habitat
Sympetrum_ott569013,420,420,0,NA,NA,NA,NA,,0,0,0,0,0,0,0,FALSE,NA,NA,NA,0,NA
Ischnura_heterosticta_ott961661,525,360,165,NA,NA,NA,NA,water surface,0,0,0,0,0,0,0,FALSE,0,0,1,0,open.specialist
Gryllus_bimaculatus_ott1077624,511,348,163,NA,NA,NA,NA,,0,0,0,0,0,0,0,FALSE,NA,NA,NA,0,NA
Schistocerca_gregaria_ott330338,514,441,73,NA,NA,NA,NA,desert,0,0,0,0,0,0,0,FALSE,0,0,1,0,open.specialist
Setonix_brachyurus_ott733444,538,502,36,NA,NA,NA,NA,"woodland, scrub",0,0,0,0,0,0,0,FALSE,0,1,1,0,terrestrial.generalist
Isoodon_obesulus_ott775066,551,508,43,NA,NA,NA,NA,"forest, woodland, scrub, grassland",0,0,0,0,0,0,0,FALSE,1,1,1,0,terrestrial.generalist
Cynops_pyrrhogaster_ott515334,474,474,0,NA,NA,NA,NA,"forest, shrubland, grassland, wetlands",0,0,0,0,0,0,0,FALSE,1,1,1,0,terrestrial.generalist
Phalacrocorax_carbo_ott969841,504,504,0,NA,NA,NA,NA,,0,0,0,0,0,0,0,FALSE,0,0,1,0,open.specialist
Colias_erate_ott83645,577,352,225,NA,NA,NA,NA,"grassland, desert, coast",0,0,0,0,0,0,0,FALSE,0,0,1,0,open.specialist
Propithecus_coquereli_ott402626,558,430,128,NA,NA,NA,NA,"forest, scrub",0,0,0,0,0,0,0,FALSE,1,0,1,0,terrestrial.generalist
Chlamydera_nuchalis_ott202353,574.5,403,171.5,NA,NA,NA,NA,"forest, woodland, scrub",0,0,0,0,0,0,0,FALSE,1,1,1,0,terrestrial.generalist
Bombus_terrestris_-species_in_domain_Eukaryota-_ott161197,538.23,346.86,191.37,NA,NA,NA,NA,,0,0,0,0,0,0,0,FALSE,NA,NA,NA,0,NA
Ptilonorhynchus_violaceus_ott187409,563.7,410.4,153.3,NA,NA,NA,NA,forest,0,0,0,0,0,0,0,FALSE,1,0,0,0,closed.intermediate
Ailuroedus_crassirostris_ott776470,559.8,504.6,55.2,NA,NA,NA,NA,forest,0,0,0,0,0,0,0,FALSE,1,0,0,0,closed.intermediate
Sericulus_chrysocephalus_ott107065,561.8,506,55.8,NA,NA,NA,NA,forest,0,0,0,0,0,0,0,FALSE,1,0,0,0,closed.intermediate
Scenopoeetes_dentirostris_ott776465,557.8,506.3,51.5,NA,NA,NA,NA,forest,0,0,0,0,0,0,0,FALSE,1,0,0,0,closed.intermediate
Alligator_mississippiensis_ott335590,500,500,0,NA,NA,NA,NA,water surface,0,0,0,0,0,0,0,FALSE,0,0,1,0,open.specialist
Ctenomys_magellanicus_ott270426,510,370,140,NA,NA,NA,NA,grassland,0,0,0,0,0,0,0,FALSE,0,0,1,0,open.specialist
Ctenomys_talarum_ott672624,510,370,140,NA,NA,NA,NA,grassland,0,0,0,0,0,0,0,FALSE,0,0,1,0,open.specialist
Limenitis_weidermeyerii_ott3121270,530,530,0,NA,NA,NA,NA,"forest, scrub, water surface",0,0,0,0,0,0,0,FALSE,1,0,1,0,terrestrial.generalist
Euphydryas_chalcedona_ott927485,370,370,0,NA,NA,NA,NA,"woodland, scrub, grassland, desert",0,0,0,0,0,0,0,FALSE,0,1,1,0,terrestrial.generalist
Heliconius_melpomene_ott896444,557,557,0,NA,NA,NA,NA,forest,0,0,0,0,0,0,0,FALSE,1,0,0,0,closed.intermediate
Cebus_ott217260,563,538,25,NA,NA,NA,NA,"forest, grassland",0,0,0,0,0,0,0,FALSE,1,0,1,0,terrestrial.generalist
Saguinus_midas_ott532397,546,546,0,NA,NA,NA,NA,"forest, grassland",0,0,0,0,0,0,0,FALSE,1,0,1,0,terrestrial.generalist
Rangifer_tarandus_ott410153,439,439,0,NA,NA,NA,NA,grassland,0,0,0,0,0,0,0,FALSE,0,0,1,0,open.specialist
Sephanoides_sephanoides_ott513894,560,371,189,NA,NA,NA,NA,"forest, shrubland",0,0,0,0,0,0,0,FALSE,1,0,1,0,terrestrial.generalist
Anas_platyrhynchos_ott765167,570,415,155,NA,NA,NA,NA,wetland,0,0,0,0,0,0,0,FALSE,0,0,1,0,open.specialist
Dromaius_novaehollandiae_ott829513,564,502,62,NA,NA,NA,NA,"forest, woodland, savanna, coast",0,0,0,0,0,0,0,FALSE,1,1,1,0,terrestrial.generalist
Lycaena_rubidus_ott23124,568,360,208,NA,NA,NA,NA,"grassland, desert",0,0,0,0,0,0,0,FALSE,0,0,1,0,open.specialist
Callospermophilus_lateralis_ott604319,520,435,85,NA,NA,NA,NA,"forest, scrub",0,0,0,0,0,0,0,FALSE,1,0,1,0,terrestrial.generalist
Cataglyphis_bicolor_ott58300,506,347,159,NA,NA,NA,NA,desert,0,0,0,0,0,0,0,FALSE,0,0,1,0,open.specialist
Antheraea_polyphemus_ott691021,370,355,15,NA,NA,NA,NA,"forest, scrub, grassland",0,0,0,0,0,0,0,FALSE,1,0,1,0,terrestrial.generalist
Mamestra_brassicae_ott111041,520,350,170,NA,NA,NA,NA,,0,0,0,0,0,0,0,FALSE,NA,NA,NA,0,NA
Bombyx_mori_ott440274,530,350,180,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,FALSE,NA,NA,NA,0,NA
Deilephila_elpenor_ott3093426,520,345,175,NA,NA,NA,NA,"clearings, hedgerows, heathland, sand dunes, woodland, gardens",0,0,0,0,0,0,0,FALSE,0,1,1,0,terrestrial.generalist
Aglais_urticae_ott495335,530,360,170,NA,NA,NA,NA,grassland,0,0,0,0,0,0,0,FALSE,0,0,1,0,open.specialist
Pieris_brassicae_ott167943,560,360,200,NA,NA,NA,NA,"forest, grassland",0,0,0,0,0,0,0,FALSE,1,0,1,0,terrestrial.generalist
Heliconius_numata_ott358148,540,400,140,NA,NA,NA,NA,forest,0,0,0,0,0,0,0,FALSE,1,0,0,0,closed.intermediate
Sciurus_carolinensis_ott410925,530,530,0,NA,NA,NA,NA,"forest, woodland",0,0,0,0,0,0,0,FALSE,1,1,0,0,closed.intermediate
Mauremys_reevesii_ott829098,650,480,170,NA,NA,NA,NA,water surface,0,0,0,0,0,0,0,FALSE,0,0,1,0,open.specialist
Thomomys_bottae_ott342237,495,495,0,NA,NA,NA,NA,"scrub, grassland, desert",0,0,0,0,0,0,0,FALSE,0,0,1,0,open.specialist
Otospermophilus_beecheyi_ott798034,518.9,518.9,0,NA,NA,NA,NA,"scrub, grassland",0,0,0,0,0,0,0,FALSE,0,0,1,0,open.specialist
Ictidomys_tridecemlineatus_ott989655,517,517,0,NA,NA,NA,NA,"scrub, grassland",0,0,0,0,0,0,0,FALSE,0,0,1,0,open.specialist
Aotus_trivirgatus_ott791711,543,505,38,NA,NA,NA,NA,forest,0,0,0,0,0,0,0,FALSE,1,0,0,0,closed.intermediate
Otolemur_crassicaudatus_ott863763,545,501,44,NA,NA,NA,NA,"forest, scrub, grassland",0,0,0,0,0,0,0,FALSE,1,0,1,0,terrestrial.generalist
Odocoileus_virginianus_ott410145,540,497,43,NA,NA,NA,NA,"forest, scrub, grassland",0,0,0,0,0,0,0,FALSE,1,0,1,0,terrestrial.generalist
Dama_dama_ott906310,540,453,87,NA,NA,NA,NA,"forest, grassland",0,0,0,0,0,0,0,FALSE,1,0,1,0,terrestrial.generalist
Equus_caballus_ott1068218,539,428,111,NA,NA,NA,NA,grassland,0,0,0,0,0,0,0,FALSE,0,0,1,0,open.specialist
