Species,measure_class,Measure,Team,role,Value
Lophocebus albigena,hand_morphology,log10_mc4_mm,Baker,primary,1.55108386518578
Lophocebus albigena,hand_morphology,log10_mc5_mm,Baker,primary,1.56295866865462
Lophocebus albigena,hand_morphology,log10_pp3_mm,Baker,primary,1.45712462630341
Lophocebus aterrimus,manipulation,Tool_use,Baker,secondary,0
Lophocebus aterrimus,hand_morphology,log10_ip3_mm,Baker,primary,1.3174364965351
Lophocebus aterrimus,hand_morphology,log10_mc1_mm,Baker,primary,1.36735592102602
Lophocebus aterrimus,hand_morphology,log10_mc2_mm,Baker,primary,1.52943035436699
Lophocebus aterrimus,hand_morphology,log10_mc3_mm,Baker,primary,1.54381980514266
Lophocebus aterrimus,hand_morphology,log10_mc4_mm,Baker,primary,1.5398285583779
Lophocebus aterrimus,hand_morphology,log10_mc5_mm,Baker,primary,1.58804749698608
Lophocebus aterrimus,hand_morphology,log10_pp3_mm,Baker,primary,1.50188049375506
Loris tardigradus,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Loris tardigradus,gait,Duty_Factor,Wimberly,primary,51.88678685
Loris tardigradus,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Loris tardigradus,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Loris tardigradus,gait,Foot_Posture,Wimberly,primary,plantigrade
Loris tardigradus,gait,Gait,Wimberly,primary,DSDC
Loris tardigradus,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,1
Loris tardigradus,behavioural_flexibility,Innovation_report_count,Reader,primary,1
Loris tardigradus,locomotion,Intermembral_index,Granatosky,primary,90
Loris tardigradus,research_effort,Journal_search_article_count,Reader,primary,6
Loris tardigradus,locomotion,Locomotor_diversity_index,Granatosky,primary,1.40106786758068
Loris tardigradus,gait,Phase,Wimberly,primary,55.85018746
Loris tardigradus,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Loris tardigradus,manipulation,Tool_use,Baker,secondary,0
Loris tardigradus,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Loris tardigradus,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Loris tardigradus,research_effort,Zoological_record_article_count,Reader,primary,14
Loris tardigradus,hand_morphology,log10_ip4_mm,Baker,primary,0.758587509600443
Loris tardigradus,hand_morphology,log10_mc3_mm,Baker,primary,0.894316062684438
Loris tardigradus,hand_morphology,log10_mc5_mm,Baker,primary,0.807341707575163
Loris tardigradus,hand_morphology,log10_pp3_mm,Baker,primary,0.925827574624742
Loris tardigradus,hand_morphology,peak_workspace,Baker,primary,-1.53760200210104
Loris tardigradus,hand_morphology,real_size,Baker,primary,0.462397997898956
Loris tardigradus,hand_morphology,relative_size,Baker,primary,-1.04575749056068
Loxodonta africana,gait,Duty_Factor,Wimberly,primary,74
Loxodonta africana,gait,Foot_Posture,Wimberly,primary,plantigrade
Loxodonta africana,gait,Gait,Wimberly,primary,LSLC
Loxodonta africana,gait,Phase,Wimberly,primary,17
Lynx rufus,gait,Duty_Factor,Wimberly,primary,71
Lynx rufus,gait,Foot_Posture,Wimberly,primary,digitigrade
Lynx rufus,gait,Gait,Wimberly,primary,LSLC
Lynx rufus,gait,Phase,Wimberly,primary,17
Macaca arctoides,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Macaca arctoides,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,1
Macaca arctoides,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Macaca arctoides,behavioural_flexibility,Innovation_report_count,Reader,primary,1
Macaca arctoides,research_effort,Journal_search_article_count,Reader,primary,39
Macaca arctoides,behavioural_flexibility,Social_learning_report_count,Reader,primary,1
Macaca arctoides,manipulation,Tool_use,Baker,secondary,0
Macaca arctoides,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Macaca arctoides,behavioural_flexibility,Tool_use_report_count,Reader,primary,1
Macaca arctoides,research_effort,Zoological_record_article_count,Reader,primary,48
Macaca arctoides,hand_morphology,log10_mc2_mm,Baker,primary,1.48401496266756
Macaca arctoides,hand_morphology,log10_mc3_mm,Baker,primary,1.5092025223311
Macaca arctoides,hand_morphology,log10_mc4_mm,Baker,primary,1.47538059314336
Macaca assamensis,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Macaca assamensis,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Macaca assamensis,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Macaca assamensis,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Macaca assamensis,research_effort,Journal_search_article_count,Reader,primary,5
Macaca assamensis,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Macaca assamensis,manipulation,Tool_use,Baker,secondary,0
Macaca assamensis,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Macaca assamensis,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Macaca assamensis,research_effort,Zoological_record_article_count,Reader,primary,17
Macaca assamensis,hand_morphology,log10_mc2_mm,Baker,primary,1.55557807277295
Macaca assamensis,hand_morphology,log10_mc3_mm,Baker,primary,1.54592532935584
Macaca assamensis,hand_morphology,log10_mc4_mm,Baker,primary,1.51982799377572
Macaca cyclopis,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Macaca cyclopis,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Macaca cyclopis,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Macaca cyclopis,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Macaca cyclopis,research_effort,Journal_search_article_count,Reader,primary,7
Macaca cyclopis,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Macaca cyclopis,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Macaca cyclopis,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Macaca cyclopis,research_effort,Zoological_record_article_count,Reader,primary,12
Macaca fascicularis,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Macaca fascicularis,gait,Duty_Factor,Wimberly,primary,60.20866946
Macaca fascicularis,manipulation,Extractive_foraging,Heldstab,primary,1
Macaca fascicularis,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Macaca fascicularis,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,2
Macaca fascicularis,gait,Foot_Posture,Wimberly,primary,plantigrade
Macaca fascicularis,gait,Gait,Wimberly,primary,DSDC
Macaca fascicularis,handedness,Handedness_index_mean,Caspar,primary,-0.036
Macaca fascicularis,handedness,Handedness_strength_mean,Caspar,primary,0.6840000000000001
Macaca fascicularis,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,6
Macaca fascicularis,behavioural_flexibility,Innovation_report_count,Reader,primary,7
Macaca fascicularis,locomotion,Intermembral_index,Granatosky,primary,93
Macaca fascicularis,research_effort,Journal_search_article_count,Reader,primary,149
Macaca fascicularis,locomotion,Locomotor_diversity_index,Granatosky,primary,1.23184052217936
Macaca fascicularis,manipulation,Manipulation_complexity,Heldstab,primary,4.11
Macaca fascicularis,gait,Phase,Wimberly,primary,63.07784027
Macaca fascicularis,behavioural_flexibility,Social_learning_report_count,Reader,primary,7
Macaca fascicularis,manipulation,Tool_Manufacture,Baker,primary,1
Macaca fascicularis,manipulation,Tool_use,Baker,secondary,1
Macaca fascicularis,manipulation,Tool_use,Heldstab,primary,1
Macaca fascicularis,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,1
Macaca fascicularis,behavioural_flexibility,Tool_use_report_count,Reader,primary,3
Macaca fascicularis,manipulation,True_Tool_Use,Baker,primary,1
Macaca fascicularis,vocalization,VocalRepertoire,ManyPrimates,secondary,17
Macaca fascicularis,vocalization,VocalRepertoire,Schniter,primary,17
Macaca fascicularis,research_effort,Zoological_record_article_count,Reader,primary,174
Macaca fascicularis,hand_morphology,log10_dp1_mm,Baker,primary,0.757396028793024
Macaca fascicularis,hand_morphology,log10_dp2_mm,Baker,primary,0.813698699500449
Macaca fascicularis,hand_morphology,log10_ip2_mm,Baker,primary,1.04463197707858
Macaca fascicularis,hand_morphology,log10_ip3_mm,Baker,primary,1.19303179047252
Macaca fascicularis,hand_morphology,log10_ip4_mm,Baker,primary,1.17801718009172
Macaca fascicularis,hand_morphology,log10_mc1_mm,Baker,primary,1.24427712080184
Macaca fascicularis,hand_morphology,log10_mc2_mm,Baker,primary,1.46336300263226
Macaca fascicularis,hand_morphology,log10_mc3_mm,Baker,primary,1.44947430844554
Macaca fascicularis,hand_morphology,log10_mc4_mm,Baker,primary,1.43079658987897
Macaca fascicularis,hand_morphology,log10_mc5_mm,Baker,primary,1.39317728332193
Macaca fascicularis,hand_morphology,log10_pp1_mm,Baker,primary,1.05269394192497
Macaca fascicularis,hand_morphology,log10_pp2_mm,Baker,primary,1.2670336159891
Macaca fascicularis,hand_morphology,log10_pp3_mm,Baker,primary,1.35679046035172
Macaca fascicularis,hand_morphology,log10_pp4_mm,Baker,primary,1.32973677479916
Macaca fascicularis,hand_morphology,peak_workspace,Baker,primary,-1.55284196865778
Macaca fascicularis,hand_morphology,real_size,Baker,primary,1
Macaca fascicularis,hand_morphology,relative_size,Baker,primary,-1
Macaca fuscata,locomotion,Arboreal_terrestrial,Granatosky,primary,T
Macaca fuscata,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,3
Macaca fuscata,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,16
Macaca fuscata,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,12
Macaca fuscata,behavioural_flexibility,Innovation_report_count,Reader,primary,26
Macaca fuscata,research_effort,Journal_search_article_count,Reader,primary,124
Macaca fuscata,locomotion,Locomotor_diversity_index,Granatosky,primary,0.80440397625966
Macaca fuscata,behavioural_flexibility,Social_learning_report_count,Reader,primary,45
Macaca fuscata,manipulation,Tool_Manufacture,Baker,primary,0
Macaca fuscata,manipulation,Tool_use,Baker,secondary,1
Macaca fuscata,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Macaca fuscata,behavioural_flexibility,Tool_use_report_count,Reader,primary,5
Macaca fuscata,manipulation,True_Tool_Use,Baker,primary,1
Macaca fuscata,vocalization,VocalRepertoire,Schniter,primary,34
Macaca fuscata,research_effort,Zoological_record_article_count,Reader,primary,253
Macaca fuscata,hand_morphology,log10_dp1_mm,Baker,primary,0.939519252618618
Macaca fuscata,hand_morphology,log10_ip4_mm,Baker,primary,1.21879799811174
Macaca fuscata,hand_morphology,log10_mc1_mm,Baker,primary,1.36735592102602
Macaca fuscata,hand_morphology,log10_mc2_mm,Baker,primary,1.54777470538782
Macaca fuscata,hand_morphology,log10_mc3_mm,Baker,primary,1.5556988947189
Macaca fuscata,hand_morphology,log10_mc4_mm,Baker,primary,1.51798720302508
Macaca fuscata,hand_morphology,log10_pp1_mm,Baker,primary,1.14144977340047
Macaca fuscata,hand_morphology,log10_pp4_mm,Baker,primary,1.41413736218448
Macaca irus,dexterity,Dexterity,Heffner,primary,6
Macaca maura,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Macaca maura,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Macaca maura,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Macaca maura,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Macaca maura,research_effort,Journal_search_article_count,Reader,primary,8
Macaca maura,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Macaca maura,manipulation,Tool_use,Baker,secondary,0
Macaca maura,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Macaca maura,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Macaca maura,research_effort,Zoological_record_article_count,Reader,primary,22
Macaca maura,hand_morphology,log10_dp1_mm,Baker,primary,0.806179973983887
Macaca maura,hand_morphology,log10_ip3_mm,Baker,primary,1.26078666865498
Macaca maura,hand_morphology,log10_ip4_mm,Baker,primary,1.20411998265592
Macaca maura,hand_morphology,log10_mc1_mm,Baker,primary,1.3883676671573
Macaca maura,hand_morphology,log10_mc2_mm,Baker,primary,1.57495677576451
Macaca maura,hand_morphology,log10_mc3_mm,Baker,primary,1.58342550040651
Macaca maura,hand_morphology,log10_mc4_mm,Baker,primary,1.56359972888153
Macaca maura,hand_morphology,log10_mc5_mm,Baker,primary,1.58489634413745
Macaca maura,hand_morphology,log10_pp1_mm,Baker,primary,1.10720996964787
Macaca maura,hand_morphology,log10_pp3_mm,Baker,primary,1.48000694295715
Macaca maura,hand_morphology,log10_pp4_mm,Baker,primary,1.37839790094814
Macaca mulatta,locomotion,Arboreal_terrestrial,Granatosky,primary,T
Macaca mulatta,dexterity,Dexterity,Heffner,primary,6
Macaca mulatta,dexterity,Dexterity,Iwaniuk,secondary,6
Macaca mulatta,gait,Duty_Factor,Wimberly,primary,62.76238395
Macaca mulatta,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,1
Macaca mulatta,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,4
Macaca mulatta,gait,Foot_Posture,Wimberly,primary,plantigrade
Macaca mulatta,gait,Gait,Wimberly,primary,DSDC
Macaca mulatta,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,3
Macaca mulatta,behavioural_flexibility,Innovation_report_count,Reader,primary,5
Macaca mulatta,locomotion,Intermembral_index,Granatosky,primary,93
Macaca mulatta,research_effort,Journal_search_article_count,Reader,primary,365
Macaca mulatta,locomotion,Locomotor_diversity_index,Granatosky,primary,1.02674163828187
Macaca mulatta,gait,Phase,Wimberly,primary,63.03289724
Macaca mulatta,behavioural_flexibility,Social_learning_report_count,Reader,primary,15
Macaca mulatta,manipulation,Tool_Manufacture,Baker,primary,0
Macaca mulatta,manipulation,Tool_use,Baker,secondary,1
Macaca mulatta,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Macaca mulatta,behavioural_flexibility,Tool_use_report_count,Reader,primary,2
Macaca mulatta,manipulation,True_Tool_Use,Baker,primary,1
Macaca mulatta,vocalization,VocalRepertoire,ManyPrimates,secondary,18
Macaca mulatta,research_effort,Zoological_record_article_count,Reader,primary,296
Macaca mulatta,hand_morphology,log10_dp1_mm,Baker,primary,0.796376070489843
Macaca mulatta,hand_morphology,log10_dp2_mm,Baker,primary,0.906181063969085
Macaca mulatta,hand_morphology,log10_ip2_mm,Baker,primary,1.09492270027881
Macaca mulatta,hand_morphology,log10_ip3_mm,Baker,primary,1.2102314913981
Macaca mulatta,hand_morphology,log10_ip4_mm,Baker,primary,1.19626238378042
Macaca mulatta,hand_morphology,log10_mc1_mm,Baker,primary,1.33959012683406
Macaca mulatta,hand_morphology,log10_mc2_mm,Baker,primary,1.55894633235553
Macaca mulatta,hand_morphology,log10_mc3_mm,Baker,primary,1.56457271327583
Macaca mulatta,hand_morphology,log10_mc4_mm,Baker,primary,1.55511583827528
Macaca mulatta,hand_morphology,log10_mc5_mm,Baker,primary,1.52128937079521
Macaca mulatta,hand_morphology,log10_pp1_mm,Baker,primary,1.09066229185432
Macaca mulatta,hand_morphology,log10_pp2_mm,Baker,primary,1.32305681092499
Macaca mulatta,hand_morphology,log10_pp3_mm,Baker,primary,1.40084186397473
Macaca mulatta,hand_morphology,log10_pp4_mm,Baker,primary,1.38497505207774
Macaca mulatta,hand_morphology,peak_workspace,Baker,primary,-1.55284196865778
Macaca mulatta,hand_morphology,real_size,Baker,primary,1.05690485133647
Macaca mulatta,hand_morphology,relative_size,Baker,primary,-1
Macaca nemestrina,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,1
Macaca nemestrina,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,2
Macaca nemestrina,handedness,Handedness_index_mean,Caspar,primary,0.035
Macaca nemestrina,handedness,Handedness_strength_mean,Caspar,primary,0.527
Macaca nemestrina,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,1
Macaca nemestrina,behavioural_flexibility,Innovation_report_count,Reader,primary,1
Macaca nemestrina,research_effort,Journal_search_article_count,Reader,primary,81
Macaca nemestrina,behavioural_flexibility,Social_learning_report_count,Reader,primary,3
Macaca nemestrina,manipulation,Tool_Manufacture,Baker,primary,0
Macaca nemestrina,manipulation,Tool_use,Baker,secondary,1
Macaca nemestrina,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Macaca nemestrina,behavioural_flexibility,Tool_use_report_count,Reader,primary,1
Macaca nemestrina,manipulation,True_Tool_Use,Baker,primary,1
Macaca nemestrina,vocalization,VocalRepertoire,Schniter,primary,16
Macaca nemestrina,research_effort,Zoological_record_article_count,Reader,primary,51
Macaca nemestrina,hand_morphology,log10_dp1_mm,Baker,primary,0.884228769632604
Macaca nemestrina,hand_morphology,log10_ip3_mm,Baker,primary,1.28209317651458
Macaca nemestrina,hand_morphology,log10_ip4_mm,Baker,primary,1.26892882243261
Macaca nemestrina,hand_morphology,log10_mc1_mm,Baker,primary,1.41780372263988
Macaca nemestrina,hand_morphology,log10_mc2_mm,Baker,primary,1.60238559010511
Macaca nemestrina,hand_morphology,log10_mc3_mm,Baker,primary,1.60086403630984
Macaca nemestrina,hand_morphology,log10_mc4_mm,Baker,primary,1.60112058978166
Macaca nemestrina,hand_morphology,log10_mc5_mm,Baker,primary,1.5887757562041
Macaca nemestrina,hand_morphology,log10_pp1_mm,Baker,primary,1.18752072083646
Macaca nemestrina,hand_morphology,log10_pp3_mm,Baker,primary,1.45089032278975
Macaca nemestrina,hand_morphology,log10_pp4_mm,Baker,primary,1.4483197649335
Macaca nigra,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Macaca nigra,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,1
Macaca nigra,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Macaca nigra,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Macaca nigra,research_effort,Journal_search_article_count,Reader,primary,15
Macaca nigra,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Macaca nigra,manipulation,Tool_Manufacture,Baker,primary,1
Macaca nigra,manipulation,Tool_use,Baker,secondary,1
Macaca nigra,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Macaca nigra,behavioural_flexibility,Tool_use_report_count,Reader,primary,1
Macaca nigra,manipulation,True_Tool_Use,Baker,primary,1
Macaca nigra,research_effort,Zoological_record_article_count,Reader,primary,27
Macaca nigra,hand_morphology,log10_dp1_mm,Baker,primary,0.869231719730976
Macaca nigra,hand_morphology,log10_ip3_mm,Baker,primary,1.29666519026153
Macaca nigra,hand_morphology,log10_ip4_mm,Baker,primary,1.23552844690755
Macaca nigra,hand_morphology,log10_mc1_mm,Baker,primary,1.39451004981789
Macaca nigra,hand_morphology,log10_mc2_mm,Baker,primary,1.580468783951
Macaca nigra,hand_morphology,log10_mc3_mm,Baker,primary,1.56241183294973
Macaca nigra,hand_morphology,log10_mc4_mm,Baker,primary,1.54195347445824
Macaca nigra,hand_morphology,log10_mc5_mm,Baker,primary,1.58927922123597
Macaca nigra,hand_morphology,log10_pp1_mm,Baker,primary,1.15228834438306
Macaca nigra,hand_morphology,log10_pp3_mm,Baker,primary,1.46568021159828
Macaca nigra,hand_morphology,log10_pp4_mm,Baker,primary,1.41329976408125
Macaca ochreata,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Macaca ochreata,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Macaca ochreata,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Macaca ochreata,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Macaca ochreata,research_effort,Journal_search_article_count,Reader,primary,3
Macaca ochreata,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Macaca ochreata,manipulation,Tool_use,Baker,secondary,0
Macaca ochreata,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Macaca ochreata,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Macaca ochreata,research_effort,Zoological_record_article_count,Reader,primary,3
Macaca ochreata,hand_morphology,log10_mc2_mm,Baker,primary,1.58058287681437
Macaca ochreata,hand_morphology,log10_mc3_mm,Baker,primary,1.56264967221192
Macaca radiata,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,1
Macaca radiata,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,1
Macaca radiata,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,1
Macaca radiata,behavioural_flexibility,Innovation_report_count,Reader,primary,2
Macaca radiata,research_effort,Journal_search_article_count,Reader,primary,25
Macaca radiata,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Macaca radiata,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Macaca radiata,behavioural_flexibility,Tool_use_report_count,Reader,primary,1
Macaca radiata,vocalization,VocalRepertoire,Schniter,primary,21
Macaca radiata,research_effort,Zoological_record_article_count,Reader,primary,34
Macaca silenus,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Macaca silenus,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,1
Macaca silenus,handedness,Handedness_index_mean,Caspar,primary,-0.051
Macaca silenus,handedness,Handedness_strength_mean,Caspar,primary,0.467
Macaca silenus,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Macaca silenus,behavioural_flexibility,Innovation_report_count,Reader,primary,1
Macaca silenus,research_effort,Journal_search_article_count,Reader,primary,21
Macaca silenus,behavioural_flexibility,Social_learning_report_count,Reader,primary,1
Macaca silenus,manipulation,Tool_Manufacture,Baker,primary,1
Macaca silenus,manipulation,Tool_use,Baker,secondary,1
Macaca silenus,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Macaca silenus,behavioural_flexibility,Tool_use_report_count,Reader,primary,1
Macaca silenus,manipulation,True_Tool_Use,Baker,primary,1
Macaca silenus,vocalization,VocalRepertoire,ManyPrimates,secondary,15
Macaca silenus,vocalization,VocalRepertoire,Schniter,primary,15
Macaca silenus,research_effort,Zoological_record_article_count,Reader,primary,48
Macaca silenus,hand_morphology,log10_dp1_mm,Baker,primary,0.812913356642856
Macaca silenus,hand_morphology,log10_ip4_mm,Baker,primary,1.26481782300954
Macaca silenus,hand_morphology,log10_mc1_mm,Baker,primary,1.33545790068938
Macaca silenus,hand_morphology,log10_mc4_mm,Baker,primary,1.52955867302116
Macaca silenus,hand_morphology,log10_pp1_mm,Baker,primary,1.11226976841727
Macaca silenus,hand_morphology,log10_pp4_mm,Baker,primary,1.42488163663107
Macaca sinica,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Macaca sinica,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Macaca sinica,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Macaca sinica,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Macaca sinica,research_effort,Journal_search_article_count,Reader,primary,3
Macaca sinica,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Macaca sinica,manipulation,Tool_use,Baker,secondary,0
Macaca sinica,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Macaca sinica,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Macaca sinica,research_effort,Zoological_record_article_count,Reader,primary,12
Macaca sinica,hand_morphology,log10_dp1_mm,Baker,primary,0.755874855672491
Macaca sinica,hand_morphology,log10_ip4_mm,Baker,primary,1.22788670461367
Macaca sinica,hand_morphology,log10_mc1_mm,Baker,primary,1.34044411484012
Macaca sinica,hand_morphology,log10_mc4_mm,Baker,primary,1.50242711998443
Macaca sinica,hand_morphology,log10_pp1_mm,Baker,primary,1.04532297878666
Macaca sinica,hand_morphology,log10_pp4_mm,Baker,primary,1.38738982633873
Macaca sylvanus,manipulation,Extractive_foraging,Heldstab,primary,1
Macaca sylvanus,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,1
Macaca sylvanus,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,1
Macaca sylvanus,handedness,Handedness_index_mean,Caspar,primary,-0.025
Macaca sylvanus,handedness,Handedness_strength_mean,Caspar,primary,0.67
Macaca sylvanus,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Macaca sylvanus,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Macaca sylvanus,research_effort,Journal_search_article_count,Reader,primary,38
Macaca sylvanus,manipulation,Manipulation_complexity,Heldstab,primary,3.76
Macaca sylvanus,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Macaca sylvanus,manipulation,Tool_use,Baker,secondary,0
Macaca sylvanus,manipulation,Tool_use,Heldstab,primary,0
Macaca sylvanus,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Macaca sylvanus,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Macaca sylvanus,vocalization,VocalRepertoire,ManyPrimates,secondary,14
Macaca sylvanus,vocalization,VocalRepertoire,Schniter,primary,14
Macaca sylvanus,research_effort,Zoological_record_article_count,Reader,primary,67
Macaca sylvanus,hand_morphology,log10_dp1_mm,Baker,primary,0.8731267636145
Macaca sylvanus,hand_morphology,log10_ip4_mm,Baker,primary,1.31104711642151
Macaca sylvanus,hand_morphology,log10_mc1_mm,Baker,primary,1.44922119190599
Macaca sylvanus,hand_morphology,log10_mc2_mm,Baker,primary,1.58591171031943
Macaca sylvanus,hand_morphology,log10_mc3_mm,Baker,primary,1.60010125569139
Macaca sylvanus,hand_morphology,log10_mc4_mm,Baker,primary,1.5856862784525
Macaca sylvanus,hand_morphology,log10_pp1_mm,Baker,primary,1.20502382165417
Macaca sylvanus,hand_morphology,log10_pp4_mm,Baker,primary,1.46736141743051
Macaca thibetana,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Macaca thibetana,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Macaca thibetana,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Macaca thibetana,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Macaca thibetana,research_effort,Journal_search_article_count,Reader,primary,13
Macaca thibetana,behavioural_flexibility,Social_learning_report_count,Reader,primary,1
Macaca thibetana,manipulation,Tool_use,Baker,secondary,0
Macaca thibetana,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Macaca thibetana,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Macaca thibetana,research_effort,Zoological_record_article_count,Reader,primary,42
Macaca thibetana,hand_morphology,log10_mc1_mm,Baker,primary,1.33679316532894
Macaca thibetana,hand_morphology,log10_mc2_mm,Baker,primary,1.57588031568065
Macaca thibetana,hand_morphology,log10_mc3_mm,Baker,primary,1.57042617835897
Macaca thibetana,hand_morphology,log10_mc4_mm,Baker,primary,1.56976393611805
Macaca thibetana,hand_morphology,log10_mc5_mm,Baker,primary,1.55071742346928
Macaca tonkeana,manipulation,Extractive_foraging,Heldstab,primary,0
Macaca tonkeana,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Macaca tonkeana,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,2
Macaca tonkeana,handedness,Handedness_index_mean,Caspar,primary,-0.057
Macaca tonkeana,handedness,Handedness_strength_mean,Caspar,primary,0.543
Macaca tonkeana,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Macaca tonkeana,behavioural_flexibility,Innovation_report_count,Reader,primary,1
Macaca tonkeana,research_effort,Journal_search_article_count,Reader,primary,21
Macaca tonkeana,manipulation,Manipulation_complexity,Heldstab,primary,3
Macaca tonkeana,behavioural_flexibility,Social_learning_report_count,Reader,primary,2
Macaca tonkeana,manipulation,Tool_Manufacture,Baker,primary,0
Macaca tonkeana,manipulation,Tool_use,Baker,secondary,1
