Species,measure_class,Measure,Team,role,Value
Presbytis frontata,hand_morphology,log10_mc2_mm,Baker,primary,1.57564961475522
Presbytis frontata,hand_morphology,log10_mc3_mm,Baker,primary,1.58726184969253
Presbytis geei,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Presbytis geei,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Presbytis geei,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Presbytis geei,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Presbytis geei,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Presbytis geei,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Presbytis geei,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Presbytis geei,research_effort,Zoological_record_article_count,Reader,primary,7
Presbytis melalophos,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Presbytis melalophos,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Presbytis melalophos,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Presbytis melalophos,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Presbytis melalophos,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Presbytis melalophos,locomotion,Intermembral_index,Granatosky,primary,78
Presbytis melalophos,research_effort,Journal_search_article_count,Reader,primary,1
Presbytis melalophos,locomotion,Locomotor_diversity_index,Granatosky,primary,1.35929449357798
Presbytis melalophos,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Presbytis melalophos,manipulation,Tool_use,Baker,secondary,0
Presbytis melalophos,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Presbytis melalophos,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Presbytis melalophos,research_effort,Zoological_record_article_count,Reader,primary,6
Presbytis melalophos,hand_morphology,log10_mc1_mm,Baker,primary,1.31175386105575
Presbytis melalophos,hand_morphology,log10_mc2_mm,Baker,primary,1.57978359661681
Presbytis melalophos,hand_morphology,log10_mc3_mm,Baker,primary,1.59139855128125
Presbytis melalophos,hand_morphology,log10_mc4_mm,Baker,primary,1.60530504614111
Presbytis melalophos,hand_morphology,log10_mc5_mm,Baker,primary,1.59439255037543
Presbytis potenziani,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Presbytis potenziani,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Presbytis potenziani,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Presbytis potenziani,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Presbytis potenziani,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Presbytis potenziani,manipulation,Tool_use,Baker,secondary,0
Presbytis potenziani,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Presbytis potenziani,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Presbytis potenziani,research_effort,Zoological_record_article_count,Reader,primary,3
Presbytis potenziani,hand_morphology,log10_mc2_mm,Baker,primary,1.55351894014897
Presbytis potenziani,hand_morphology,log10_mc3_mm,Baker,primary,1.57472558359407
Presbytis rubicunda,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Presbytis rubicunda,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Presbytis rubicunda,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Presbytis rubicunda,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Presbytis rubicunda,research_effort,Journal_search_article_count,Reader,primary,2
Presbytis rubicunda,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Presbytis rubicunda,manipulation,Tool_use,Baker,secondary,0
Presbytis rubicunda,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Presbytis rubicunda,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Presbytis rubicunda,research_effort,Zoological_record_article_count,Reader,primary,3
Presbytis rubicunda,hand_morphology,log10_mc1_mm,Baker,primary,1.29446622616159
Presbytis rubicunda,hand_morphology,log10_mc2_mm,Baker,primary,1.61721009455743
Presbytis rubicunda,hand_morphology,log10_mc3_mm,Baker,primary,1.62841163766486
Presbytis rubicunda,hand_morphology,log10_mc4_mm,Baker,primary,1.60534474736118
Presbytis rubicunda,hand_morphology,log10_mc5_mm,Baker,primary,1.58877202465496
Presbytis siamensis,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Presbytis siamensis,locomotion,Intermembral_index,Granatosky,primary,80
Presbytis siamensis,locomotion,Locomotor_diversity_index,Granatosky,primary,0.914285581467099
Presbytis thomasi,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Presbytis thomasi,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Presbytis thomasi,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Presbytis thomasi,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Presbytis thomasi,research_effort,Journal_search_article_count,Reader,primary,3
Presbytis thomasi,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Presbytis thomasi,manipulation,Tool_use,Baker,secondary,0
Presbytis thomasi,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Presbytis thomasi,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Presbytis thomasi,hand_morphology,log10_mc2_mm,Baker,primary,1.5912872650585
Presbytis thomasi,hand_morphology,log10_mc3_mm,Baker,primary,1.59791447120253
Presbytis vetulus,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Presbytis vetulus,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Presbytis vetulus,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Presbytis vetulus,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Presbytis vetulus,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Presbytis vetulus,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Presbytis vetulus,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Presbytis vetulus,research_effort,Zoological_record_article_count,Reader,primary,2
Priodontes maximus,gait,Duty_Factor,Wimberly,primary,59.11835749
Priodontes maximus,gait,Foot_Posture,Wimberly,primary,digitigrade
Priodontes maximus,gait,Gait,Wimberly,primary,DSDC
Priodontes maximus,gait,Phase,Wimberly,primary,64.79469
Procavia capensis,dexterity,Dexterity,Heffner,primary,2
Procolobus kirkii,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Procolobus kirkii,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Procolobus kirkii,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,1
Procolobus kirkii,behavioural_flexibility,Innovation_report_count,Reader,primary,1
Procolobus kirkii,research_effort,Journal_search_article_count,Reader,primary,3
Procolobus kirkii,behavioural_flexibility,Social_learning_report_count,Reader,primary,1
Procolobus kirkii,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Procolobus kirkii,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Procolobus kirkii,research_effort,Zoological_record_article_count,Reader,primary,7
Procolobus pennantii,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Procolobus pennantii,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Procolobus pennantii,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Procolobus pennantii,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Procolobus pennantii,research_effort,Journal_search_article_count,Reader,primary,2
Procolobus pennantii,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Procolobus pennantii,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Procolobus pennantii,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Procolobus preussi,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Procolobus preussi,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Procolobus preussi,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Procolobus preussi,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Procolobus preussi,research_effort,Journal_search_article_count,Reader,primary,1
Procolobus preussi,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Procolobus preussi,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Procolobus preussi,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Procolobus verus,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Procolobus verus,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Procolobus verus,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Procolobus verus,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Procolobus verus,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Procolobus verus,locomotion,Intermembral_index,Granatosky,primary,80
Procolobus verus,locomotion,Locomotor_diversity_index,Granatosky,primary,1.27276673020437
Procolobus verus,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Procolobus verus,manipulation,Tool_use,Baker,secondary,0
Procolobus verus,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Procolobus verus,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Procolobus verus,research_effort,Zoological_record_article_count,Reader,primary,3
Procolobus verus,hand_morphology,log10_mc2_mm,Baker,primary,1.46568021159828
Procolobus verus,hand_morphology,log10_mc3_mm,Baker,primary,1.49387611085282
Procyon lotor,dexterity,Dexterity,Heffner,primary,3
Procyon lotor,dexterity,Dexterity,Iwaniuk,secondary,3
Procyon lotor,gait,Duty_Factor,Wimberly,primary,71
Procyon lotor,gait,Gait,Wimberly,primary,LSLC
Procyon lotor,gait,Phase,Wimberly,primary,14
Prolemur simus,manipulation,Tool_use,Baker,secondary,0
Prolemur simus,hand_morphology,log10_ip3_mm,Baker,primary,1.06818586174616
Prolemur simus,hand_morphology,log10_mc3_mm,Baker,primary,1.29003461136252
Prolemur simus,hand_morphology,log10_pp3_mm,Baker,primary,1.24797326636181
Propithecus coquereli,gait,Duty_Factor,Wimberly,primary,63.27471447
Propithecus coquereli,gait,Foot_Posture,Wimberly,primary,plantigrade
Propithecus coquereli,gait,Gait,Wimberly,primary,DSDC
Propithecus coquereli,gait,Phase,Wimberly,primary,62.88913796
Propithecus coquereli,vocalization,VocalRepertoire,ManyPrimates,secondary,6
Propithecus diadema,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Propithecus diadema,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Propithecus diadema,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Propithecus diadema,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Propithecus diadema,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Propithecus diadema,locomotion,Intermembral_index,Granatosky,primary,64
Propithecus diadema,research_effort,Journal_search_article_count,Reader,primary,9
Propithecus diadema,locomotion,Locomotor_diversity_index,Granatosky,primary,0.422365483073509
Propithecus diadema,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Propithecus diadema,manipulation,Tool_use,Baker,secondary,0
Propithecus diadema,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Propithecus diadema,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Propithecus diadema,research_effort,Zoological_record_article_count,Reader,primary,28
Propithecus diadema,hand_morphology,log10_ip4_mm,Baker,primary,1.42533854827963
Propithecus diadema,hand_morphology,log10_mc3_mm,Baker,primary,1.60959440922522
Propithecus diadema,hand_morphology,log10_mc5_mm,Baker,primary,1.6031660326527
Propithecus diadema,hand_morphology,log10_pp3_mm,Baker,primary,1.54032947479087
Propithecus diadema,hand_morphology,peak_workspace,Baker,primary,-1.55284196865778
Propithecus diadema,hand_morphology,real_size,Baker,primary,1.09342168516224
Propithecus diadema,hand_morphology,relative_size,Baker,primary,-1.04575749056068
Propithecus tattersalli,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Propithecus tattersalli,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Propithecus tattersalli,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Propithecus tattersalli,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Propithecus tattersalli,research_effort,Journal_search_article_count,Reader,primary,1
Propithecus tattersalli,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Propithecus tattersalli,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Propithecus tattersalli,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Propithecus tattersalli,research_effort,Zoological_record_article_count,Reader,primary,9
Propithecus verreauxi,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Propithecus verreauxi,manipulation,Extractive_foraging,Heldstab,primary,0
Propithecus verreauxi,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Propithecus verreauxi,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Propithecus verreauxi,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Propithecus verreauxi,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Propithecus verreauxi,locomotion,Intermembral_index,Granatosky,primary,59
Propithecus verreauxi,research_effort,Journal_search_article_count,Reader,primary,13
Propithecus verreauxi,locomotion,Locomotor_diversity_index,Granatosky,primary,1.37244158736962
Propithecus verreauxi,manipulation,Manipulation_complexity,Heldstab,primary,1.44
Propithecus verreauxi,behavioural_flexibility,Social_learning_report_count,Reader,primary,1
Propithecus verreauxi,manipulation,Tool_use,Baker,secondary,0
Propithecus verreauxi,manipulation,Tool_use,Heldstab,primary,0
Propithecus verreauxi,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Propithecus verreauxi,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Propithecus verreauxi,research_effort,Zoological_record_article_count,Reader,primary,41
Propithecus verreauxi,hand_morphology,log10_ip4_mm,Baker,primary,1.26158004571505
Propithecus verreauxi,hand_morphology,log10_mc3_mm,Baker,primary,1.48713837547719
Propithecus verreauxi,hand_morphology,log10_mc5_mm,Baker,primary,1.43870053290074
Propithecus verreauxi,hand_morphology,log10_pp3_mm,Baker,primary,1.42160392686983
Propithecus verreauxi,hand_morphology,peak_workspace,Baker,primary,-1.53760200210104
Propithecus verreauxi,hand_morphology,real_size,Baker,primary,0.982271233039568
Propithecus verreauxi,hand_morphology,relative_size,Baker,primary,-1.04575749056068
Propithecus verreauxi verreauxi,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Propithecus verreauxi verreauxi,locomotion,Intermembral_index,Granatosky,primary,59
Propithecus verreauxi verreauxi,locomotion,Locomotor_diversity_index,Granatosky,primary,1.00425154506567
Pseudocheirus peregrinus,gait,Duty_Factor,Wimberly,primary,58.14084615
Pseudocheirus peregrinus,gait,Foot_Posture,Wimberly,primary,plantigrade
Pseudocheirus peregrinus,gait,Gait,Wimberly,primary,DSDC
Pseudocheirus peregrinus,gait,Phase,Wimberly,primary,53.17378571
Pteropus edulis,dexterity,Dexterity,Heffner,primary,1
Pteropus vampyrus,gait,Duty_Factor,Wimberly,primary,73.19434535000001
Pteropus vampyrus,gait,Gait,Wimberly,primary,LSDC
Pteropus vampyrus,gait,Phase,Wimberly,primary,29.84214946
Ptilocercus lowii,manipulation,Tool_use,Baker,secondary,0
Ptilocercus lowii,hand_morphology,log10_mc1_mm,Baker,primary,0.498310553789601
Ptilocercus lowii,hand_morphology,log10_mc2_mm,Baker,primary,0.702430536445525
Ptilocercus lowii,hand_morphology,log10_mc3_mm,Baker,primary,0.7604224834232119
Ptilocercus lowii,hand_morphology,log10_mc4_mm,Baker,primary,0.723318821716769
Ptilocercus lowii,hand_morphology,log10_mc5_mm,Baker,primary,0.606202163753863
Pygathrix avunculus,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Pygathrix avunculus,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Pygathrix avunculus,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Pygathrix avunculus,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Pygathrix avunculus,research_effort,Journal_search_article_count,Reader,primary,2
Pygathrix avunculus,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Pygathrix avunculus,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Pygathrix avunculus,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
