status,row_index,table,specimen,species_file,species_csv,positional_species_agree,value_match_found,value_specimen,positional_eq_value_match,n_measure_mismatch,brain_cmp,cerebellum_cmp,vermis_cmp,hemisphere_cmp,species_key,sig,species_key_csv2,sample,brain_csv_txt,cerebellum_csv_txt,vermis_csv_txt,hemisphere_csv_txt,brain_csv,cerebellum_csv,vermis_csv,hemisphere_csv,sig_csv2,csv_row,value_table,brain_match,cerebellum_match,vermis_match,hemisphere_match
matched_positionally,11,Table2,Gorilla gorilla (YN82-140),Gorilla gorilla,Gorilla gorilla,TRUE,TRUE,Gorilla gorilla (YN82-140),TRUE,0,362.9,48.5,5.8,42.8,gorilla gorilla,362.9|48.5|5.8|42.8,gorilla gorilla,Hirnforschung,362.9,48.5,5.8,42.8,362.9,48.5,5.8,42.8,362.9|48.5|5.8|42.8,11,Table2,TRUE,TRUE,TRUE,TRUE
matched_positionally,12,Table2,Pan paniscus (YN86-137),Pan paniscus,Pan paniscus,TRUE,TRUE,Pan paniscus (YN86-137),TRUE,0,378.4,54.1,5.7,48.3,pan paniscus,378.4|54.1|5.7|48.3,pan paniscus,Hirnforschung,378.4,54.1,5.7,48.3,378.4,54.1,5.7,48.3,378.4|54.1|5.7|48.3,12,Table2,TRUE,TRUE,TRUE,TRUE
matched_positionally,13,Table2,Pan paniscus (Zahlia 1/97),Pan paniscus,Pan paniscus,TRUE,TRUE,Pan paniscus (Zahlia 1/97),TRUE,0,312.7,53,7.8,45.2,pan paniscus,312.7|53.0|7.8|45.2,pan paniscus,Hirnforschung,312.7,53,7.8,45.2,312.7,53,7.8,45.2,312.7|53.0|7.8|45.2,13,Table2,TRUE,TRUE,TRUE,TRUE
matched_positionally,14,Table2,Pan troglodytes (YN89-278),Pan troglodytes,Pan troglodytes,TRUE,TRUE,Pan troglodytes (YN89-278),TRUE,0,405.4,53.5,4.2,49.3,pan troglodytes,405.4|53.5|4.2|49.3,pan troglodytes,Hirnforschung,405.4,53.5,4.2,49.3,405.4,53.5,4.2,49.3,405.4|53.5|4.2|49.3,14,Table2,TRUE,TRUE,TRUE,TRUE
matched_positionally,15,Table2,Pan troglodytes (1548),Pan troglodytes,Pan troglodytes,TRUE,TRUE,Pan troglodytes (1548),TRUE,0,265,28.2,3.7,24.5,pan troglodytes,265.0|28.2|3.7|24.5,pan troglodytes,Hirnforschung,265,28.2,3.7,24.5,265,28.2,3.7,24.5,265.0|28.2|3.7|24.5,15,Table2,TRUE,TRUE,TRUE,TRUE
matched_positionally,16,Table2,Pan troglodytes (PAN 1),Pan troglodytes,Pan troglodytes,TRUE,TRUE,Pan troglodytes (PAN 1),TRUE,0,424.7,56.5,7.5,49,pan troglodytes,424.7|56.5|7.5|49.0,pan troglodytes,Hirnforschung,424.7,56.5,7.5,49,424.7,56.5,7.5,49,424.7|56.5|7.5|49.0,16,Table2,TRUE,TRUE,TRUE,TRUE
matched_positionally,17,Table2,Pan troglodytes (Bathsheba 4/97),Pan troglodytes,Pan troglodytes,TRUE,TRUE,Pan troglodytes (Bathsheba 4/97),TRUE,0,347,47.8,6.8,41,pan troglodytes,347.0|47.8|6.8|41.0,pan troglodytes,Hirnforschung,347,47.8,6.8,41,347,47.8,6.8,41,347.0|47.8|6.8|41.0,17,Table2,TRUE,TRUE,TRUE,TRUE
matched_positionally,18,Table2,Pan troglodytes (Schimpanse 280),Pan troglodytes,Pan troglodytes,TRUE,TRUE,Pan troglodytes (Schimpanse 280),TRUE,0,445,45.3,5.7,39.6,pan troglodytes,445.0|45.3|5.7|39.6,pan troglodytes,Hirnforschung,445,45.3,5.7,39.6,445,45.3,5.7,39.6,445.0|45.3|5.7|39.6,18,Table2,TRUE,TRUE,TRUE,TRUE
matched_positionally,19,Table2,Pan troglodytes (Schimpanse 278),Pan troglodytes,Pan troglodytes,TRUE,TRUE,Pan troglodytes (Schimpanse 278),TRUE,0,405.4,53.3,NA,NA,pan troglodytes,405.4|53.3|NA|NA,pan troglodytes,Hirnforschung,405.4,53.3,NA,NA,405.4,53.3,NA,NA,405.4|53.3|NA|NA,19,Table2,TRUE,TRUE,TRUE,TRUE
matched_positionally,20,Table2,Pan troglodytes (Schimpanse A269),Pan troglodytes,Pan troglodytes,TRUE,TRUE,Pan troglodytes (Schimpanse A269),TRUE,0,333.5,40.6,3.4,37.2,pan troglodytes,333.5|40.6|3.4|37.2,pan troglodytes,Hirnforschung,333.5,40.6,3.4,37.2,333.5,40.6,3.4,37.2,333.5|40.6|3.4|37.2,20,Table2,TRUE,TRUE,TRUE,TRUE
matched_positionally,21,Table2,Pongo pygmaeus (0475),Pongo pygmaeus,Pongo pygmaeus,TRUE,TRUE,Pongo pygmaeus (0475),TRUE,0,221,22.4,3.5,18.8,pongo pygmaeus,221.0|22.4|3.5|18.8,pongo pygmaeus,Hirnforschung,221,22.4,3.5,18.8,221,22.4,3.5,18.8,221.0|22.4|3.5|18.8,21,Table2,TRUE,TRUE,TRUE,TRUE
matched_positionally,22,Table2,Pongo pygmaeus (YN85-38),Pongo pygmaeus,Pongo pygmaeus,TRUE,TRUE,Pongo pygmaeus (YN85-38),TRUE,0,356.2,41.2,NA,NA,pongo pygmaeus,356.2|41.2|NA|NA,pongo pygmaeus,Hirnforschung,356.2,41.2,NA,NA,356.2,41.2,NA,NA,356.2|41.2|NA|NA,22,Table2,TRUE,TRUE,TRUE,TRUE
matched_positionally,23,Table2,Pongo pygmaeus (Harry 2/97),Pongo pygmaeus,Pongo pygmaeus,TRUE,TRUE,Pongo pygmaeus (Harry 2/97),TRUE,0,424.7,54.3,5.4,48.9,pongo pygmaeus,424.7|54.3|5.4|48.9,pongo pygmaeus,Hirnforschung,424.7,54.3,5.4,48.9,424.7,54.3,5.4,48.9,424.7|54.3|5.4|48.9,23,Table2,TRUE,TRUE,TRUE,TRUE
matched_positionally,24,Table2,Pongo pygmaeus (Briggs 5/97),Pongo pygmaeus,Pongo pygmaeus,TRUE,TRUE,Pongo pygmaeus (Briggs 5/97),TRUE,0,333,39.2,3.7,35.5,pongo pygmaeus,333.0|39.2|3.7|35.5,pongo pygmaeus,Hirnforschung,333,39.2,3.7,35.5,333,39.2,3.7,35.5,333.0|39.2|3.7|35.5,24,Table2,TRUE,TRUE,TRUE,TRUE
matched_positionally,25,Table2,Hylobates lar (YN81-146),Hylobates lar,Hylobates lar,TRUE,TRUE,Hylobates lar (YN81-146),TRUE,0,88.8,10.6,2,8.6,hylobates lar,88.8|10.6|2.0|8.6,hylobates lar,Hirnforschung,88.8,10.6,2,8.6,88.8,10.6,2,8.6,88.8|10.6|2.0|8.6,25,Table2,TRUE,TRUE,TRUE,TRUE
matched_positionally,26,Table2,Hylobates lar (2436) (LH),Hylobates lar,Hylobates lar,TRUE,TRUE,Hylobates lar (2436) (LH),TRUE,0,107.9,14.5,2.3,12.2,hylobates lar,107.9|14.5|2.3|12.2,hylobates lar,Hirnforschung,107.9,14.5,2.3,12.2,107.9,14.5,2.3,12.2,107.9|14.5|2.3|12.2,26,Table2,TRUE,TRUE,TRUE,TRUE
matched_positionally,27,Table2,Hylobates lar (1547),Hylobates lar,Hylobates lar,TRUE,TRUE,Hylobates lar (1547),TRUE,0,79.3,12.3,2.4,9.9,hylobates lar,79.3|12.3|2.4|9.9,hylobates lar,Hirnforschung,79.3,12.3,2.4,9.9,79.3,12.3,2.4,9.9,79.3|12.3|2.4|9.9,27,Table2,TRUE,TRUE,TRUE,TRUE
matched_positionally,28,Table2,Hylobates lar (Disco 3/97),Hylobates lar,Hylobates lar,TRUE,TRUE,Hylobates lar (Disco 3/97),TRUE,0,115.8,13.8,2.3,11.5,hylobates lar,115.8|13.8|2.3|11.5,hylobates lar,Hirnforschung,115.8,13.8,2.3,11.5,115.8,13.8,2.3,11.5,115.8|13.8|2.3|11.5,28,Table2,TRUE,TRUE,TRUE,TRUE
matched_positionally,29,Table2,Hylobates lar (1203),Hylobates lar,Hylobates lar,TRUE,TRUE,Hylobates lar (1203),TRUE,0,98.4,12,2.6,9.4,hylobates lar,98.4|12.0|2.6|9.4,hylobates lar,Hirnforschung,98.4,12,2.6,9.4,98.4,12,2.6,9.4,98.4|12.0|2.6|9.4,29,Table2,TRUE,TRUE,TRUE,TRUE
matched_positionally,30,Table2,Erythrocebus patas (1545),Erythrocebus patas,Erythrocebus patas,TRUE,TRUE,Erythrocebus patas (1545),TRUE,0,89,7.9,2.7,5.2,erythrocebus patas,89.0|7.9|2.7|5.2,erythrocebus patas,Hirnforschung,89,7.9,2.7,5.2,89,7.9,2.7,5.2,89.0|7.9|2.7|5.2,30,Table2,TRUE,TRUE,TRUE,TRUE
matched_positionally,31,Table2,Macaca mulatta (Rhesus 516),Macaca mulatta,Macaca mulatta,TRUE,TRUE,Macaca mulatta (Rhesus 516),TRUE,0,101.2,9.8,3.3,6.4,macaca mulatta,101.2|9.8|3.3|6.4,macaca mulatta,Hirnforschung,101.2,9.8,3.3,6.4,101.2,9.8,3.3,6.4,101.2|9.8|3.3|6.4,31,Table2,TRUE,TRUE,TRUE,TRUE
matched_positionally,32,Table2,Macaca mulatta (Rhesus R4),Macaca mulatta,Macaca mulatta,TRUE,TRUE,Macaca mulatta (Rhesus R4),TRUE,0,108.3,9.4,3,6.3,macaca mulatta,108.3|9.4|3.0|6.3,macaca mulatta,Hirnforschung,108.3,9.4,3,6.3,108.3,9.4,3,6.3,108.3|9.4|3.0|6.3,32,Table2,TRUE,TRUE,TRUE,TRUE
matched_positionally,33,Table2,Cercopithecus sp. (S),Cercopithecus sp.,Cercopithecus sp.,TRUE,TRUE,Cercopithecus sp. (S),TRUE,0,57,5.6,2.2,3.3,cercopithecus sp.,57.0|5.6|2.2|3.3,cercopithecus sp.,Hirnforschung,57,5.6,2.2,3.3,57,5.6,2.2,3.3,57.0|5.6|2.2|3.3,33,Table2,TRUE,TRUE,TRUE,TRUE
matched_positionally,34,Table2,Cercopithecus sp. (CER),Cercopithecus sp.,Cercopithecus sp.,TRUE,TRUE,Cercopithecus sp. (CER),TRUE,0,71,6.8,3.1,3.6,cercopithecus sp.,71.0|6.8|3.1|3.6,cercopithecus sp.,Hirnforschung,71,6.8,3.1,3.6,71,6.8,3.1,3.6,71.0|6.8|3.1|3.6,34,Table2,TRUE,TRUE,TRUE,TRUE
matched_positionally,35,Table2,Cercocebus albigena (A221),Cercocebus albigena,Cercocebus albigena,TRUE,TRUE,Cercocebus albigena (A221),TRUE,0,112,11.7,4,7.7,cercocebus albigena,112.0|11.7|4.0|7.7,cercocebus albigena,Hirnforschung,112,11.7,4,7.7,112,11.7,4,7.7,112.0|11.7|4.0|7.7,35,Table2,TRUE,TRUE,TRUE,TRUE
matched_positionally,36,Table2,Papio cynocephalus (P3),Papio cynocephalus,Papio cynocephalus,TRUE,TRUE,Papio cynocephalus (P3),TRUE,0,141.9,12.8,3.5,9.3,papio cynocephalus,141.9|12.8|3.5|9.3,papio cynocephalus,Hirnforschung,141.9,12.8,3.5,9.3,141.9,12.8,3.5,9.3,141.9|12.8|3.5|9.3,36,Table2,TRUE,TRUE,TRUE,TRUE
matched_positionally,37,Table2,Papio cynocephalus (P4),Papio cynocephalus,Papio cynocephalus,TRUE,TRUE,Papio cynocephalus (P4),TRUE,0,150.7,15.3,4.4,11,papio cynocephalus,150.7|15.3|4.4|11.0,papio cynocephalus,Hirnforschung,150.7,15.3,4.4,11,150.7,15.3,4.4,11,150.7|15.3|4.4|11.0,37,Table2,TRUE,TRUE,TRUE,TRUE
matched_positionally,38,Table2,Ateles paniscus (2412),Ateles paniscus,Ateles paniscus,TRUE,TRUE,Ateles paniscus (2412),TRUE,0,107.3,10.7,3.9,6.8,ateles paniscus,107.3|10.7|3.9|6.8,ateles paniscus,Hirnforschung,107.3,10.7,3.9,6.8,107.3,10.7,3.9,6.8,107.3|10.7|3.9|6.8,38,Table2,TRUE,TRUE,TRUE,TRUE
matched_positionally,39,Table2,Ateles paniscus (1541),Ateles paniscus,Ateles paniscus,TRUE,TRUE,Ateles paniscus (1541),TRUE,0,93,11.7,2.9,8.700000000000001,ateles paniscus,93.0|11.7|2.9|8.7,ateles paniscus,Hirnforschung,93,11.7,2.9,8.7,93,11.7,2.9,8.7,93.0|11.7|2.9|8.7,39,Table2,TRUE,TRUE,TRUE,TRUE
matched_positionally,40,Table2,Ateles paniscus (1538),Ateles paniscus,Ateles paniscus,TRUE,TRUE,Ateles paniscus (1538),TRUE,0,71.8,8.700000000000001,2.3,6.4,ateles paniscus,71.8|8.7|2.3|6.4,ateles paniscus,Hirnforschung,71.8,8.7,2.3,6.4,71.8,8.7,2.3,6.4,71.8|8.7|2.3|6.4,40,Table2,TRUE,TRUE,TRUE,TRUE
matched_positionally,41,Table2,Alouatta seniculus (1961/8),Alouatta seniculus,Alouatta seniculus,TRUE,TRUE,Alouatta seniculus (1961/8),TRUE,0,36.5,4.3,1.6,2.7,alouatta seniculus,36.5|4.3|1.6|2.7,alouatta seniculus,Hirnforschung,36.5,4.3,1.6,2.7,36.5,4.3,1.6,2.7,36.5|4.3|1.6|2.7,41,Table2,TRUE,TRUE,TRUE,TRUE
matched_positionally,42,Table2,Alouatta seniculus (1961/9),Alouatta seniculus,Alouatta seniculus,TRUE,TRUE,Alouatta seniculus (1961/9),TRUE,0,38.30000000000001,4,1.3,2.7,alouatta seniculus,38.3|4.0|1.3|2.7,alouatta seniculus,Hirnforschung,38.3,4,1.3,2.7,38.3,4,1.3,2.7,38.3|4.0|1.3|2.7,42,Table2,TRUE,TRUE,TRUE,TRUE
matched_positionally,43,Table2,Cebus sp. 1 LH RH coronal,Cebus sp.,Cebus sp.,TRUE,TRUE,Cebus sp. 1 LH RH coronal,TRUE,0,79.1,7.3,2.5,4.8,cebus sp.,79.1|7.3|2.5|4.8,cebus sp.,Hirnforschung,79.1,7.3,2.5,4.8,79.1,7.3,2.5,4.8,79.1|7.3|2.5|4.8,43,Table2,TRUE,TRUE,TRUE,TRUE
matched_positionally,44,Table2,Cebus sp. 5,Cebus sp.,Cebus sp.,TRUE,TRUE,Cebus sp. 5,TRUE,0,73.9,6.8,2.2,4.6,cebus sp.,73.9|6.8|2.2|4.6,cebus sp.,Hirnforschung,73.9,6.8,2.2,4.6,73.9,6.8,2.2,4.6,73.9|6.8|2.2|4.6,44,Table2,TRUE,TRUE,TRUE,TRUE
matched_positionally,45,Table2,Saimiri sciureus (1064),Saimiri sciureus,Saimiri sciureus,TRUE,TRUE,Saimiri sciureus (1064),TRUE,0,19,1.9,0.9,1,saimiri sciureus,19.0|1.9|0.9|1.0,saimiri sciureus,Hirnforschung,19,1.9,0.9,1,19,1.9,0.9,1,19.0|1.9|0.9|1.0,45,Table2,TRUE,TRUE,TRUE,TRUE
matched_positionally,46,Table2,Saimiri sciureus (2408),Saimiri sciureus,Saimiri sciureus,TRUE,TRUE,Saimiri sciureus (2408),TRUE,0,20.7,1.9,1,0.9,saimiri sciureus,20.7|1.9|1.0|0.9,saimiri sciureus,Hirnforschung,20.7,1.9,1,0.9,20.7,1.9,1,0.9,20.7|1.9|1.0|0.9,46,Table2,TRUE,TRUE,TRUE,TRUE
matched_positionally,47,Table2,Aotus trivirgatus (1536),Aotus trivirgatus,Aotus trivirgatus,TRUE,TRUE,Aotus trivirgatus (1536),TRUE,0,18.9,1.7,1,1.2,aotus trivirgatus,18.9|1.7|1.0|1.2,aotus trivirgatus,Hirnforschung,18.9,1.7,1,1.2,18.9,1.7,1,1.2,18.9|1.7|1.0|1.2,47,Table2,TRUE,TRUE,TRUE,TRUE
matched_positionally,48,Table2,Aotus trivirgatus (K197),Aotus trivirgatus,Aotus trivirgatus,TRUE,TRUE,Aotus trivirgatus (K197),TRUE,0,15.8,1.7,0.8,0.9,aotus trivirgatus,15.8|1.7|0.8|0.9,aotus trivirgatus,Hirnforschung,15.8,1.7,0.8,0.9,15.8,1.7,0.8,0.9,15.8|1.7|0.8|0.9,48,Table2,TRUE,TRUE,TRUE,TRUE
matched_positionally,49,Table2,Aotus trivirgatus (888),Aotus trivirgatus,Aotus trivirgatus,TRUE,TRUE,Aotus trivirgatus (888),TRUE,0,19.7,1.8,0.9,0.8,aotus trivirgatus,19.7|1.8|0.9|0.8,aotus trivirgatus,Hirnforschung,19.7,1.8,0.9,0.8,19.7,1.8,0.9,0.8,19.7|1.8|0.9|0.8,49,Table2,TRUE,TRUE,TRUE,TRUE
matched_positionally,50,Table2,Aotus trivirgatus (1535),Aotus trivirgatus,Aotus trivirgatus,TRUE,TRUE,Aotus trivirgatus (1535),TRUE,0,22.1,1.8,0.9,0.9,aotus trivirgatus,22.1|1.8|0.9|0.9,aotus trivirgatus,Hirnforschung,22.1,1.8,0.9,0.9,22.1,1.8,0.9,0.9,22.1|1.8|0.9|0.9,50,Table2,TRUE,TRUE,TRUE,TRUE
matched_positionally,51,Table1,Homo sapiens 1,Homo sapiens,Homo sapiens,TRUE,TRUE,Homo sapiens 1,TRUE,0,1088,111.4,9.3,102.1,homo sapiens,1088.0|111.4|9.3|102.1,homo sapiens,Yerkes,1088,111.4,9.3,102.1,1088,111.4,9.3,102.1,1088.0|111.4|9.3|102.1,51,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,52,Table1,Homo sapiens 2,Homo sapiens,Homo sapiens,TRUE,TRUE,Homo sapiens 2,TRUE,0,1212,119.6,9.4,110.2,homo sapiens,1212.0|119.6|9.4|110.2,homo sapiens,Yerkes,1212,119.6,9.4,110.2,1212,119.6,9.4,110.2,1212.0|119.6|9.4|110.2,52,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,53,Table1,Homo sapiens 3,Homo sapiens,Homo sapiens,TRUE,TRUE,Homo sapiens 3,TRUE,0,1330,148.2,11.6,136.6,homo sapiens,1330.0|148.2|11.6|136.6,homo sapiens,Yerkes,1330,148.2,11.6,136.6,1330,148.2,11.6,136.6,1330.0|148.2|11.6|136.6,53,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,54,Table1,Homo sapiens 4,Homo sapiens,Homo sapiens,TRUE,TRUE,Homo sapiens 4,TRUE,0,1334,147.2,14.1,133.1,homo sapiens,1334.0|147.2|14.1|133.1,homo sapiens,Yerkes,1334,147.2,14.1,133.1,1334,147.2,14.1,133.1,1334.0|147.2|14.1|133.1,54,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,55,Table1,Homo sapiens 5,Homo sapiens,Homo sapiens,TRUE,TRUE,Homo sapiens 5,TRUE,0,1403,141.7,11.6,130.1,homo sapiens,1403.0|141.7|11.6|130.1,homo sapiens,Yerkes,1403,141.7,11.6,130.1,1403,141.7,11.6,130.1,1403.0|141.7|11.6|130.1,55,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,56,Table1,Homo sapiens 6,Homo sapiens,Homo sapiens,TRUE,TRUE,Homo sapiens 6,TRUE,0,1426,154,15,139,homo sapiens,1426.0|154.0|15.0|139.0,homo sapiens,Yerkes,1426,154,15,139,1426,154,15,139,1426.0|154.0|15.0|139.0,56,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,57,Table1,Gorilla gorilla (Kinyani),Gorilla gorilla,Gorilla gorilla,TRUE,TRUE,Gorilla gorilla (Kinyani),TRUE,0,330.7,56.1,4.9,51.2,gorilla gorilla,330.7|56.1|4.9|51.2,gorilla gorilla,Yerkes,330.7,56.1,4.9,51.2,330.7,56.1,4.9,51.2,330.7|56.1|4.9|51.2,57,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,58,Table1,Gorilla gorilla (Kekla),Gorilla gorilla,Gorilla gorilla,TRUE,TRUE,Gorilla gorilla (Kekla),TRUE,0,463.9,81.2,9.1,72.1,gorilla gorilla,463.9|81.2|9.1|72.1,gorilla gorilla,Yerkes,463.9,81.2,9.1,72.1,463.9,81.2,9.1,72.1,463.9|81.2|9.1|72.1,58,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,59,Table1,Pan paniscus (Brian),Pan paniscus,Pan paniscus,TRUE,TRUE,Pan paniscus (Brian),TRUE,0,322.3999999999999,46.1,6.1,40,pan paniscus,322.4|46.1|6.1|40.0,pan paniscus,Yerkes,322.4,46.1,6.1,40,322.4,46.1,6.1,40,322.4|46.1|6.1|40.0,59,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,60,Table1,Pan paniscus (Bosandjo),Pan paniscus,Pan paniscus,TRUE,TRUE,Pan paniscus (Bosandjo),TRUE,0,331.8,51.4,9.6,41.8,pan paniscus,331.8|51.4|9.6|41.8,pan paniscus,Yerkes,331.8,51.4,9.6,41.8,331.8,51.4,9.6,41.8,331.8|51.4|9.6|41.8,60,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,61,Table1,Pan paniscus (Lorel),Pan paniscus,Pan paniscus,TRUE,TRUE,Pan paniscus (Lorel),TRUE,0,309.2,39.7,4.9,34.80000000000001,pan paniscus,309.2|39.7|4.9|34.8,pan paniscus,Yerkes,309.2,39.7,4.9,34.8,309.2,39.7,4.9,34.8,309.2|39.7|4.9|34.8,61,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,62,Table1,Pan paniscus (Jill),Pan paniscus,Pan paniscus,TRUE,TRUE,Pan paniscus (Jill),TRUE,0,281.3999999999999,39.5,4.8,34.7,pan paniscus,281.4|39.5|4.8|34.7,pan paniscus,Yerkes,281.4,39.5,4.8,34.7,281.4,39.5,4.8,34.7,281.4|39.5|4.8|34.7,62,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,63,Table1,Pan troglodytes (Kengee),Pan troglodytes,Pan troglodytes,TRUE,TRUE,Pan troglodytes (Kengee),TRUE,0,343.8,50.1,5.3,44.8,pan troglodytes,343.8|50.1|5.3|44.8,pan troglodytes,Yerkes,343.8,50.1,5.3,44.8,343.8,50.1,5.3,44.8,343.8|50.1|5.3|44.8,63,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,64,Table1,Pan troglodytes (Merv),Pan troglodytes,Pan troglodytes,TRUE,TRUE,Pan troglodytes (Merv),TRUE,0,391.2,51.4,5,46.4,pan troglodytes,391.2|51.4|5.0|46.4,pan troglodytes,Yerkes,391.2,51.4,5,46.4,391.2,51.4,5,46.4,391.2|51.4|5.0|46.4,64,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,65,Table1,Pan troglodytes (Jimmy Carter),Pan troglodytes,Pan troglodytes,TRUE,TRUE,Pan troglodytes (Jimmy Carter),TRUE,0,311.3999999999999,51.8,4.9,46.9,pan troglodytes,311.4|51.8|4.9|46.9,pan troglodytes,Yerkes,311.4,51.8,4.9,46.9,311.4,51.8,4.9,46.9,311.4|51.8|4.9|46.9,65,Table1,TRUE,TRUE,TRUE,TRUE
matched_positionally,66,Table1,Pan troglodytes (Laz),Pan troglodytes,Pan troglodytes,TRUE,TRUE,Pan troglodytes (Laz),TRUE,0,365.9,45.7,4.9,40.80000000000001,pan troglodytes,365.9|45.7|4.9|40.8,pan troglodytes,Yerkes,365.9,45.7,4.9,40.8,365.9,45.7,4.9,40.8,365.9|45.7|4.9|40.8,66,Table1,TRUE,TRUE,TRUE,TRUE
