"tip_label","species_sci","Genus","Family_tip","Order_tip","terminal_branch_length","root_to_tip_age","in_project"
"Echinops_telfairi_TENRECIDAE_AFROSORICIDA","Echinops telfairi","Echinops","Tenrecidae","Afrosoricida",7.333828664,318.768140271,TRUE
"Geogale_aurita_TENRECIDAE_AFROSORICIDA","Geogale aurita","Geogale","Tenrecidae","Afrosoricida",33.74981095,318.768144962,FALSE
"Hemicentetes_semispinosus_TENRECIDAE_AFROSORICIDA","Hemicentetes semispinosus","Hemicentetes","Tenrecidae","Afrosoricida",20.42397829,318.768140279,TRUE
"Limnogale_mergulus_TENRECIDAE_AFROSORICIDA","Limnogale mergulus","Limnogale","Tenrecidae","Afrosoricida",22.97581706,318.768140278,FALSE
"Microgale_brevicaudata_TENRECIDAE_AFROSORICIDA","Microgale brevicaudata","Microgale","Tenrecidae","Afrosoricida",4.170253362,318.76814027,FALSE
"Microgale_cowani_TENRECIDAE_AFROSORICIDA","Microgale cowani","Microgale","Tenrecidae","Afrosoricida",24.25696501,318.768147311,TRUE
"Microgale_grandidieri_TENRECIDAE_AFROSORICIDA","Microgale grandidieri","Microgale","Tenrecidae","Afrosoricida",4.170253362,318.76814027,FALSE
"Microgale_longicaudata_TENRECIDAE_AFROSORICIDA","Microgale longicaudata","Microgale","Tenrecidae","Afrosoricida",11.94919623,318.768139103,FALSE
"Microgale_majori_TENRECIDAE_AFROSORICIDA","Microgale majori","Microgale","Tenrecidae","Afrosoricida",2.085539666,318.768139333,FALSE
"Microgale_principula_TENRECIDAE_AFROSORICIDA","Microgale principula","Microgale","Tenrecidae","Afrosoricida",2.085539666,318.768139333,FALSE
"Microgale_pusilla_TENRECIDAE_AFROSORICIDA","Microgale pusilla","Microgale","Tenrecidae","Afrosoricida",1.089025125,318.768140038,FALSE
"Microgale_talazaci_TENRECIDAE_AFROSORICIDA","Microgale talazaci","Microgale","Tenrecidae","Afrosoricida",1.089025125,318.768140038,FALSE
"Micropotamogale_lamottei_TENRECIDAE_AFROSORICIDA","Micropotamogale lamottei","Micropotamogale","Tenrecidae","Afrosoricida",27.02598339,318.768151997,TRUE
"Oryzorictes_hova_TENRECIDAE_AFROSORICIDA","Oryzorictes hova","Oryzorictes","Tenrecidae","Afrosoricida",41.08293841,318.768130894,TRUE
"Potamogale_velox_TENRECIDAE_AFROSORICIDA","Potamogale velox","Potamogale","Tenrecidae","Afrosoricida",27.02598339,318.768151997,TRUE
"Setifer_setosus_TENRECIDAE_AFROSORICIDA","Setifer setosus","Setifer","Tenrecidae","Afrosoricida",7.333828664,318.768140271,TRUE
"Tenrec_ecaudatus_TENRECIDAE_AFROSORICIDA","Tenrec ecaudatus","Tenrec","Tenrecidae","Afrosoricida",20.42397829,318.768140279,TRUE
"Ailurus_fulgens_AILURIDAE_CARNIVORA","Ailurus fulgens","Ailurus","Ailuridae","Carnivora",25.12260636,318.7681558405,TRUE
"Atelocynus_microtis_CANIDAE_CARNIVORA","Atelocynus microtis","Atelocynus","Canidae","Carnivora",2.852997188,318.768156789,FALSE
"Canis_adustus_CANIDAE_CARNIVORA","Canis adustus","Canis","Canidae","Carnivora",4.968580752,318.7681564727,FALSE
"Canis_anthus_CANIDAE_CARNIVORA","Canis anthus","Canis","Canidae","Carnivora",0.5432686368,318.7681566947,FALSE
"Canis_aureus_CANIDAE_CARNIVORA","Canis aureus","Canis","Canidae","Carnivora",2.072914714,318.7681566944,FALSE
"Canis_latrans_CANIDAE_CARNIVORA","Canis latrans","Canis","Canidae","Carnivora",1.075753231,318.7681566943,TRUE
"Canis_lupus_CANIDAE_CARNIVORA","Canis lupus","Canis","Canidae","Carnivora",0.5432686368,318.7681566947,FALSE
"Canis_mesomelas_CANIDAE_CARNIVORA","Canis mesomelas","Canis","Canidae","Carnivora",3.33837988,318.7681560626,FALSE
"Canis_rufus_CANIDAE_CARNIVORA","Canis rufus","Canis","Canidae","Carnivora",0.1947105418,318.7681580215,FALSE
"Canis_simensis_CANIDAE_CARNIVORA","Canis simensis","Canis","Canidae","Carnivora",2.876664891,318.7681566949,FALSE
"Cerdocyon_thous_CANIDAE_CARNIVORA","Cerdocyon thous","Cerdocyon","Canidae","Carnivora",2.352295659,318.76815685254,FALSE
"Chrysocyon_brachyurus_CANIDAE_CARNIVORA","Chrysocyon brachyurus","Chrysocyon","Canidae","Carnivora",4.80359723,318.7681574209,FALSE
"Cuon_alpinus_CANIDAE_CARNIVORA","Cuon alpinus","Cuon","Canidae","Carnivora",0.1947105418,318.7681580215,FALSE
"Dusicyon_australis_CANIDAE_CARNIVORA","Dusicyon australis","Dusicyon","Canidae","Carnivora",0.2867553592,318.7681577371,FALSE
"Lycaon_pictus_CANIDAE_CARNIVORA","Lycaon pictus","Lycaon","Canidae","Carnivora",0.2867553592,318.7681577371,FALSE
"Nyctereutes_procyonoides_CANIDAE_CARNIVORA","Nyctereutes procyonoides","Nyctereutes","Canidae","Carnivora",7.261287706,318.768157105,FALSE
"Otocyon_megalotis_CANIDAE_CARNIVORA","Otocyon megalotis","Otocyon","Canidae","Carnivora",7.261287706,318.768157105,FALSE
"Pseudalopex_culpaeus_CANIDAE_CARNIVORA","Pseudalopex culpaeus","Pseudalopex","Canidae","Carnivora",0.5643870963,318.76815701044,FALSE
"Pseudalopex_fulvipes_CANIDAE_CARNIVORA","Pseudalopex fulvipes","Pseudalopex","Canidae","Carnivora",0.2541099813,318.76815694734,FALSE
"Pseudalopex_griseus_CANIDAE_CARNIVORA","Pseudalopex griseus","Pseudalopex","Canidae","Carnivora",0.2541099813,318.76815694734,FALSE
"Pseudalopex_gymnocercus_CANIDAE_CARNIVORA","Pseudalopex gymnocercus","Pseudalopex","Canidae","Carnivora",0.7891214163,318.76815685254,FALSE
"Pseudalopex_sechurae_CANIDAE_CARNIVORA","Pseudalopex sechurae","Pseudalopex","Canidae","Carnivora",0.8974512748,318.76815716844,FALSE
"Pseudalopex_vetulus_CANIDAE_CARNIVORA","Pseudalopex vetulus","Pseudalopex","Canidae","Carnivora",1.035315127,318.76815685254,FALSE
"Speothos_venaticus_CANIDAE_CARNIVORA","Speothos venaticus","Speothos","Canidae","Carnivora",0.8974512748,318.76815716844,FALSE
"Urocyon_cinereoargenteus_CANIDAE_CARNIVORA","Urocyon cinereoargenteus","Urocyon","Canidae","Carnivora",1.627787181,318.768154577,FALSE
"Urocyon_littoralis_CANIDAE_CARNIVORA","Urocyon littoralis","Urocyon","Canidae","Carnivora",1.627787181,318.768154577,FALSE
"Vulpes_cana_CANIDAE_CARNIVORA","Vulpes cana","Vulpes","Canidae","Carnivora",1.71975645,318.7681577366,FALSE
"Vulpes_chama_CANIDAE_CARNIVORA","Vulpes chama","Vulpes","Canidae","Carnivora",3.89221138,318.7681589996,FALSE
"Vulpes_corsac_CANIDAE_CARNIVORA","Vulpes corsac","Vulpes","Canidae","Carnivora",1.566376595,318.7681574199,FALSE
"Vulpes_ferrilata_CANIDAE_CARNIVORA","Vulpes ferrilata","Vulpes","Canidae","Carnivora",1.566376595,318.7681574199,FALSE
"Vulpes_lagopus_CANIDAE_CARNIVORA","Vulpes lagopus","Vulpes","Canidae","Carnivora",0.4474224208,318.7681574198,FALSE
"Vulpes_macrotis_CANIDAE_CARNIVORA","Vulpes macrotis","Vulpes","Canidae","Carnivora",0.1328524797,318.768157483,FALSE
"Vulpes_pallida_CANIDAE_CARNIVORA","Vulpes pallida","Vulpes","Canidae","Carnivora",5.256406932,318.76815426,FALSE
"Vulpes_rueppellii_CANIDAE_CARNIVORA","Vulpes rueppellii","Vulpes","Canidae","Carnivora",0.9709694995,318.7681574197,FALSE
"Vulpes_velox_CANIDAE_CARNIVORA","Vulpes velox","Vulpes","Canidae","Carnivora",0.1328524797,318.768157483,FALSE
"Vulpes_vulpes_CANIDAE_CARNIVORA","Vulpes vulpes","Vulpes","Canidae","Carnivora",0.9709694995,318.7681574197,FALSE
"Vulpes_zerda_CANIDAE_CARNIVORA","Vulpes zerda","Vulpes","Canidae","Carnivora",1.71975645,318.7681577366,TRUE
"Cryptoprocta_ferox_EUPLERIDAE_CARNIVORA","Cryptoprocta ferox","Cryptoprocta","Eupleridae","Carnivora",9.988563438,318.768153318,FALSE
"Eupleres_goudotii_EUPLERIDAE_CARNIVORA","Eupleres goudotii","Eupleres","Eupleridae","Carnivora",9.718532665,318.76815395,FALSE
"Fossa_fossana_EUPLERIDAE_CARNIVORA","Fossa fossana","Fossa","Eupleridae","Carnivora",9.718532665,318.76815395,FALSE
"Galidia_elegans_EUPLERIDAE_CARNIVORA","Galidia elegans","Galidia","Eupleridae","Carnivora",3.774572742,318.768153318,FALSE
"Galidictis_fasciata_EUPLERIDAE_CARNIVORA","Galidictis fasciata","Galidictis","Eupleridae","Carnivora",2.768730626,318.768153633,FALSE
"Mungotictis_decemlineata_EUPLERIDAE_CARNIVORA","Mungotictis decemlineata","Mungotictis","Eupleridae","Carnivora",1.457565198,318.768153633,FALSE
"Salanoia_concolor_EUPLERIDAE_CARNIVORA","Salanoia concolor","Salanoia","Eupleridae","Carnivora",0.1996198877,318.7681534127,FALSE
"Salanoia_durrelli_EUPLERIDAE_CARNIVORA","Salanoia durrelli","Salanoia","Eupleridae","Carnivora",0.1996198877,318.7681534127,FALSE
"Acinonyx_jubatus_FELIDAE_CARNIVORA","Acinonyx jubatus","Acinonyx","Felidae","Carnivora",3.475238949,318.7681547039,FALSE
"Caracal_aurata_FELIDAE_CARNIVORA","Caracal aurata","Caracal","Felidae","Carnivora",4.321863671,318.76815419788,FALSE
"Caracal_caracal_FELIDAE_CARNIVORA","Caracal caracal","Caracal","Felidae","Carnivora",4.321863671,318.76815419788,FALSE
"Catopuma_badia_FELIDAE_CARNIVORA","Catopuma badia","Catopuma","Felidae","Carnivora",2.658650296,318.7681553352,FALSE
"Catopuma_temminckii_FELIDAE_CARNIVORA","Catopuma temminckii","Catopuma","Felidae","Carnivora",2.25034807,318.7681553349,FALSE
"Felis_catus_FELIDAE_CARNIVORA","Felis catus","Felis","Felidae","Carnivora",0.9179058823,318.7681555256,TRUE
"Felis_chaus_FELIDAE_CARNIVORA","Felis chaus","Felis","Felidae","Carnivora",0.5854805943,318.7681555256,FALSE
"Felis_margarita_FELIDAE_CARNIVORA","Felis margarita","Felis","Felidae","Carnivora",0.4584387006,318.7681556204,FALSE
"Felis_nigripes_FELIDAE_CARNIVORA","Felis nigripes","Felis","Felidae","Carnivora",0.4584387006,318.7681556204,FALSE
"Felis_silvestris_FELIDAE_CARNIVORA","Felis silvestris","Felis","Felidae","Carnivora",0.9179058823,318.7681555256,FALSE
"Herpailurus_yagouaroundi_FELIDAE_CARNIVORA","Herpailurus yagouaroundi","Herpailurus","Felidae","Carnivora",2.4443455,318.7681553359,FALSE
"Leopardus_colocolo_FELIDAE_CARNIVORA","Leopardus colocolo","Leopardus","Felidae","Carnivora",1.730503207,318.768155494,FALSE
"Leopardus_guigna_FELIDAE_CARNIVORA","Leopardus guigna","Leopardus","Felidae","Carnivora",0.1068257169,318.7681553992,FALSE
"Leopardus_jacobita_FELIDAE_CARNIVORA","Leopardus jacobita","Leopardus","Felidae","Carnivora",1.730503207,318.768155494,FALSE
"Leopardus_pardalis_FELIDAE_CARNIVORA","Leopardus pardalis","Leopardus","Felidae","Carnivora",0.415936683,318.7681552104,FALSE
"Leopardus_tigrinus_FELIDAE_CARNIVORA","Leopardus tigrinus","Leopardus","Felidae","Carnivora",0.1068257169,318.7681553992,FALSE
"Leopardus_wiedii_FELIDAE_CARNIVORA","Leopardus wiedii","Leopardus","Felidae","Carnivora",0.415936683,318.7681552104,FALSE
"Leptailurus_serval_FELIDAE_CARNIVORA","Leptailurus serval","Leptailurus","Felidae","Carnivora",4.414256339,318.7681561566,FALSE
"Lynx_canadensis_FELIDAE_CARNIVORA","Lynx canadensis","Lynx","Felidae","Carnivora",1.283822367,318.7681551144,FALSE
"Lynx_lynx_FELIDAE_CARNIVORA","Lynx lynx","Lynx","Felidae","Carnivora",1.283822367,318.7681551144,FALSE
"Lynx_pardinus_FELIDAE_CARNIVORA","Lynx pardinus","Lynx","Felidae","Carnivora",1.560826589,318.7681552728,FALSE
"Lynx_rufus_FELIDAE_CARNIVORA","Lynx rufus","Lynx","Felidae","Carnivora",2.981876129,318.7681552718,FALSE
"Miracinonyx_trumani_FELIDAE_CARNIVORA","Miracinonyx trumani","Miracinonyx","Felidae","Carnivora",1.092474342,318.7681553359,FALSE
"Neofelis_diardi_FELIDAE_CARNIVORA","Neofelis diardi","Neofelis","Felidae","Carnivora",1.324711044,318.768154262,FALSE
"Neofelis_nebulosa_FELIDAE_CARNIVORA","Neofelis nebulosa","Neofelis","Felidae","Carnivora",1.324711044,318.768154262,FALSE
"Otocolobus_manul_FELIDAE_CARNIVORA","Otocolobus manul","Otocolobus","Felidae","Carnivora",3.36695301,318.7681552094,FALSE
"Panthera_leo_FELIDAE_CARNIVORA","Panthera leo","Panthera","Felidae","Carnivora",1.808239942,318.768155431,TRUE
"Panthera_onca_FELIDAE_CARNIVORA","Panthera onca","Panthera","Felidae","Carnivora",2.285823872,318.7681555256,FALSE
"Panthera_pardus_FELIDAE_CARNIVORA","Panthera pardus","Panthera","Felidae","Carnivora",1.808239942,318.768155431,FALSE
"Panthera_tigris_FELIDAE_CARNIVORA","Panthera tigris","Panthera","Felidae","Carnivora",3.006788752,318.768155526,FALSE
"Panthera_uncia_FELIDAE_CARNIVORA","Panthera uncia","Panthera","Felidae","Carnivora",1.986576655,318.7681553676,FALSE
"Pardofelis_marmorata_FELIDAE_CARNIVORA","Pardofelis marmorata","Pardofelis","Felidae","Carnivora",2.25034807,318.7681553349,FALSE
"Prionailurus_bengalensis_FELIDAE_CARNIVORA","Prionailurus bengalensis","Prionailurus","Felidae","Carnivora",1.355627721,318.7681546409,FALSE
"Prionailurus_planiceps_FELIDAE_CARNIVORA","Prionailurus planiceps","Prionailurus","Felidae","Carnivora",2.251132623,318.7681546408,FALSE
"Prionailurus_viverrinus_FELIDAE_CARNIVORA","Prionailurus viverrinus","Prionailurus","Felidae","Carnivora",1.355627721,318.7681546409,FALSE
"Puma_concolor_FELIDAE_CARNIVORA","Puma concolor","Puma","Felidae","Carnivora",1.092474342,318.7681553359,FALSE
"Atilax_paludinosus_HERPESTIDAE_CARNIVORA","Atilax paludinosus","Atilax","Herpestidae","Carnivora",3.751443767,318.7681548969,FALSE
"Bdeogale_crassicauda_HERPESTIDAE_CARNIVORA","Bdeogale crassicauda","Bdeogale","Herpestidae","Carnivora",1.914206664,318.7681551812,FALSE
"Bdeogale_nigripes_HERPESTIDAE_CARNIVORA","Bdeogale nigripes","Bdeogale","Herpestidae","Carnivora",1.914206664,318.7681551812,FALSE
"Crossarchus_alexandri_HERPESTIDAE_CARNIVORA","Crossarchus alexandri","Crossarchus","Herpestidae","Carnivora",1.257261331,318.7681545813,FALSE
"Crossarchus_ansorgei_HERPESTIDAE_CARNIVORA","Crossarchus ansorgei","Crossarchus","Herpestidae","Carnivora",1.257261331,318.7681545813,FALSE
"Crossarchus_obscurus_HERPESTIDAE_CARNIVORA","Crossarchus obscurus","Crossarchus","Herpestidae","Carnivora",1.444763058,318.7681548972,FALSE
"Crossarchus_platycephalus_HERPESTIDAE_CARNIVORA","Crossarchus platycephalus","Crossarchus","Herpestidae","Carnivora",1.444763058,318.7681548972,FALSE
"Cynictis_penicillata_HERPESTIDAE_CARNIVORA","Cynictis penicillata","Cynictis","Herpestidae","Carnivora",1.504480995,318.7681554972,TRUE
"Helogale_hirtula_HERPESTIDAE_CARNIVORA","Helogale hirtula","Helogale","Herpestidae","Carnivora",4.582336364,318.768154898,FALSE
"Helogale_parvula_HERPESTIDAE_CARNIVORA","Helogale parvula","Helogale","Herpestidae","Carnivora",4.582336364,318.768154898,FALSE
"Herpestes_brachyurus_HERPESTIDAE_CARNIVORA","Herpestes brachyurus","Herpestes","Herpestidae","Carnivora",2.317087483,318.7681555293,FALSE
"Herpestes_edwardsii_HERPESTIDAE_CARNIVORA","Herpestes edwardsii","Herpestes","Herpestidae","Carnivora",1.065577431,318.7681552133,FALSE
"Herpestes_flavescens_HERPESTIDAE_CARNIVORA","Herpestes flavescens","Herpestes","Herpestidae","Carnivora",2.068164427,318.7681554969,FALSE
"Herpestes_fuscus_HERPESTIDAE_CARNIVORA","Herpestes fuscus","Herpestes","Herpestidae","Carnivora",2.40581996,318.7681555293,FALSE
"Herpestes_ichneumon_HERPESTIDAE_CARNIVORA","Herpestes ichneumon","Herpestes","Herpestidae","Carnivora",3.057403289,318.7681558136,FALSE
"Herpestes_javanicus_HERPESTIDAE_CARNIVORA","Herpestes javanicus","Herpestes","Herpestidae","Carnivora",1.065577431,318.7681552133,FALSE
"Herpestes_naso_HERPESTIDAE_CARNIVORA","Herpestes naso","Herpestes","Herpestidae","Carnivora",3.751443767,318.7681548969,FALSE
"Herpestes_pulverulentus_HERPESTIDAE_CARNIVORA","Herpestes pulverulentus","Herpestes","Herpestidae","Carnivora",3.057403289,318.7681558136,FALSE
"Herpestes_sanguineus_HERPESTIDAE_CARNIVORA","Herpestes sanguineus","Herpestes","Herpestidae","Carnivora",2.068164427,318.7681554969,FALSE
"Herpestes_semitorquatus_HERPESTIDAE_CARNIVORA","Herpestes semitorquatus","Herpestes","Herpestidae","Carnivora",0.9972395274,318.7681555297,FALSE
"Herpestes_urva_HERPESTIDAE_CARNIVORA","Herpestes urva","Herpestes","Herpestidae","Carnivora",0.9972395274,318.7681555297,FALSE
"Herpestes_vitticollis_HERPESTIDAE_CARNIVORA","Herpestes vitticollis","Herpestes","Herpestidae","Carnivora",3.203798952,318.7681539496,FALSE
"Ichneumia_albicauda_HERPESTIDAE_CARNIVORA","Ichneumia albicauda","Ichneumia","Herpestidae","Carnivora",4.529092328,318.7681548658,FALSE
"Liberiictis_kuhni_HERPESTIDAE_CARNIVORA","Liberiictis kuhni","Liberiictis","Herpestidae","Carnivora",6.058473623,318.7681555298,FALSE
"Mungos_mungo_HERPESTIDAE_CARNIVORA","Mungos mungo","Mungos","Herpestidae","Carnivora",6.058473623,318.7681555298,TRUE
"Paracynictis_selousi_HERPESTIDAE_CARNIVORA","Paracynictis selousi","Paracynictis","Herpestidae","Carnivora",1.504480995,318.7681554972,FALSE
"Rhynchogale_melleri_HERPESTIDAE_CARNIVORA","Rhynchogale melleri","Rhynchogale","Herpestidae","Carnivora",4.010440882,318.7681548657,FALSE
"Suricata_suricatta_HERPESTIDAE_CARNIVORA","Suricata suricatta","Suricata","Herpestidae","Carnivora",7.568871465,318.768154582,FALSE
"Crocuta_crocuta_HYAENIDAE_CARNIVORA","Crocuta crocuta","Crocuta","Hyaenidae","Carnivora",4.554553158,318.7681526837,TRUE
"Hyaena_brunnea_HYAENIDAE_CARNIVORA","Hyaena brunnea","Hyaena","Hyaenidae","Carnivora",1.23231806,318.7681545797,FALSE
"Hyaena_hyaena_HYAENIDAE_CARNIVORA","Hyaena hyaena","Hyaena","Hyaenidae","Carnivora",1.23231806,318.7681545797,TRUE
"Proteles_cristata_HYAENIDAE_CARNIVORA","Proteles cristata","Proteles","Hyaenidae","Carnivora",5.512449731,318.768153315,FALSE
"Conepatus_chinga_MEPHITIDAE_CARNIVORA","Conepatus chinga","Conepatus","Mephitidae","Carnivora",1.022669076,318.76815837,FALSE
"Conepatus_leuconotus_MEPHITIDAE_CARNIVORA","Conepatus leuconotus","Conepatus","Mephitidae","Carnivora",6.834194769,318.768156475,FALSE
"Conepatus_semistriatus_MEPHITIDAE_CARNIVORA","Conepatus semistriatus","Conepatus","Mephitidae","Carnivora",1.022669076,318.76815837,FALSE
"Mephitis_macroura_MEPHITIDAE_CARNIVORA","Mephitis macroura","Mephitis","Mephitidae","Carnivora",4.057248617,318.768156475,FALSE
"Mephitis_mephitis_MEPHITIDAE_CARNIVORA","Mephitis mephitis","Mephitis","Mephitidae","Carnivora",4.057248617,318.768156475,FALSE
"Mydaus_javanensis_MEPHITIDAE_CARNIVORA","Mydaus javanensis","Mydaus","Mephitidae","Carnivora",3.963405649,318.768156477,FALSE
"Mydaus_marchei_MEPHITIDAE_CARNIVORA","Mydaus marchei","Mydaus","Mephitidae","Carnivora",3.963405649,318.768156477,FALSE
"Spilogale_gracilis_MEPHITIDAE_CARNIVORA","Spilogale gracilis","Spilogale","Mephitidae","Carnivora",3.635571399,318.768156475,FALSE
"Spilogale_putorius_MEPHITIDAE_CARNIVORA","Spilogale putorius","Spilogale","Mephitidae","Carnivora",3.635571399,318.768156475,FALSE
"Aonyx_capensis_MUSTELIDAE_CARNIVORA","Aonyx capensis","Aonyx","Mustelidae","Carnivora",3.210039351,318.7681578348,FALSE
"Aonyx_cinerea_MUSTELIDAE_CARNIVORA","Aonyx cinerea","Aonyx","Mustelidae","Carnivora",2.437393537,318.7681565708,FALSE
"Arctonyx_collaris_MUSTELIDAE_CARNIVORA","Arctonyx collaris","Arctonyx","Mustelidae","Carnivora",3.785284111,318.7681561605,FALSE
"Eira_barbara_MUSTELIDAE_CARNIVORA","Eira barbara","Eira","Mustelidae","Carnivora",9.048032553,318.7681571079,FALSE
"Enhydra_lutris_MUSTELIDAE_CARNIVORA","Enhydra lutris","Enhydra","Mustelidae","Carnivora",5.846388514,318.7681553077,FALSE
"Galictis_cuja_MUSTELIDAE_CARNIVORA","Galictis cuja","Galictis","Mustelidae","Carnivora",2.855978677,318.7681572023,FALSE
"Galictis_vittata_MUSTELIDAE_CARNIVORA","Galictis vittata","Galictis","Mustelidae","Carnivora",2.757642937,318.76815713944,FALSE
"Gulo_gulo_MUSTELIDAE_CARNIVORA","Gulo gulo","Gulo","Mustelidae","Carnivora",7.804986061,318.7681580551,FALSE
"Ictonyx_libyca_MUSTELIDAE_CARNIVORA","Ictonyx libyca","Ictonyx","Mustelidae","Carnivora",5.446867083,318.7681559393,FALSE
"Ictonyx_striatus_MUSTELIDAE_CARNIVORA","Ictonyx striatus","Ictonyx","Mustelidae","Carnivora",3.864744144,318.7681559393,FALSE
"Lontra_canadensis_MUSTELIDAE_CARNIVORA","Lontra canadensis","Lontra","Mustelidae","Carnivora",3.445000659,318.7681584667,FALSE
"Lontra_felina_MUSTELIDAE_CARNIVORA","Lontra felina","Lontra","Mustelidae","Carnivora",0.2351152165,318.7681578666,FALSE
"Lontra_longicaudis_MUSTELIDAE_CARNIVORA","Lontra longicaudis","Lontra","Mustelidae","Carnivora",1.10870254,318.7681578347,FALSE
"Lontra_provocax_MUSTELIDAE_CARNIVORA","Lontra provocax","Lontra","Mustelidae","Carnivora",0.2351152165,318.7681578666,FALSE
"Lutra_lutra_MUSTELIDAE_CARNIVORA","Lutra lutra","Lutra","Mustelidae","Carnivora",2.053013054,318.7681565718,FALSE
"Lutra_maculicollis_MUSTELIDAE_CARNIVORA","Lutra maculicollis","Lutra","Mustelidae","Carnivora",5.495147236,318.7681553068,FALSE
"Lutra_sumatrana_MUSTELIDAE_CARNIVORA","Lutra sumatrana","Lutra","Mustelidae","Carnivora",2.053013054,318.7681565718,FALSE
"Lutrogale_perspicillata_MUSTELIDAE_CARNIVORA","Lutrogale perspicillata","Lutrogale","Mustelidae","Carnivora",2.437393537,318.7681565708,FALSE
"Lyncodon_patagonicus_MUSTELIDAE_CARNIVORA","Lyncodon patagonicus","Lyncodon","Mustelidae","Carnivora",2.757642937,318.76815713944,FALSE
"Martes_americana_MUSTELIDAE_CARNIVORA","Martes americana","Martes","Mustelidae","Carnivora",1.310296827,318.7681567911,FALSE
"Martes_flavigula_MUSTELIDAE_CARNIVORA","Martes flavigula","Martes","Mustelidae","Carnivora",6.68652638,318.7681564751,FALSE
"Martes_foina_MUSTELIDAE_CARNIVORA","Martes foina","Martes","Mustelidae","Carnivora",4.227442478,318.7681558431,FALSE
"Martes_martes_MUSTELIDAE_CARNIVORA","Martes martes","Martes","Mustelidae","Carnivora",0.3244385246,318.768156507,FALSE
"Martes_melampus_MUSTELIDAE_CARNIVORA","Martes melampus","Martes","Mustelidae","Carnivora",1.204325998,318.7681565073,FALSE
"Martes_pennanti_MUSTELIDAE_CARNIVORA","Martes pennanti","Martes","Mustelidae","Carnivora",8.2823624,318.7681558442,FALSE
"Martes_zibellina_MUSTELIDAE_CARNIVORA","Martes zibellina","Martes","Mustelidae","Carnivora",0.3244385246,318.768156507,FALSE
"Meles_anakuma_MUSTELIDAE_CARNIVORA","Meles anakuma","Meles","Mustelidae","Carnivora",1.410258863,318.7681567921,FALSE
"Meles_leucurus_MUSTELIDAE_CARNIVORA","Meles leucurus","Meles","Mustelidae","Carnivora",1.410258863,318.7681567921,FALSE
"Meles_meles_MUSTELIDAE_CARNIVORA","Meles meles","Meles","Mustelidae","Carnivora",2.888257183,318.7681567921,FALSE
"Mellivora_capensis_MUSTELIDAE_CARNIVORA","Mellivora capensis","Mellivora","Mustelidae","Carnivora",13.05989214,318.7681564779,FALSE
"Melogale_cucphuongensis_MUSTELIDAE_CARNIVORA","Melogale cucphuongensis","Melogale","Mustelidae","Carnivora",3.357969995,318.7681586883,FALSE
