Species,species_as_published,specimen_as_published,area_as_published,n_specimens,stratum,GLI_pct,source,source_role,source_location,data_role
Macaca fascicularis,macaque,macaque 3,area44,1,supragranular,12.255,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Macaca fascicularis,macaque,macaque 3,area44,1,granular,12.954,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Macaca fascicularis,macaque,macaque 3,area44,1,infragranular,11.81,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Homo sapiens,human,human_B01,area45,1,all_layers,13.6406,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Homo sapiens,human,human_B01,area45,1,supragranular,13.219,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Homo sapiens,human,human_B01,area45,1,granular,15.11,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Homo sapiens,human,human_B01,area45,1,infragranular,14.223,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Homo sapiens,human,human_B06,area45,1,all_layers,13.8853,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Homo sapiens,human,human_B06,area45,1,supragranular,14.233,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Homo sapiens,human,human_B06,area45,1,granular,14.895,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Homo sapiens,human,human_B06,area45,1,infragranular,14.285,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Homo sapiens,human,human_B07,area45,1,all_layers,16.0507,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Homo sapiens,human,human_B07,area45,1,supragranular,17.224,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Homo sapiens,human,human_B07,area45,1,granular,19.788,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Homo sapiens,human,human_B07,area45,1,infragranular,16.169,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Homo sapiens,human,human_B10,area45,1,all_layers,12.755,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Homo sapiens,human,human_B10,area45,1,supragranular,12.275,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Homo sapiens,human,human_B10,area45,1,granular,13.995,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Homo sapiens,human,human_B10,area45,1,infragranular,13.216,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Pan paniscus,bonobo,bonobo,area45,1,all_layers,11.8088,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Pan paniscus,bonobo,bonobo,area45,1,supragranular,11.418,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Pan paniscus,bonobo,bonobo,area45,1,granular,13.748,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Pan paniscus,bonobo,bonobo,area45,1,infragranular,12.526,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Pan troglodytes,chimpanzee,chimpanzee,area45,1,all_layers,12.9307,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Pan troglodytes,chimpanzee,chimpanzee,area45,1,supragranular,13.355,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Pan troglodytes,chimpanzee,chimpanzee,area45,1,granular,14.025,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Pan troglodytes,chimpanzee,chimpanzee,area45,1,infragranular,13.059,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Gorilla gorilla,gorilla,gorilla,area45,1,all_layers,10.7239,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Gorilla gorilla,gorilla,gorilla,area45,1,supragranular,12.886,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Gorilla gorilla,gorilla,gorilla,area45,1,granular,12.729,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Gorilla gorilla,gorilla,gorilla,area45,1,infragranular,9.857,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Pongo pygmaeus,orangutan,orangutan,area45,1,all_layers,10.9554,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Pongo pygmaeus,orangutan,orangutan,area45,1,supragranular,13.562,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Pongo pygmaeus,orangutan,orangutan,area45,1,granular,11.024,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Pongo pygmaeus,orangutan,orangutan,area45,1,infragranular,10.006,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Hylobates lar,gibbon,gibbon,area45,1,all_layers,10.7986,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Hylobates lar,gibbon,gibbon,area45,1,supragranular,12.91,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Hylobates lar,gibbon,gibbon,area45,1,granular,13.007,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Hylobates lar,gibbon,gibbon,area45,1,infragranular,8.453,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Macaca fascicularis,macaque,macaque 1,area45,1,all_layers,9.4545,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Macaca fascicularis,macaque,macaque 1,area45,1,supragranular,11.889,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Macaca fascicularis,macaque,macaque 1,area45,1,granular,11.984,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Macaca fascicularis,macaque,macaque 1,area45,1,infragranular,8.294,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Macaca fascicularis,macaque,macaque 2,area45,1,all_layers,10.7222,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Macaca fascicularis,macaque,macaque 2,area45,1,supragranular,11.737,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Macaca fascicularis,macaque,macaque 2,area45,1,granular,12.061,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Macaca fascicularis,macaque,macaque 2,area45,1,infragranular,10.306,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Macaca fascicularis,macaque,macaque 3,area45,1,all_layers,11.5819,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Macaca fascicularis,macaque,macaque 3,area45,1,supragranular,12.526,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Macaca fascicularis,macaque,macaque 3,area45,1,granular,11.022,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Macaca fascicularis,macaque,macaque 3,area45,1,infragranular,11.769,PalomeroGallagher_Zilles_2018_TableS3,founder,"Supplementary Table S3 (mmc1.xlsx, sheet 'Table S3'); values pertain Fig. 12",primary
Homo sapiens,human,human,area13,1,all_layers,14.18,Semendeferi_etal_1998_TABLE4,added_this_pass,"Table 4 (""Grey-Level Index in area 13""); one right hemisphere per species, multiple measurement locations",primary
Homo sapiens,human,human,area13,1,supragranular,13.79,Semendeferi_etal_1998_TABLE4,added_this_pass,"Table 4 (""Grey-Level Index in area 13""); one right hemisphere per species, multiple measurement locations",primary
Homo sapiens,human,human,area13,1,granular,15.09,Semendeferi_etal_1998_TABLE4,added_this_pass,"Table 4 (""Grey-Level Index in area 13""); one right hemisphere per species, multiple measurement locations",primary
Homo sapiens,human,human,area13,1,infragranular,14.13,Semendeferi_etal_1998_TABLE4,added_this_pass,"Table 4 (""Grey-Level Index in area 13""); one right hemisphere per species, multiple measurement locations",primary
Pan troglodytes,chimpanzee,chimpanzee,area13,1,all_layers,18.63,Semendeferi_etal_1998_TABLE4,added_this_pass,"Table 4 (""Grey-Level Index in area 13""); one right hemisphere per species, multiple measurement locations",primary
Pan troglodytes,chimpanzee,chimpanzee,area13,1,supragranular,17.6,Semendeferi_etal_1998_TABLE4,added_this_pass,"Table 4 (""Grey-Level Index in area 13""); one right hemisphere per species, multiple measurement locations",primary
Pan troglodytes,chimpanzee,chimpanzee,area13,1,granular,19.37,Semendeferi_etal_1998_TABLE4,added_this_pass,"Table 4 (""Grey-Level Index in area 13""); one right hemisphere per species, multiple measurement locations",primary
Pan troglodytes,chimpanzee,chimpanzee,area13,1,infragranular,18.93,Semendeferi_etal_1998_TABLE4,added_this_pass,"Table 4 (""Grey-Level Index in area 13""); one right hemisphere per species, multiple measurement locations",primary
Pan paniscus,bonobo,bonobo,area13,1,all_layers,16.98,Semendeferi_etal_1998_TABLE4,added_this_pass,"Table 4 (""Grey-Level Index in area 13""); one right hemisphere per species, multiple measurement locations",primary
Pan paniscus,bonobo,bonobo,area13,1,supragranular,16.66,Semendeferi_etal_1998_TABLE4,added_this_pass,"Table 4 (""Grey-Level Index in area 13""); one right hemisphere per species, multiple measurement locations",primary
Pan paniscus,bonobo,bonobo,area13,1,granular,18.05,Semendeferi_etal_1998_TABLE4,added_this_pass,"Table 4 (""Grey-Level Index in area 13""); one right hemisphere per species, multiple measurement locations",primary
Pan paniscus,bonobo,bonobo,area13,1,infragranular,16.67,Semendeferi_etal_1998_TABLE4,added_this_pass,"Table 4 (""Grey-Level Index in area 13""); one right hemisphere per species, multiple measurement locations",primary
Gorilla gorilla,gorilla,gorilla,area13,1,all_layers,14.62,Semendeferi_etal_1998_TABLE4,added_this_pass,"Table 4 (""Grey-Level Index in area 13""); one right hemisphere per species, multiple measurement locations",primary
Gorilla gorilla,gorilla,gorilla,area13,1,supragranular,12.89,Semendeferi_etal_1998_TABLE4,added_this_pass,"Table 4 (""Grey-Level Index in area 13""); one right hemisphere per species, multiple measurement locations",primary
Gorilla gorilla,gorilla,gorilla,area13,1,granular,16.71,Semendeferi_etal_1998_TABLE4,added_this_pass,"Table 4 (""Grey-Level Index in area 13""); one right hemisphere per species, multiple measurement locations",primary
Gorilla gorilla,gorilla,gorilla,area13,1,infragranular,15.32,Semendeferi_etal_1998_TABLE4,added_this_pass,"Table 4 (""Grey-Level Index in area 13""); one right hemisphere per species, multiple measurement locations",primary
Pongo pygmaeus,orangutan,orangutan,area13,1,all_layers,18.55,Semendeferi_etal_1998_TABLE4,added_this_pass,"Table 4 (""Grey-Level Index in area 13""); one right hemisphere per species, multiple measurement locations",primary
Pongo pygmaeus,orangutan,orangutan,area13,1,supragranular,17.9,Semendeferi_etal_1998_TABLE4,added_this_pass,"Table 4 (""Grey-Level Index in area 13""); one right hemisphere per species, multiple measurement locations",primary
Pongo pygmaeus,orangutan,orangutan,area13,1,granular,19.68,Semendeferi_etal_1998_TABLE4,added_this_pass,"Table 4 (""Grey-Level Index in area 13""); one right hemisphere per species, multiple measurement locations",primary
Pongo pygmaeus,orangutan,orangutan,area13,1,infragranular,18.06,Semendeferi_etal_1998_TABLE4,added_this_pass,"Table 4 (""Grey-Level Index in area 13""); one right hemisphere per species, multiple measurement locations",primary
Hylobates lar,gibbon,gibbon,area13,1,all_layers,13.33,Semendeferi_etal_1998_TABLE4,added_this_pass,"Table 4 (""Grey-Level Index in area 13""); one right hemisphere per species, multiple measurement locations",primary
Hylobates lar,gibbon,gibbon,area13,1,supragranular,11.61,Semendeferi_etal_1998_TABLE4,added_this_pass,"Table 4 (""Grey-Level Index in area 13""); one right hemisphere per species, multiple measurement locations",primary
Hylobates lar,gibbon,gibbon,area13,1,granular,15.94,Semendeferi_etal_1998_TABLE4,added_this_pass,"Table 4 (""Grey-Level Index in area 13""); one right hemisphere per species, multiple measurement locations",primary
Hylobates lar,gibbon,gibbon,area13,1,infragranular,13.82,Semendeferi_etal_1998_TABLE4,added_this_pass,"Table 4 (""Grey-Level Index in area 13""); one right hemisphere per species, multiple measurement locations",primary
Macaca mulatta,macaque,macaque,area13,1,all_layers,18.36,Semendeferi_etal_1998_TABLE4,added_this_pass,"Table 4 (""Grey-Level Index in area 13""); one right hemisphere per species, multiple measurement locations",primary
Macaca mulatta,macaque,macaque,area13,1,supragranular,18.11,Semendeferi_etal_1998_TABLE4,added_this_pass,"Table 4 (""Grey-Level Index in area 13""); one right hemisphere per species, multiple measurement locations",primary
Macaca mulatta,macaque,macaque,area13,1,granular,18.73,Semendeferi_etal_1998_TABLE4,added_this_pass,"Table 4 (""Grey-Level Index in area 13""); one right hemisphere per species, multiple measurement locations",primary
Macaca mulatta,macaque,macaque,area13,1,infragranular,18.21,Semendeferi_etal_1998_TABLE4,added_this_pass,"Table 4 (""Grey-Level Index in area 13""); one right hemisphere per species, multiple measurement locations",primary
Homo sapiens,human,human,area10,1,all_layers,15.17,Semendeferi_etal_2001_TABLE3,added_this_pass,"Table 3 (""Grey-level index in area 10""); one right hemisphere per species, multiple measurement locations",primary
Homo sapiens,human,human,area10,1,supragranular,14.4,Semendeferi_etal_2001_TABLE3,added_this_pass,"Table 3 (""Grey-level index in area 10""); one right hemisphere per species, multiple measurement locations",primary
Homo sapiens,human,human,area10,1,granular,18.04,Semendeferi_etal_2001_TABLE3,added_this_pass,"Table 3 (""Grey-level index in area 10""); one right hemisphere per species, multiple measurement locations",primary
Homo sapiens,human,human,area10,1,infragranular,16.04,Semendeferi_etal_2001_TABLE3,added_this_pass,"Table 3 (""Grey-level index in area 10""); one right hemisphere per species, multiple measurement locations",primary
Pan troglodytes,chimpanzee,chimpanzee,area10,1,all_layers,17.52,Semendeferi_etal_2001_TABLE3,added_this_pass,"Table 3 (""Grey-level index in area 10""); one right hemisphere per species, multiple measurement locations",primary
Pan troglodytes,chimpanzee,chimpanzee,area10,1,supragranular,16.69,Semendeferi_etal_2001_TABLE3,added_this_pass,"Table 3 (""Grey-level index in area 10""); one right hemisphere per species, multiple measurement locations",primary
Pan troglodytes,chimpanzee,chimpanzee,area10,1,granular,18.45,Semendeferi_etal_2001_TABLE3,added_this_pass,"Table 3 (""Grey-level index in area 10""); one right hemisphere per species, multiple measurement locations",primary
Pan troglodytes,chimpanzee,chimpanzee,area10,1,infragranular,17.95,Semendeferi_etal_2001_TABLE3,added_this_pass,"Table 3 (""Grey-level index in area 10""); one right hemisphere per species, multiple measurement locations",primary
Pan paniscus,bonobo,bonobo,area10,1,all_layers,18.17,Semendeferi_etal_2001_TABLE3,added_this_pass,"Table 3 (""Grey-level index in area 10""); one right hemisphere per species, multiple measurement locations",primary
Pan paniscus,bonobo,bonobo,area10,1,supragranular,18.95,Semendeferi_etal_2001_TABLE3,added_this_pass,"Table 3 (""Grey-level index in area 10""); one right hemisphere per species, multiple measurement locations",primary
Pan paniscus,bonobo,bonobo,area10,1,granular,21.6,Semendeferi_etal_2001_TABLE3,added_this_pass,"Table 3 (""Grey-level index in area 10""); one right hemisphere per species, multiple measurement locations",primary
Pan paniscus,bonobo,bonobo,area10,1,infragranular,16.21,Semendeferi_etal_2001_TABLE3,added_this_pass,"Table 3 (""Grey-level index in area 10""); one right hemisphere per species, multiple measurement locations",primary
Gorilla gorilla,gorilla,gorilla,area10,1,all_layers,15.87,Semendeferi_etal_2001_TABLE3,added_this_pass,"Table 3 (""Grey-level index in area 10""); one right hemisphere per species, multiple measurement locations",primary
