status,join_key,category,species_file,species_sup,n_measure_mismatch,n_expected_correction,brain_vv,neo_vv,V1_vv,LGN_vv,species_as_published,neocortex_was_corrected,brain_sup,neo_sup,V1_sup,LGN_sup,brain_match,neo_match,V1_match,LGN_match,neo_expected_correction
matched_by_species,hylobates lar,Simians,Hylobates lar,Hylobates lar,0,0,102.3166023166023,68.3,4.086661308023756,0.16623885567803018,Hylobates lar,FALSE,102.3,68.3,4.1,0.166,TRUE,TRUE,TRUE,TRUE,FALSE
matched_by_species,indri indri,Prosimians,Indri indri,Indri indri,0,1,36.96911196911197,19.1,1.6479999999999997,0.09450000000000001,Indri indri,TRUE,37,20.114,1.6,0.095,TRUE,NA,TRUE,TRUE,TRUE
matched_by_species,lagothrix lagotricha,Simians,Lagothix lagathricha,Lagothix lagothricha,0,0,97.49034749034752,65.87299999999999,4.855999999999999,0.164,Lagothix lagathricha,FALSE,97.5,65.9,4.9,0.164,TRUE,TRUE,TRUE,TRUE,FALSE
matched_by_species,lepilemur ruficaudatus,Prosimians,Lepilemur ruficaudatus,Lepilemur ruficaudatus,0,1,7.335907335907336,11.3,0.326,0.015599999999999996,Lepilemur ruficaudatus,TRUE,7.3,3.282,0.3,0.016,TRUE,NA,TRUE,TRUE,TRUE
matched_by_species,lophocebus albigena,Simians,Lophocebus albigena,Lophocebus albigena,0,0,100.38610038610038,68.733,5.42,0.182,Lophocebus albigena,FALSE,100.4,68.7,5.4,0.182,TRUE,TRUE,TRUE,TRUE,FALSE
matched_by_species,loris tardigradus,Prosimians,Loris tardigradius,Loris tardigradus,0,1,6.37065637065637,24.4,0.529,0.0246,Loris tardigradius,TRUE,6.4,3.524,0.5,0.025,TRUE,NA,TRUE,TRUE,TRUE
matched_by_species,macaca fascicularis,Simians,Macaca fascicularis,Macaca fascicularis,0,0,55.59845559845561,NA,2.7133462286847085,0.09188610764995048,Macaca fascicularis,FALSE,55.6,NA,2.7,0.092,TRUE,TRUE,TRUE,TRUE,FALSE
matched_by_species,macaca mulatta,Simians,Macaca mulatta,Macaca mulatta,0,0,89.76833976833977,63.482,5.343,0.15800000000000003,Macaca mulatta,FALSE,89.8,63.5,5.3,0.158,TRUE,TRUE,TRUE,TRUE,FALSE
matched_by_species,microcebus murinus,Prosimians,Microcebus murinus,Microcebus murinus,0,1,1.718146718146718,17,0.139,0.0070999999999999995,Microcebus murinus,TRUE,1.7,0.74,0.1,0.007,TRUE,NA,TRUE,TRUE,TRUE
matched_by_species,miopithecus talapoin,Simians,Miopithecus talapoin,Miopithecus talapoin,0,0,38.61003861003861,26.427,2.3389999999999995,0.109,Miopithecus talapoin,FALSE,38.6,26.4,2.3,0.109,TRUE,TRUE,TRUE,TRUE,FALSE
matched_by_species,nycticebus coucang,Prosimians,Nycticebus coucang,Nycticebus coucang,0,1,12.065637065637066,23.3,0.6959999999999998,0.0359,Nycticebus coucang,TRUE,12.1,6.192,0.7,0.036,TRUE,NA,TRUE,TRUE,TRUE
matched_by_species,otolemur crassicaudatus,Prosimians,Otolemur crassicaudatus,Otolemur crassicaudatus,0,1,9.942084942084946,17.1,0.47900000000000004,0.023199999999999995,Otolemur crassicaudatus,TRUE,9.9,4.723,0.5,0.023,TRUE,NA,TRUE,TRUE,TRUE
matched_by_species,pan paniscus,Simians,Pan paniscus,Pan paniscus,0,0,338.8030888030889,246.7,11.6064643411402,0.2751401190583783,Pan paniscus,FALSE,338.8,246.7,11.6,0.275,TRUE,TRUE,TRUE,TRUE,FALSE
matched_by_species,pan troglodytes,Simians,Pan troglodytes,Pan troglodytes,0,0,319.67070914053664,264.65,8.268303209130629,0.25073850270002573,Pan troglodytes,FALSE,319.7,264.7,8.3,0.251,TRUE,TRUE,TRUE,TRUE,FALSE
matched_by_species,papio anubis,Simians,Papio anubis,Papio anubis,0,0,194.01544401544405,140.142,10.001000000000001,0.395,Papio anubis,FALSE,194,140.1,10,0.395,TRUE,TRUE,TRUE,TRUE,FALSE
matched_by_species,perodicticus potto,Prosimians,Perodicticus potto,Perodicticus potto,0,1,13.513513513513512,19.7,0.495,0.0243,Perodicticus potto,TRUE,13.5,6.683,0.5,0.024,TRUE,NA,TRUE,TRUE,TRUE
matched_by_species,piliocolobus badius,Simians,Procolobus badius,Procolobus badius,0,0,75.2895752895753,50.906000000000006,3.0529999999999995,0.128,Procolobus badius,FALSE,75.3,50.9,3.1,0.128,TRUE,TRUE,TRUE,TRUE,FALSE
matched_by_species,pithecia monachus,Simians,Pithecus monachus,Pithecia monachus,0,0,33.783783783783775,21.028,1.679,0.07629999999999998,Pithecus monachus,FALSE,33.8,21,1.7,0.076,TRUE,TRUE,TRUE,TRUE,FALSE
matched_by_species,plecturocebus moloch,Simians,Callicebus moloch,Callicebus moloch,0,0,18.339768339768337,11.163,1.2009999999999998,0.05420000000000001,Callicebus moloch,FALSE,18.3,11.2,1.2,0.054,TRUE,TRUE,TRUE,TRUE,FALSE
matched_by_species,pongo pygmaeus,Simians,Pongo pygmaeus,Pongo pygmaeus,0,0,371.2998712998713,269.23333333333335,8.23371068590795,0.2591210981128314,Pongo pygmaeus,FALSE,371.3,269.2,8.2,0.259,TRUE,TRUE,TRUE,TRUE,FALSE
matched_by_species,propithecus verreauxi,Prosimians,Propithecus verreauxi,Propithecus verreauxi,0,1,25.772200772200772,18.5,1.106,0.0645,Propithecus verreauxi,TRUE,25.8,13.17,1.1,0.065,TRUE,NA,TRUE,TRUE,TRUE
matched_by_species,saguinus midas,Simians,Sanguinus midas,Saguinus midas,0,0,9.942084942084946,5.883,0.8410000000000001,0.036,Sanguinus midas,FALSE,9.9,5.9,0.8,0.036,TRUE,TRUE,TRUE,TRUE,FALSE
matched_by_species,saguinus oedipus,Simians,Sanguinus oedipus,Saguinus oedipus,0,0,9.652509652509657,5.893999999999999,0.807,0.0342,Sanguinus oedipus,FALSE,9.7,5.9,0.8,0.034,TRUE,TRUE,TRUE,TRUE,FALSE
matched_by_species,saimiri sciureus,Simians,Saimiri sciureus,Saimiri sciureus,0,0,23.166023166023166,15.540999999999999,1.8839999999999997,0.0629,Saimiri sciureus,FALSE,23.2,15.5,1.9,0.063,TRUE,TRUE,TRUE,TRUE,FALSE
matched_by_species,symphalangus syndactylus,Simians,Symphalangus syndactylus,Symphalangus syndactylus,0,0,133.8803088803089,NA,5.468918274753932,NA,Syndactylus symphalangus,FALSE,133.9,NA,5.5,NA,TRUE,TRUE,TRUE,TRUE,FALSE
matched_by_species,tarsius syrichta,Prosimians,Tarsius syrichta,Tarsius syrichta,0,1,3.4749034749034746,23.1,0.349,0.020799999999999996,Tarsius syrichta,TRUE,3.5,1.768,0.3,0.021,TRUE,NA,TRUE,TRUE,TRUE
matched_by_species,varecia variegata,Prosimians,Varecia variegata,Varecia variegata,0,1,30.405405405405403,23.8,1.7449999999999999,0.0689,Varecia variegata,TRUE,30.4,15.293,1.7,0.069,TRUE,NA,TRUE,TRUE,TRUE
outside_deSousa_2010 (Stephan/Frahm rows in the comparison file),crocidura flavescens,0943,Crocidura flavescens,NA,0,0,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
outside_deSousa_2010 (Stephan/Frahm rows in the comparison file),crocidura giffardi,0952,Crocidura giffardi,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
outside_deSousa_2010 (Stephan/Frahm rows in the comparison file),crocidura russula,1071,Crocidura russula,NA,0,0,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
outside_deSousa_2010 (Stephan/Frahm rows in the comparison file),crocidura suaveolens,1085,Crocidura suaveolens,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
outside_deSousa_2010 (Stephan/Frahm rows in the comparison file),desmana moschata,1205,Desmana moschata,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
outside_deSousa_2010 (Stephan/Frahm rows in the comparison file),echinops telfairi,0585,Echinops telfairi,NA,0,0,NA,NA,NA,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
outside_deSousa_2010 (Stephan/Frahm rows in the comparison file),erinaceus algirus,0689,Erinaceus algirus,NA,0,0,NA,NA,NA,5.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
outside_deSousa_2010 (Stephan/Frahm rows in the comparison file),erinaceus europaeus,0695,Erinaceus europaeus,NA,0,0,NA,NA,NA,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
outside_deSousa_2010 (Stephan/Frahm rows in the comparison file),galemys pyrenaicus,1207,Galemys pyrenaicus,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
outside_deSousa_2010 (Stephan/Frahm rows in the comparison file),hemicentetes semispin.,0581,Hemicentetes semispin.,NA,0,0,NA,NA,NA,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
outside_deSousa_2010 (Stephan/Frahm rows in the comparison file),hemiechinus auritus,0701,Hemiechinus auritus,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
outside_deSousa_2010 (Stephan/Frahm rows in the comparison file),neomys fodiens,0839,Neomys fodiens,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
outside_deSousa_2010 (Stephan/Frahm rows in the comparison file),setifer setosus,0579,Setifer setosus,NA,0,0,NA,NA,NA,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
outside_deSousa_2010 (Stephan/Frahm rows in the comparison file),sorex araneus,0715,Sorex araneus,NA,0,0,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
outside_deSousa_2010 (Stephan/Frahm rows in the comparison file),sorex minutus,0769,Sorex minutus,NA,0,0,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
outside_deSousa_2010 (Stephan/Frahm rows in the comparison file),suncus murinus,1137,Suncus murinus,NA,0,0,NA,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
outside_deSousa_2010 (Stephan/Frahm rows in the comparison file),talpa europaea,1215,Talpa europaea,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
outside_deSousa_2010 (Stephan/Frahm rows in the comparison file),tenrec ecaudatus,0577,Tenrec ecaudatus,NA,0,0,NA,NA,NA,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
outside_deSousa_2010 (Stephan/Frahm rows in the comparison file),tupaia glis,Scandentia,Tupaia glis,NA,0,0,NA,NA,0.10199999999999998,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
outside_deSousa_2010 (Stephan/Frahm rows in the comparison file),tupaia minor,Scandentia,Tupaia minor,NA,0,0,NA,NA,0.125,9.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
outside_deSousa_2010 (Stephan/Frahm rows in the comparison file),urogale everetti,Scandentia,Urogale everetti,NA,0,0,NA,NA,0.127,9.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
