Genus;Species;Location;Subject;Sex;Age;#insertions;Notes on insertions;#bouts;HI;AbsHI;z-score;Category;References;General notes;Clade
Pan;troglodytes;see Hopkins et al., 2011;Phoebe;f;adult;NA;# insertions > 30;NA;0.716981132;0.716981132;7.381772554;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Chrystal;f;adult;NA;# insertions > 30;NA;-1;1;-5;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Cora;f;adult;NA;# insertions > 30;NA;0.862068966;0.862068966;6.565321643;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Evonne;f;adult;NA;# insertions > 30;NA;0.142857143;0.142857143;1.463850109;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Flo;f;adult;NA;# insertions > 30;NA;-0.079365079;0.079365079;-0.629940788;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Irma;f;adult;NA;# insertions > 30;NA;0.433962264;0.433962264;3.159292971;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Julie;f;adult;NA;# insertions > 30;NA;-0.733333333;0.733333333;-4.91934955;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Karla;f;adult;NA;# insertions > 30;NA;0.114754098;0.114754098;0.89625816;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Kate;f;adult;NA;# insertions > 30;NA;-0.708333333;0.708333333;-4.907477288;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Kirsten;f;adult;NA;# insertions > 30;NA;0.913043478;0.913043478;7.584308744;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Montessa;f;adult;NA;# insertions > 30;NA;-0.065217391;0.065217391;-0.625543242;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Pearl;f;adult;NA;# insertions > 30;NA;-0.568965517;0.568965517;-6.12794616;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Susie;f;adult;NA;# insertions > 30;NA;0.36;0.36;2.545584412;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;boo;f;adult;NA;# insertions > 30;NA;0.97;0.97;9.55;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;tatu;f;adult;NA;# insertions > 30;NA;-0.12;0.12;-1.59;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Angie;f;adult;NA;# insertions > 30;NA;0.126760563;0.126760563;1.068103492;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Ann;f;adult;NA;# insertions > 30;NA;0.964912281;0.964912281;7.284927964;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Bernadet;f;adult;NA;# insertions > 30;NA;1;1;7.141428429;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Checheku;f;adult;NA;# insertions > 30;NA;-0.102040816;0.102040816;-1.010152545;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Cheopi;f;adult;NA;# insertions > 30;NA;0.900990099;0.900990099;9.054838431;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Chrissy;f;adult;NA;# insertions > 30;NA;0.052631579;0.052631579;0.397359707;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Chuhia;f;adult;NA;# insertions > 30;NA;0.666666667;0.666666667;5.656854249;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Dahpi;f;adult;NA;# insertions > 30;NA;-0.803921569;0.803921569;-5.741148345;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Eesha;f;adult;NA;# insertions > 30;NA;0.894736842;0.894736842;5.515528318;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Kakaichu;f;adult;NA;# insertions > 30;NA;0.784615385;0.784615385;6.325771464;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Kia;f;adult;NA;# insertions > 30;NA;0.59375;0.59375;4.75;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Kiht;f;adult;NA;# insertions > 30;NA;-0.257142857;0.257142857;-1.521277659;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Mahi;f;adult;NA;# insertions > 30;NA;0.961904762;0.961904762;9.856590737;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Ma'ishpa;f;adult;NA;# insertions > 30;NA;0.72;0.72;5.091168825;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Nahagio;f;adult;NA;# insertions > 30;NA;-0.666666667;0.666666667;-5.416025603;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Nahja;f;adult;NA;# insertions > 30;NA;-0.125;0.125;-0.707106781;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Oki;f;adult;NA;# insertions > 30;NA;1;1;7.071067812;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Pahstihl;f;adult;NA;# insertions > 30;NA;-0.075757576;0.075757576;-0.87038828;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Patti;f;adult;NA;# insertions > 30;NA;-0.028571429;0.028571429;-0.239045722;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Quincy;f;adult;NA;# insertions > 30;NA;0.64516129;0.64516129;5.08000508;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Sahba;f;adult;NA;# insertions > 30;NA;0.988700565;0.988700565;13.15380549;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Suhna;f;adult;NA;# insertions > 30;NA;1;1;7.937253933;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Tang;f;adult;NA;# insertions > 30;NA;0.890243902;0.890243902;11.40068462;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Tulik;f;adult;NA;# insertions > 30;NA;0.014925373;0.014925373;0.122169444;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Bria;f;adult;NA;# insertions > 30;NA;0.411764706;0.411764706;2.400980192;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Mandy;f;adult;NA;# insertions > 30;NA;-0.68;0.68;-4.808326112;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Polly;f;adult;NA;# insertions > 30;NA;-1;1;-7.681145748;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Lana;f;adult;NA;# insertions > 30;NA;0.275;0.275;2.459674775;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Panzee;f;adult;NA;# insertions > 30;NA;0.625;0.625;5.590169944;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Sara;f;adult;NA;# insertions > 30;NA;0.025;0.025;0.223606798;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Wenka;f;adult;NA;# insertions > 30;NA;1;1;7.348469228;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Martha;f;adult;NA;# insertions > 30;NA;-0.5;0.5;-4.69041576;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Beta;f;juvenile;NA;# insertions > 30;NA;0.546666667;0.546666667;4.734272207;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Cassie;f;juvenile;NA;# insertions > 30;NA;-0.185185185;0.185185185;-1.360827635;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Cecelia;f;juvenile;NA;# insertions > 30;NA;0.614035088;0.614035088;4.63586325;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Cybill;f;juvenile;NA;# insertions > 30;NA;-0.459459459;0.459459459;-2.794782784;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Hannah;f;juvenile;NA;# insertions > 30;NA;0.282051282;0.282051282;1.761409692;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Hodari;f;juvenile;NA;# insertions > 30;NA;1;1;4.242640687;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Jana;f;juvenile;NA;# insertions > 30;NA;0.914893617;0.914893617;6.272194634;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Josie;f;juvenile;NA;# insertions > 30;NA;-0.265822785;0.265822785;-2.362684592;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Monique;f;juvenile;NA;# insertions > 30;NA;-0.857142857;0.857142857;-5.554920599;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Sophie;f;juvenile;NA;# insertions > 30;NA;0.558441558;0.558441558;4.900304788;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Tasha;f;juvenile;NA;# insertions > 30;NA;1;1;8.124038405;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Trudy;f;juvenile;NA;# insertions > 30;NA;0.482758621;0.482758621;3.67658012;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Becca;f;juvenile;NA;# insertions > 30;NA;-0.282051282;0.282051282;-1.761409692;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Gracie;f;juvenile;NA;# insertions > 30;NA;-0.325301205;0.325301205;-2.96363502;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;India;f;juvenile;NA;# insertions > 30;NA;1;1;5;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Iris;f;juvenile;NA;# insertions > 30;NA;0.84;0.84;7.274613392;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Kaya;f;juvenile;NA;# insertions > 30;NA;-0.444444444;0.444444444;-2.666666667;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Maxie;f;juvenile;NA;# insertions > 30;NA;0.746478873;0.746478873;6.289942788;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Oreo;f;juvenile;NA;# insertions > 30;NA;0.287671233;0.287671233;2.457864091;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Roxanne;f;juvenile;NA;# insertions > 30;NA;-0.904761905;0.904761905;-8.292279829;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Sheena;f;juvenile;NA;# insertions > 30;NA;0.949367089;0.949367089;8.438159257;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Tracey;f;juvenile;NA;# insertions > 30;NA;-0.014084507;0.014084507;-0.118678166;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Tulip;f;juvenile;NA;# insertions > 30;NA;-0.025;0.025;-0.223606798;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Abby;f;juvenile;NA;# insertions > 30;NA;0.333333333;0.333333333;4.86483984;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Agatha;f;juvenile;NA;# insertions > 30;NA;0.520467836;0.520467836;6.806000105;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Alicia;f;juvenile;NA;# insertions > 30;NA;-0.23255814;0.23255814;-2.156655464;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Brandy;f;juvenile;NA;# insertions > 30;NA;-0.188235294;0.188235294;-2.454287964;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Buffy;f;juvenile;NA;# insertions > 30;NA;0.54973822;0.54973822;7.597533356;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Cathy;f;juvenile;NA;# insertions > 30;NA;-0.520661157;0.520661157;-5.727272727;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Daisey;f;juvenile;NA;# insertions > 30;NA;0.168421053;0.168421053;2.321524;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Dara;f;juvenile;NA;# insertions > 30;NA;-0.201342282;0.201342282;-3.475706678;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Dona;f;juvenile;NA;# insertions > 30;NA;0.322033898;0.322033898;3.498183548;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Elvira;f;juvenile;NA;# insertions > 30;NA;-0.090909091;0.090909091;-1.12815215;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Fiona;f;juvenile;NA;# insertions > 30;NA;0.068783069;0.068783069;0.945610858;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Jamie;f;juvenile;NA;# insertions > 30;NA;0.11627907;0.11627907;1.867718419;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Jewelle;f;juvenile;NA;# insertions > 30;NA;0.350253807;0.350253807;4.916046449;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Kerri;f;juvenile;NA;# insertions > 30;NA;0.178571429;0.178571429;2.314550249;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Missy;f;juvenile;NA;# insertions > 30;NA;0.56;0.56;5.6;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Natasha;f;juvenile;NA;# insertions > 30;NA;-0.030769231;0.030769231;-0.350823208;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Polyanna;f;juvenile;NA;# insertions > 30;NA;-0.423423423;0.423423423;-6.308866919;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Ranette;f;juvenile;NA;# insertions > 30;NA;0.383458647;0.383458647;4.422260845;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Rita;f;juvenile;NA;# insertions > 30;NA;0.956043956;0.956043956;9.120078079;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Rustie;f;juvenile;NA;# insertions > 30;NA;0.402597403;0.402597403;3.53277787;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Suwannee;f;juvenile;NA;# insertions > 30;NA;0.32;0.32;5.986651819;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Sylvia;f;juvenile;NA;# insertions > 30;NA;0.054187192;0.054187192;0.772048647;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Virginia;f;juvenile;NA;# insertions > 30;NA;0.192546584;0.192546584;2.443142259;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Waga;f;juvenile;NA;# insertions > 30;NA;0.163636364;0.163636364;1.716232661;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Wilma;f;juvenile;NA;# insertions > 30;NA;0.516245487;0.516245487;8.592037284;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Amanda;f;juvenile;NA;# insertions > 30;NA;-0.311320755;0.311320755;-4.53289861;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Angela;f;juvenile;NA;# insertions > 30;NA;-0.211267606;0.211267606;-1.780172487;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Bertha;f;juvenile;NA;# insertions > 30;NA;0.954022989;0.954022989;8.898534039;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Brodie;f;juvenile;NA;# insertions > 30;NA;0.304;0.304;4.806662043;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Bunny;f;juvenile;NA;# insertions > 30;NA;0.149606299;0.149606299;1.685977368;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Callie;f;juvenile;NA;# insertions > 30;NA;-0.46529563;0.46529563;-9.177064291;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Carole;f;juvenile;NA;# insertions > 30;NA;0.384615385;0.384615385;1.961161351;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Chrissy;f;juvenile;NA;# insertions > 30;NA;0.618181818;0.618181818;6.483545607;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Debbie;f;juvenile;NA;# insertions > 30;NA;-0.166666667;0.166666667;-1.632993162;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Edwina;f;juvenile;NA;# insertions > 30;NA;0.007692308;0.007692308;0.124034735;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Evelyne;f;juvenile;NA;# insertions > 30;NA;0.6;0.6;9.581231654;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Faye;f;juvenile;NA;# insertions > 30;NA;0.328621908;0.328621908;5.528276174;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Frannie;f;juvenile;NA;# insertions > 30;NA;0.642857143;0.642857143;4.810702354;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Janice;f;juvenile;NA;# insertions > 30;NA;0.414634146;0.414634146;3.754671887;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Jesse;f;juvenile;NA;# insertions > 30;NA;0.178343949;0.178343949;3.160262829;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Julie;f;juvenile;NA;# insertions > 30;NA;0.365853659;0.365853659;4.057513356;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Kasey;f;juvenile;NA;# insertions > 30;NA;-0.376344086;0.376344086;-3.629330932;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Katrina;f;juvenile;NA;# insertions > 30;NA;-0.703703704;0.703703704;-14.62620682;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Kengee;f;juvenile;NA;# insertions > 30;NA;-0.410958904;0.410958904;-7.022468832;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Lee;f;juvenile;NA;# insertions > 30;NA;0.335443038;0.335443038;5.962965875;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Lillie;f;juvenile;NA;# insertions > 30;NA;0.565217391;0.565217391;2.710687383;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Lindsey;f;juvenile;NA;# insertions > 30;NA;0.245283019;0.245283019;1.785687331;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Lizzie;f;juvenile;NA;# insertions > 30;NA;0.313432836;0.313432836;2.565558331;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Mega;f;juvenile;NA;# insertions > 30;NA;0.113043478;0.113043478;1.714389231;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Rebecca;f;juvenile;NA;# insertions > 30;NA;-0.293814433;0.293814433;-5.787473141;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Rosemary;f;juvenile;NA;# insertions > 30;NA;0.666666667;0.666666667;2.828427125;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Sabrina;f;juvenile;NA;# insertions > 30;NA;0.226666667;0.226666667;1.962990915;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Sheena;f;juvenile;NA;# insertions > 30;NA;0.15942029;0.15942029;1.872764368;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Shirley;f;juvenile;NA;# insertions > 30;NA;0.151162791;0.151162791;1.982481414;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Sierra;f;juvenile;NA;# insertions > 30;NA;0.471698113;0.471698113;3.434014099;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Valerie;f;juvenile;NA;# insertions > 30;NA;0.034482759;0.034482759;0.262612866;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Zana;f;juvenile;NA;# insertions > 30;NA;0.314285714;0.314285714;1.85933936;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Rowena;f;juvenile;NA;# insertions > 30;NA;0.692883895;0.692883895;11.32181614;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Hazel;f;juvenile;NA;# insertions > 30;NA;0.15;0.15;1.341640786;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Alissa;f;juvenile;NA;# insertions > 30;NA;-0.504;0.504;-5.634891303;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Blossom;f;juvenile;NA;# insertions > 30;NA;-0.843137255;0.843137255;-6.021204361;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Jo Ellen;f;juvenile;NA;# insertions > 30;NA;0.728813559;0.728813559;5.598123172;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Frances;f;juvenile;NA;# insertions > 30;NA;0.866666667;0.866666667;5.813776741;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Josefina;f;juvenile;NA;# insertions > 30;NA;-0.703703704;0.703703704;-6.333333333;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Cleopatr;f;juvenile;NA;# insertions > 30;NA;-0.105263158;0.105263158;-0.917662935;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Jolene;f;juvenile;NA;# insertions > 30;NA;-0.730769231;0.730769231;-5.269651864;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Kaela;f;juvenile;NA;# insertions > 30;NA;-0.058823529;0.058823529;-0.420084025;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Maureen;f;juvenile;NA;# insertions > 30;NA;-0.230769231;0.230769231;-1.664100589;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Ruble;f;juvenile;NA;# insertions > 30;NA;0.153846154;0.153846154;1.109400392;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Jill;f;juvenile;NA;# insertions > 30;NA;0.709090909;0.709090909;5.258758927;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Caitlin;f;juvenile;NA;# insertions > 30;NA;-0.815384615;0.815384615;-6.573840933;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Erika;f;juvenile;NA;# insertions > 30;NA;-0.576923077;0.576923077;-4.160251472;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Novella;f;juvenile;NA;# insertions > 30;NA;0.259259259;0.259259259;1.905158689;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Pebbles;f;juvenile;NA;# insertions > 30;NA;-0.402985075;0.402985075;-3.298574998;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Martha;f;juvenile;NA;# insertions > 30;NA;-0.354166667;0.354166667;-3.470110469;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Ginnie;f;juvenile;NA;# insertions > 30;NA;0.901639344;0.901639344;7.042028396;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Pansy;f;juvenile;NA;# insertions > 30;NA;-1;1;-9.219544457;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Fancy;f;juvenile;NA;# insertions > 30;NA;-0.733333333;0.733333333;-4.91934955;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Kelsey;f;juvenile;NA;# insertions > 30;NA;-0.391304348;0.391304348;-3.250418033;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Nicki;f;juvenile;NA;# insertions > 30;NA;0.066666667;0.066666667;0.577350269;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Ahni;f;juvenile;NA;# insertions > 30;NA;-0.961538462;0.961538462;-6.933752453;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Sindee;f;juvenile;NA;# insertions > 30;NA;0.355932203;0.355932203;2.733967131;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Azalea;f;juvenile;NA;# insertions > 30;NA;-0.375;0.375;-3.354101966;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Christa;f;juvenile;NA;# insertions > 30;NA;-0.125;0.125;-1.118033989;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Liza;f;juvenile;NA;# insertions > 30;NA;1;1;8.94427191;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Tara;f;juvenile;NA;# insertions > 30;NA;0.45;0.45;4.024922359;right;Hopkins et al., 2011;;Hominoidea
