Genus;Species;Location;Subject;Sex;Age;#insertions;Notes on insertions;#bouts;HI;AbsHI;z-score;Category;References;General notes;Clade
Pan;troglodytes;see Hopkins et al., 2011;Samantha;f;juvenile;NA;# insertions > 30;NA;0.106060606;0.106060606;0.174077656;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Alex;m;adult;NA;# insertions > 30;NA;0.154929577;0.154929577;1.305459824;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Eric;m;adult;NA;# insertions > 30;NA;-0.176470588;0.176470588;-1.028991511;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Kudzu;m;adult;NA;# insertions > 30;NA;0.625;0.625;4.330127019;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Leroy;m;adult;NA;# insertions > 30;NA;1;1;8.306623863;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Punch;m;adult;NA;# insertions > 30;NA;-0.069767442;0.069767442;-0.457495711;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Samson;m;adult;NA;# insertions > 30;NA;-0.547169811;0.547169811;-3.983456355;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Spider;m;adult;NA;# insertions > 30;NA;-0.432098765;0.432098765;-3.888888889;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Ajax;m;adult;NA;# insertions > 30;NA;0.181818182;0.181818182;1.477097892;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Joey;m;adult;NA;# insertions > 30;NA;-0.3;0.3;-2.323790008;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Lacey;m;adult;NA;# insertions > 30;NA;0.333333333;0.333333333;2.160246899;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Skeeter;m;adult;NA;# insertions > 30;NA;0.28;0.28;1.979898987;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Big Dadd;m;adult;NA;# insertions > 30;NA;0.754385965;0.754385965;5.695489135;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;CJ;m;adult;NA;# insertions > 30;NA;0.893617021;0.893617021;8.663938469;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Cordova;m;adult;NA;# insertions > 30;NA;-0.342857143;0.342857143;-2.868548662;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Gimp;m;adult;NA;# insertions > 30;NA;0.222222222;0.222222222;1.885618083;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Grandpa;m;adult;NA;# insertions > 30;NA;0;0;0;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Gremlin;m;adult;NA;# insertions > 30;NA;-0.951219512;0.951219512;-6.090776714;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Maynard;m;adult;NA;# insertions > 30;NA;-0.671641791;0.671641791;-5.497624996;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Moose;m;adult;NA;# insertions > 30;NA;0.818181818;0.818181818;5.427204202;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Pacer;m;adult;NA;# insertions > 30;NA;0.485714286;0.485714286;2.873524466;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Perry;m;adult;NA;# insertions > 30;NA;0.846153846;0.846153846;3.050851079;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Pierre;m;adult;NA;# insertions > 30;NA;-0.733333333;0.733333333;-4.016632088;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Pug;m;adult;NA;# insertions > 30;NA;-0.808219178;0.808219178;-6.905427685;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Simon;m;adult;NA;# insertions > 30;NA;0.136363636;0.136363636;0.904534034;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Zippy;m;adult;NA;# insertions > 30;NA;-0.416666667;0.416666667;-2.886751346;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Amos;m;adult;NA;# insertions > 30;NA;0.357142857;0.357142857;4.629100499;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Artifact;m;adult;NA;# insertions > 30;NA;-1;1;-4;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Brian;m;adult;NA;# insertions > 30;NA;0.410714286;0.410714286;4.34659144;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Kipper;m;adult;NA;# insertions > 30;NA;0.262411348;0.262411348;3.115962108;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Lux;m;adult;NA;# insertions > 30;NA;0.488372093;0.488372093;6.404939954;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Ossobaw;m;adult;NA;# insertions > 30;NA;0.139318885;0.139318885;2.503866978;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Phillip;m;adult;NA;# insertions > 30;NA;0.501730104;0.501730104;8.529411765;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Rufus;m;adult;NA;# insertions > 30;NA;0.172131148;0.172131148;2.688774479;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Sam;m;adult;NA;# insertions > 30;NA;0.827868852;0.827868852;12.93172487;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Storer;m;adult;NA;# insertions > 30;NA;0.340425532;0.340425532;3.300547988;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Boisfeul;m;adult;NA;# insertions > 30;NA;0.777777778;0.777777778;13.40397951;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Brent;m;adult;NA;# insertions > 30;NA;-0.243243243;0.243243243;-3.624242698;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Clint;m;adult;NA;# insertions > 30;NA;0.431009957;0.431009957;11.42786144;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Columbus;m;adult;NA;# insertions > 30;NA;0.714285714;0.714285714;5.669467095;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Duncan;m;adult;NA;# insertions > 30;NA;0.799196787;0.799196787;12.61111259;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;J. Carte;m;adult;NA;# insertions > 30;NA;0.814634146;0.814634146;16.49508426;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Jorg;m;adult;NA;# insertions > 30;NA;-0.710144928;0.710144928;-11.7978136;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Merv;m;adult;NA;# insertions > 30;NA;0.849180328;0.849180328;14.83029686;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Mort;m;adult;NA;# insertions > 30;NA;0.360774818;0.360774818;7.331810686;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Pamela;m;adult;NA;# insertions > 30;NA;0.324840764;0.324840764;4.070243111;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Puddin;m;adult;NA;# insertions > 30;NA;0.590214067;0.590214067;10.67292439;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Woody;m;adult;NA;# insertions > 30;NA;0.660377358;0.660377358;9.615239476;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Zeb;m;adult;NA;# insertions > 30;NA;-0.458333333;0.458333333;-3.175426481;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Hex;m;adult;NA;# insertions > 30;NA;0.488888889;0.488888889;4.638007235;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Hoboh;m;adult;NA;# insertions > 30;NA;-1;1;-9.591663047;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Iyk;m;adult;NA;# insertions > 30;NA;-0.557971014;0.557971014;-9.269710688;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Jiggs;m;adult;NA;# insertions > 30;NA;-0.789473684;0.789473684;-5.960395607;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Jimoh;m;adult;NA;# insertions > 30;NA;0.666666667;0.666666667;2.309401077;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Phineus;m;adult;NA;# insertions > 30;NA;-0.276995305;0.276995305;-4.042613388;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Rogger;m;adult;NA;# insertions > 30;NA;-0.1;0.1;-1.673320053;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Hank Jr.;m;adult;NA;# insertions > 30;NA;-0.68;0.68;-4.808326112;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Whiskey;m;adult;NA;# insertions > 30;NA;1;1;7.483314774;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;ET;m;adult;NA;# insertions > 30;NA;0.071428571;0.071428571;0.534522484;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Isaiah;m;adult;NA;# insertions > 30;NA;0.16;0.16;1.13137085;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Shinji;m;adult;NA;# insertions > 30;NA;0.826086957;0.826086957;5.602794334;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Hercules;m;adult;NA;# insertions > 30;NA;1;1;7.681145748;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;BC;m;adult;NA;# insertions > 30;NA;-0.058823529;0.058823529;-0.420084025;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Wimpy;m;adult;NA;# insertions > 30;NA;1;1;7.549834435;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Poncho;m;adult;NA;# insertions > 30;NA;-0.786259542;0.786259542;-8.999151784;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Libertin;m;adult;NA;# insertions > 30;NA;0.333333333;0.333333333;2.449489743;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Perry;m;adult;NA;# insertions > 30;NA;-0.56;0.56;-3.959797975;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Thadeus;m;adult;NA;# insertions > 30;NA;0.64516129;0.64516129;5.08000508;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Mathew;m;adult;NA;# insertions > 30;NA;0.32;0.32;2.2627417;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Michael;m;adult;NA;# insertions > 30;NA;-0.882352941;0.882352941;-5.144957554;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Bert;m;adult;NA;# insertions > 30;NA;0.661016949;0.661016949;5.077367528;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Elray;m;adult;NA;# insertions > 30;NA;0.192307692;0.192307692;1.386750491;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Pocus;m;adult;NA;# insertions > 30;NA;0.578947368;0.578947368;4.370956778;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Adam;m;adult;NA;# insertions > 30;NA;0.358490566;0.358490566;2.609850715;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Hulk;m;adult;NA;# insertions > 30;NA;0.142857143;0.142857143;1.133893419;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;JoJo;m;adult;NA;# insertions > 30;NA;0.269230769;0.269230769;1.941450687;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;JR;m;adult;NA;# insertions > 30;NA;-0.523809524;0.523809524;-4.157609203;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Peanuts;m;adult;NA;# insertions > 30;NA;0.428571429;0.428571429;3.401680257;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Ritchie;m;adult;NA;# insertions > 30;NA;-0.269230769;0.269230769;-1.941450687;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Theo;m;adult;NA;# insertions > 30;NA;-0.92;0.92;-6.505382387;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Gunther;m;adult;NA;# insertions > 30;NA;-0.411764706;0.411764706;-2.940588176;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Maurice;m;adult;NA;# insertions > 30;NA;0.236363636;0.236363636;1.752919642;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Elmer;m;adult;NA;# insertions > 30;NA;-0.76;0.76;-5.374011537;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Scooter;m;adult;NA;# insertions > 30;NA;0.724137931;0.724137931;5.51487018;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Goliath;m;adult;NA;# insertions > 30;NA;0.621621622;0.621621622;3.781176708;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Angelo;m;adult;NA;# insertions > 30;NA;0.622641509;0.622641509;4.53289861;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Chris;m;adult;NA;# insertions > 30;NA;0.807692308;0.807692308;5.82435206;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Jerome;m;adult;NA;# insertions > 30;NA;0.176470588;0.176470588;1.260252076;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Brooke;m;adult;NA;# insertions > 30;NA;0;0;0;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Albert;m;adult;NA;# insertions > 30;NA;0.36;0.36;2.545584412;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;RW;m;adult;NA;# insertions > 30;NA;-0.357142857;0.357142857;-2.672612419;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Devon;m;adult;NA;# insertions > 30;NA;-0.111111111;0.111111111;-0.816496581;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Sterling;m;adult;NA;# insertions > 30;NA;0.96;0.96;6.788225099;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Zachary;m;adult;NA;# insertions > 30;NA;0.660377358;0.660377358;4.807619738;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Huby;m;adult;NA;# insertions > 30;NA;0.56097561;0.56097561;5.079850199;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Tobias;m;adult;NA;# insertions > 30;NA;1;1;7.141428429;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Shane;m;adult;NA;# insertions > 30;NA;0.285714286;0.285714286;2.138089935;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Josh;m;adult;NA;# insertions > 30;NA;1;1;5.196152423;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;David;m;adult;NA;# insertions > 30;NA;0.166666667;0.166666667;0.816496581;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Nazareth;m;adult;NA;# insertions > 30;NA;1;1;5.385164807;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Beau;m;adult;NA;# insertions > 30;NA;-0.038461538;0.038461538;-0.277350098;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Peter;m;adult;NA;# insertions > 30;NA;0.476923077;0.476923077;3.845076772;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Henry;m;adult;NA;# insertions > 30;NA;-0.137931034;0.137931034;-1.050451463;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Kirby;m;adult;NA;# insertions > 30;NA;0.88;0.88;6.222539674;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Tarzan;m;adult;NA;# insertions > 30;NA;1;1;7.483314774;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Tommy;m;adult;NA;# insertions > 30;NA;-0.137254902;0.137254902;-0.980196059;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;kumi;m;adult;NA;# insertions > 30;NA;-0.71;0.71;-5.08;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;roscoe;m;adult;NA;# insertions > 30;NA;-0.35;0.35;-3.23;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Akimel;m;adult;NA;# insertions > 30;NA;-0.978494624;0.978494624;-9.436260422;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Bahn;m;adult;NA;# insertions > 30;NA;-0.407407407;0.407407407;-2.993820797;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Gaygos;m;adult;NA;# insertions > 30;NA;-0.727272727;0.727272727;-5.908391567;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Gisoki;m;adult;NA;# insertions > 30;NA;-0.672131148;0.672131148;-5.249512077;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Ha'akid;m;adult;NA;# insertions > 30;NA;0.704918033;0.704918033;5.505585837;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Huhkalig;m;adult;NA;# insertions > 30;NA;-0.235294118;0.235294118;-1.940285;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Judumi;m;adult;NA;# insertions > 30;NA;-0.533333333;0.533333333;-2.921186973;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Kalioni;m;adult;NA;# insertions > 30;NA;-0.871794872;0.871794872;-7.699483832;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Kehg;m;adult;NA;# insertions > 30;NA;-0.973333333;0.973333333;-8.42931393;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Kuhta;m;adult;NA;# insertions > 30;NA;1;1;6.164414003;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Kukui;m;adult;NA;# insertions > 30;NA;-0.566666667;0.566666667;-4.389381126;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Mahsho;m;adult;NA;# insertions > 30;NA;0.695238095;0.695238095;7.124070533;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Nahko;m;adult;NA;# insertions > 30;NA;0.964912281;0.964912281;7.284927964;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Nowi;m;adult;NA;# insertions > 30;NA;-0.891891892;0.891891892;-5.425166581;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Pimach;m;adult;NA;# insertions > 30;NA;0.090909091;0.090909091;0.522232968;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Reeuh;m;adult;NA;# insertions > 30;NA;0.948717949;0.948717949;5.924741691;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Shahee;m;adult;NA;# insertions > 30;NA;0.650793651;0.650793651;5.165514464;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Shakal;m;adult;NA;# insertions > 30;NA;1;1;6.32455532;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Shohshon;m;adult;NA;# insertions > 30;NA;-0.638554217;0.638554217;-5.817505779;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Simba;m;adult;NA;# insertions > 30;NA;0.348837209;0.348837209;2.287478555;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Staun;m;adult;NA;# insertions > 30;NA;-0.137931034;0.137931034;-1.050451463;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Tamblo;m;adult;NA;# insertions > 30;NA;0.857142857;0.857142857;8.485281374;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Tohbi;m;adult;NA;# insertions > 30;NA;1;1;8.366600265;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Totoni;m;adult;NA;# insertions > 30;NA;-0.947368421;0.947368421;-5.839971161;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Adonis;m;adult;NA;# insertions > 30;NA;0.964285714;0.964285714;7.216053532;right;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Austin;m;adult;NA;# insertions > 30;NA;-0.428571429;0.428571429;-3.401680257;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Armond;m;adult;NA;# insertions > 30;NA;-0.359375;0.359375;-4.065863992;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Radar;m;adult;NA;# insertions > 30;NA;-0.647058824;0.647058824;-4.620924277;left;Hopkins et al., 2011;;Hominoidea
Pan;troglodytes;see Hopkins et al., 2011;Mercury;m;adult;NA;# insertions > 30;NA;0.55;0.55;4.91934955;right;Hopkins et al., 2011;;Hominoidea
