"Species","measure_class","Measure","Units","Value","Value_median","n_sources","n_teams","n_teams_primary","primary_used","Teams","roles","basis","value_min","value_max"
"Cricetulus barabensis","mass","Brain_Mass_mass_or_volume","g",0.6699,0.6699,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.6699,0.6699
"Cricetus cricetus","mass","Brain_Mass_mass_or_volume","g",2.2,2.2,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",2.2,2.2
"Cro-Magnon","mass","Brain_Mass_from_volume_or_ecv","g",1477.34,1477.34,1,1,1,TRUE,"Weaver","primary","mass_from_volume_or_ecv",1477.34,1477.34
"Crocidura attenuata","mass","Brain_Mass_measured","g",0.209,0.209,1,1,0,FALSE,"Zilles","secondary","mass_fresh",0.209,0.209
"Crocidura flavescens","mass","Brain_Mass_measured","g",0.44,0.44,14,3,1,TRUE,"Lewitus; Stephan_collection; Zilles","primary; secondary","mass_fresh; mass_unspecified",0.41,0.48
"Crocidura fuscomurina","mass","Brain_Mass_mass_or_volume","g",0.13,0.13,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.13,0.13
"Crocidura hildegardeae","mass","Brain_Mass_measured","g",0.215,0.215,4,1,0,FALSE,"Zilles","secondary","mass_fresh",0.195,0.24
"Crocidura jacksoni","mass","Brain_Mass_measured","g",0.25,0.25,1,1,0,FALSE,"Zilles","secondary","mass_fresh",0.25,0.25
"Crocidura russala","mass","Brain_Mass_measured","g",0.19,0.19,1,1,0,FALSE,"Lewitus","secondary","mass_unspecified",0.19,0.19
"Crocidura russula","mass","Brain_Mass_mass_or_volume","g",0.19,0.19,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.19,0.19
"Crocidura russula","mass","Brain_Mass_measured","g",0.19,0.19,11,2,1,TRUE,"Stephan_collection; Zilles","primary; secondary","mass_fresh",0.17,0.21
"Crocidura suaveolens","mass","Brain_Mass_measured","g",0.189,0.189,3,1,0,FALSE,"Zilles","secondary","mass_fresh",0.181,0.196
"Crocuta crocuta","mass","Brain_Mass_mass_or_volume","g",175,175,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",175,175
"Crocuta crocuta","mass","Brain_Mass_measured","g",153.2675,153.2675,2,1,0,FALSE,"Lewitus","secondary","mass_fresh; mass_unspecified",153.265,153.27
"Crossarchus obscurus","mass","Brain_Mass_mass_or_volume","g",9.99,9.99,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",9.99,9.99
"Cryptomys hottentotus","mass","Brain_Mass_mass_or_volume","g",1.17,1.17,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",1.17,1.17
"Cryptomys hottentotus","mass","Brain_size_sum_of_structures","g",0.85,0.85,1,1,0,FALSE,"Kverkova","secondary","sum_of_structure_volumes",0.85,0.85
"Cryptomys hottentotus natalensis","mass","Brain_size_sum_of_structures","g",1.24,1.24,1,1,0,FALSE,"Kverkova","secondary","sum_of_structure_volumes",1.24,1.24
"Cryptomys hottentotus pretoriae","mass","Brain_size_sum_of_structures","g",1.35,1.35,1,1,0,FALSE,"Kverkova","secondary","sum_of_structure_volumes",1.35,1.35
"Cryptoprocta ferox","mass","Brain_Mass_mass_or_volume","g",32.1,32.1,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",32.1,32.1
"Cryptotis parva","mass","Brain_Mass_mass_or_volume","g",0.12,0.12,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.12,0.12
"Cryptotis parva","mass","Brain_Mass_measured","g",0.165,0.165,6,3,2,TRUE,"Finlay; Nudo; Zilles","primary; secondary","mass_compilation_unspecified; mass_fresh; mass_unspecified",0.08,0.25
"Cuniculus paca","mass","Brain_Mass_mass_or_volume","g",35.22,35.22,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",35.22,35.22
"Cuon alpinus","mass","Brain_Mass_mass_or_volume","g",94.6,94.6,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",94.6,94.6
"Cyanopica cyanus","mass","Brain_Mass_measured","g",3.3927,3.3927,1,1,1,TRUE,"Olkowicz","primary","mass_fixed",3.3927,3.3927
"Cyclopes didactylus","mass","Brain_Mass_mass_or_volume","g",4.29,4.29,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",4.29,4.29
"Cynictis penicillata","mass","Brain_Mass_mass_or_volume","g",10.5,10.5,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",10.5,10.5
"Cynictis penicillata","mass","Brain_Mass_measured","g",12.51,12.51,2,1,0,FALSE,"Lewitus","secondary","mass_fresh; mass_unspecified",12.51,12.51
"Cynocephalus sp.","mass","Brain_Mass_mass_or_volume","g",120.6667,120.6667,3,1,0,FALSE,"DeCasien","secondary","mass_or_volume_mixed",103,135
"Cynocephalus volans","mass","Brain_Mass_measured","g",6.2,6.2,1,1,0,FALSE,"Lewitus","secondary","mass_unspecified",6.2,6.2
"Cynocephlus sp.","mass","Brain_Mass_mass_or_volume","g",130,130,1,1,0,FALSE,"DeCasien","secondary","mass_or_volume_mixed",130,130
"Cynogale bennettii","mass","Brain_Mass_mass_or_volume","g",29.96,29.96,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",29.96,29.96
"Cynomops abrasus","mass","Brain_Mass_mass_or_volume","g",0.418,0.418,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.418,0.418
"Cynomops greenhalli","mass","Brain_Mass_mass_or_volume","g",0.3,0.3,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.3,0.3
"Cynomops planirostris","mass","Brain_Mass_mass_or_volume","g",0.185,0.185,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.185,0.185
"Cynomys gunnisoni","mass","Brain_Mass_mass_or_volume","g",5.15,5.15,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",5.14,5.16
"Cynomys leucurus","mass","Brain_Mass_mass_or_volume","g",5.73,5.73,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",5.69,5.77
"Cynomys ludovicianus","mass","Brain_Mass_mass_or_volume","g",5.85,5.85,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",5.69,6.01
"Cynomys mexicanus","mass","Brain_Mass_mass_or_volume","g",5.525,5.525,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",5.525,5.525
"Cynomys parvidens","mass","Brain_Mass_mass_or_volume","g",5.58,5.58,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",5.58,5.58
"Cynomys sp.","mass","Brain_Mass_excl_olfactory_bulb","g",5.321,5.321,1,1,1,TRUE,"HerculanoHouzel","primary","mass_excl_olfactory_bulb",5.321,5.321
"Cynopterus brachyotis","mass","Brain_Mass_mass_or_volume","g",0.9164,0.9164,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.88,0.9528
"Cynopterus brachyotis","mass","Brain_Mass_measured","g",1.07,1.07,3,1,0,FALSE,"Zilles","secondary","mass_fresh",0.98,1.16
"Cynopterus horsfieldi","mass","Brain_Mass_mass_or_volume","g",1.23,1.23,1,1,0,FALSE,"Boddy","secondary","mass_or_volume_mixed",1.23,1.23
"Cynopterus horsfieldi","mass","Brain_Mass_measured","g",1.3867,1.3867,3,1,0,FALSE,"Zilles","secondary","mass_fresh",1.35,1.45
"Cynopterus horsfieldii","mass","Brain_Mass_mass_or_volume","g",1.3495,1.3495,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",1.3495,1.3495
"Cynopterus sphinx","mass","Brain_Mass_mass_or_volume","g",1.061,1.061,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",1.061,1.061
"Cynopterus sphinx sphinx","mass","Brain_Mass_measured","g",1.2417,1.2417,3,1,0,FALSE,"Zilles","secondary","mass_fresh",1.211,1.275
"Cystophora cristata","mass","Brain_Mass_mass_or_volume","g",455,455,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",455,455
"Cyttarops alecto","mass","Brain_Mass_mass_or_volume","g",0.175,0.175,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.175,0.175
"Cyttarops alecto","mass","Brain_Mass_measured","g",0.175,0.175,1,1,0,FALSE,"Zilles","secondary","mass_fresh",0.175,0.175
"Dactylopsila palpator","mass","Brain_Mass_mass_or_volume","g",6.91,6.91,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",6.91,6.91
"Dactylopsila tatei","mass","Brain_Mass_mass_or_volume","g",4.45,4.45,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",4.45,4.45
"Dactylopsila trivirgata","mass","Brain_Mass_mass_or_volume","g",5.9349,5.9349,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",5.83,6.0399
"Dama dama","mass","Brain_Mass_mass_or_volume","g",224.5,224.5,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",224.5,224.5
"Damaliscus lunatus","mass","Brain_Mass_mass_or_volume","g",290.6,290.6,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",290.6,290.6
"Damaliscus pygargus","mass","Brain_Mass_mass_or_volume","g",254.6,254.6,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",254.6,254.6
"Damaliscus pygargus phillipsi","mass","Brain_Mass_excl_olfactory_bulb","g",154.805,154.805,3,2,2,TRUE,"HerculanoHouzel; Kazu","primary","mass_excl_olfactory_bulb",154.718,155.066
"Dasycercus byrnei","mass","Brain_Mass_mass_or_volume","g",1.554,1.554,1,1,0,FALSE,"Boddy","secondary","mass_or_volume_mixed",1.554,1.554
"Dasycercus cristicauda","mass","Brain_Mass_mass_or_volume","g",1.24,1.24,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",1.24,1.24
"Dasykaluta rosamondae","mass","Brain_Mass_mass_or_volume","g",0.54,0.54,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.54,0.54
"Dasyprocta leporina","mass","Brain_Mass_mass_or_volume","g",21.26,21.26,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",21.26,21.26
"Dasyprocta leporina","mass","Brain_Mass_measured","g",17.2,17.2,1,1,0,FALSE,"Lewitus","secondary","mass_unspecified",17.2,17.2
"Dasyprocta prymnolopha","mass","Brain_Mass_excl_olfactory_bulb","g",17.628,17.628,1,1,1,TRUE,"HerculanoHouzel","primary","mass_excl_olfactory_bulb",17.628,17.628
"Dasyprocta punctata","mass","Brain_Mass_mass_or_volume","g",18.34,18.34,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",18.34,18.34
"Dasypus novemcinctus","mass","Brain_Mass_mass_or_volume","g",8.5,8.5,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",8.5,8.5
"Dasypus novemcinctus","mass","Brain_Mass_measured","g",7.54,7.54,4,3,1,TRUE,"Garwicz; Lewitus; Nudo","primary; secondary","mass_compilation_unspecified; mass_fresh; mass_unspecified",7.54,12
"Dasypus sp.","mass","Brain_Mass_measured","g",19,19,1,1,1,TRUE,"Brodmann","primary","mass_unspecified",19,19
"Dasyuroides byrnei","mass","Brain_Mass_mass_or_volume","g",1.5,1.5,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",1.5,1.5
"Dasyurus albopunctatus","mass","Brain_Mass_mass_or_volume","g",3.79,3.79,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",3.79,3.79
"Dasyurus geoffroii","mass","Brain_Mass_mass_or_volume","g",5.17,5.17,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",5.17,5.17
"Dasyurus hallucatus","mass","Brain_Mass_mass_or_volume","g",3.4408,3.4408,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",3.38,3.5017
"Dasyurus hallucatus","mass","Brain_Mass_measured","g",4.666,4.666,1,1,1,TRUE,"Changizi","primary","mass_compilation_unspecified",4.666,4.666
"Dasyurus maculatus","mass","Brain_Mass_mass_or_volume","g",9.41,9.41,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",9.41,9.41
"Dasyurus quoll","mass","Brain_Mass_measured","g",6.9267,6.9267,3,1,1,TRUE,"Pirlot","primary","mass_unspecified",6.62,7.26
"Dasyurus spartacus","mass","Brain_Mass_mass_or_volume","g",5.3,5.3,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",5.3,5.3
"Dasyurus viverrinus","mass","Brain_Mass_mass_or_volume","g",5.33,5.33,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",5.33,5.33
"Daubentonia madagascariensis","mass","Brain_Mass_mass_or_volume","g",45.15,45.15,3,3,0,FALSE,"Boddy; Burger; DeCasien","secondary","mass_or_volume_mixed",45.15,45.15
"Daubentonia madagascariensis","mass","Brain_Mass_measured","g",45.15,45.15,7,4,1,TRUE,"Lewitus; Sherwood; Stephan_collection; Zilles","primary; secondary","mass_compilation_unspecified; mass_fresh; mass_unspecified",44.8875,45.2
"Delphinapterus leucas","mass","Brain_Mass_mass_or_volume","g",1921,1921,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",1921,1921
"Delphinapterus leucas","mass","Brain_Mass_measured","g",2083,2083,2,2,0,FALSE,"Butti; Manger","secondary","mass_compilation_unspecified",2083,2083
"Delphinus delphis","mass","Brain_Mass_mass_or_volume","g",797.2604,797.2604,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",797.26,797.2609
"Delphinus delphis","mass","Brain_Mass_measured","g",873,873,2,2,0,FALSE,"Lewitus; Manger","secondary","mass_compilation_unspecified; mass_unspecified",765,981
"Dendrohyrax arboreus","mass","Brain_Mass_mass_or_volume","g",12.3,12.3,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",12.3,12.3
"Dendrohyrax arboreus","mass","Brain_Mass_measured","g",18.42,18.42,4,1,0,FALSE,"Zilles","secondary","mass_fresh",17.4,19.05
"Dendrohyrax dorsalis","mass","Brain_Mass_excl_olfactory_bulb","g",12.8,12.8,1,1,1,TRUE,"HerculanoHouzel","primary","mass_excl_olfactory_bulb",12.8,12.8
"Dendrohyrax sp.","mass","Brain_Mass_mass_or_volume","g",3.328,3.328,1,1,1,TRUE,"HerculanoHouzel","primary","mass_or_volume_mixed",3.328,3.328
"Dendrolagus bennettianus","mass","Brain_Mass_mass_or_volume","g",18.5,18.5,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",18.5,18.5
"Dendrolagus dorianus","mass","Brain_Mass_mass_or_volume","g",32.8814,32.8814,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",32.3,33.4628
"Dendrolagus goodfellowi","mass","Brain_Mass_mass_or_volume","g",28.4,28.4,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",28.4,28.4
"Dendrolagus inustus","mass","Brain_Mass_mass_or_volume","g",30.6418,30.6418,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",30.1,31.1836
"Dendrolagus lumholtzi","mass","Brain_Mass_mass_or_volume","g",26.2,26.2,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",26.2,26.2
"Dendrolagus matschiei","mass","Brain_Mass_mass_or_volume","g",27.5,27.5,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",27.5,27.5
"Dendrolagus scottae","mass","Brain_Mass_mass_or_volume","g",29.2,29.2,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",29.2,29.2
"Dendrolagus spadix","mass","Brain_Mass_mass_or_volume","g",28.5,28.5,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",28.5,28.5
"Dendrolagus ursinus","mass","Brain_Mass_mass_or_volume","g",26.3,26.3,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",26.3,26.3
"Desmana moschata","mass","Brain_Mass_mass_or_volume","g",4,4,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",4,4
"Desmana moschata","mass","Brain_Mass_measured","g",4,4,6,2,1,TRUE,"Stephan_collection; Zilles","primary; secondary","mass_fresh",3.9,4.1
"Desmodus rotundus","mass","Brain_Mass_mass_or_volume","g",0.907,0.907,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.898,0.916
"Desmodus rotundus","mass","Brain_Mass_measured","g",1.0063,1.0063,4,1,0,FALSE,"Zilles","secondary","mass_fresh",0.99,1.025
"Diaemus youngi","mass","Brain_Mass_mass_or_volume","g",0.9705,0.9705,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.97,0.971
"Diaemus youngi (DES)","mass","Brain_Mass_measured","g",1.09,1.09,1,1,0,FALSE,"Baron","secondary","mass_compilation_unspecified",1.09,1.09
"Diceros bicornis","mass","Brain_Mass_mass_or_volume","g",655,655,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",655,655
"Dicrostonyx groenlandicus","mass","Brain_Mass_mass_or_volume","g",0.72,0.72,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.72,0.72
"Dicrostonyx richardsoni","mass","Brain_Mass_mass_or_volume","g",0.8983,0.8983,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.8983,0.8983
"Dicrostonyx torquatus","mass","Brain_Mass_mass_or_volume","g",0.84,0.84,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.84,0.84
"Didelphis azarae","mass","Brain_Mass_measured","g",5.1,5.1,1,1,1,TRUE,"Pirlot","primary","mass_unspecified",5.1,5.1
"Didelphis m. aurita","mass","Brain_Mass_measured","g",6.033,6.033,1,1,1,TRUE,"Pirlot","primary","mass_unspecified",6.033,6.033
"Didelphis m. marsupialis","mass","Brain_Mass_measured","g",6.885,6.885,1,1,1,TRUE,"Pirlot","primary","mass_unspecified",6.885,6.885
"Didelphis marsupialis","mass","Brain_Mass_mass_or_volume","g",6.2,6.2,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",6.05,6.35
"Didelphis marsupialis","mass","Brain_Mass_measured","g",5.736,5.736,3,2,2,TRUE,"Changizi; Finlay","primary","mass_compilation_unspecified",5.17,6.3
"Didelphis sp.","mass","Brain_Mass_measured","g",5.3,5.3,1,1,1,TRUE,"Brodmann","primary","mass_unspecified",5.3,5.3
"Didelphis virginiana","mass","Brain_Mass_mass_or_volume","g",6.841,6.841,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",6.72,6.9619
"Didelphis virginiana","mass","Brain_Mass_measured","g",6.11,6.11,5,3,2,TRUE,"Lewitus; Nudo; Pirlot","primary; secondary","mass_fresh; mass_unspecified",4.36,9.3
"Dinomys branickii","mass","Brain_Mass_mass_or_volume","g",26.95,26.95,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",26.95,26.95
"Dinomys branickii","mass","Brain_Mass_measured","g",36.3,36.3,1,1,1,TRUE,"Karl","primary","mass_specimen",36.3,36.3
"Diphylla ecaudata","mass","Brain_Mass_mass_or_volume","g",0.8015,0.8015,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.8015,0.8015
"Diphylla ecaudata","mass","Brain_Mass_measured","g",0.7688,0.7688,4,1,0,FALSE,"Zilles","secondary","mass_fresh",0.65,0.83
"Dipodillus campestris","mass","Brain_Mass_mass_or_volume","g",0.9,0.9,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.9,0.9
"Dipodillus dasyurus","mass","Brain_Mass_mass_or_volume","g",1.32,1.32,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",1.32,1.32
"Dipodomys agilis","mass","Brain_Mass_mass_or_volume","g",1.34,1.34,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",1.34,1.34
"Dipodomys deserti","mass","Brain_Mass_mass_or_volume","g",1.7401,1.7401,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",1.74,1.7402
"Dipodomys heermanni","mass","Brain_Mass_mass_or_volume","g",1.4381,1.4381,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",1.4361,1.44
"Dipodomys merriami","mass","Brain_Mass_mass_or_volume","g",1.1,1.1,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",1.1,1.1
"Dipodomys microps","mass","Brain_Mass_mass_or_volume","g",1.2181,1.2181,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",1.2162,1.22
"Dipodomys ordii","mass","Brain_Mass_mass_or_volume","g",1.4481,1.4481,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",1.4463,1.45
"Dipodomys panamintinus","mass","Brain_Mass_mass_or_volume","g",1.5977,1.5977,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",1.5954,1.6
"Dipodomys spectabilis","mass","Brain_Mass_mass_or_volume","g",1.9287,1.9287,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",1.9274,1.93
"Distoechurus pennatus","mass","Brain_Mass_mass_or_volume","g",0.9569,0.9569,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.94,0.9738
"Dobsonia inermis","mass","Brain_Mass_mass_or_volume","g",2.7,2.7,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",2.7,2.7
"Dobsonia inermis","mass","Brain_Mass_measured","g",2.714,2.714,3,1,0,FALSE,"Zilles","secondary","mass_fresh",2.623,2.785
"Dobsonia moluccensis","mass","Brain_Mass_mass_or_volume","g",4.43,4.43,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",4.43,4.43
"Dobsonia moluccensis","mass","Brain_Mass_measured","g",5.3425,5.3425,2,1,0,FALSE,"Zilles","secondary","mass_fresh",5.332,5.353
"Dobsonia praedatrix","mass","Brain_Mass_mass_or_volume","g",2.9749,2.9749,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",2.9749,2.9749
"Dobsonia praedatrix","mass","Brain_Mass_measured","g",2.89,2.89,4,1,0,FALSE,"Zilles","secondary","mass_fresh",2.741,3.014
"Dobsonia spec?","mass","Brain_Mass_measured","g",3.891,3.891,3,1,0,FALSE,"Zilles","secondary","mass_fresh",3.762,4.069
"Dog (Canis familiaris)","mass","Brain_Mass_measured","g",72.5,72.5,2,1,0,FALSE,"Krompecher","secondary","mass_unspecified",62,83
"Dolichotis patagonum","mass","Brain_Mass_mass_or_volume","g",30.5,30.5,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",30.5,30.5
"Dolichotis salinicola","mass","Brain_Mass_mass_or_volume","g",15.31,15.31,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",15.31,15.31
"Domestic mouse (Mus musculus)","mass","Brain_Mass_measured","g",0.35,0.35,1,1,0,FALSE,"Krompecher","secondary","mass_unspecified",0.35,0.35
"Dorcopsis atrata","mass","Brain_Mass_mass_or_volume","g",16.7,16.7,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",16.7,16.7
"Dorcopsis hageni","mass","Brain_Mass_mass_or_volume","g",22.5,22.5,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",22.5,22.5
"Dorcopsis luctuosa","mass","Brain_Mass_mass_or_volume","g",20.9708,20.9708,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",20.6,21.3416
"Dorcopsis muelleri","mass","Brain_Mass_mass_or_volume","g",20.4,20.4,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",20.4,20.4
"Dorcopsulus macleayi","mass","Brain_Mass_mass_or_volume","g",13.5,13.5,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",13.5,13.5
"Dorcopsulus vanheurni","mass","Brain_Mass_mass_or_volume","g",11.8,11.8,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",11.8,11.8
"Dremomys rufigenis","mass","Brain_Mass_mass_or_volume","g",5.41,5.41,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",5.41,5.41
"Dromaius novaehollandiae","mass","Brain_Mass_measured","g",21.8109,21.8109,1,1,1,TRUE,"Olkowicz","primary","mass_fixed",21.8109,21.8109
"Dromiciops gliroides","mass","Brain_Mass_mass_or_volume","g",0.81,0.81,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.81,0.81
