Species,Variable,Source,Cited_as,DOI_or_ISBN,Team,Year,source_Value,merged_Value,pct_diff_from_merged,role,n_rows_in_source,Teams,n_teams,n_sources,Year_used
Aepyprymnus rufescens,Cerebellum_white_matter_Vol.mm3,Ashwell__2020_SupplementaryTable,Ashwell (2020) Supplementary Table,10.1016/j.zool.2020.125753,Ashwell,2020,294,294,0,sole source,1,Ashwell,1,1,2020
Aepyprymnus rufescens,FlocculonodularLobe_Vol.mm3,Ashwell__2020_SupplementaryTable,Ashwell (2020) Supplementary Table,10.1016/j.zool.2020.125753,Ashwell,2020,90.8,90.8,0,sole source,1,Ashwell,1,1,2020
Aepyprymnus rufescens,Pontine_and_reticulotegmental_nuclei_Vol.mm3,Ashwell__2020_SupplementaryTable,Ashwell (2020) Supplementary Table,10.1016/j.zool.2020.125753,Ashwell,2020,66.2,66.2,0,sole source,1,Ashwell,1,1,2020
Aepyprymnus rufescens,Total_brain_net_volume_Vol.mm3,Ashwell__2020_SupplementaryTable,Ashwell (2020) Supplementary Table,10.1016/j.zool.2020.125753,Ashwell,2020,13783,13783,0,sole source,1,Ashwell,1,1,2020
Ailurus fulgens,CerebellarCortex_Vol.mm3,Ashwell__2020_SupplementaryTable,Ashwell (2020) Supplementary Table,10.1016/j.zool.2020.125753,Ashwell,2020,1255,1255,0,sole source,1,Ashwell,1,1,2020
Ailurus fulgens,CerebellarHemisphere_Vol.mm3,Ashwell__2020_SupplementaryTable,Ashwell (2020) Supplementary Table,10.1016/j.zool.2020.125753,Ashwell,2020,625,625,0,sole source,1,Ashwell,1,1,2020
Ailurus fulgens,CerebellarVermis_Vol.mm3,Ashwell__2020_SupplementaryTable,Ashwell (2020) Supplementary Table,10.1016/j.zool.2020.125753,Ashwell,2020,559,559,0,sole source,1,Ashwell,1,1,2020
Ailurus fulgens,Cerebellar_nuclei_total_Vol.mm3,Ashwell__2020_SupplementaryTable,Ashwell (2020) Supplementary Table,10.1016/j.zool.2020.125753,Ashwell,2020,69.8,69.8,0,sole source,1,Ashwell,1,1,2020
Ailurus fulgens,Cerebellum_Vol.mm3,Ashwell__2020_SupplementaryTable,Ashwell (2020) Supplementary Table,10.1016/j.zool.2020.125753,Ashwell,2020,1649,1649,0,sole source,1,Ashwell,1,1,2020
Ailurus fulgens,Cerebellum_grey_matter_Vol.mm3,Bush_Allman_2003_Table1,Bush & Allman (2003) Table 1,10.1159/000068880,Bush,2003,3970,3970,0,sole source,1,Bush,1,1,2003
Ailurus fulgens,Cerebellum_white_matter_Vol.mm3,Ashwell__2020_SupplementaryTable,Ashwell (2020) Supplementary Table,10.1016/j.zool.2020.125753,Ashwell,2020,324,712,-54.49,averaged into the merged value,1,Ashwell; Bush,2,2,2020
Ailurus fulgens,Cerebellum_white_matter_Vol.mm3,Bush_Allman_2003_Table1,Bush & Allman (2003) Table 1,10.1159/000068880,Bush,2003,1100,712,54.49,averaged into the merged value,1,Ashwell; Bush,2,2,2020
Ailurus fulgens,FlocculonodularLobe_Vol.mm3,Ashwell__2020_SupplementaryTable,Ashwell (2020) Supplementary Table,10.1016/j.zool.2020.125753,Ashwell,2020,70.8,70.8,0,sole source,1,Ashwell,1,1,2020
Ailurus fulgens,Neocortex_Vol.mm3,Bush_Allman_2004_a_Table2,Bush & Allman (2004) Table 2,10.1073/pnas.0305760101,Bush,2004,20070,20070,0,sole source,1,Bush,1,1,2004
Ailurus fulgens,Neocortex_grey_matter_Vol.mm3,Bush_Allman_2003_Table1,Bush & Allman (2003) Table 1,10.1159/000068880,Bush,2003,13800,13810,-0.07,averaged into the merged value,1,Bush,1,2,2004
Ailurus fulgens,Neocortex_grey_matter_Vol.mm3,Bush_Allman_2004_a_Table2,Bush & Allman (2004) Table 2,10.1073/pnas.0305760101,Bush,2004,13820,13810,0.07,averaged into the merged value,1,Bush,1,2,2004
Ailurus fulgens,Neocortex_white_matter_Vol.mm3,Bush_Allman_2003_Table1,Bush & Allman (2003) Table 1,10.1159/000068880,Bush,2003,6250,6250,0,averaged into the merged value,1,Bush,1,2,2004
Ailurus fulgens,Neocortex_white_matter_Vol.mm3,Bush_Allman_2004_a_Table2,Bush & Allman (2004) Table 2,10.1073/pnas.0305760101,Bush,2004,6250,6250,0,averaged into the merged value,1,Bush,1,2,2004
Ailurus fulgens,Pontine_and_reticulotegmental_nuclei_Vol.mm3,Ashwell__2020_SupplementaryTable,Ashwell (2020) Supplementary Table,10.1016/j.zool.2020.125753,Ashwell,2020,48.7,48.7,0,sole source,1,Ashwell,1,1,2020
Ailurus fulgens,Total_brain_net_volume_Vol.mm3,Ashwell__2020_SupplementaryTable,Ashwell (2020) Supplementary Table,10.1016/j.zool.2020.125753,Ashwell,2020,12085,24352.5,-50.37,averaged into the merged value,1,Ashwell; Bush,2,2,2020
Ailurus fulgens,Total_brain_net_volume_Vol.mm3,Bush_Allman_2004_a_Table2,Bush & Allman (2004) Table 2,10.1073/pnas.0305760101,Bush,2004,36620,24352.5,50.37,averaged into the merged value,1,Ashwell; Bush,2,2,2020
Alouatta caraya,Agranular_insular_cortex_Vol.mm3,Bauernfeind_etal_2013_Table1,Bauernfeind et al. (2013) Table 1,10.1016/j.jhevol.2012.12.003,NA,NA,NA,84,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Zilles,1,1,2013
Alouatta caraya,Agranular_insular_cortex_left_Vol.mm3,Bauernfeind_etal_2013_Table1,Bauernfeind et al. (2013) Table 1,10.1016/j.jhevol.2012.12.003,Zilles,2013,42,42,0,sole source,1,Zilles,1,1,2013
Alouatta caraya,Body_Mass.g,Bauernfeind_etal_2013_Table1,Bauernfeind et al. (2013) Table 1,10.1016/j.jhevol.2012.12.003,Zilles,2013,6420,6420,0,reference table used (mass rule: other sources not averaged in),1,Zilles,1,1,2013
Alouatta caraya,Brain_Mass.mg,Bauernfeind_etal_2013_Table1,Bauernfeind et al. (2013) Table 1,10.1016/j.jhevol.2012.12.003,Zilles,2013,55.8,55.8,0,reference table used (mass rule: other sources not averaged in),1,Zilles,1,1,2013
Alouatta caraya,Dysgranular_insular_cortex_Vol.mm3,Bauernfeind_etal_2013_Table1,Bauernfeind et al. (2013) Table 1,10.1016/j.jhevol.2012.12.003,NA,NA,NA,282,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Zilles,1,1,2013
Alouatta caraya,Dysgranular_insular_cortex_left_Vol.mm3,Bauernfeind_etal_2013_Table1,Bauernfeind et al. (2013) Table 1,10.1016/j.jhevol.2012.12.003,Zilles,2013,141,141,0,sole source,1,Zilles,1,1,2013
Alouatta caraya,Granular_insular_cortex_Vol.mm3,Bauernfeind_etal_2013_Table1,Bauernfeind et al. (2013) Table 1,10.1016/j.jhevol.2012.12.003,NA,NA,NA,178,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Zilles,1,1,2013
Alouatta caraya,Granular_insular_cortex_left_Vol.mm3,Bauernfeind_etal_2013_Table1,Bauernfeind et al. (2013) Table 1,10.1016/j.jhevol.2012.12.003,Zilles,2013,89,89,0,sole source,1,Zilles,1,1,2013
Alouatta caraya,Insula_Vol.mm3,Bauernfeind_etal_2013_Table1,Bauernfeind et al. (2013) Table 1,10.1016/j.jhevol.2012.12.003,NA,NA,NA,544,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Zilles,1,1,2013
Alouatta caraya,Insula_left_Vol.mm3,Bauernfeind_etal_2013_Table1,Bauernfeind et al. (2013) Table 1,10.1016/j.jhevol.2012.12.003,Zilles,2013,272,272,0,sole source,1,Zilles,1,1,2013
Alouatta caraya,Total_brain_net_volume_Vol.mm3,Bauernfeind_etal_2013_Table1,Bauernfeind et al. (2013) Table 1,10.1016/j.jhevol.2012.12.003,Zilles,2013,53861,53861,0,sole source,1,Zilles,1,1,2013
Alouatta palliata,Area_striata_grey_matter_Vol.mm3,Bush_Allman_2004_b_TABLE1,Bush & Allman (2004) TABLE 1,10.1002/ar.a.20114,Bush,2004,1860,1860,0,sole source,1,Bush,1,1,2004
Alouatta palliata,CerebellarCortex_Vol.mm3,Ashwell__2020_SupplementaryTable,Ashwell (2020) Supplementary Table,10.1016/j.zool.2020.125753,Ashwell,2020,3462,3462,0,sole source,1,Ashwell,1,1,2020
Alouatta palliata,CerebellarHemisphere_Vol.mm3,Ashwell__2020_SupplementaryTable,Ashwell (2020) Supplementary Table,10.1016/j.zool.2020.125753,Ashwell,2020,2203,2203,0,sole source,1,Ashwell,1,1,2020
Alouatta palliata,CerebellarVermis_Vol.mm3,Ashwell__2020_SupplementaryTable,Ashwell (2020) Supplementary Table,10.1016/j.zool.2020.125753,Ashwell,2020,1202,1202,0,sole source,1,Ashwell,1,1,2020
Alouatta palliata,Cerebellar_nuclei_total_Vol.mm3,Ashwell__2020_SupplementaryTable,Ashwell (2020) Supplementary Table,10.1016/j.zool.2020.125753,Ashwell,2020,107,107,0,sole source,1,Ashwell,1,1,2020
Alouatta palliata,Cerebellum_Vol.mm3,Ashwell__2020_SupplementaryTable,Ashwell (2020) Supplementary Table,10.1016/j.zool.2020.125753,Ashwell,2020,4280,4280,0,sole source,1,Ashwell,1,1,2020
Alouatta palliata,Cerebellum_grey_matter_Vol.mm3,Bush_Allman_2003_Table1,Bush & Allman (2003) Table 1,10.1159/000068880,Bush,2003,3320,3320,0,sole source,1,Bush,1,1,2003
Alouatta palliata,Cerebellum_white_matter_Vol.mm3,Ashwell__2020_SupplementaryTable,Ashwell (2020) Supplementary Table,10.1016/j.zool.2020.125753,Ashwell,2020,710,880,-19.32,averaged into the merged value,1,Ashwell; Bush,2,2,2020
Alouatta palliata,Cerebellum_white_matter_Vol.mm3,Bush_Allman_2003_Table1,Bush & Allman (2003) Table 1,10.1159/000068880,Bush,2003,1050,880,19.32,averaged into the merged value,1,Ashwell; Bush,2,2,2020
Alouatta palliata,Corpus_geniculatum_laterale_Vol.mm3,Bush_Allman_2004_b_TABLE1,Bush & Allman (2004) TABLE 1,10.1002/ar.a.20114,Bush,2004,90,90,0,sole source,1,Bush,1,1,2004
Alouatta palliata,FlocculonodularLobe_Vol.mm3,Ashwell__2020_SupplementaryTable,Ashwell (2020) Supplementary Table,10.1016/j.zool.2020.125753,Ashwell,2020,53.5,53.5,0,sole source,1,Ashwell,1,1,2020
Alouatta palliata,Neocortex_Vol.mm3,Bush_Allman_2004_a_Table2,Bush & Allman (2004) Table 2,10.1073/pnas.0305760101,Bush,2004,28560,28560,0,sole source,1,Bush,1,1,2004
Alouatta palliata,Neocortex_grey_matter_Vol.mm3,Bush_Allman_2003_Table1,Bush & Allman (2003) Table 1,10.1159/000068880,Bush,2003,17400,17233.333333333332,0.97,averaged into the merged value,1,Bush,1,3,2004
Alouatta palliata,Neocortex_grey_matter_Vol.mm3,Bush_Allman_2004_a_Table2,Bush & Allman (2004) Table 2,10.1073/pnas.0305760101,Bush,2004,17150,17233.333333333332,-0.48,averaged into the merged value,1,Bush,1,3,2004
Alouatta palliata,Neocortex_grey_matter_Vol.mm3,Bush_Allman_2004_b_TABLE1,Bush & Allman (2004) TABLE 1,10.1002/ar.a.20114,Bush,2004,17150,17233.333333333332,-0.48,averaged into the merged value,1,Bush,1,3,2004
Alouatta palliata,Neocortex_white_matter_Vol.mm3,Bush_Allman_2003_Table1,Bush & Allman (2003) Table 1,10.1159/000068880,Bush,2003,11600,11473.333333333334,1.1,averaged into the merged value,1,Bush,1,3,2004
Alouatta palliata,Neocortex_white_matter_Vol.mm3,Bush_Allman_2004_a_Table2,Bush & Allman (2004) Table 2,10.1073/pnas.0305760101,Bush,2004,11410,11473.333333333334,-0.55,averaged into the merged value,1,Bush,1,3,2004
Alouatta palliata,Neocortex_white_matter_Vol.mm3,Bush_Allman_2004_b_TABLE1,Bush & Allman (2004) TABLE 1,10.1002/ar.a.20114,Bush,2004,11410,11473.333333333334,-0.55,averaged into the merged value,1,Bush,1,3,2004
Alouatta palliata,Pontine_and_reticulotegmental_nuclei_Vol.mm3,Ashwell__2020_SupplementaryTable,Ashwell (2020) Supplementary Table,10.1016/j.zool.2020.125753,Ashwell,2020,157,157,0,sole source,1,Ashwell,1,1,2020
Alouatta palliata,Total_brain_net_volume_Vol.mm3,Ashwell__2020_SupplementaryTable,Ashwell (2020) Supplementary Table,10.1016/j.zool.2020.125753,Ashwell,2020,34257,38888.5,-11.91,averaged into the merged value,1,Ashwell; Bush,2,3,2020
Alouatta palliata,Total_brain_net_volume_Vol.mm3,Bush_Allman_2004_a_Table2,Bush & Allman (2004) Table 2,10.1073/pnas.0305760101,Bush,2004,43520,38888.5,11.91,averaged into the merged value,1,Ashwell; Bush,2,3,2020
Alouatta palliata,Total_brain_net_volume_Vol.mm3,Bush_Allman_2004_b_TABLE1,Bush & Allman (2004) TABLE 1,10.1002/ar.a.20114,Bush,2004,43520,38888.5,11.91,averaged into the merged value,1,Ashwell; Bush,2,3,2020
Alouatta seniculus,AccessoryOlfactoryBulb_Vol.mm3,Stephan_etal_1982_Table1,Stephan et al. (1982) Table 1,PMID:7161483,Stephan_collection,1982,0.595,0.595,0,sole source,1,Stephan_collection,1,1,1982
Alouatta seniculus,AccessoryOlfactoryBulb_layer_6_Vol.mm3,Stephan_etal_1982_Table1,Stephan et al. (1982) Table 1,PMID:7161483,Stephan_collection,1982,0.049,0.049,0,sole source,1,Stephan_collection,1,1,1982
Alouatta seniculus,AccessoryOlfactoryBulb_layers_1_2_Vol.mm3,Stephan_etal_1982_Table1,Stephan et al. (1982) Table 1,PMID:7161483,Stephan_collection,1982,0.19,0.19,0,sole source,1,Stephan_collection,1,1,1982
Alouatta seniculus,AccessoryOlfactoryBulb_layers_3_5_Vol.mm3,Stephan_etal_1982_Table1,Stephan et al. (1982) Table 1,PMID:7161483,Stephan_collection,1982,0.356,0.356,0,sole source,1,Stephan_collection,1,1,1982
Alouatta seniculus,Amygdala_Vol.mm3,Stephan_etal_1987_Table1,Stephan et al. (1987) Table 1,PMID:3693895,Stephan_collection,1987,426,426,0,sole source,1,Stephan_collection,1,1,1987
Alouatta seniculus,Area_striata_Vol.mm3,Frahm_etal_1984_Table1,Frahm et al. (1984) Table 1,PMID:6501869,Stephan_collection,1984,2461,2461,0,sole source,1,Stephan_collection,1,1,1984
Alouatta seniculus,Area_striata_grey_matter_Vol.mm3,Frahm_etal_1998_Table1,Frahm et al. (1998) Table 1,PMID:9672110,Stephan_collection,1998,1918,1918,0,sole source,1,Stephan_collection,1,1,1998
Alouatta seniculus,Area_striata_lamina_1_Vol.mm3,Frahm_etal_1984_Table1,Frahm et al. (1984) Table 1,PMID:6501869,Stephan_collection,1984,220,220,0,sole source,1,Stephan_collection,1,1,1984
Alouatta seniculus,Area_striata_laminae_2_6_Vol.mm3,Frahm_etal_1984_Table1,Frahm et al. (1984) Table 1,PMID:6501869,Stephan_collection,1984,1698,1698,0,sole source,1,Stephan_collection,1,1,1984
Alouatta seniculus,Area_striata_white_matter_Vol.mm3,Frahm_etal_1984_Table1,Frahm et al. (1984) Table 1,PMID:6501869,Stephan_collection,1984,543,543,0,sole source,1,Stephan_collection,1,1,1984
Alouatta seniculus,Body_Mass.g,Stephan_etal_1981_TableIII,Stephan et al. (1981) Table III,10.1159/000155963,Stephan_collection,1981,6400,6400,0,reference table used (mass rule: other sources not averaged in),1,Stephan_collection,1,1,1981
Alouatta seniculus,Brain_Mass.mg,Stephan_etal_1981_TableIII,Stephan et al. (1981) Table III,10.1159/000155963,Stephan_collection,1981,52000,52000,0,reference table used (mass rule: other sources not averaged in),1,Stephan_collection,1,1,1981
Alouatta seniculus,Bulbus_olfactorius_Vol.mm3,Baron_etal_1987_Table1,Baron et al. (1987) Table 1,PMID:3116076,Stephan_collection,1987,41.4,41.4,0,sole source,1,Stephan_collection,1,1,1987
Alouatta seniculus,Bulbus_olfactorius_accessorius_Vol.mm3,Stephan_etal_1981_TableVI,Stephan et al. (1981) Table VI,10.1159/000155963,Stephan_collection,1981,0.595,0.595,0,sole source,1,Stephan_collection,1,1,1981
Alouatta seniculus,CA1_Vol.mm3,Frahm_Zilles_1994_Table1,Frahm & Zilles (1994) Table 1,PMID:7983368,Stephan_collection,1994,362.93,362.93,0,sole source,1,Stephan_collection,1,1,1994
Alouatta seniculus,CA2_Vol.mm3,Frahm_Zilles_1994_Table1,Frahm & Zilles (1994) Table 1,PMID:7983368,Stephan_collection,1994,56.59,56.59,0,sole source,1,Stephan_collection,1,1,1994
Alouatta seniculus,CA3_Vol.mm3,Frahm_Zilles_1994_Table1,Frahm & Zilles (1994) Table 1,PMID:7983368,Stephan_collection,1994,236.05,236.05,0,sole source,1,Stephan_collection,1,1,1994
Alouatta seniculus,CerebellarHemisphere_Vol.mm3,MacLeod_etal_2003_Table2,MacLeod et al. (2003) Table 2,10.1016/s0047-2484(03)00028-9,Zilles,2003,2700,2700,0,sole source,1,Zilles,1,1,2003
Alouatta seniculus,CerebellarVermis_Vol.mm3,MacLeod_etal_2003_Table2,MacLeod et al. (2003) Table 2,10.1016/s0047-2484(03)00028-9,Zilles,2003,1450,1450,0,sole source,1,Zilles,1,1,2003
Alouatta seniculus,Cerebellar_nuclei_total_Vol.mm3,Matano_etal_1985_a_Table1,Matano et al. (1985) Table 1,10.1159/000156212,Stephan_collection,1985,113.79,113.79,0,sole source,1,Stephan_collection,1,1,1985
Alouatta seniculus,Cerebellum_Vol.mm3,MacLeod_etal_2003_Table2,MacLeod et al. (2003) Table 2,10.1016/s0047-2484(03)00028-9,Zilles,2003,4150,4924.5,-15.73,averaged into the merged value,1,Stephan_collection; Zilles,2,2,2003
Alouatta seniculus,Cerebellum_Vol.mm3,Stephan_etal_1981_TableIII,Stephan et al. (1981) Table III,10.1159/000155963,Stephan_collection,1981,5699,4924.5,15.73,averaged into the merged value,1,Stephan_collection; Zilles,2,2,2003
Alouatta seniculus,Commissura_anterior_Vol.mm3,Baron_etal_1987_Table1,Baron et al. (1987) Table 1,PMID:3116076,Stephan_collection,1987,79.8,79.8,0,sole source,1,Stephan_collection,1,1,1987
Alouatta seniculus,Complexus_centromedialis_Vol.mm3,Stephan_etal_1987_Table1,Stephan et al. (1987) Table 1,PMID:3693895,Stephan_collection,1987,101.7,101.7,0,sole source,1,Stephan_collection,1,1,1987
Alouatta seniculus,Complexus_corticobasolateralis_Vol.mm3,Stephan_etal_1987_Table1,Stephan et al. (1987) Table 1,PMID:3693895,Stephan_collection,1987,324.3,324.3,0,sole source,1,Stephan_collection,1,1,1987
Alouatta seniculus,Complexus_sensorius_trigeminalis_Vol.mm3,Baron_etal_1990_Table1,Baron et al. (1990) Table 1,PMID:2358663,Stephan_collection,1990,79.1,79.1,0,sole source,1,Stephan_collection,1,1,1990
Alouatta seniculus,Complexus_vestibularis_Vol.mm3,Baron_etal_1988_Table1,Baron et al. (1988) Table 1,PMID:3216099,Stephan_collection,1988,76.8,76.8,0,sole source,1,Stephan_collection,1,1,1988
Alouatta seniculus,Complexus_vestibularis_unilateral_Vol.mm3,Matano__1986_TableI,Matano (1986) Table I,10.1159/000156277,Stephan_collection,1986,45.9,45.9,0,sole source,1,Stephan_collection,1,1,1986
Alouatta seniculus,Corpus_geniculatum_laterale_Vol.mm3,Frahm_etal_1998_Table1,Frahm et al. (1998) Table 1,PMID:9672110,Stephan_collection,1998,87.4,87.4,0,sole source,1,Stephan_collection,1,1,1998
Alouatta seniculus,Corpus_pineal_Vol.mm3,Stephan_etal_1981_TableXVI,Stephan et al. (1981) Table XVI,10.1159/000155963,Stephan_collection,1981,0.254,0.254,0,sole source,1,Stephan_collection,1,1,1981
Alouatta seniculus,Corpus_subcommissurale_Vol.mm3,Stephan_etal_1981_TableXVI,Stephan et al. (1981) Table XVI,10.1159/000155963,Stephan_collection,1981,0.402,0.402,0,sole source,1,Stephan_collection,1,1,1981
Alouatta seniculus,Corpus_subfornicale_Vol.mm3,Stephan_etal_1981_TableXVI,Stephan et al. (1981) Table XVI,10.1159/000155963,Stephan_collection,1981,0.372,0.372,0,sole source,1,Stephan_collection,1,1,1981
Alouatta seniculus,Diencephalon_Vol.mm3,Stephan_etal_1981_TableIII,Stephan et al. (1981) Table III,10.1159/000155963,Stephan_collection,1981,3344,3344,0,sole source,1,Stephan_collection,1,1,1981
Alouatta seniculus,Facial_motor_nucleus_left_Vol.mm3,Sherwood_etal_2005_Table1,Sherwood et al. (2005) Table 1,10.1016/j.jhevol.2004.10.003,Zilles,2005,1.73,1.73,0,sole source,1,Zilles,1,1,2005
Alouatta seniculus,Fascia_dentata_Vol.mm3,Frahm_Zilles_1994_Table1,Frahm & Zilles (1994) Table 1,PMID:7983368,Stephan_collection,1994,163.64,163.64,0,sole source,1,Stephan_collection,1,1,1994
Alouatta seniculus,FrontalCortex_grey_matter_Vol.mm3,Smaers_etal_2011_SupplementaryTable1,Smaers et al. (2011) SupplementaryTable1,10.1159/000323671,Zilles,2011,5510,5510,0,sole source,1,Zilles,1,1,2011
Alouatta seniculus,FrontalCortex_white_matter_Vol.mm3,Smaers_etal_2011_SupplementaryTable1,Smaers et al. (2011) SupplementaryTable1,10.1159/000323671,Zilles,2011,2780,2780,0,sole source,1,Zilles,1,1,2011
Alouatta seniculus,HP_HS_fibers_Vol.mm3,Frahm_Zilles_1994_Table1,Frahm & Zilles (1994) Table 1,PMID:7983368,Stephan_collection,1994,315.03,315.03,0,sole source,1,Stephan_collection,1,1,1994
Alouatta seniculus,Hilus_Vol.mm3,Frahm_Zilles_1994_Table1,Frahm & Zilles (1994) Table 1,PMID:7983368,Stephan_collection,1994,67.88,67.88,0,sole source,1,Stephan_collection,1,1,1994
Alouatta seniculus,Hippocampus_Vol.mm3,Frahm_Zilles_1994_Table1,Frahm & Zilles (1994) Table 1,PMID:7983368,Stephan_collection,1994,1319.79,1319.79,0,sole source,1,Stephan_collection,1,1,1994
Alouatta seniculus,Hippocampus_retrocommissuralis_Vol.mm3,Frahm_Zilles_1994_Table1,Frahm & Zilles (1994) Table 1,PMID:7983368,Stephan_collection,1994,1004.76,1004.76,0,sole source,1,Stephan_collection,1,1,1994
Alouatta seniculus,Hypoglossal_nucleus_left_Vol.mm3,Sherwood_etal_2005_Table1,Sherwood et al. (2005) Table 1,10.1016/j.jhevol.2004.10.003,Zilles,2005,1.62,1.62,0,sole source,1,Zilles,1,1,2005
Alouatta seniculus,Interpositus_cerebellar_nuclei_Vol.mm3,Matano_etal_1985_a_Table1,Matano et al. (1985) Table 1,10.1159/000156212,Stephan_collection,1985,26.57,26.57,0,sole source,1,Stephan_collection,1,1,1985
Alouatta seniculus,Lateral_cerebellar_nuclei_Vol.mm3,Matano_etal_1985_a_Table1,Matano et al. (1985) Table 1,10.1159/000156212,Stephan_collection,1985,59.75,59.75,0,sole source,1,Stephan_collection,1,1,1985
Alouatta seniculus,Lobus_piriformis_Vol.mm3,Stephan_etal_1981_TableVI,Stephan et al. (1981) Table VI,10.1159/000155963,Stephan_collection,1981,827,827,0,sole source,1,Stephan_collection,1,1,1981
Alouatta seniculus,Medial_cerebellar_nuclei_Vol.mm3,Matano_etal_1985_a_Table1,Matano et al. (1985) Table 1,10.1159/000156212,Stephan_collection,1985,27.47,27.47,0,sole source,1,Stephan_collection,1,1,1985
Alouatta seniculus,Medulla_oblongata_Vol.mm3,Sherwood_etal_2005_Table1,Sherwood et al. (2005) Table 1,10.1016/j.jhevol.2004.10.003,Zilles,2005,1593.25,1593.125,0.01,averaged into the merged value,1,Stephan_collection; Zilles,2,2,2005
Alouatta seniculus,Medulla_oblongata_Vol.mm3,Stephan_etal_1981_TableIII,Stephan et al. (1981) Table III,10.1159/000155963,Stephan_collection,1981,1593,1593.125,-0.01,averaged into the merged value,1,Stephan_collection; Zilles,2,2,2005
Alouatta seniculus,Mesencephalon_Vol.mm3,Stephan_etal_1981_TableIII,Stephan et al. (1981) Table III,10.1159/000155963,Stephan_collection,1981,986,986,0,sole source,1,Stephan_collection,1,1,1981
Alouatta seniculus,Middle_temporal_visual_area_Vol.mm3,Frahm_etal_1998_Table1,Frahm et al. (1998) Table 1,PMID:9672110,Stephan_collection,1998,220,220,0,sole source,1,Stephan_collection,1,1,1998
