Species_Name,n_sources,Sources
Hylobates lar,31,Barger_etal_2007_TABLE1; Baron_etal_1983_Table1; Baron_etal_1987_Table1; Baron_etal_1988_Table1; Baron_etal_1990_Table1; Bauernfeind_etal_2013_Table1; Bush_Allman_2003_Table1; Bush_Allman_2004_a_Table2; Bush_Allman_2004_b_TABLE1; deSousa_etal_2010_Table1; deSousa_etal_2013_Table1; Frahm_etal_1982_Table2; Frahm_etal_1984_Table1; Frahm_Zilles_1994_Table1; MacLeod_etal_2003_Table1; MacLeod_etal_2003_Table2; Matano__1986_TableI; Matano__1992_Table4; Matano_etal_1985_a_Table1; Matano_etal_1985_b_Table1; Semendeferi_etal_1998_Table2; Semendeferi_etal_2001_Table2; Sherwood_etal_2005_Table1; Smaers_etal_2011_SupplementaryTable1; Smaers_etal_2011_SupplementaryTable2; Stephan_etal_1981_TableIII; Stephan_etal_1981_TableVI; Stephan_etal_1981_TableVIII; Stephan_etal_1981_TableXIII; Stephan_etal_1984_Table1; Stephan_etal_1987_Table1
Hylobates muelleri,2,Bauernfeind_etal_2013_Table1; deSousa_etal_2013_Table1
Hylomys suillus,1,Baron_etal_1990_Table1
Hypsiprymnodon moschatus,1,Ashwell__2020_SupplementaryTable
Indri indri,23,Baron_etal_1983_Table1; Baron_etal_1987_Table1; Baron_etal_1988_Table1; Baron_etal_1990_Table1; Bauernfeind_etal_2013_Table1; Frahm_etal_1982_Table2; Frahm_etal_1984_Table1; Frahm_etal_1998_Table1; Frahm_Zilles_1994_Table1; Matano__1986_TableI; Matano__1992_Table1; Matano_etal_1985_a_Table1; Matano_etal_1985_b_Table1; Sherwood_etal_2005_Table1; Stephan_etal_1970_Table2; Stephan_etal_1970_Table5; Stephan_etal_1981_TableII; Stephan_etal_1981_TableIX; Stephan_etal_1981_TableV; Stephan_etal_1981_TableXV; Stephan_etal_1982_Table1; Stephan_etal_1984_Table1; Stephan_etal_1987_Table1
Isoodon macrourus,1,Ashwell__2020_SupplementaryTable
Isoodon obesulus,1,Ashwell__2020_SupplementaryTable
Lagorchestes conspicillatus,1,Ashwell__2020_SupplementaryTable
Lagothrix lagothricha,25,Baron_etal_1983_Table1; Baron_etal_1987_Table1; Baron_etal_1988_Table1; Baron_etal_1990_Table1; Frahm_etal_1982_Table2; Frahm_etal_1984_Table1; Frahm_Zilles_1994_Table1; Matano__1986_TableI; Matano__1992_Table2; Matano_etal_1985_a_Table1; Matano_etal_1985_b_Table1; Sherwood_etal_2005_Table1; Smaers_etal_2011_SupplementaryTable1; Smaers_etal_2011_SupplementaryTable2; Stephan_etal_1970_Table3; Stephan_etal_1970_Table6; Stephan_etal_1981_TableIII; Stephan_etal_1981_TableIX; Stephan_etal_1981_TableVI; Stephan_etal_1981_TableVIII; Stephan_etal_1981_TableXIII; Stephan_etal_1981_TableXVI; Stephan_etal_1982_Table1; Stephan_etal_1984_Table1; Stephan_etal_1987_Table1
Lama glama,2,Ashwell__2020_SupplementaryTable; Reep_etal_2007_Table1
Lasiorhinus latifrons,1,Ashwell__2020_SupplementaryTable
Lemur catta,3,Bush_Allman_2003_Table1; Bush_Allman_2004_a_Table2; Bush_Allman_2004_b_TABLE1
Leontopithecus rosalia,1,Bauernfeind_etal_2013_Table1
Lepilemur ruficaudatus,24,Baron_etal_1983_Table1; Baron_etal_1987_Table1; Baron_etal_1988_Table1; Baron_etal_1990_Table1; Frahm_etal_1982_Table2; Frahm_etal_1984_Table1; Frahm_Zilles_1994_Table1; Matano__1986_TableI; Matano__1992_Table1; Matano_etal_1985_a_Table1; Matano_etal_1985_b_Table1; Sherwood_etal_2005_Table1; Stephan_etal_1970_Table2; Stephan_etal_1970_Table5; Stephan_etal_1981_TableII; Stephan_etal_1981_TableIX; Stephan_etal_1981_TableV; Stephan_etal_1981_TableVIII; Stephan_etal_1981_TableXI; Stephan_etal_1981_TableXIII; Stephan_etal_1981_TableXV; Stephan_etal_1982_Table1; Stephan_etal_1984_Table1; Stephan_etal_1987_Table1
Llama glama,1,Bush_Allman_2004_a_Table2
Lophocebus albigena,27,Baron_etal_1983_Table1; Baron_etal_1987_Table1; Baron_etal_1988_Table1; Baron_etal_1990_Table1; Bauernfeind_etal_2013_Table1; deSousa_etal_2013_Table1; Frahm_etal_1984_Table1; Frahm_etal_1998_Table1; Frahm_Zilles_1994_Table1; MacLeod_etal_2003_Table2; Matano__1986_TableI; Matano__1992_Table3; Matano_etal_1985_a_Table1; Matano_etal_1985_b_Table1; Sherwood_etal_2005_Table1; Smaers_etal_2011_SupplementaryTable1; Smaers_etal_2011_SupplementaryTable2; Stephan_etal_1970_Table3; Stephan_etal_1970_Table6; Stephan_etal_1981_TableIII; Stephan_etal_1981_TableIX; Stephan_etal_1981_TableVI; Stephan_etal_1981_TableVIII; Stephan_etal_1981_TableXIII; Stephan_etal_1981_TableXVI; Stephan_etal_1984_Table1; Stephan_etal_1987_Table1
Loris tardigradus,24,Baron_etal_1983_Table1; Baron_etal_1987_Table1; Baron_etal_1988_Table1; Baron_etal_1990_Table1; Bauernfeind_etal_2013_Table1; Frahm_etal_1984_Table1; Frahm_etal_1998_Table1; Frahm_Zilles_1994_Table1; Matano__1986_TableI; Matano__1992_Table1; Matano_etal_1985_a_Table1; Matano_etal_1985_b_Table1; Sherwood_etal_2005_Table1; Stephan_etal_1970_Table2; Stephan_etal_1970_Table5; Stephan_etal_1981_TableII; Stephan_etal_1981_TableIX; Stephan_etal_1981_TableV; Stephan_etal_1981_TableVIII; Stephan_etal_1981_TableXIII; Stephan_etal_1981_TableXV; Stephan_etal_1982_Table1; Stephan_etal_1984_Table1; Stephan_etal_1987_Table1
Macaca fascicularis,2,deSousa_etal_2010_Table1; deSousa_etal_2013_Table1
Macaca maura,1,Bauernfeind_etal_2013_Table1
Macaca mulatta,25,Baron_etal_1983_Table1; Baron_etal_1987_Table1; Baron_etal_1988_Table1; Baron_etal_1990_Table1; Bush_Allman_2003_Table1; Bush_Allman_2004_a_Table2; Bush_Allman_2004_b_TABLE1; deSousa_etal_2013_Table1; Frahm_etal_1984_Table1; Frahm_etal_1998_Table1; MacLeod_etal_2003_Table1; MacLeod_etal_2003_Table2; Matano__1986_TableI; Matano__1992_Table3; Matano_etal_1985_a_Table1; Matano_etal_1985_b_Table1; Sherwood_etal_2005_Table1; Stephan_etal_1970_Table3; Stephan_etal_1970_Table6; Stephan_etal_1981_TableIII; Stephan_etal_1981_TableIX; Stephan_etal_1981_TableVI; Stephan_etal_1981_TableXVI; Stephan_etal_1984_Table1; Stephan_etal_1987_Table1
Macropus parryi,1,Ashwell__2020_SupplementaryTable
Mandrillus sphinx,3,Ashwell__2020_SupplementaryTable; Bush_Allman_2003_Table1; Bush_Allman_2004_a_Table2
Marmosa impavida,1,Ashwell__2020_SupplementaryTable
Marmosa mitis,2,Bush_Allman_2003_Table1; Bush_Allman_2004_a_Table2
Mephitis mephitis,1,Reep_etal_2007_Table1
Microcebus murinus,28,Baron_etal_1983_Table1; Baron_etal_1987_Table1; Baron_etal_1988_Table1; Baron_etal_1990_Table1; Bush_Allman_2003_Table1; Bush_Allman_2004_a_Table2; Bush_Allman_2004_b_TABLE1; Frahm_etal_1982_Table2; Frahm_etal_1984_Table1; Frahm_etal_1998_Table1; Frahm_Zilles_1994_Table1; Matano__1986_TableI; Matano__1992_Table1; Matano_etal_1985_a_Table1; Matano_etal_1985_b_Table1; Sherwood_etal_2005_Table1; Stephan_etal_1970_Table2; Stephan_etal_1970_Table5; Stephan_etal_1981_TableII; Stephan_etal_1981_TableIX; Stephan_etal_1981_TableV; Stephan_etal_1981_TableVIII; Stephan_etal_1981_TableXI; Stephan_etal_1981_TableXIII; Stephan_etal_1981_TableXV; Stephan_etal_1982_Table1; Stephan_etal_1984_Table1; Stephan_etal_1987_Table1
Microgale cowani,7,Baron_etal_1983_Table1; Baron_etal_1987_Table1; Stephan_etal_1981_TableI; Stephan_etal_1981_TableIV; Stephan_etal_1981_TableXIV; Stephan_etal_1982_Table1; Stephan_etal_1987_Table1
Microgale mergulus,9,Baron_etal_1983_Table1; Baron_etal_1987_Table1; Stephan_etal_1970_Table1; Stephan_etal_1970_Table4; Stephan_etal_1981_TableI; Stephan_etal_1981_TableIV; Stephan_etal_1981_TableXIV; Stephan_etal_1982_Table1; Stephan_etal_1987_Table1
Micropotamogale lamottei,6,Baron_etal_1983_Table1; Baron_etal_1987_Table1; Stephan_etal_1981_TableI; Stephan_etal_1981_TableIV; Stephan_etal_1982_Table1; Stephan_etal_1987_Table1
Micropotamogale ruwenzorii,4,Baron_etal_1987_Table1; Baron_etal_1988_Table1; Baron_etal_1990_Table1; Stephan_etal_1987_Table1
Microsorex hoyi,4,Baron_etal_1987_Table1; Baron_etal_1988_Table1; Baron_etal_1990_Table1; Stephan_etal_1987_Table1
Miopithecus talapoin,23,Baron_etal_1983_Table1; Baron_etal_1987_Table1; Baron_etal_1988_Table1; Baron_etal_1990_Table1; deSousa_etal_2013_Table1; Frahm_etal_1984_Table1; Frahm_etal_1998_Table1; Frahm_Zilles_1994_Table1; Matano__1986_TableI; Matano__1992_Table3; Matano_etal_1985_a_Table1; Matano_etal_1985_b_Table1; Sherwood_etal_2005_Table1; Smaers_etal_2011_SupplementaryTable1; Smaers_etal_2011_SupplementaryTable2; Stephan_etal_1970_Table3; Stephan_etal_1970_Table6; Stephan_etal_1981_TableIII; Stephan_etal_1981_TableIX; Stephan_etal_1981_TableVI; Stephan_etal_1981_TableXVI; Stephan_etal_1984_Table1; Stephan_etal_1987_Table1
Monodelphis brevicaudata,1,Ashwell__2020_SupplementaryTable
Mustela erminea,2,Ashwell__2020_SupplementaryTable; Bush_Allman_2004_a_Table2
Mustela nivalis,1,Reep_etal_2007_Table1
Mustela putorius,2,Ashwell__2020_SupplementaryTable; Bush_Allman_2003_Table1
Mustela putorius furo,1,Bush_Allman_2004_a_Table2
Mustela vison,1,Ashwell__2020_SupplementaryTable
Myosorex babaulti,2,Baron_etal_1987_Table1; Stephan_etal_1987_Table1
Myrmecophaga tridactyla,4,Ashwell__2020_SupplementaryTable; Bush_Allman_2003_Table1; Bush_Allman_2004_a_Table2; Reep_etal_2007_Table1
Nannospalax ehrenbergi,1,Frahm_etal_1997_Table1
Nasalis larvatus,19,Baron_etal_1983_Table1; Baron_etal_1987_Table1; Baron_etal_1988_Table1; Baron_etal_1990_Table1; deSousa_etal_2013_Table1; Frahm_etal_1998_Table1; Frahm_Zilles_1994_Table1; Matano__1986_TableI; Matano__1992_Table3; Matano_etal_1985_a_Table1; Matano_etal_1985_b_Table1; Sherwood_etal_2005_Table1; Smaers_etal_2011_SupplementaryTable1; Smaers_etal_2011_SupplementaryTable2; Stephan_etal_1981_TableIII; Stephan_etal_1981_TableVI; Stephan_etal_1981_TableVIII; Stephan_etal_1981_TableXIII; Stephan_etal_1987_Table1
Nasua narica,3,Ashwell__2020_SupplementaryTable; Bush_Allman_2003_Table1; Bush_Allman_2004_a_Table2
Nasua nasua,1,Reep_etal_2007_Table1
Neogale vison,2,Bush_Allman_2003_Table1; Bush_Allman_2004_a_Table2
Neomys fodiens,13,Baron_etal_1983_Table1; Baron_etal_1987_Table1; Baron_etal_1988_Table1; Baron_etal_1990_Table1; Frahm_etal_1982_Table2; Stephan_etal_1970_Table1; Stephan_etal_1970_Table4; Stephan_etal_1981_TableI; Stephan_etal_1981_TableIV; Stephan_etal_1981_TableX; Stephan_etal_1981_TableXIV; Stephan_etal_1982_Table1; Stephan_etal_1987_Table1
Nesogale dobsoni,7,Baron_etal_1983_Table1; Baron_etal_1987_Table1; Stephan_etal_1981_TableI; Stephan_etal_1981_TableIV; Stephan_etal_1981_TableXIV; Stephan_etal_1982_Table1; Stephan_etal_1987_Table1
Nesogale talazaci,11,Baron_etal_1983_Table1; Baron_etal_1987_Table1; Baron_etal_1988_Table1; Baron_etal_1990_Table1; Stephan_etal_1970_Table1; Stephan_etal_1970_Table4; Stephan_etal_1981_TableI; Stephan_etal_1981_TableIV; Stephan_etal_1981_TableXIV; Stephan_etal_1982_Table1; Stephan_etal_1987_Table1
Notamacropus agilis,1,Ashwell__2020_SupplementaryTable
Notamacropus dorsalis,1,Ashwell__2020_SupplementaryTable
Notamacropus eugenii,1,Ashwell__2020_SupplementaryTable
Notamacropus irma,1,Ashwell__2020_SupplementaryTable
Notamacropus parma,1,Ashwell__2020_SupplementaryTable
Nycticebus coucang,24,Baron_etal_1983_Table1; Baron_etal_1987_Table1; Baron_etal_1988_Table1; Baron_etal_1990_Table1; Bush_Allman_2003_Table1; Bush_Allman_2004_a_Table2; Bush_Allman_2004_b_TABLE1; Frahm_etal_1982_Table2; Frahm_etal_1984_Table1; Frahm_Zilles_1994_Table1; Matano__1986_TableI; Matano__1992_Table1; Matano_etal_1985_a_Table1; Matano_etal_1985_b_Table1; Sherwood_etal_2005_Table1; Stephan_etal_1970_Table2; Stephan_etal_1970_Table5; Stephan_etal_1981_TableII; Stephan_etal_1981_TableIX; Stephan_etal_1981_TableV; Stephan_etal_1981_TableXV; Stephan_etal_1982_Table1; Stephan_etal_1984_Table1; Stephan_etal_1987_Table1
Odocoileus virginianus,4,Ashwell__2020_SupplementaryTable; Bush_Allman_2003_Table1; Bush_Allman_2004_a_Table2; Reep_etal_2007_Table1
Onychogalea fraenata,1,Ashwell__2020_SupplementaryTable
Onychogalea unguifera,1,Ashwell__2020_SupplementaryTable
Ornithorhynchus anatinus,1,Ashwell__2020_SupplementaryTable
Oryctolagus cuniculus,1,Ashwell__2020_SupplementaryTable
Oryzorictes hova,7,Baron_etal_1983_Table1; Baron_etal_1987_Table1; Stephan_etal_1981_TableI; Stephan_etal_1981_TableIV; Stephan_etal_1981_TableXIV; Stephan_etal_1982_Table1; Stephan_etal_1987_Table1
Osphranter antilopinus,1,Ashwell__2020_SupplementaryTable
Osphranter bernardus,1,Ashwell__2020_SupplementaryTable
Osphranter rufus,1,Ashwell__2020_SupplementaryTable
Otolemur crassicaudatus,26,Baron_etal_1983_Table1; Baron_etal_1987_Table1; Baron_etal_1988_Table1; Baron_etal_1990_Table1; Bush_Allman_2003_Table1; Bush_Allman_2004_a_Table2; Bush_Allman_2004_b_TABLE1; Frahm_etal_1984_Table1; Frahm_etal_1998_Table1; Frahm_Zilles_1994_Table1; Matano__1986_TableI; Matano__1992_Table1; Matano_etal_1985_a_Table1; Matano_etal_1985_b_Table1; Sherwood_etal_2005_Table1; Stephan_etal_1970_Table2; Stephan_etal_1970_Table5; Stephan_etal_1981_TableII; Stephan_etal_1981_TableIX; Stephan_etal_1981_TableV; Stephan_etal_1981_TableVIII; Stephan_etal_1981_TableXIII; Stephan_etal_1981_TableXV; Stephan_etal_1982_Table1; Stephan_etal_1984_Table1; Stephan_etal_1987_Table1
Pan paniscus,12,Barger_etal_2007_TABLE1; Bauernfeind_etal_2013_Table1; Bauernfeind_etal_2013_Table2; deSousa_etal_2010_Table1; deSousa_etal_2013_Table1; MacLeod_etal_2003_Table1; MacLeod_etal_2003_Table2; Semendeferi_etal_1998_Table2; Semendeferi_etal_2001_Table2; Sherwood_etal_2005_Table1; Smaers_etal_2011_SupplementaryTable1; Smaers_etal_2011_SupplementaryTable2
Pan troglodytes,38,Ashwell__2020_SupplementaryTable; Barger_etal_2007_TABLE1; Baron_etal_1983_Table1; Baron_etal_1987_Table1; Baron_etal_1988_Table1; Baron_etal_1990_Table1; Bauernfeind_etal_2013_Table1; Bauernfeind_etal_2013_Table2; Bush_Allman_2003_Table1; Bush_Allman_2004_a_Table2; Bush_Allman_2004_b_TABLE1; deSousa_etal_2010_Table1; deSousa_etal_2013_Table1; Frahm_etal_1982_Table2; Frahm_etal_1984_Table1; Frahm_etal_1998_Table1; Frahm_Zilles_1994_Table1; MacLeod_etal_2003_Table1; MacLeod_etal_2003_Table2; Matano__1986_TableI; Matano__1992_Table4; Matano_etal_1985_a_Table1; Matano_etal_1985_b_Table1; Semendeferi_etal_1998_Table2; Semendeferi_etal_2001_Table2; Sherwood_etal_2005_Table1; Smaers_etal_2011_SupplementaryTable1; Smaers_etal_2011_SupplementaryTable2; Stephan_etal_1970_Table3; Stephan_etal_1970_Table6; Stephan_etal_1981_TableIII; Stephan_etal_1981_TableIX; Stephan_etal_1981_TableVI; Stephan_etal_1981_TableVIII; Stephan_etal_1981_TableXIII; Stephan_etal_1981_TableXVI; Stephan_etal_1984_Table1; Stephan_etal_1987_Table1
Panthera leo,3,Ashwell__2020_SupplementaryTable; Bush_Allman_2004_a_Table2; Reep_etal_2007_Table1
Panthera pardus,1,Reep_etal_2007_Table1
Papio anubis,23,Baron_etal_1983_Table1; Baron_etal_1987_Table1; Baron_etal_1988_Table1; Baron_etal_1990_Table1; deSousa_etal_2013_Table1; Frahm_etal_1982_Table2; Frahm_etal_1984_Table1; Frahm_etal_1998_Table1; Frahm_Zilles_1994_Table1; Matano__1986_TableI; Matano__1992_Table3; Matano_etal_1985_a_Table1; Matano_etal_1985_b_Table1; Sherwood_etal_2005_Table1; Smaers_etal_2011_SupplementaryTable1; Smaers_etal_2011_SupplementaryTable2; Stephan_etal_1981_TableIII; Stephan_etal_1981_TableVI; Stephan_etal_1981_TableVIII; Stephan_etal_1981_TableXIII; Stephan_etal_1981_TableXVI; Stephan_etal_1984_Table1; Stephan_etal_1987_Table1
Papio cynocephalus,2,MacLeod_etal_2003_Table1; MacLeod_etal_2003_Table2
Papio hamadryas,3,Bush_Allman_2003_Table1; Bush_Allman_2004_a_Table2; Bush_Allman_2004_b_TABLE1
Pecari tajacu,3,Bush_Allman_2003_Table1; Bush_Allman_2004_a_Table2; Reep_etal_2007_Table1
Perameles gunnii,1,Ashwell__2020_SupplementaryTable
Perameles nasuta,1,Ashwell__2020_SupplementaryTable
Perodicticus potto,27,Ashwell__2020_SupplementaryTable; Baron_etal_1983_Table1; Baron_etal_1987_Table1; Baron_etal_1988_Table1; Baron_etal_1990_Table1; Bauernfeind_etal_2013_Table1; Bush_Allman_2003_Table1; Bush_Allman_2004_a_Table2; Bush_Allman_2004_b_TABLE1; Frahm_etal_1984_Table1; Frahm_Zilles_1994_Table1; Matano__1986_TableI; Matano__1992_Table1; Matano_etal_1985_a_Table1; Matano_etal_1985_b_Table1; Sherwood_etal_2005_Table1; Stephan_etal_1970_Table2; Stephan_etal_1970_Table5; Stephan_etal_1981_TableII; Stephan_etal_1981_TableIX; Stephan_etal_1981_TableV; Stephan_etal_1981_TableVIII; Stephan_etal_1981_TableXIII; Stephan_etal_1981_TableXV; Stephan_etal_1982_Table1; Stephan_etal_1984_Table1; Stephan_etal_1987_Table1
Petaurus australis,1,Ashwell__2020_SupplementaryTable
Petaurus norfolcensis,1,Ashwell__2020_SupplementaryTable
Petrogale brachyotis,1,Ashwell__2020_SupplementaryTable
Petrogale concinna,1,Ashwell__2020_SupplementaryTable
Petrogale godmani,1,Ashwell__2020_SupplementaryTable
Petrogale herberti,1,Ashwell__2020_SupplementaryTable
Petrogale inornata,1,Ashwell__2020_SupplementaryTable
Petrogale lateralis,1,Ashwell__2020_SupplementaryTable
Petrogale penicillata,1,Ashwell__2020_SupplementaryTable
Petrogale puella (assimilis),1,Ashwell__2020_SupplementaryTable
Petrogale purpureicollis,1,Ashwell__2020_SupplementaryTable
Petropseudes dahli,1,Ashwell__2020_SupplementaryTable
Phalanger gymnotis,1,Ashwell__2020_SupplementaryTable
Phalanger maculatus,1,Ashwell__2020_SupplementaryTable
Phalanger vestitus,1,Ashwell__2020_SupplementaryTable
Phascogale tapoatafa,1,Ashwell__2020_SupplementaryTable
Phascolarctos cinereus,1,Ashwell__2020_SupplementaryTable
Phoca vitulina,2,Ashwell__2020_SupplementaryTable; Reep_etal_2007_Table1
Piliocolobus badius,27,Baron_etal_1983_Table1; Baron_etal_1987_Table1; Baron_etal_1988_Table1; Baron_etal_1990_Table1; Bauernfeind_etal_2013_Table1; deSousa_etal_2013_Table1; Frahm_etal_1982_Table2; Frahm_etal_1984_Table1; Frahm_Zilles_1994_Table1; Matano__1986_TableI; Matano__1992_Table3; Matano_etal_1985_a_Table1; Matano_etal_1985_b_Table1; Sherwood_etal_2005_Table1; Smaers_etal_2011_SupplementaryTable1; Smaers_etal_2011_SupplementaryTable2; Stephan_etal_1970_Table3; Stephan_etal_1970_Table6; Stephan_etal_1981_TableIII; Stephan_etal_1981_TableIX; Stephan_etal_1981_TableVI; Stephan_etal_1981_TableVIII; Stephan_etal_1981_TableXI; Stephan_etal_1981_TableXIII; Stephan_etal_1981_TableXVI; Stephan_etal_1984_Table1; Stephan_etal_1987_Table1
Pithecia monachus,23,Baron_etal_1983_Table1; Baron_etal_1987_Table1; Baron_etal_1988_Table1; Baron_etal_1990_Table1; Frahm_etal_1984_Table1; Frahm_etal_1998_Table1; Frahm_Zilles_1994_Table1; Matano__1986_TableI; Matano__1992_Table2; Matano_etal_1985_a_Table1; Matano_etal_1985_b_Table1; Sherwood_etal_2005_Table1; Smaers_etal_2011_SupplementaryTable1; Smaers_etal_2011_SupplementaryTable2; Stephan_etal_1970_Table3; Stephan_etal_1970_Table6; Stephan_etal_1981_TableIII; Stephan_etal_1981_TableIX; Stephan_etal_1981_TableVI; Stephan_etal_1981_TableXVI; Stephan_etal_1982_Table1; Stephan_etal_1984_Table1; Stephan_etal_1987_Table1
Pithecia pithecia,1,Bauernfeind_etal_2013_Table1
Planigale maculata,1,Ashwell__2020_SupplementaryTable
Pongo sp.,13,Barger_etal_2007_TABLE1; Bauernfeind_etal_2013_Table1; Bauernfeind_etal_2013_Table2; deSousa_etal_2010_Table1; deSousa_etal_2013_Table1; MacLeod_etal_2003_Table1; MacLeod_etal_2003_Table2; Semendeferi_etal_1998_Table2; Semendeferi_etal_2001_Table2; Sherwood_etal_2005_Table1; Smaers_etal_2011_SupplementaryTable1; Smaers_etal_2011_SupplementaryTable2; Zilles_Rehkämper_1988_Table12-2
Potamogale velox,11,Baron_etal_1983_Table1; Baron_etal_1987_Table1; Baron_etal_1988_Table1; Baron_etal_1990_Table1; Stephan_etal_1970_Table1; Stephan_etal_1970_Table4; Stephan_etal_1981_TableI; Stephan_etal_1981_TableIV; Stephan_etal_1981_TableXIV; Stephan_etal_1982_Table1; Stephan_etal_1987_Table1
Potorous tridactylus,1,Ashwell__2020_SupplementaryTable
Potos flavus,2,Bush_Allman_2003_Table1; Bush_Allman_2004_a_Table2
Procavia capensis,3,Ashwell__2020_SupplementaryTable; Bush_Allman_2003_Table1; Bush_Allman_2004_a_Table2
Procyon cancrivorus,1,Reep_etal_2007_Table1
Procyon lotor,1,Bush_Allman_2004_a_Table2
Prolemur simus,2,Stephan_etal_1970_Table2; Stephan_etal_1970_Table5
Propithecus verreauxi,25,Baron_etal_1983_Table1; Baron_etal_1987_Table1; Baron_etal_1988_Table1; Baron_etal_1990_Table1; Bush_Allman_2004_a_Table2; Frahm_etal_1982_Table2; Frahm_etal_1984_Table1; Frahm_Zilles_1994_Table1; Matano__1986_TableI; Matano__1992_Table1; Matano_etal_1985_a_Table1; Matano_etal_1985_b_Table1; Sherwood_etal_2005_Table1; Stephan_etal_1970_Table2; Stephan_etal_1970_Table5; Stephan_etal_1981_TableII; Stephan_etal_1981_TableIX; Stephan_etal_1981_TableV; Stephan_etal_1981_TableVIII; Stephan_etal_1981_TableXI; Stephan_etal_1981_TableXIII; Stephan_etal_1981_TableXV; Stephan_etal_1982_Table1; Stephan_etal_1984_Table1; Stephan_etal_1987_Table1
Pseudantechinus bilarni,1,Ashwell__2020_SupplementaryTable
Pseudocheirus canescens,1,Ashwell__2020_SupplementaryTable
Pseudocheirus cinereus,1,Ashwell__2020_SupplementaryTable
Pseudocheirus peregrinus,1,Ashwell__2020_SupplementaryTable
Pseudochirops archeri,1,Ashwell__2020_SupplementaryTable
Pseudochirops cupreus,1,Ashwell__2020_SupplementaryTable
Pseudochirulus forbesi,1,Ashwell__2020_SupplementaryTable
Pseudochirulus herbertensis,1,Ashwell__2020_SupplementaryTable
Pteropus giganteus,1,Ashwell__2020_SupplementaryTable
Puma concolor,1,Reep_etal_2007_Table1
Pygathrix nemaeus,14,Baron_etal_1983_Table1; Baron_etal_1987_Table1; Baron_etal_1988_Table1; Baron_etal_1990_Table1; deSousa_etal_2013_Table1; Frahm_Zilles_1994_Table1; Matano__1986_TableI; Matano__1992_Table3; Matano_etal_1985_a_Table1; Matano_etal_1985_b_Table1; Sherwood_etal_2005_Table1; Stephan_etal_1981_TableIII; Stephan_etal_1981_TableVI; Stephan_etal_1987_Table1
Rattus norvegicus,3,Bush_Allman_2003_Table1; Bush_Allman_2004_a_Table2; Frahm_etal_1997_Table1
Rhynchocyon cirnei,7,Baron_etal_1983_Table1; Baron_etal_1987_Table1; Stephan_etal_1981_TableI; Stephan_etal_1981_TableIV; Stephan_etal_1981_TableXIV; Stephan_etal_1982_Table1; Stephan_etal_1987_Table1
Rhynchocyon stuhlmanni,2,Stephan_etal_1970_Table1; Stephan_etal_1970_Table4
Rhyncholestes raphanurus,1,Ashwell__2020_SupplementaryTable
Ruwenzorisorex suncoides,4,Baron_etal_1987_Table1; Baron_etal_1988_Table1; Baron_etal_1990_Table1; Stephan_etal_1987_Table1
Saguinus geoffroyi,1,Bauernfeind_etal_2013_Table1
Saguinus midas,20,Baron_etal_1983_Table1; Baron_etal_1987_Table1; Baron_etal_1988_Table1; Baron_etal_1990_Table1; Frahm_etal_1984_Table1; Frahm_etal_1998_Table1; Frahm_Zilles_1994_Table1; Matano__1986_TableI; Matano__1992_Table2; Matano_etal_1985_a_Table1; Matano_etal_1985_b_Table1; Sherwood_etal_2005_Table1; Stephan_etal_1970_Table3; Stephan_etal_1970_Table6; Stephan_etal_1981_TableIII; Stephan_etal_1981_TableIX; Stephan_etal_1981_TableVI; Stephan_etal_1981_TableXVI; Stephan_etal_1982_Table1; Stephan_etal_1987_Table1
Saguinus oedipus,24,Baron_etal_1983_Table1; Baron_etal_1987_Table1; Baron_etal_1988_Table1; Baron_etal_1990_Table1; Bauernfeind_etal_2013_Table1; Frahm_etal_1984_Table1; Frahm_etal_1998_Table1; Frahm_Zilles_1994_Table1; Matano__1986_TableI; Matano__1992_Table2; Matano_etal_1985_a_Table1; Matano_etal_1985_b_Table1; Sherwood_etal_2005_Table1; Stephan_etal_1970_Table3; Stephan_etal_1970_Table6; Stephan_etal_1981_TableIII; Stephan_etal_1981_TableIX; Stephan_etal_1981_TableVI; Stephan_etal_1981_TableVIII; Stephan_etal_1981_TableXIII; Stephan_etal_1981_TableXVI; Stephan_etal_1982_Table1; Stephan_etal_1984_Table1; Stephan_etal_1987_Table1
Saimiri sciureus,30,Ashwell__2020_SupplementaryTable; Baron_etal_1983_Table1; Baron_etal_1987_Table1; Baron_etal_1988_Table1; Baron_etal_1990_Table1; Bush_Allman_2003_Table1; Bush_Allman_2004_a_Table2; Bush_Allman_2004_b_TABLE1; Frahm_etal_1982_Table2; Frahm_etal_1984_Table1; Frahm_Zilles_1994_Table1; MacLeod_etal_2003_Table1; MacLeod_etal_2003_Table2; Matano__1986_TableI; Matano__1992_Table2; Matano_etal_1985_a_Table1; Matano_etal_1985_b_Table1; Sherwood_etal_2005_Table1; Stephan_etal_1970_Table3; Stephan_etal_1970_Table6; Stephan_etal_1981_TableIII; Stephan_etal_1981_TableIX; Stephan_etal_1981_TableVI; Stephan_etal_1981_TableVIII; Stephan_etal_1981_TableXI; Stephan_etal_1981_TableXIII; Stephan_etal_1981_TableXVI; Stephan_etal_1982_Table1; Stephan_etal_1984_Table1; Stephan_etal_1987_Table1
Sapajus apella,1,MacLeod_etal_2003_Table1
Sarcophilus harrisii,1,Ashwell__2020_SupplementaryTable
Scalopus aquaticus,1,Ashwell__2020_SupplementaryTable
