Species,Variable,Source,Cited_as,DOI_or_ISBN,Team,Year,source_Value,merged_Value,pct_diff_from_merged,role,n_rows_in_source,Teams,n_teams,n_sources,Year_used
Crocidura flavescens,Septum_Vol.mm3,Stephan_etal_1981_TableIV,Stephan et al. (1981) Table IV,10.1159/000155963,Stephan_collection,1981,6.94,6.94,0,sole source,1,Stephan_collection,1,1,1981
Crocidura flavescens,Striatum_Vol.mm3,Stephan_etal_1981_TableIV,Stephan et al. (1981) Table IV,10.1159/000155963,Stephan_collection,1981,16.8,16.8,0,sole source,1,Stephan_collection,1,1,1981
Crocidura flavescens,Subthalamus_Vol.mm3,Stephan_etal_1981_TableVII,Stephan et al. (1981) Table VII,10.1159/000155963,Stephan_collection,1981,1.78,1.78,0,sole source,1,Stephan_collection,1,1,1981
Crocidura flavescens,Telencephalon_Vol.mm3,Stephan_etal_1981_TableI,Stephan et al. (1981) Table I,10.1159/000155963,Stephan_collection,1981,241,241,0,sole source,1,Stephan_collection,1,1,1981
Crocidura flavescens,Thalamus_Vol.mm3,Stephan_etal_1981_TableVII,Stephan et al. (1981) Table VII,10.1159/000155963,Stephan_collection,1981,14.6,14.6,0,sole source,1,Stephan_collection,1,1,1981
Crocidura flavescens,Total_brain_net_volume_Vol.mm3,Stephan_etal_1981_TableI,Stephan et al. (1981) Table I,10.1159/000155963,Stephan_collection,1981,408,408,0,sole source,1,Stephan_collection,1,1,1981
Crocidura flavescens,Tractus_opticus_Vol.mm3,Stephan_etal_1981_TableVII,Stephan et al. (1981) Table VII,10.1159/000155963,Stephan_collection,1981,0.252,0.252,0,sole source,1,Stephan_collection,1,1,1981
Crocidura flavescens,Ventricles_Vol.mm3,Stephan_etal_1981_TableI,Stephan et al. (1981) Table I,10.1159/000155963,Stephan_collection,1981,2.67,2.67,0,sole source,1,Stephan_collection,1,1,1981
Crocidura olivieri,Body_Mass.g,Stephan_etal_1970_Table1,Stephan et al. (1970) TABLE 1,ISBN:0390672505,Stephan_collection,1970,28,28,0,reference table used (mass rule: other sources not averaged in),1,Stephan_collection,1,1,1970
Crocidura olivieri,Brain_Mass.mg,Stephan_etal_1970_Table1,Stephan et al. (1970) TABLE 1,ISBN:0390672505,Stephan_collection,1970,440,440,0,reference table used (mass rule: other sources not averaged in),1,Stephan_collection,1,1,1970
Crocidura olivieri,Bulbus_olfactorius_Vol.mm3,Stephan_etal_1970_Table4,Stephan et al. (1970) TABLE 4,ISBN:0390672505,Stephan_collection,1970,37.8,37.8,0,sole source,1,Stephan_collection,1,1,1970
Crocidura olivieri,Cerebellum_Vol.mm3,Stephan_etal_1970_Table1,Stephan et al. (1970) TABLE 1,ISBN:0390672505,Stephan_collection,1970,51.3,51.3,0,sole source,1,Stephan_collection,1,1,1970
Crocidura olivieri,Diencephalon_Vol.mm3,Stephan_etal_1970_Table1,Stephan et al. (1970) TABLE 1,ISBN:0390672505,Stephan_collection,1970,28.4,28.4,0,sole source,1,Stephan_collection,1,1,1970
Crocidura olivieri,Hippocampus_Vol.mm3,Stephan_etal_1970_Table4,Stephan et al. (1970) TABLE 4,ISBN:0390672505,Stephan_collection,1970,38.5,38.5,0,sole source,1,Stephan_collection,1,1,1970
Crocidura olivieri,Medulla_oblongata_Vol.mm3,Stephan_etal_1970_Table1,Stephan et al. (1970) TABLE 1,ISBN:0390672505,Stephan_collection,1970,59.8,59.8,0,sole source,1,Stephan_collection,1,1,1970
Crocidura olivieri,Mesencephalon_Vol.mm3,Stephan_etal_1970_Table1,Stephan et al. (1970) TABLE 1,ISBN:0390672505,Stephan_collection,1970,27.7,27.7,0,sole source,1,Stephan_collection,1,1,1970
Crocidura olivieri,Neocortex_Vol.mm3,Stephan_etal_1970_Table4,Stephan et al. (1970) TABLE 4,ISBN:0390672505,Stephan_collection,1970,59.1,59.1,0,sole source,1,Stephan_collection,1,1,1970
Crocidura olivieri,Palaeocortex_plus_amygdala_Vol.mm3,Stephan_etal_1970_Table4,Stephan et al. (1970) TABLE 4,ISBN:0390672505,Stephan_collection,1970,68.4,68.4,0,sole source,1,Stephan_collection,1,1,1970
Crocidura olivieri,Schizo_cortex_Vol.mm3,Stephan_etal_1970_Table4,Stephan et al. (1970) TABLE 4,ISBN:0390672505,Stephan_collection,1970,13.3,13.3,0,sole source,1,Stephan_collection,1,1,1970
Crocidura olivieri,Septum_Vol.mm3,Stephan_etal_1970_Table4,Stephan et al. (1970) TABLE 4,ISBN:0390672505,Stephan_collection,1970,6.9,6.9,0,sole source,1,Stephan_collection,1,1,1970
Crocidura olivieri,Striatum_Vol.mm3,Stephan_etal_1970_Table4,Stephan et al. (1970) TABLE 4,ISBN:0390672505,Stephan_collection,1970,16.8,16.8,0,sole source,1,Stephan_collection,1,1,1970
Crocidura olivieri,Telencephalon_Vol.mm3,Stephan_etal_1970_Table1,Stephan et al. (1970) TABLE 1,ISBN:0390672505,Stephan_collection,1970,241,241,0,sole source,1,Stephan_collection,1,1,1970
Crocidura olivieri,Total_brain_net_volume_Vol.mm3,Stephan_etal_1970_Table1,Stephan et al. (1970) TABLE 1,ISBN:0390672505,Stephan_collection,1970,408,408,0,sole source,1,Stephan_collection,1,1,1970
Crocidura russula,Amygdala_Vol.mm3,Stephan_etal_1981_TableX,Stephan et al. (1981) Table X,10.1159/000155963,Stephan_collection,1981,11.1,11.1,0,sole source,1,Stephan_collection,1,1,1981
Crocidura russula,Body_Mass.g,Stephan_etal_1981_TableI,Stephan et al. (1981) Table I,10.1159/000155963,Stephan_collection,1981,11,11,0,reference table used (mass rule: other sources not averaged in),1,Stephan_collection,1,1,1981
Crocidura russula,Brain_Mass.mg,Stephan_etal_1981_TableI,Stephan et al. (1981) Table I,10.1159/000155963,Stephan_collection,1981,190,190,0,reference table used (mass rule: other sources not averaged in),1,Stephan_collection,1,1,1981
Crocidura russula,Bulbus_olfactorius_Vol.mm3,Stephan_etal_1981_TableIV,Stephan et al. (1981) Table IV,10.1159/000155963,Stephan_collection,1981,16.3,16.3,0,sole source,1,Stephan_collection,1,1,1981
Crocidura russula,Bulbus_olfactorius_accessorius_Vol.mm3,Stephan_etal_1981_TableIV,Stephan et al. (1981) Table IV,10.1159/000155963,Stephan_collection,1981,0.0431,0.0431,0,sole source,1,Stephan_collection,1,1,1981
Crocidura russula,Capsula_interna_Vol.mm3,Stephan_etal_1981_TableVII,Stephan et al. (1981) Table VII,10.1159/000155963,Stephan_collection,1981,0.727,0.727,0,sole source,1,Stephan_collection,1,1,1981
Crocidura russula,Cerebellum_Vol.mm3,Stephan_etal_1981_TableI,Stephan et al. (1981) Table I,10.1159/000155963,Stephan_collection,1981,21.8,21.8,0,sole source,1,Stephan_collection,1,1,1981
Crocidura russula,Complexus_centromedialis_Vol.mm3,Stephan_etal_1981_TableX,Stephan et al. (1981) Table X,10.1159/000155963,Stephan_collection,1981,5.41,5.41,0,sole source,1,Stephan_collection,1,1,1981
Crocidura russula,Complexus_corticobasolateralis_Vol.mm3,Stephan_etal_1981_TableX,Stephan et al. (1981) Table X,10.1159/000155963,Stephan_collection,1981,5.74,5.74,0,sole source,1,Stephan_collection,1,1,1981
Crocidura russula,Complexus_vestibularis_Vol.mm3,NA,NA,NA,NA,NA,NA,1.126,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Stephan_collection,1,NA,NA
Crocidura russula,Complexus_vestibularis_unilateral_Vol.mm3,Stephan_etal_1981_TableXII,Stephan et al. (1981) Table XII,10.1159/000155963,Stephan_collection,1981,0.563,0.563,0,sole source,1,Stephan_collection,1,1,1981
Crocidura russula,Corpus_pineal_Vol.mm3,Stephan_etal_1981_TableXIV,Stephan et al. (1981) Table XIV,10.1159/000155963,Stephan_collection,1981,0.0278,0.0278,0,sole source,1,Stephan_collection,1,1,1981
Crocidura russula,Corpus_subcommissurale_Vol.mm3,Stephan_etal_1981_TableXIV,Stephan et al. (1981) Table XIV,10.1159/000155963,Stephan_collection,1981,7.66e-4,7.66e-4,0,sole source,1,Stephan_collection,1,1,1981
Crocidura russula,Corpus_subfornicale_Vol.mm3,Stephan_etal_1981_TableXIV,Stephan et al. (1981) Table XIV,10.1159/000155963,Stephan_collection,1981,0.00986,0.00986,0,sole source,1,Stephan_collection,1,1,1981
Crocidura russula,Diencephalon_Vol.mm3,Stephan_etal_1981_TableI,Stephan et al. (1981) Table I,10.1159/000155963,Stephan_collection,1981,15,15,0,sole source,1,Stephan_collection,1,1,1981
Crocidura russula,Epithalamus_Vol.mm3,Stephan_etal_1981_TableVII,Stephan et al. (1981) Table VII,10.1159/000155963,Stephan_collection,1981,0.368,0.368,0,sole source,1,Stephan_collection,1,1,1981
Crocidura russula,Hippocampus_Vol.mm3,Stephan_etal_1981_TableIV,Stephan et al. (1981) Table IV,10.1159/000155963,Stephan_collection,1981,15.9,15.9,0,sole source,1,Stephan_collection,1,1,1981
Crocidura russula,Hypothalamus_Vol.mm3,Stephan_etal_1981_TableVII,Stephan et al. (1981) Table VII,10.1159/000155963,Stephan_collection,1981,4.61,4.61,0,sole source,1,Stephan_collection,1,1,1981
Crocidura russula,Lobus_piriformis_Vol.mm3,Stephan_etal_1981_TableIV,Stephan et al. (1981) Table IV,10.1159/000155963,Stephan_collection,1981,30.2,30.2,0,sole source,1,Stephan_collection,1,1,1981
Crocidura russula,Medulla_oblongata_Vol.mm3,Stephan_etal_1981_TableI,Stephan et al. (1981) Table I,10.1159/000155963,Stephan_collection,1981,23.6,23.6,0,sole source,1,Stephan_collection,1,1,1981
Crocidura russula,Mesencephalon_Vol.mm3,Stephan_etal_1981_TableI,Stephan et al. (1981) Table I,10.1159/000155963,Stephan_collection,1981,11.7,11.7,0,sole source,1,Stephan_collection,1,1,1981
Crocidura russula,Neocortex_Vol.mm3,Stephan_etal_1981_TableIV,Stephan et al. (1981) Table IV,10.1159/000155963,Stephan_collection,1981,25.5,25.5,0,sole source,1,Stephan_collection,1,1,1981
Crocidura russula,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,Stephan_etal_1981_TableX,Stephan et al. (1981) Table X,10.1159/000155963,Stephan_collection,1981,0.804,0.804,0,sole source,1,Stephan_collection,1,1,1981
Crocidura russula,Nucleus_habenularis_medialis_Vol.mm3,Stephan_etal_1981_TableXIV,Stephan et al. (1981) Table XIV,10.1159/000155963,Stephan_collection,1981,0.134,0.134,0,sole source,1,Stephan_collection,1,1,1981
Crocidura russula,Nucleus_septalis_triangularis_Vol.mm3,Stephan_etal_1981_TableXIV,Stephan et al. (1981) Table XIV,10.1159/000155963,Stephan_collection,1981,0.12,0.12,0,sole source,1,Stephan_collection,1,1,1981
Crocidura russula,Nucleus_subthalamicus_Vol.mm3,Stephan_etal_1981_TableVII,Stephan et al. (1981) Table VII,10.1159/000155963,Stephan_collection,1981,0.0889,0.0889,0,sole source,1,Stephan_collection,1,1,1981
Crocidura russula,Nucleus_tractus_olfactorius_Vol.mm3,Stephan_etal_1981_TableX,Stephan et al. (1981) Table X,10.1159/000155963,Stephan_collection,1981,0.44,0.44,0,sole source,1,Stephan_collection,1,1,1981
Crocidura russula,Nucleus_vestibularis_descendens_Vol.mm3,NA,NA,NA,NA,NA,NA,0.334,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Stephan_collection,1,NA,NA
Crocidura russula,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,Stephan_etal_1981_TableXII,Stephan et al. (1981) Table XII,10.1159/000155963,Stephan_collection,1981,0.167,0.167,0,sole source,1,Stephan_collection,1,1,1981
Crocidura russula,Nucleus_vestibularis_lateralis_Vol.mm3,NA,NA,NA,NA,NA,NA,0.168,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Stephan_collection,1,NA,NA
Crocidura russula,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,Stephan_etal_1981_TableXII,Stephan et al. (1981) Table XII,10.1159/000155963,Stephan_collection,1981,0.084,0.084,0,sole source,1,Stephan_collection,1,1,1981
Crocidura russula,Nucleus_vestibularis_medialis_Vol.mm3,NA,NA,NA,NA,NA,NA,0.47,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Stephan_collection,1,NA,NA
Crocidura russula,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,Stephan_etal_1981_TableXII,Stephan et al. (1981) Table XII,10.1159/000155963,Stephan_collection,1981,0.235,0.235,0,sole source,1,Stephan_collection,1,1,1981
Crocidura russula,Nucleus_vestibularis_superior_Vol.mm3,NA,NA,NA,NA,NA,NA,0.154,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Stephan_collection,1,NA,NA
Crocidura russula,Nucleus_vestibularis_superior_unilateral_Vol.mm3,Stephan_etal_1981_TableXII,Stephan et al. (1981) Table XII,10.1159/000155963,Stephan_collection,1981,0.077,0.077,0,sole source,1,Stephan_collection,1,1,1981
Crocidura russula,Palaeocortex_Vol.mm3,Stephan_etal_1981_TableX,Stephan et al. (1981) Table X,10.1159/000155963,Stephan_collection,1981,45.1,45.1,0,sole source,1,Stephan_collection,1,1,1981
Crocidura russula,Palaeocortex_plus_amygdala_Vol.mm3,Stephan_etal_1970_Table4,Stephan et al. (1970) TABLE 4,ISBN:0390672505,Stephan_collection,1970,30.2,30.2,0,sole source,1,Stephan_collection,1,1,1970
Crocidura russula,Pallidum_Vol.mm3,Stephan_etal_1981_TableVII,Stephan et al. (1981) Table VII,10.1159/000155963,Stephan_collection,1981,0.781,0.781,0,sole source,1,Stephan_collection,1,1,1981
Crocidura russula,Schizo_cortex_Vol.mm3,Stephan_etal_1981_TableIV,Stephan et al. (1981) Table IV,10.1159/000155963,Stephan_collection,1981,6.05,6.05,0,sole source,1,Stephan_collection,1,1,1981
Crocidura russula,Septum_Vol.mm3,Stephan_etal_1981_TableIV,Stephan et al. (1981) Table IV,10.1159/000155963,Stephan_collection,1981,3.64,3.64,0,sole source,1,Stephan_collection,1,1,1981
Crocidura russula,Striatum_Vol.mm3,Stephan_etal_1981_TableIV,Stephan et al. (1981) Table IV,10.1159/000155963,Stephan_collection,1981,8.17,8.17,0,sole source,1,Stephan_collection,1,1,1981
Crocidura russula,Subthalamus_Vol.mm3,Stephan_etal_1981_TableVII,Stephan et al. (1981) Table VII,10.1159/000155963,Stephan_collection,1981,0.87,0.87,0,sole source,1,Stephan_collection,1,1,1981
Crocidura russula,Telencephalon_Vol.mm3,Stephan_etal_1981_TableI,Stephan et al. (1981) Table I,10.1159/000155963,Stephan_collection,1981,106,106,0,sole source,1,Stephan_collection,1,1,1981
Crocidura russula,Thalamus_Vol.mm3,Stephan_etal_1981_TableVII,Stephan et al. (1981) Table VII,10.1159/000155963,Stephan_collection,1981,7.48,7.48,0,sole source,1,Stephan_collection,1,1,1981
Crocidura russula,Total_brain_net_volume_Vol.mm3,Stephan_etal_1981_TableI,Stephan et al. (1981) Table I,10.1159/000155963,Stephan_collection,1981,178,178,0,sole source,1,Stephan_collection,1,1,1981
Crocidura russula,Tractus_opticus_Vol.mm3,Stephan_etal_1981_TableVII,Stephan et al. (1981) Table VII,10.1159/000155963,Stephan_collection,1981,0.116,0.116,0,sole source,1,Stephan_collection,1,1,1981
Crocidura russula,Ventricles_Vol.mm3,Stephan_etal_1981_TableI,Stephan et al. (1981) Table I,10.1159/000155963,Stephan_collection,1981,1.67,1.67,0,sole source,1,Stephan_collection,1,1,1981
Crocuta crocuta,Neocortex_Vol.mm3,Bush_Allman_2004_a_Table2,Bush & Allman (2004) Table 2,10.1073/pnas.0305760101,Bush,2004,85200,85200,0,sole source,1,Bush,1,1,2004
Crocuta crocuta,Neocortex_grey_matter_Vol.mm3,Bush_Allman_2004_a_Table2,Bush & Allman (2004) Table 2,10.1073/pnas.0305760101,Bush,2004,56270,56270,0,sole source,1,Bush,1,1,2004
Crocuta crocuta,Neocortex_white_matter_Vol.mm3,Bush_Allman_2004_a_Table2,Bush & Allman (2004) Table 2,10.1073/pnas.0305760101,Bush,2004,28930,28930,0,sole source,1,Bush,1,1,2004
Crocuta crocuta,Total_brain_net_volume_Vol.mm3,Bush_Allman_2004_a_Table2,Bush & Allman (2004) Table 2,10.1073/pnas.0305760101,Bush,2004,134310,134310,0,sole source,1,Bush,1,1,2004
Cynictis penicillata,Neocortex_Vol.mm3,Bush_Allman_2004_a_Table2,Bush & Allman (2004) Table 2,10.1073/pnas.0305760101,Bush,2004,6920,6920,0,sole source,1,Bush,1,1,2004
Cynictis penicillata,Neocortex_grey_matter_Vol.mm3,Bush_Allman_2004_a_Table2,Bush & Allman (2004) Table 2,10.1073/pnas.0305760101,Bush,2004,4900,4900,0,sole source,1,Bush,1,1,2004
Cynictis penicillata,Neocortex_white_matter_Vol.mm3,Bush_Allman_2004_a_Table2,Bush & Allman (2004) Table 2,10.1073/pnas.0305760101,Bush,2004,2020,2020,0,sole source,1,Bush,1,1,2004
Cynictis penicillata,Total_brain_net_volume_Vol.mm3,Bush_Allman_2004_a_Table2,Bush & Allman (2004) Table 2,10.1073/pnas.0305760101,Bush,2004,14230,14230,0,sole source,1,Bush,1,1,2004
Daubentonia madagascariensis,Amygdala_Vol.mm3,Stephan_etal_1981_TableXI,Stephan et al. (1981) Table XI,10.1159/000155963,Stephan_collection,1981,473,473,0,sole source,1,Stephan_collection,1,1,1981
Daubentonia madagascariensis,Area_striata_Vol.mm3,Frahm_etal_1984_Table1,Frahm et al. (1984) Table 1,PMID:6501869,Stephan_collection,1984,1355,1355,0,sole source,1,Stephan_collection,1,1,1984
Daubentonia madagascariensis,Area_striata_grey_matter_Vol.mm3,Frahm_etal_1984_Table1,Frahm et al. (1984) Table 1,PMID:6501869,Stephan_collection,1984,1113,1113,0,sole source,1,Stephan_collection,1,1,1984
Daubentonia madagascariensis,Area_striata_lamina_1_Vol.mm3,Frahm_etal_1984_Table1,Frahm et al. (1984) Table 1,PMID:6501869,Stephan_collection,1984,189,189,0,sole source,1,Stephan_collection,1,1,1984
Daubentonia madagascariensis,Area_striata_laminae_2_6_Vol.mm3,Frahm_etal_1984_Table1,Frahm et al. (1984) Table 1,PMID:6501869,Stephan_collection,1984,923,923,0,sole source,1,Stephan_collection,1,1,1984
Daubentonia madagascariensis,Area_striata_white_matter_Vol.mm3,Frahm_etal_1984_Table1,Frahm et al. (1984) Table 1,PMID:6501869,Stephan_collection,1984,242,242,0,sole source,1,Stephan_collection,1,1,1984
Daubentonia madagascariensis,Body_Mass.g,Stephan_etal_1981_TableII,Stephan et al. (1981) Table II,10.1159/000155963,Stephan_collection,1981,2800,2800,0,reference table used (mass rule: other sources not averaged in),1,Stephan_collection,1,1,1981
Daubentonia madagascariensis,Brain_Mass.mg,Stephan_etal_1981_TableII,Stephan et al. (1981) Table II,10.1159/000155963,Stephan_collection,1981,45150,45150,0,reference table used (mass rule: other sources not averaged in),1,Stephan_collection,1,1,1981
Daubentonia madagascariensis,Bulbus_olfactorius_Vol.mm3,Stephan_etal_1981_TableV,Stephan et al. (1981) Table V,10.1159/000155963,Stephan_collection,1981,685,685,0,sole source,1,Stephan_collection,1,1,1981
Daubentonia madagascariensis,Bulbus_olfactorius_accessorius_Vol.mm3,Stephan_etal_1981_TableV,Stephan et al. (1981) Table V,10.1159/000155963,Stephan_collection,1981,8.31,8.31,0,sole source,1,Stephan_collection,1,1,1981
Daubentonia madagascariensis,Cerebellum_Vol.mm3,Stephan_etal_1981_TableII,Stephan et al. (1981) Table II,10.1159/000155963,Stephan_collection,1981,6461,6461,0,sole source,1,Stephan_collection,1,1,1981
Daubentonia madagascariensis,Complexus_centromedialis_Vol.mm3,Stephan_etal_1981_TableXI,Stephan et al. (1981) Table XI,10.1159/000155963,Stephan_collection,1981,122,122,0,sole source,1,Stephan_collection,1,1,1981
Daubentonia madagascariensis,Complexus_corticobasolateralis_Vol.mm3,Stephan_etal_1981_TableXI,Stephan et al. (1981) Table XI,10.1159/000155963,Stephan_collection,1981,351,351,0,sole source,1,Stephan_collection,1,1,1981
Daubentonia madagascariensis,Corpus_geniculatum_laterale_Vol.mm3,Stephan_etal_1981_TableIX,Stephan et al. (1981) Table IX,10.1159/000155963,Stephan_collection,1981,58.5,58.5,0,sole source,1,Stephan_collection,1,1,1981
Daubentonia madagascariensis,Corpus_pineal_Vol.mm3,Stephan_etal_1981_TableXV,Stephan et al. (1981) Table XV,10.1159/000155963,Stephan_collection,1981,3.32,3.32,0,sole source,1,Stephan_collection,1,1,1981
Daubentonia madagascariensis,Corpus_subcommissurale_Vol.mm3,Stephan_etal_1981_TableXV,Stephan et al. (1981) Table XV,10.1159/000155963,Stephan_collection,1981,1.83,1.83,0,sole source,1,Stephan_collection,1,1,1981
Daubentonia madagascariensis,Corpus_subfornicale_Vol.mm3,Stephan_etal_1981_TableXV,Stephan et al. (1981) Table XV,10.1159/000155963,Stephan_collection,1981,0.593,0.593,0,sole source,1,Stephan_collection,1,1,1981
Daubentonia madagascariensis,Diencephalon_Vol.mm3,Stephan_etal_1981_TableII,Stephan et al. (1981) Table II,10.1159/000155963,Stephan_collection,1981,3539,3539,0,sole source,1,Stephan_collection,1,1,1981
Daubentonia madagascariensis,Facial_motor_nucleus_Vol.mm3,NA,NA,NA,NA,NA,NA,4,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Sherwood,1,NA,NA
Daubentonia madagascariensis,Facial_motor_nucleus_left_Vol.mm3,Sherwood_etal_2005_Table1,Sherwood et al. (2005) Table 1,10.1016/j.jhevol.2004.10.003,Sherwood,2005,2,2,0,sole source,1,Sherwood,1,1,2005
Daubentonia madagascariensis,Hippocampus_Vol.mm3,Stephan_etal_1981_TableV,Stephan et al. (1981) Table V,10.1159/000155963,Stephan_collection,1981,1776,1776,0,sole source,1,Stephan_collection,1,1,1981
Daubentonia madagascariensis,Hypoglossal_nucleus_Vol.mm3,NA,NA,NA,NA,NA,NA,4.38,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Sherwood,1,NA,NA
Daubentonia madagascariensis,Hypoglossal_nucleus_left_Vol.mm3,Sherwood_etal_2005_Table1,Sherwood et al. (2005) Table 1,10.1016/j.jhevol.2004.10.003,Sherwood,2005,2.19,2.19,0,sole source,1,Sherwood,1,1,2005
Daubentonia madagascariensis,Lobus_piriformis_Vol.mm3,Stephan_etal_1981_TableV,Stephan et al. (1981) Table V,10.1159/000155963,Stephan_collection,1981,1538,1538,0,sole source,1,Stephan_collection,1,1,1981
Daubentonia madagascariensis,Medulla_oblongata_Vol.mm3,Sherwood_etal_2005_Table1,Sherwood et al. (2005) Table 1,10.1016/j.jhevol.2004.10.003,Sherwood,2005,1517.1,1517.05,0,averaged into the merged value,1,Sherwood; Stephan_collection,2,2,2005
Daubentonia madagascariensis,Medulla_oblongata_Vol.mm3,Stephan_etal_1981_TableII,Stephan et al. (1981) Table II,10.1159/000155963,Stephan_collection,1981,1517,1517.05,-0,averaged into the merged value,1,Sherwood; Stephan_collection,2,2,2005
Daubentonia madagascariensis,Mesencephalon_Vol.mm3,Stephan_etal_1981_TableII,Stephan et al. (1981) Table II,10.1159/000155963,Stephan_collection,1981,897,897,0,sole source,1,Stephan_collection,1,1,1981
Daubentonia madagascariensis,Neocortex_Vol.mm3,Bush_Allman_2004_a_Table2,Bush & Allman (2004) Table 2,10.1073/pnas.0305760101,Bush,2004,24070,23098.5,4.21,averaged into the merged value,1,Bush; Stephan_collection,2,2,2004
Daubentonia madagascariensis,Neocortex_Vol.mm3,Stephan_etal_1981_TableV,Stephan et al. (1981) Table V,10.1159/000155963,Stephan_collection,1981,22127,23098.5,-4.21,averaged into the merged value,1,Bush; Stephan_collection,2,2,2004
Daubentonia madagascariensis,Neocortex_grey_matter_Vol.mm3,Bush_Allman_2004_a_Table2,Bush & Allman (2004) Table 2,10.1073/pnas.0305760101,Bush,2004,19790,19790,0,sole source,1,Bush,1,1,2004
Daubentonia madagascariensis,Neocortex_white_matter_Vol.mm3,Bush_Allman_2004_a_Table2,Bush & Allman (2004) Table 2,10.1073/pnas.0305760101,Bush,2004,4280,4280,0,sole source,1,Bush,1,1,2004
Daubentonia madagascariensis,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,Stephan_etal_1981_TableXI,Stephan et al. (1981) Table XI,10.1159/000155963,Stephan_collection,1981,24.9,24.9,0,sole source,1,Stephan_collection,1,1,1981
Daubentonia madagascariensis,Nucleus_habenularis_medialis_Vol.mm3,Stephan_etal_1981_TableXV,Stephan et al. (1981) Table XV,10.1159/000155963,Stephan_collection,1981,7.75,7.75,0,sole source,1,Stephan_collection,1,1,1981
Daubentonia madagascariensis,Nucleus_septalis_triangularis_Vol.mm3,Stephan_etal_1981_TableXV,Stephan et al. (1981) Table XV,10.1159/000155963,Stephan_collection,1981,2.65,2.65,0,sole source,1,Stephan_collection,1,1,1981
Daubentonia madagascariensis,Nucleus_tractus_olfactorius_Vol.mm3,Stephan_etal_1981_TableXI,Stephan et al. (1981) Table XI,10.1159/000155963,Stephan_collection,1981,3.53,3.53,0,sole source,1,Stephan_collection,1,1,1981
Daubentonia madagascariensis,Palaeocortex_Vol.mm3,Stephan_etal_1981_TableXI,Stephan et al. (1981) Table XI,10.1159/000155963,Stephan_collection,1981,1065,1065,0,sole source,1,Stephan_collection,1,1,1981
Daubentonia madagascariensis,Palaeocortex_plus_amygdala_Vol.mm3,Stephan_etal_1970_Table5,Stephan et al. (1970) TABLE 5,ISBN:0390672505,Stephan_collection,1970,1538,1538,0,sole source,1,Stephan_collection,1,1,1970
Daubentonia madagascariensis,Schizo_cortex_Vol.mm3,Stephan_etal_1981_TableV,Stephan et al. (1981) Table V,10.1159/000155963,Stephan_collection,1981,1044,1044,0,sole source,1,Stephan_collection,1,1,1981
Daubentonia madagascariensis,Septum_Vol.mm3,Stephan_etal_1981_TableV,Stephan et al. (1981) Table V,10.1159/000155963,Stephan_collection,1981,254,254,0,sole source,1,Stephan_collection,1,1,1981
Daubentonia madagascariensis,Striatum_Vol.mm3,Stephan_etal_1981_TableV,Stephan et al. (1981) Table V,10.1159/000155963,Stephan_collection,1981,2765,2765,0,sole source,1,Stephan_collection,1,1,1981
Daubentonia madagascariensis,Telencephalon_Vol.mm3,Stephan_etal_1981_TableII,Stephan et al. (1981) Table II,10.1159/000155963,Stephan_collection,1981,30196,30196,0,sole source,1,Stephan_collection,1,1,1981
Daubentonia madagascariensis,Total_brain_net_volume_Vol.mm3,Bush_Allman_2004_a_Table2,Bush & Allman (2004) Table 2,10.1073/pnas.0305760101,Bush,2004,41070,41840.5,-1.84,averaged into the merged value,1,Bush; Stephan_collection,2,2,2004
Daubentonia madagascariensis,Total_brain_net_volume_Vol.mm3,Stephan_etal_1981_TableII,Stephan et al. (1981) Table II,10.1159/000155963,Stephan_collection,1981,42611,41840.5,1.84,averaged into the merged value,1,Bush; Stephan_collection,2,2,2004
Daubentonia madagascariensis,Trigeminal_motor_nucleus_Vol.mm3,NA,NA,NA,NA,NA,NA,3.82,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Sherwood,1,NA,NA
Daubentonia madagascariensis,Trigeminal_motor_nucleus_left_Vol.mm3,Sherwood_etal_2005_Table1,Sherwood et al. (2005) Table 1,10.1016/j.jhevol.2004.10.003,Sherwood,2005,1.91,1.91,0,sole source,1,Sherwood,1,1,2005
Daubentonia madagascariensis,Ventricles_Vol.mm3,Stephan_etal_1981_TableII,Stephan et al. (1981) Table II,10.1159/000155963,Stephan_collection,1981,392,392,0,sole source,1,Stephan_collection,1,1,1981
