Species,Variable,Source,Value,priority
Papio cynocephalus,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,2.633,9
Tragelaphus strepsiceros,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,213.37,9
Tragelaphus strepsiceros,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,762567178,9
Tragelaphus strepsiceros,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,12302304448,9
Tragelaphus strepsiceros,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,3574,9
Tragelaphus strepsiceros,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,57657,9
Tragelaphus strepsiceros,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,16.133,9
Giraffa camelopardalis,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,398.808,9
Giraffa camelopardalis,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,1730513460,9
Giraffa camelopardalis,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,27513706540,9
Giraffa camelopardalis,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,4339,9
Giraffa camelopardalis,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,68990,9
Giraffa camelopardalis,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,15.9,9
Homo sapiens,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,1232.93,9
Homo sapiens,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,1.634e+10,9
Homo sapiens,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,6.084e+10,9
Homo sapiens,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,13520,9
Homo sapiens,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,49230,9
Homo sapiens,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,3.723,9
Loxodonta africana,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,2847.594,9
Loxodonta africana,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,5593241033,9
Loxodonta africana,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,55698998687,9
Loxodonta africana,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,1964,9
Loxodonta africana,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,52721,9
Loxodonta africana,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,26.844,9
Sorex fumeus,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,0.02,8
Sorex fumeus,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,20870000,8
Sorex fumeus,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,5290000,8
Sorex fumeus,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,1038666,8
Sorex fumeus,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,258073,8
Sorex fumeus,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.253,8
Blarina brevicauda,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,0.037,8
Blarina brevicauda,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,33430000,8
Blarina brevicauda,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,4410000,8
Blarina brevicauda,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,919942,8
Blarina brevicauda,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,118736,8
Blarina brevicauda,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.132,8
Heterocephalus glaber,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,0.048,8
Heterocephalus glaber,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,15742270,8
Heterocephalus glaber,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,5482730,8
Heterocephalus glaber,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,327280,8
Heterocephalus glaber,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,115748,8
Heterocephalus glaber,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.356,8
Mus musculus,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,0.056,8
Mus musculus,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,42219708,8
Mus musculus,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,6947791,8
Mus musculus,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,746691,8
Mus musculus,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,123493,8
Mus musculus,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.165,8
Amblysomus hottentotus,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,0.084,8
Amblysomus hottentotus,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,34488379,8
Amblysomus hottentotus,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,8155621,8
Amblysomus hottentotus,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,409687,8
Amblysomus hottentotus,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,96849,8
Amblysomus hottentotus,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.236,8
Parascalops breweri,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,0.102,8
Parascalops breweri,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,100780000,8
Parascalops breweri,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,7010000,8
Parascalops breweri,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,997370,8
Parascalops breweri,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,68795,8
Parascalops breweri,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.07,8
Condylura cristata,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,0.138,8
Condylura cristata,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,105920000,8
Condylura cristata,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,19480000,8
Condylura cristata,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,776460,8
Condylura cristata,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,139912,8
Condylura cristata,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.184,8
Mesocricetus auratus,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,0.145,8
Mesocricetus auratus,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,61210000,8
Mesocricetus auratus,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,7430000,8
Mesocricetus auratus,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,424002,8
Mesocricetus auratus,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,51332,8
Mesocricetus auratus,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.121,8
Scalopus aquaticus,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,0.153,8
Scalopus aquaticus,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,158550000,8
Scalopus aquaticus,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,17510000,8
Scalopus aquaticus,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,1037390,8
Scalopus aquaticus,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,114660,8
Scalopus aquaticus,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.11,8
Elephantulus myurus,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,0.168,8
Elephantulus myurus,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,89312372,8
Elephantulus myurus,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,23368628,8
Elephantulus myurus,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,531494,8
Elephantulus myurus,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,139028,8
Elephantulus myurus,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.261,8
Rattus norvegicus,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,0.272,8
Rattus norvegicus,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,139171882,8
Rattus norvegicus,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,29005617,8
Rattus norvegicus,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,522688,8
Rattus norvegicus,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,108555,8
Rattus norvegicus,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.209,8
Petrodromus tetradactylus,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,0.304,8
Petrodromus tetradactylus,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,110653150,8
Petrodromus tetradactylus,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,34657851,8
Petrodromus tetradactylus,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,362537,8
Petrodromus tetradactylus,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,110153,8
Petrodromus tetradactylus,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.299,8
Tupaia glis,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,0.326,8
Tupaia glis,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,185280000,8
Tupaia glis,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,19980000,8
Tupaia glis,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,571460,8
Tupaia glis,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,61600,8
Tupaia glis,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.108,8
Proechimys guyannensis,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,0.33,8
Proechimys guyannensis,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,162512050,8
Proechimys guyannensis,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,36372950,8
Proechimys guyannensis,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,494338,8
Proechimys guyannensis,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,110122,8
Proechimys guyannensis,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.224,8
Microcebus murinus,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,0.391,8
Microcebus murinus,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,221386140,8
Microcebus murinus,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,17433860,8
Microcebus murinus,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,566205,8
Microcebus murinus,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,44588,8
Microcebus murinus,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.079,8
Cavia porcellus,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,0.5,8
Cavia porcellus,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,167854925,8
Cavia porcellus,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,36290075,8
Cavia porcellus,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,339755,8
Cavia porcellus,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,72824,8
Cavia porcellus,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.216,8
Callithrix jacchus,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,0.73,8
Callithrix jacchus,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,361370000,8
Callithrix jacchus,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,49490000,8
Callithrix jacchus,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,494970,8
Callithrix jacchus,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,68170,8
Callithrix jacchus,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.137,8
Cynomys sp.,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,0.789,8
Cynomys sp.,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,350084813,8
Cynomys sp.,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,66155187,8
Cynomys sp.,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,440658,8
Cynomys sp.,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,84802,8
Cynomys sp.,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.192,8
Sciurus carolinensis,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,0.874,8
Sciurus carolinensis,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,342832180,8
Sciurus carolinensis,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,110797820,8
Sciurus carolinensis,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,392363,8
Sciurus carolinensis,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,127682,8
Sciurus carolinensis,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.336,8
Otolemur garnettii,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,1.196,8
Otolemur garnettii,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,743500000,8
Otolemur garnettii,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,65960000,8
Otolemur garnettii,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,623080,8
Otolemur garnettii,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,54460,8
Otolemur garnettii,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.089,8
Oryctolagus cuniculus,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,1.412,8
Oryctolagus cuniculus,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,396671250,8
Oryctolagus cuniculus,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,124578750,8
Oryctolagus cuniculus,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,280929,8
Oryctolagus cuniculus,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,88229,8
Oryctolagus cuniculus,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,1.222,8
Aotus trivirgatus,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,1.732,8
Aotus trivirgatus,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,1.04e+09,8
Aotus trivirgatus,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,145270000,8
Aotus trivirgatus,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,605080,8
Aotus trivirgatus,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,82890,8
Aotus trivirgatus,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.14,8
Dendrohyrax dorsalis,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,1.918,8
Dendrohyrax dorsalis,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,360929350,8
Dendrohyrax dorsalis,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,77570650,8
Dendrohyrax dorsalis,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,188180,8
Dendrohyrax dorsalis,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,40444,8
Dendrohyrax dorsalis,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.215,8
Procavia capensis,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,2.058,8
Procavia capensis,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,488373000,8
Procavia capensis,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,91005000,8
Procavia capensis,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,242415,8
Procavia capensis,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,46365,8
Procavia capensis,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.182,8
Dasyprocta prymnolopha,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,2.742,8
Dasyprocta prymnolopha,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,673488085,8
Dasyprocta prymnolopha,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,155986915,8
Dasyprocta prymnolopha,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,253208,8
Dasyprocta prymnolopha,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,57945,8
Dasyprocta prymnolopha,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.234,8
Saimiri sciureus,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,4.3,8
Saimiri sciureus,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,1.82e+09,8
Saimiri sciureus,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,133020000,8
Saimiri sciureus,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,424000,8
Saimiri sciureus,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,30940,8
Saimiri sciureus,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.073,8
Sapajus apella,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,4.6,8
Sapajus apella,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,2.49e+09,8
Sapajus apella,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,245810000,8
Sapajus apella,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,540310,8
Sapajus apella,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,53440,8
Sapajus apella,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.099,8
Macaca fascicularis,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,5.642,8
Macaca fascicularis,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,2572600000,8
Macaca fascicularis,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,135400000,8
Macaca fascicularis,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,455973,8
Macaca fascicularis,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,23999,8
Macaca fascicularis,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.053,8
Macaca radiata,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,5.748,8
Macaca radiata,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,2038554160,8
Macaca radiata,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,453565840,8
Macaca radiata,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,354655,8
Macaca radiata,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,78908,8
Macaca radiata,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.222,8
Hydrochoerus hydrochaeris,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,6.632,8
Hydrochoerus hydrochaeris,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,1157810000,8
Hydrochoerus hydrochaeris,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,570940000,8
Hydrochoerus hydrochaeris,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,177982,8
Hydrochoerus hydrochaeris,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,86574,8
Hydrochoerus hydrochaeris,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.493,8
Macaca mulatta,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,7.694,8
Macaca mulatta,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,4.55e+09,8
Macaca mulatta,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,931030000,8
Macaca mulatta,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,590800,8
Macaca mulatta,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,121010,8
Macaca mulatta,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.205,8
Sus scrofa domesticus,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,8.128,8
Sus scrofa domesticus,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,1858320313,8
Sus scrofa domesticus,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,348710938,8
Sus scrofa domesticus,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,228632,8
Sus scrofa domesticus,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,42902,8
Sus scrofa domesticus,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.188,8
Antidorcas marsupialis,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,11.458,8
Antidorcas marsupialis,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,2257214074,8
Antidorcas marsupialis,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,467244676,8
Antidorcas marsupialis,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,196999,8
Antidorcas marsupialis,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,40779,8
Antidorcas marsupialis,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.207,8
Damaliscus pygargus phillipsi,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,13.402,8
Damaliscus pygargus phillipsi,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,2401712670,8
Damaliscus pygargus phillipsi,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,443918456,8
Damaliscus pygargus phillipsi,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,179206,8
Damaliscus pygargus phillipsi,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,33123,8
Damaliscus pygargus phillipsi,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.184,8
Papio cynocephalus,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,13.745,8
Papio cynocephalus,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,7794907300,8
Papio cynocephalus,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,525977700,8
Papio cynocephalus,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,567109,8
Papio cynocephalus,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,38267,8
Papio cynocephalus,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.067,8
Tragelaphus strepsiceros,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,31.776,8
Tragelaphus strepsiceros,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,4042494141,8
Tragelaphus strepsiceros,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,1266099609,8
Tragelaphus strepsiceros,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,127218,8
Tragelaphus strepsiceros,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,39845,8
Tragelaphus strepsiceros,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.313,8
Pongo pygmaeus,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,35.06,8
Pongo pygmaeus,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,2.63e+10,8
Pongo pygmaeus,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,2.2e+09,8
Pongo pygmaeus,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,750143,8
Pongo pygmaeus,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,62750,8
Pongo pygmaeus,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.084,8
Gorilla gorilla,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,37.56,8
Gorilla gorilla,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,2.64e+10,8
Gorilla gorilla,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,2.9e+09,8
Gorilla gorilla,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,702875,8
Gorilla gorilla,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,77210,8
Gorilla gorilla,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.11,8
Giraffa camelopardalis,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,67.73,8
Giraffa camelopardalis,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,8878076563,8
Giraffa camelopardalis,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,5520360938,8
Giraffa camelopardalis,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,131080,8
Giraffa camelopardalis,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,81505,8
Giraffa camelopardalis,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.622,8
Homo sapiens,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,154.02,8
Homo sapiens,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,6.903e+10,8
Homo sapiens,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,1.604e+10,8
Homo sapiens,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,471660,8
Homo sapiens,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,101020,8
Homo sapiens,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.232,8
Loxodonta africana,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,1171.628,8
Loxodonta africana,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,250708527536,8
Loxodonta africana,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,38507229964,8
Loxodonta africana,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,213983,8
Loxodonta africana,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,32866,8
Loxodonta africana,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.154,8
Sorex fumeus,RoB_Mass.g,HerculanoHouzel_etal_2015_Table3,0.072,10
Sorex fumeus,RoB_N.n,HerculanoHouzel_etal_2015_Table3,5560000,10
Sorex fumeus,RoB_O.n,HerculanoHouzel_etal_2015_Table3,8280000,10
Sorex fumeus,RoB_N.p.mg,HerculanoHouzel_etal_2015_Table3,75941,10
Sorex fumeus,RoB_O.p.mg,HerculanoHouzel_etal_2015_Table3,114880,10
Sorex fumeus,RoB_O.p.N,HerculanoHouzel_etal_2015_Table3,1.489,10
Blarina brevicauda,RoB_Mass.g,HerculanoHouzel_etal_2015_Table3,0.113,10
Blarina brevicauda,RoB_N.n,HerculanoHouzel_etal_2015_Table3,6340000,10
Blarina brevicauda,RoB_O.n,HerculanoHouzel_etal_2015_Table3,13320000,10
Blarina brevicauda,RoB_N.p.mg,HerculanoHouzel_etal_2015_Table3,55924,10
Blarina brevicauda,RoB_O.p.mg,HerculanoHouzel_etal_2015_Table3,117736,10
Blarina brevicauda,RoB_O.p.N,HerculanoHouzel_etal_2015_Table3,2.102,10
Heterocephalus glaber,RoB_Mass.g,HerculanoHouzel_etal_2015_Table3,0.16,10
Heterocephalus glaber,RoB_N.n,HerculanoHouzel_etal_2015_Table3,4981317,10
