Species,Variable,Source,Value,priority
Heterocephalus glaber,RoB_O.n,HerculanoHouzel_etal_2015_Table3,10310350,10
Heterocephalus glaber,RoB_N.p.mg,HerculanoHouzel_etal_2015_Table3,31674,10
Heterocephalus glaber,RoB_O.p.mg,HerculanoHouzel_etal_2015_Table3,64145,10
Heterocephalus glaber,RoB_O.p.N,HerculanoHouzel_etal_2015_Table3,2.125,10
Mus musculus,RoB_Mass.g,HerculanoHouzel_etal_2015_Table3,0.172,10
Mus musculus,RoB_N.n,HerculanoHouzel_etal_2015_Table3,11960000,10
Mus musculus,RoB_O.n,HerculanoHouzel_etal_2015_Table3,14850000,10
Mus musculus,RoB_N.p.mg,HerculanoHouzel_etal_2015_Table3,64301,10
Mus musculus,RoB_O.p.mg,HerculanoHouzel_etal_2015_Table3,79839,10
Mus musculus,RoB_O.p.N,HerculanoHouzel_etal_2015_Table3,1.242,10
Parascalops breweri,RoB_Mass.g,HerculanoHouzel_etal_2015_Table3,0.228,10
Parascalops breweri,RoB_N.n,HerculanoHouzel_etal_2015_Table3,7130000,10
Parascalops breweri,RoB_O.n,HerculanoHouzel_etal_2015_Table3,31380000,10
Parascalops breweri,RoB_N.p.mg,HerculanoHouzel_etal_2015_Table3,31276,10
Parascalops breweri,RoB_O.p.mg,HerculanoHouzel_etal_2015_Table3,137960,10
Parascalops breweri,RoB_O.p.N,HerculanoHouzel_etal_2015_Table3,4.401,10
Condylura cristata,RoB_Mass.g,HerculanoHouzel_etal_2015_Table3,0.244,10
Condylura cristata,RoB_N.n,HerculanoHouzel_etal_2015_Table3,8160000,10
Condylura cristata,RoB_O.n,HerculanoHouzel_etal_2015_Table3,31550000,10
Condylura cristata,RoB_N.p.mg,HerculanoHouzel_etal_2015_Table3,33475,10
Condylura cristata,RoB_O.p.mg,HerculanoHouzel_etal_2015_Table3,128990,10
Condylura cristata,RoB_O.p.N,HerculanoHouzel_etal_2015_Table3,3.866,10
Amblysomus hottentotus,RoB_Mass.g,HerculanoHouzel_etal_2015_Table3,0.289,10
Amblysomus hottentotus,RoB_N.n,HerculanoHouzel_etal_2015_Table3,9070358,10
Amblysomus hottentotus,RoB_O.n,HerculanoHouzel_etal_2015_Table3,16834642,10
Amblysomus hottentotus,RoB_N.p.mg,HerculanoHouzel_etal_2015_Table3,31616,10
Amblysomus hottentotus,RoB_O.p.mg,HerculanoHouzel_etal_2015_Table3,58880,10
Amblysomus hottentotus,RoB_O.p.N,HerculanoHouzel_etal_2015_Table3,1.839,10
Scalopus aquaticus,RoB_Mass.g,HerculanoHouzel_etal_2015_Table3,0.37,10
Scalopus aquaticus,RoB_N.n,HerculanoHouzel_etal_2015_Table3,16560000,10
Scalopus aquaticus,RoB_O.n,HerculanoHouzel_etal_2015_Table3,45690000,10
Scalopus aquaticus,RoB_N.p.mg,HerculanoHouzel_etal_2015_Table3,44620,10
Scalopus aquaticus,RoB_O.p.mg,HerculanoHouzel_etal_2015_Table3,123600,10
Scalopus aquaticus,RoB_O.p.N,HerculanoHouzel_etal_2015_Table3,2.759,10
Mesocricetus auratus,RoB_Mass.g,HerculanoHouzel_etal_2015_Table3,0.375,10
Mesocricetus auratus,RoB_N.n,HerculanoHouzel_etal_2015_Table3,5870000,10
Mesocricetus auratus,RoB_O.n,HerculanoHouzel_etal_2015_Table3,21330000,10
Mesocricetus auratus,RoB_N.p.mg,HerculanoHouzel_etal_2015_Table3,15611,10
Mesocricetus auratus,RoB_O.p.mg,HerculanoHouzel_etal_2015_Table3,55804,10
Mesocricetus auratus,RoB_O.p.N,HerculanoHouzel_etal_2015_Table3,3.556,10
Elephantulus myurus,RoB_Mass.g,HerculanoHouzel_etal_2015_Table3,0.401,10
Elephantulus myurus,RoB_N.n,HerculanoHouzel_etal_2015_Table3,14012533,10
Elephantulus myurus,RoB_O.n,HerculanoHouzel_etal_2015_Table3,28997467,10
Elephantulus myurus,RoB_N.p.mg,HerculanoHouzel_etal_2015_Table3,34520,10
Elephantulus myurus,RoB_O.p.mg,HerculanoHouzel_etal_2015_Table3,70967,10
Elephantulus myurus,RoB_O.p.N,HerculanoHouzel_etal_2015_Table3,2.048,10
Microcebus murinus,RoB_Mass.g,HerculanoHouzel_etal_2015_Table3,0.5,10
Microcebus murinus,RoB_N.n,HerculanoHouzel_etal_2015_Table3,11014640,10
Microcebus murinus,RoB_O.n,HerculanoHouzel_etal_2015_Table3,50865360,10
Microcebus murinus,RoB_N.p.mg,HerculanoHouzel_etal_2015_Table3,22029,10
Microcebus murinus,RoB_O.p.mg,HerculanoHouzel_etal_2015_Table3,101731,10
Microcebus murinus,RoB_O.p.N,HerculanoHouzel_etal_2015_Table3,4.618,10
Rattus norvegicus,RoB_Mass.g,HerculanoHouzel_etal_2015_Table3,0.683,10
Rattus norvegicus,RoB_N.n,HerculanoHouzel_etal_2015_Table3,18678758,10
Rattus norvegicus,RoB_O.n,HerculanoHouzel_etal_2015_Table3,47221243,10
Rattus norvegicus,RoB_N.p.mg,HerculanoHouzel_etal_2015_Table3,27813,10
Rattus norvegicus,RoB_O.p.mg,HerculanoHouzel_etal_2015_Table3,71760,10
Rattus norvegicus,RoB_O.p.N,HerculanoHouzel_etal_2015_Table3,2.587,10
Proechimys guyannensis,RoB_Mass.g,HerculanoHouzel_etal_2015_Table3,0.824,10
Proechimys guyannensis,RoB_N.n,HerculanoHouzel_etal_2015_Table3,13492039,10
Proechimys guyannensis,RoB_O.n,HerculanoHouzel_etal_2015_Table3,73068898,10
Proechimys guyannensis,RoB_N.p.mg,HerculanoHouzel_etal_2015_Table3,16381,10
Proechimys guyannensis,RoB_O.p.mg,HerculanoHouzel_etal_2015_Table3,88667,10
Proechimys guyannensis,RoB_O.p.N,HerculanoHouzel_etal_2015_Table3,5.462,10
Petrodromus tetradactylus,RoB_Mass.g,HerculanoHouzel_etal_2015_Table3,0.894,10
Petrodromus tetradactylus,RoB_N.n,HerculanoHouzel_etal_2015_Table3,12231811,10
Petrodromus tetradactylus,RoB_O.n,HerculanoHouzel_etal_2015_Table3,28204189,10
Petrodromus tetradactylus,RoB_N.p.mg,HerculanoHouzel_etal_2015_Table3,13696,10
Petrodromus tetradactylus,RoB_O.p.mg,HerculanoHouzel_etal_2015_Table3,31716,10
Petrodromus tetradactylus,RoB_O.p.N,HerculanoHouzel_etal_2015_Table3,2.3,10
Tupaia glis,RoB_Mass.g,HerculanoHouzel_etal_2015_Table3,0.919,10
Tupaia glis,RoB_N.n,HerculanoHouzel_etal_2015_Table3,22480000,10
Tupaia glis,RoB_O.n,HerculanoHouzel_etal_2015_Table3,87080000,10
Tupaia glis,RoB_N.p.mg,HerculanoHouzel_etal_2015_Table3,25900,10
Tupaia glis,RoB_O.p.mg,HerculanoHouzel_etal_2015_Table3,100320,10
Tupaia glis,RoB_O.p.N,HerculanoHouzel_etal_2015_Table3,3.874,10
Cavia porcellus,RoB_Mass.g,HerculanoHouzel_etal_2015_Table3,1.218,10
Cavia porcellus,RoB_N.n,HerculanoHouzel_etal_2015_Table3,22191825,10
Cavia porcellus,RoB_O.n,HerculanoHouzel_etal_2015_Table3,83183175,10
Cavia porcellus,RoB_N.p.mg,HerculanoHouzel_etal_2015_Table3,18990,10
Cavia porcellus,RoB_O.p.mg,HerculanoHouzel_etal_2015_Table3,69528,10
Cavia porcellus,RoB_O.p.N,HerculanoHouzel_etal_2015_Table3,4.035,10
Callithrix jacchus,RoB_Mass.g,HerculanoHouzel_etal_2015_Table3,1.489,10
Callithrix jacchus,RoB_N.n,HerculanoHouzel_etal_2015_Table3,29720000,10
Callithrix jacchus,RoB_O.n,HerculanoHouzel_etal_2015_Table3,145910000,10
Callithrix jacchus,RoB_N.p.mg,HerculanoHouzel_etal_2015_Table3,19650,10
Callithrix jacchus,RoB_O.p.mg,HerculanoHouzel_etal_2015_Table3,98370,10
Callithrix jacchus,RoB_O.p.N,HerculanoHouzel_etal_2015_Table3,4.909,10
Sciurus carolinensis,RoB_Mass.g,HerculanoHouzel_etal_2015_Table3,1.943,10
Sciurus carolinensis,RoB_N.n,HerculanoHouzel_etal_2015_Table3,33493401,10
Sciurus carolinensis,RoB_O.n,HerculanoHouzel_etal_2015_Table3,210023933,10
Sciurus carolinensis,RoB_N.p.mg,HerculanoHouzel_etal_2015_Table3,17616,10
Sciurus carolinensis,RoB_O.p.mg,HerculanoHouzel_etal_2015_Table3,108482,10
Sciurus carolinensis,RoB_O.p.N,HerculanoHouzel_etal_2015_Table3,7.246,10
Cynomys sp.,RoB_Mass.g,HerculanoHouzel_etal_2015_Table3,1.945,10
Cynomys sp.,RoB_N.n,HerculanoHouzel_etal_2015_Table3,34090600,10
Cynomys sp.,RoB_O.n,HerculanoHouzel_etal_2015_Table3,167742733,10
Cynomys sp.,RoB_N.p.mg,HerculanoHouzel_etal_2015_Table3,17590,10
Cynomys sp.,RoB_O.p.mg,HerculanoHouzel_etal_2015_Table3,86542,10
Cynomys sp.,RoB_O.p.N,HerculanoHouzel_etal_2015_Table3,4.923,10
Callimico goeldii,RoB_Mass.g,HerculanoHouzel_etal_2015_Table3,2.086,10
Callimico goeldii,RoB_N.n,HerculanoHouzel_etal_2015_Table3,53911480,10
Callimico goeldii,RoB_O.n,HerculanoHouzel_etal_2015_Table3,194528520,10
Callimico goeldii,RoB_N.p.mg,HerculanoHouzel_etal_2015_Table3,25844,10
Callimico goeldii,RoB_O.p.mg,HerculanoHouzel_etal_2015_Table3,93254,10
Callimico goeldii,RoB_O.p.N,HerculanoHouzel_etal_2015_Table3,3.608,10
Otolemur garnettii,RoB_Mass.g,HerculanoHouzel_etal_2015_Table3,2.131,10
Otolemur garnettii,RoB_N.n,HerculanoHouzel_etal_2015_Table3,20800000,10
Otolemur garnettii,RoB_O.n,HerculanoHouzel_etal_2015_Table3,147440000,10
Otolemur garnettii,RoB_N.p.mg,HerculanoHouzel_etal_2015_Table3,9730,10
Otolemur garnettii,RoB_O.p.mg,HerculanoHouzel_etal_2015_Table3,69040,10
Otolemur garnettii,RoB_O.p.N,HerculanoHouzel_etal_2015_Table3,7.088,10
Aotus trivirgatus,RoB_Mass.g,HerculanoHouzel_etal_2015_Table3,3.104,10
Aotus trivirgatus,RoB_N.n,HerculanoHouzel_etal_2015_Table3,49340000,10
Aotus trivirgatus,RoB_O.n,HerculanoHouzel_etal_2015_Table3,313460000,10
Aotus trivirgatus,RoB_N.p.mg,HerculanoHouzel_etal_2015_Table3,15900,10
Aotus trivirgatus,RoB_O.p.mg,HerculanoHouzel_etal_2015_Table3,100990,10
Aotus trivirgatus,RoB_O.p.N,HerculanoHouzel_etal_2015_Table3,6.353,10
Oryctolagus cuniculus,RoB_Mass.g,HerculanoHouzel_etal_2015_Table3,3.272,10
Oryctolagus cuniculus,RoB_N.n,HerculanoHouzel_etal_2015_Table3,26085000,10
Oryctolagus cuniculus,RoB_O.n,HerculanoHouzel_etal_2015_Table3,251415000,10
Oryctolagus cuniculus,RoB_N.p.mg,HerculanoHouzel_etal_2015_Table3,7972,10
Oryctolagus cuniculus,RoB_O.p.mg,HerculanoHouzel_etal_2015_Table3,76838,10
Oryctolagus cuniculus,RoB_O.p.N,HerculanoHouzel_etal_2015_Table3,NA,10
Dendrohyrax dorsalis,RoB_Mass.g,HerculanoHouzel_etal_2015_Table3,3.328,10
Dendrohyrax dorsalis,RoB_N.n,HerculanoHouzel_etal_2015_Table3,44671471,10
Dendrohyrax dorsalis,RoB_O.n,HerculanoHouzel_etal_2015_Table3,152466529,10
Dendrohyrax dorsalis,RoB_N.p.mg,HerculanoHouzel_etal_2015_Table3,13423,10
Dendrohyrax dorsalis,RoB_O.p.mg,HerculanoHouzel_etal_2015_Table3,45813,10
Dendrohyrax dorsalis,RoB_O.p.N,HerculanoHouzel_etal_2015_Table3,3.413,10
Macaca fascicularis,RoB_Mass.g,HerculanoHouzel_etal_2015_Table3,4.294,10
Macaca fascicularis,RoB_N.n,HerculanoHouzel_etal_2015_Table3,65449620,10
Macaca fascicularis,RoB_O.n,HerculanoHouzel_etal_2015_Table3,260170380,10
Macaca fascicularis,RoB_N.p.mg,HerculanoHouzel_etal_2015_Table3,15242,10
Macaca fascicularis,RoB_O.p.mg,HerculanoHouzel_etal_2015_Table3,60589,10
Macaca fascicularis,RoB_O.p.N,HerculanoHouzel_etal_2015_Table3,3.975,10
Procavia capensis,RoB_Mass.g,HerculanoHouzel_etal_2015_Table3,4.317,10
Procavia capensis,RoB_N.n,HerculanoHouzel_etal_2015_Table3,69358240,10
Procavia capensis,RoB_O.n,HerculanoHouzel_etal_2015_Table3,162984760,10
Procavia capensis,RoB_N.p.mg,HerculanoHouzel_etal_2015_Table3,16436,10
Procavia capensis,RoB_O.p.mg,HerculanoHouzel_etal_2015_Table3,38353,10
Procavia capensis,RoB_O.p.N,HerculanoHouzel_etal_2015_Table3,2.351,10
Saimiri sciureus,RoB_Mass.g,HerculanoHouzel_etal_2015_Table3,5.004,10
Saimiri sciureus,RoB_N.n,HerculanoHouzel_etal_2015_Table3,65530000,10
Saimiri sciureus,RoB_O.n,HerculanoHouzel_etal_2015_Table3,302590000,10
Saimiri sciureus,RoB_N.p.mg,HerculanoHouzel_etal_2015_Table3,13090,10
Saimiri sciureus,RoB_O.p.mg,HerculanoHouzel_etal_2015_Table3,60470,10
Saimiri sciureus,RoB_O.p.N,HerculanoHouzel_etal_2015_Table3,4.618,10
Dasyprocta prymnolopha,RoB_Mass.g,HerculanoHouzel_etal_2015_Table3,5.972,10
Dasyprocta prymnolopha,RoB_N.n,HerculanoHouzel_etal_2015_Table3,43204320,10
Dasyprocta prymnolopha,RoB_O.n,HerculanoHouzel_etal_2015_Table3,356835680,10
Dasyprocta prymnolopha,RoB_N.p.mg,HerculanoHouzel_etal_2015_Table3,6830,10
Dasyprocta prymnolopha,RoB_O.p.mg,HerculanoHouzel_etal_2015_Table3,56408,10
Dasyprocta prymnolopha,RoB_O.p.N,HerculanoHouzel_etal_2015_Table3,NA,10
Macaca radiata,RoB_Mass.g,HerculanoHouzel_etal_2015_Table3,7.448,10
Macaca radiata,RoB_N.n,HerculanoHouzel_etal_2015_Table3,61359000,10
Macaca radiata,RoB_O.n,HerculanoHouzel_etal_2015_Table3,616641000,10
Macaca radiata,RoB_N.p.mg,HerculanoHouzel_etal_2015_Table3,8238,10
Macaca radiata,RoB_O.p.mg,HerculanoHouzel_etal_2015_Table3,82793,10
Macaca radiata,RoB_O.p.N,HerculanoHouzel_etal_2015_Table3,10.05,10
Sapajus apella,RoB_Mass.g,HerculanoHouzel_etal_2015_Table3,8.43,10
Sapajus apella,RoB_N.n,HerculanoHouzel_etal_2015_Table3,61850000,10
Sapajus apella,RoB_O.n,HerculanoHouzel_etal_2015_Table3,506110000,10
Sapajus apella,RoB_N.p.mg,HerculanoHouzel_etal_2015_Table3,7340,10
Sapajus apella,RoB_O.p.mg,HerculanoHouzel_etal_2015_Table3,60040,10
Sapajus apella,RoB_O.p.N,HerculanoHouzel_etal_2015_Table3,8.183,10
Macaca mulatta,RoB_Mass.g,HerculanoHouzel_etal_2015_Table3,9.204,10
Macaca mulatta,RoB_N.n,HerculanoHouzel_etal_2015_Table3,121900000,10
Macaca mulatta,RoB_O.n,HerculanoHouzel_etal_2015_Table3,966520000,10
Macaca mulatta,RoB_N.p.mg,HerculanoHouzel_etal_2015_Table3,12410,10
Macaca mulatta,RoB_O.p.mg,HerculanoHouzel_etal_2015_Table3,98420,10
Macaca mulatta,RoB_O.p.N,HerculanoHouzel_etal_2015_Table3,7.929,10
Sus scrofa domesticus,RoB_Mass.g,HerculanoHouzel_etal_2015_Table3,13.85,10
Sus scrofa domesticus,RoB_N.n,HerculanoHouzel_etal_2015_Table3,58709836,10
Sus scrofa domesticus,RoB_O.n,HerculanoHouzel_etal_2015_Table3,1096821414,10
Sus scrofa domesticus,RoB_N.p.mg,HerculanoHouzel_etal_2015_Table3,4238,10
Sus scrofa domesticus,RoB_O.p.mg,HerculanoHouzel_etal_2015_Table3,79192,10
Sus scrofa domesticus,RoB_O.p.N,HerculanoHouzel_etal_2015_Table3,18.682,10
Papio cynocephalus,RoB_Mass.g,HerculanoHouzel_etal_2015_Table3,17.235,10
Papio cynocephalus,RoB_N.n,HerculanoHouzel_etal_2015_Table3,278150760,10
Papio cynocephalus,RoB_O.n,HerculanoHouzel_etal_2015_Table3,1079809236,10
Papio cynocephalus,RoB_N.p.mg,HerculanoHouzel_etal_2015_Table3,16136,10
Papio cynocephalus,RoB_O.p.mg,HerculanoHouzel_etal_2015_Table3,62656,10
Papio cynocephalus,RoB_O.p.N,HerculanoHouzel_etal_2015_Table3,3.882,10
Hydrochoerus hydrochaeris,RoB_Mass.g,HerculanoHouzel_etal_2015_Table3,19.927,10
Hydrochoerus hydrochaeris,RoB_N.n,HerculanoHouzel_etal_2015_Table3,108250000,10
Hydrochoerus hydrochaeris,RoB_O.n,HerculanoHouzel_etal_2015_Table3,779170000,10
Hydrochoerus hydrochaeris,RoB_N.p.mg,HerculanoHouzel_etal_2015_Table3,5434,10
Hydrochoerus hydrochaeris,RoB_O.p.mg,HerculanoHouzel_etal_2015_Table3,39234,10
Hydrochoerus hydrochaeris,RoB_O.p.N,HerculanoHouzel_etal_2015_Table3,NA,10
Antidorcas marsupialis,RoB_Mass.g,HerculanoHouzel_etal_2015_Table3,25.81,10
Antidorcas marsupialis,RoB_N.n,HerculanoHouzel_etal_2015_Table3,70485000,10
Antidorcas marsupialis,RoB_O.n,HerculanoHouzel_etal_2015_Table3,1319280624,10
Antidorcas marsupialis,RoB_N.p.mg,HerculanoHouzel_etal_2015_Table3,2731,10
Antidorcas marsupialis,RoB_O.p.mg,HerculanoHouzel_etal_2015_Table3,51115,10
Antidorcas marsupialis,RoB_O.p.N,HerculanoHouzel_etal_2015_Table3,18.71,10
Damaliscus pygargus phillipsi,RoB_Mass.g,HerculanoHouzel_etal_2015_Table3,30.006,10
Damaliscus pygargus phillipsi,RoB_N.n,HerculanoHouzel_etal_2015_Table3,86428126,10
Damaliscus pygargus phillipsi,RoB_O.n,HerculanoHouzel_etal_2015_Table3,2136071876,10
Damaliscus pygargus phillipsi,RoB_N.p.mg,HerculanoHouzel_etal_2015_Table3,2880,10
Damaliscus pygargus phillipsi,RoB_O.p.mg,HerculanoHouzel_etal_2015_Table3,71188,10
Damaliscus pygargus phillipsi,RoB_O.p.N,HerculanoHouzel_etal_2015_Table3,24.718,10
Tragelaphus strepsiceros,RoB_Mass.g,HerculanoHouzel_etal_2015_Table3,61.716,10
Tragelaphus strepsiceros,RoB_N.n,HerculanoHouzel_etal_2015_Table3,106590230,10
Tragelaphus strepsiceros,RoB_O.n,HerculanoHouzel_etal_2015_Table3,3408779523,10
Tragelaphus strepsiceros,RoB_N.p.mg,HerculanoHouzel_etal_2015_Table3,1727,10
Tragelaphus strepsiceros,RoB_O.p.mg,HerculanoHouzel_etal_2015_Table3,55233,10
Tragelaphus strepsiceros,RoB_O.p.N,HerculanoHouzel_etal_2015_Table3,31.98,10
Giraffa camelopardalis,RoB_Mass.g,HerculanoHouzel_etal_2015_Table3,70.68,10
Giraffa camelopardalis,RoB_N.n,HerculanoHouzel_etal_2015_Table3,142697625,10
Giraffa camelopardalis,RoB_O.n,HerculanoHouzel_etal_2015_Table3,4878864876,10
Giraffa camelopardalis,RoB_N.p.mg,HerculanoHouzel_etal_2015_Table3,2019,10
Giraffa camelopardalis,RoB_O.p.mg,HerculanoHouzel_etal_2015_Table3,69028,10
Giraffa camelopardalis,RoB_O.p.N,HerculanoHouzel_etal_2015_Table3,34.19,10
Homo sapiens,RoB_Mass.g,HerculanoHouzel_etal_2015_Table3,117.66,10
Homo sapiens,RoB_N.n,HerculanoHouzel_etal_2015_Table3,690000000,10
Homo sapiens,RoB_O.n,HerculanoHouzel_etal_2015_Table3,7.73e+09,10
Homo sapiens,RoB_N.p.mg,HerculanoHouzel_etal_2015_Table3,6560,10
Homo sapiens,RoB_O.p.mg,HerculanoHouzel_etal_2015_Table3,69850,10
Homo sapiens,RoB_O.p.N,HerculanoHouzel_etal_2015_Table3,11.203,10
Loxodonta africana,RoB_Mass.g,HerculanoHouzel_etal_2015_Table3,564.674,10
Loxodonta africana,RoB_N.n,HerculanoHouzel_etal_2015_Table3,741704844,10
Loxodonta africana,RoB_O.n,HerculanoHouzel_etal_2015_Table3,27404306156,10
Loxodonta africana,RoB_N.p.mg,HerculanoHouzel_etal_2015_Table3,1314,10
Loxodonta africana,RoB_O.p.mg,HerculanoHouzel_etal_2015_Table3,48531,10
Loxodonta africana,RoB_O.p.N,HerculanoHouzel_etal_2015_Table3,36.948,10
Callithrix jacchus,OlfactoryBulb_Mass.g,HerculanoHouzel_etal_2015_Table4,0.008,12
Callithrix jacchus,OlfactoryBulb_N.n,HerculanoHouzel_etal_2015_Table4,2108078,12
Callithrix jacchus,OlfactoryBulb_O.n,HerculanoHouzel_etal_2015_Table4,2547922,12
Callithrix jacchus,OlfactoryBulb_N.p.mg,HerculanoHouzel_etal_2015_Table4,232309,12
Callithrix jacchus,OlfactoryBulb_O.p.mg,HerculanoHouzel_etal_2015_Table4,269383,12
Callithrix jacchus,OlfactoryBulb_O.p.N,HerculanoHouzel_etal_2015_Table4,1.209,12
Sorex fumeus,OlfactoryBulb_Mass.g,HerculanoHouzel_etal_2015_Table4,0.012,12
Sorex fumeus,OlfactoryBulb_N.n,HerculanoHouzel_etal_2015_Table4,3330000,12
Sorex fumeus,OlfactoryBulb_O.n,HerculanoHouzel_etal_2015_Table4,2760000,12
Sorex fumeus,OlfactoryBulb_N.p.mg,HerculanoHouzel_etal_2015_Table4,289806,12
Sorex fumeus,OlfactoryBulb_O.p.mg,HerculanoHouzel_etal_2015_Table4,235249,12
Sorex fumeus,OlfactoryBulb_O.p.N,HerculanoHouzel_etal_2015_Table4,0.829,12
Mus musculus,OlfactoryBulb_Mass.g,HerculanoHouzel_etal_2015_Table4,0.014,12
Mus musculus,OlfactoryBulb_N.n,HerculanoHouzel_etal_2015_Table4,3893300,12
Mus musculus,OlfactoryBulb_O.n,HerculanoHouzel_etal_2015_Table4,5456700,12
Mus musculus,OlfactoryBulb_N.p.mg,HerculanoHouzel_etal_2015_Table4,257475,12
Mus musculus,OlfactoryBulb_O.p.mg,HerculanoHouzel_etal_2015_Table4,371204,12
Mus musculus,OlfactoryBulb_O.p.N,HerculanoHouzel_etal_2015_Table4,1.454,12
Heterocephalus glaber,OlfactoryBulb_Mass.g,HerculanoHouzel_etal_2015_Table4,0.021,12
Heterocephalus glaber,OlfactoryBulb_N.n,HerculanoHouzel_etal_2015_Table4,2303030,12
Heterocephalus glaber,OlfactoryBulb_O.n,HerculanoHouzel_etal_2015_Table4,3571970,12
Heterocephalus glaber,OlfactoryBulb_N.p.mg,HerculanoHouzel_etal_2015_Table4,108895,12
Heterocephalus glaber,OlfactoryBulb_O.p.mg,HerculanoHouzel_etal_2015_Table4,167991,12
Heterocephalus glaber,OlfactoryBulb_O.p.N,HerculanoHouzel_etal_2015_Table4,1.516,12
Blarina brevicauda,OlfactoryBulb_Mass.g,HerculanoHouzel_etal_2015_Table4,0.026,12
Blarina brevicauda,OlfactoryBulb_N.n,HerculanoHouzel_etal_2015_Table4,8090000,12
Blarina brevicauda,OlfactoryBulb_O.n,HerculanoHouzel_etal_2015_Table4,4910000,12
Blarina brevicauda,OlfactoryBulb_N.p.mg,HerculanoHouzel_etal_2015_Table4,318164,12
Blarina brevicauda,OlfactoryBulb_O.p.mg,HerculanoHouzel_etal_2015_Table4,193631,12
Blarina brevicauda,OlfactoryBulb_O.p.N,HerculanoHouzel_etal_2015_Table4,0.607,12
Microcebus murinus,OlfactoryBulb_Mass.g,HerculanoHouzel_etal_2015_Table4,0.03,12
Microcebus murinus,OlfactoryBulb_N.n,HerculanoHouzel_etal_2015_Table4,7636912,12
Microcebus murinus,OlfactoryBulb_O.n,HerculanoHouzel_etal_2015_Table4,9723088,12
Microcebus murinus,OlfactoryBulb_N.p.mg,HerculanoHouzel_etal_2015_Table4,270894,12
Microcebus murinus,OlfactoryBulb_O.p.mg,HerculanoHouzel_etal_2015_Table4,341900,12
Microcebus murinus,OlfactoryBulb_O.p.N,HerculanoHouzel_etal_2015_Table4,1.273,12
Condylura cristata,OlfactoryBulb_Mass.g,HerculanoHouzel_etal_2015_Table4,0.04,12
Condylura cristata,OlfactoryBulb_N.n,HerculanoHouzel_etal_2015_Table4,10550000,12
Condylura cristata,OlfactoryBulb_O.n,HerculanoHouzel_etal_2015_Table4,7470000,12
Condylura cristata,OlfactoryBulb_N.p.mg,HerculanoHouzel_etal_2015_Table4,254720,12
Condylura cristata,OlfactoryBulb_O.p.mg,HerculanoHouzel_etal_2015_Table4,185124,12
Condylura cristata,OlfactoryBulb_O.p.N,HerculanoHouzel_etal_2015_Table4,0.708,12
Parascalops breweri,OlfactoryBulb_Mass.g,HerculanoHouzel_etal_2015_Table4,0.049,12
Parascalops breweri,OlfactoryBulb_N.n,HerculanoHouzel_etal_2015_Table4,16750000,12
Parascalops breweri,OlfactoryBulb_O.n,HerculanoHouzel_etal_2015_Table4,10910000,12
Parascalops breweri,OlfactoryBulb_N.p.mg,HerculanoHouzel_etal_2015_Table4,333590,12
Parascalops breweri,OlfactoryBulb_O.p.mg,HerculanoHouzel_etal_2015_Table4,217440,12
Parascalops breweri,OlfactoryBulb_O.p.N,HerculanoHouzel_etal_2015_Table4,0.651,12
Elephantulus myurus,OlfactoryBulb_Mass.g,HerculanoHouzel_etal_2015_Table4,0.05,12
Elephantulus myurus,OlfactoryBulb_N.n,HerculanoHouzel_etal_2015_Table4,9693534,12
Elephantulus myurus,OlfactoryBulb_O.n,HerculanoHouzel_etal_2015_Table4,4919466,12
Elephantulus myurus,OlfactoryBulb_N.p.mg,HerculanoHouzel_etal_2015_Table4,194678,12
Elephantulus myurus,OlfactoryBulb_O.p.mg,HerculanoHouzel_etal_2015_Table4,97872,12
Elephantulus myurus,OlfactoryBulb_O.p.N,HerculanoHouzel_etal_2015_Table4,0.507,12
Aotus trivirgatus,OlfactoryBulb_Mass.g,HerculanoHouzel_etal_2015_Table4,0.05,12
Aotus trivirgatus,OlfactoryBulb_N.n,HerculanoHouzel_etal_2015_Table4,7925468,12
Aotus trivirgatus,OlfactoryBulb_O.n,HerculanoHouzel_etal_2015_Table4,8360532,12
Aotus trivirgatus,OlfactoryBulb_N.p.mg,HerculanoHouzel_etal_2015_Table4,155879,12
Aotus trivirgatus,OlfactoryBulb_O.p.mg,HerculanoHouzel_etal_2015_Table4,162922,12
Aotus trivirgatus,OlfactoryBulb_O.p.N,HerculanoHouzel_etal_2015_Table4,1.055,12
Mesocricetus auratus,OlfactoryBulb_Mass.g,HerculanoHouzel_etal_2015_Table4,0.055,12
Mesocricetus auratus,OlfactoryBulb_N.n,HerculanoHouzel_etal_2015_Table4,5747930,12
Mesocricetus auratus,OlfactoryBulb_O.n,HerculanoHouzel_etal_2015_Table4,5507170,12
Mesocricetus auratus,OlfactoryBulb_N.p.mg,HerculanoHouzel_etal_2015_Table4,105418,12
Mesocricetus auratus,OlfactoryBulb_O.p.mg,HerculanoHouzel_etal_2015_Table4,96197,12
Mesocricetus auratus,OlfactoryBulb_O.p.N,HerculanoHouzel_etal_2015_Table4,0.972,12
Rattus norvegicus,OlfactoryBulb_Mass.g,HerculanoHouzel_etal_2015_Table4,0.074,12
Rattus norvegicus,OlfactoryBulb_N.n,HerculanoHouzel_etal_2015_Table4,11103272,12
Rattus norvegicus,OlfactoryBulb_O.n,HerculanoHouzel_etal_2015_Table4,9238728,12
Rattus norvegicus,OlfactoryBulb_N.p.mg,HerculanoHouzel_etal_2015_Table4,152373,12
