"search_id","sex_file","Sex_reported","habitat_type","Reference","Full_Reference","SpeciesName_Reported","CommonName_Reported","species_sci","Sleep_h_day","Sleep_h_day_drowsy_adj","REM_h","NREM_h","Sleep_cycle_min","REM_sleep_pct","Sleep_h_day_in_water","Sleep_h_day_on_land","REM_h_in_water","REM_h_on_land","NREM_h_in_water","NREM_h_on_land","USWS","BSWS","ASWS","N_reported","N_in_mean","Animals_sampled","EEG","Telemetry","Twenty_four_hour","Light","Adaptation","Diet_condition","Temperature","Restraint","Behavioural","Lab_condition_score","Summary_age_class","Monophasic_polyphasic","Error","Error_Note","Notes_Misc","Data_came_from","Post1988"
149,"Mixed","Mix","Land","Kurt, 1960","Kurt, F. (1960). Le Sommeil Es Elephants. Mammalia, 24, 259-272.","Elephas Maximus","Elephant","Elephas maximus",3.9,NA,1.8,2.1,124,46.1538461538462,NA,NA,NA,NA,NA,NA,"","","",10,5,5,"No","No","1 (Less than 12 hours)","Normal light/dark conditions","No","Normal","No","Yes","1",5,"Adult & Juvenile","Mono","","","In French;8-13 Hour Recording Period; Data Entered Are From Zepelin & Rechtschaffen. 1974; Campbell & Tobler. 1984 Have Same Data As Zepelin","From Zepelin","No"
165,"Mixed","Mix","Marine","Lyamin Et Al., 2000","Lyamin, O. I., Oleksenko, A. I., & Sevostiyanov, V. F., Nazarenko, E. A., & Mukhametov, L. M. (2000). Behavioral Sleep In Captive Sea Otters. Aquatic Mammals, 26, 132-136.","Enhydra Lutris","Sea Otter","Enhydra lutris",7.164,NA,NA,7.164,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,2,2,"No","No","3 (24 hour recording period)","Normal light/dark conditions","Yes","Normal","No","No","1",9,"Infant & Juvenile",NA,"","","Sea Mammals; Based On Beh Observation Only; Male And Female; No REM Scored; Used Series I","Not from Zepelin","Yes"
111,"Mixed","Mix","Land","Fourre Et Al., 1974","Fourre, A. M., Rodriquez, F. L., & Vincent, J. D. (1974). Etude Polygraphique De La Veille Et Du Sommeil Chez Le Herisson (Erinaceus Europaeus L.). Comptes Rendus Des Seances De La Societe De Biologie Et De Ses Filiales (Paris), 168, 959-964.","Erinaceus Europaeus L.","Hedgehog","Erinaceus europaeus",17.643,NA,3.6177,14.025,NA,20.5050161537154,NA,NA,NA,NA,NA,NA,"","","",5,5,5,"Yes","No","3 (24 hour recording period)","Normal light/dark conditions","Yes","Normal","No","No","0",10,"Adult",NA,"","","In French; PS Time From 3.65 To 3.77 Paper Has Extra Phase For ""r""","Not from Zepelin","No"
94,"Mixed","Mix","Land","Estep Et Al., 1978","Estep, D., Canney, E. L., Cochran, C. C., & Hunter, J. L. (1978). Components Of Activity And Sleep In Two Species Of Chipmunks: Tamias Striatus Amd Eutomias Dorsalis. Bulletin Of The Psychonomic Society, 12, 341-343.","Eutamias Dorsalis","Cliff Chipmunk","Eutamias dorsalis",14.892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",12,12,12,"No","No","3 (24 hour recording period)","Normal light/dark conditions","Yes","Normal","No","No","1",9,"Adult","Poly","","","TS Entered; Zepelin (1989) Reports TST As 14.9; Zepelin Refers To This Species As Western American Chipmunk; Mixed Sex","Not from Zepelin","No"
296,"Mixed","Mix","Marine","Lyamin Et Al., 2004","Lyamin, O. I., Mukhametov, L. M., & Siegel, J. M.  (2004). Relationship Between Sleep And Eye State In Cetaceans And Pinnipeds. Archives Of Italian Biology, 142, 557-568.","Fur Seal","Fur Seal","Fur seal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.88","18.48",NA,2,2,2,"Yes","Telemetry / Radiotelemetry Used","3 (24 hour recording period)","Normal light/dark conditions","Yes","Normal","No","No","1",13,"",NA,"","","Data Reported Are For Sleep On Land For The Fur Seal","Not from Zepelin","No"
129,"Mixed","Mix","Land","Immelman & Gebbing, 1962","Immelman, K., & Gebbing, H. (1962). Schlaf Bei Giraffiden. Z Tierpsychol, 19, 84-92.","Giraffa Camelopardalis","Giraffe","Giraffa camelopardalis",1.9,NA,0.4,1.5,NA,21.0526315789474,NA,NA,NA,NA,NA,NA,"","","",3,3,3,"No","No","2 (At least 12, but less than 24 hours)","Normal light/dark conditions","Yes","Normal","No","No","1",8,"Adult & Juvenile",NA,"MR","","In German; Data Quality Score From Paper; Sleep Quota Data From Zepelin (1989)","From Zepelin","No"
146,"Mixed","Mix","Land","Klemm, 1966","Klemm, W. R. (1966). Sleep And Paradoxical Sleep In Ruminants. Proceedings Of The Society For Experimental Biology And Medicine, 121, 635-638.","Goat","Goat","Capra aegagrus hircus",NA,NA,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,"","","",7,7,7,"Yes","No","1 (Less than 12 hours)","Normal light/dark conditions","Yes","Normal","No","Yes","1",8,"Adult & Infant","Poly","SN","","Article Mentions Sleep In Ruminants; 5 Adult Males. 2 Juveniles (1 Male. 1 Female); No Other Sleep Data Available B/c Rec. Time Is Unclear, But We Know It's Less Than 12 Hours","Not from Zepelin","No"
286,"Mixed","Mix","Land","Zepelin, 1970","Zepelin, H. (1970). Sleep Of The Jaguar And The Tapir: A Prey-predator Contrast [Abstract]. Psychophysiology, 7, 305-306.","Jaguar","Jaguar","Panthera onca",10.4,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,2,2,"No","No","3 (24 hour recording period)","Normal light/dark conditions","No","Normal","No","No","1",8,"Adult",NA,"","","N=2 For Both Species; Both Sexes Represented","From Zepelin","No"
156,"Mixed","Mix","Land","Lucas, 1979","Lucas, E. A. (1979). Effects Of A Short Light-dark Cycle On The Sleep-wake Patterns Of The Cat.  Sleep, 1(3), 299-317.","Laboratory Cat","Laboratory Cat","Felis catus",12.12,6,3.48,8.64,NA,28.7128712871287,NA,NA,NA,NA,NA,NA,"","","",8,8,8,"Yes","No","3 (24 hour recording period)","Normal light/dark conditions","Yes","Normal","No",NA,"0",9,"Adult","Poly","","","Recording Time Is 48 Hours But Took Sleep Quotas As % Of 24 Hours","Not from Zepelin","No"
238,"Mixed","Mix","Land","Sterman Et Al., 1965","Sterman, M. B., Knauss, T., Lehmann, D., & Clemente, C. D. (1965). Circadian Sleep And Waking Patterns In The Laboratory Cat. Electroencephalography & Clinical Neurophysiology, 19, 509-517.","Laboratory Cat","Laboratory Cat","Felis catus",13.271,NA,3.565,9.706,25.8,26.8630849220104,NA,NA,NA,NA,NA,NA,"","","",8,8,8,"Yes","No","2 (At least 12, but less than 24 hours)","Normal light/dark conditions","Yes","Normal","No","No","1",10,"Adult","Poly","","","Sex Is Not Specified For Sample But Did Mention 8 Male And Female Cats; Scientific Name Was Not Given; Sleep Cycle Is Specified For Activated Period - See Table II; Recording Time Was 23 Hours So Calculated Data According To 23 Hours","Not from Zepelin","No"
148,"Mixed","Mix","Land","Kurt, 1960","Kurt, F. (1960). Le Sommeil Es Elephants. Mammalia, 24, 259-272.","Loxodonta Africana","Elephant","Loxodonta africana",3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",7,7,7,"No","No","1 (Less than 12 hours)","Normal light/dark conditions","No","Normal","No","Yes","1",5,"Juvenile","Mono","","","In French; 8-13 Hour Recording Period; Data Entered Are From Zepelin & Rechtschaffen (1974); Campbell & Tobler (1984) Have Same Data As Zepelin (1989)","From Zepelin","No"
150,"Mixed","Mix","Land","Leinonen & Stenberg, 1986","Leinonen, L., & Stenberg, D. (1986). Sleep In Macaca Arctoides And The Effects Of Prazosin. Physiology & Behavior, 37(2), 199-202.","Macaca Arctoides","Monkey","Macaca arctoides",9,NA,1.38,7.65,50,15.3333333333333,NA,NA,NA,NA,NA,NA,"","","",2,2,2,"Yes","No","2 (At least 12, but less than 24 hours)","Normal light/dark conditions","Yes","Normal","No",NA,"1",9,"Adult",NA,"","","Sleep Quotas Calculated For Control Nights; 12 Hr. Rec. Time","Not from Zepelin","No"
147,"Mixed","Mix","Land","Kripke Et Al., 1968","Kripke, D. F., Reite, M. L., Pegram, M. L., Stevens, L. M., & Lewis, O. E. (1968). Nocturnal Sleep In Rhesus Monkeys. Electroencephalography & Clinical Neurophysiology, 24(6), 582-586.","Macaca Mulatta","Rhesus Monkey","Macaca mulatta",6.4,NA,0.96,5.44,51,15,NA,NA,NA,NA,NA,NA,"","","",10,10,10,"Yes","No","1 (Less than 12 hours)","Normal light/dark conditions","Yes","Normal","No","Yes","1",8,"Adult & Juvenile",NA,"","","Used Recording Time Of 8 Hours Since They Were Monitored For 7-9 Hours At Night","Not from Zepelin","No"
37,"Mixed","Mix","Land","Batini Et Al., 1967","Batini, C., Radulovacki, M., Kado, R. T., & Adey, W. R. (1967). Effect Of Interhemispheric Transection On The EEG Patterns In Sleep And Wakefulness In Monkeys. Electroencephalography & Clinical Neurophysiology, 22, 101-112.","Macaca Nemestrina","Monkey","Macaca nemestrina",13.968,NA,0.922,13.046,NA,6.6008018327606,NA,NA,NA,NA,NA,NA,"","","",3,3,3,"Yes","No","3 (24 hour recording period)","Normal light/dark conditions","No","Normal","No","Yes","0",8,"Unknown",NA,"","","Data Obtained From Normal Conditions And Not Split Brain; Therefore, N=3; Unclear If Adults Or Juvs","Not from Zepelin","No"
136,"Mixed","Mix","Land","Kaemingk & Reite, 1987","Kaemingk, K., & Reite, M. (1987). Social Environment And Nocturnal Sleep: Studies In 
Peer-reared Monkeys. Sleep, 10, 542-550.","Macaca Nemestrina","Pigtail Monkey Infant","Macaca nemestrina",8.225,NA,1.4275,7.15,NA,17.355623100304,NA,NA,NA,NA,NA,NA,"","","",11,11,11,"Yes","Telemetry / Radiotelemetry Used","3 (24 hour recording period)","Normal light/dark conditions","Yes","Normal","No","No","0",12,"Infant",NA,"","","Averaged Male And Female Data","Not from Zepelin","No"
119,"Mixed","Mix","Land","Gonzalez Et Al., 1979","Gonzalez, F. F., Zaplana, J., Ruiz De Elvira, C., & Delgado, J. M. (1979). Nocturnal And Diurnal Sleep In Macaca Sylvana. Electroencephalography & Clinical Neurophysiology, 46(1), 13-28.","Macaca Sylvana","Not Given In Paper","Macaca sylvanus",11.742,NA,1.0667,10.675,31.1,9.08448305229092,NA,NA,NA,NA,NA,NA,"","","",8,8,8,"Yes","No","3 (24 hour recording period)","Normal light/dark conditions","Yes","Normal","No","Yes","0",9,"Adult",NA,"","","Male And Female; 4 Of Each; Data Not Separated By Sex","Not from Zepelin","No"
182,"Mixed","Mix","Land","Miller & South, 1981","Miller, V. M., & South, F. E. (1981). Entry Into Hibernation In M. Flaviventris: Sleep And Behavioral Thermoregulation. Physiology & Behavior, 27(6), 989-993.","Marmota Flaviventris","Yellow Bellied Marmot","Marmota flaviventris",3.92,NA,0.58,3.34,NA,14.7959183673469,NA,NA,NA,NA,NA,NA,"","","",7,7,7,"Yes","No","1 (Less than 12 hours)","Normal light/dark conditions","Yes","Normal","No","No","1",9,"Adult",NA,"","","Animals Were Entering Hibernation And Temperatures Varied; Total Recording Time Is 5.4 Hours (page 991) - IC Calculated The Quotas, EH Checked The Lab Scores","Not from Zepelin","No"
242,"Mixed","Mix","Land","Susic & Masirevic, 1986","Susic, V., & Masirevic, G. (1986). Sleep Patterns In The Mongolian Gerbil (Meriones Unguilculatus). Physiology & Behavior, 37, 257-261.","Meriones Unguiculatus","Mongolian Gerbil","Meriones unguiculatus",13.066,NA,1.1817,5.9831,7.8,9.0440838818307,NA,NA,NA,NA,NA,NA,"","","",9,9,9,"Yes","No","3 (24 hour recording period)","Normal light/dark conditions","Yes","Normal","No","No","0",10,"Adult",NA,"","","Both Sexes; Sleep Data Based On Average Of Light And Dark Cycles; Data Not Separated According To Sex; Species More Active At Transitions Between Light And Dark","Not from Zepelin","No"
132,"Mixed","Mix","Land","Jha Et Al., 2006","Jha, S. K., Coleman, T., & Frank, M. G. (2006). Sleep And Sleep Regulation In The Ferret (Mustela Putorius Furo). Behavioural Brain Research, 172, 106-113.","Mustela Putorius Furo","Ferret","Mustela putorius furo",15.266,NA,4.7532,10.513,NA,31.1358574610245,NA,NA,NA,NA,NA,NA,"","","",8,8,8,"Yes","No","3 (24 hour recording period)","Normal light/dark conditions","Yes","Normal","No",NA,"0",9,"Adult & Juvenile","Poly","","","Data Averaged For Males And Females; 7 Subjects 3-5 Months. 1 Female 21 Months; Juv Or Adult Not Said Explicitly","Not from Zepelin","Yes"
330,"Mixed","Mix","Land","Hanninen Et Al., 2008","Hanninen, L., Makela, J. P., Rushen, J., De Passille, A. M., & Saloniemi, H. (2008). Assessing Sleep State In Calves Through Electrophysiological And Behavioural Recordings: A Preliminary Study. Applied Animal Behaviour Science, 111, 235-250.","N/A","Calves",NA,5.04,NA,2.24,2.8,NA,44.4444444444444,NA,NA,NA,NA,NA,NA,"","","",6,6,6,"Yes","No","2 (At least 12, but less than 24 hours)","Normal light/dark conditions","No","Normal","No","No","1",8,NA,NA,"","","Data Are Taken From Table 5, P. 244. We Used The Eletrophysiological Measures. The Actual Recording Time In The Study Was 9:00-14:30 Hours And 16:30-7:00 Hours (20 Hours). There Were 3 Males And 3 Females, But The Sleep Data Were Not Separated According To Sex.","Not from Zepelin","Yes"
250,"Mixed","Mix","Land","Tenaza Et Al., 1969","Tenaza, R., Ross, B. A., Tanticharoenyos, P., & Berkson, G. (1969). Individual 
Behaviour And Activity Rhythms Of Captive Slow Lorises (Nycticebus Coucang).  
Animal Behavior, 17, 664-669.","Nycticebus Coucang","Slow Loris","Nycticebus coucang",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",6,6,6,"No","No","1 (Less than 12 hours)","Normal light/dark conditions","Yes","Normal","No","No","1",7,"Unclassified","Mono","","","Reports Sleeping Posture; Only Able To Calculate TST Because Said Slept From One Time To The Next,. Which Totaled 11 Hours; No Other Sleep Data Available; Age Absolute Reported As At Least 3 Months","Not from Zepelin","No"
103,"Mixed","Mix","Land","Fischer Et Al., 1980","Fischer, R. B. & Meunier, G. F. (1980). Effects Of Enclosure Size On Activity And Sleep Of A Hystricomorph Rodent (Octodon Degus). Bulletin Of The Psychonomic Society, 16(4), 273-275.","Octodon Degus","Hystricomorph Rodent","Octodon degus",6.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",8,8,8,"No","No","3 (24 hour recording period)","Normal light/dark conditions","Yes","Normal","No","No","1",9,"Adult",NA,"","","Both Sexes Combined For Adults","Not from Zepelin","No"
100,"Mixed","Mix","Land","Fischer Et Al., 1980","Fischer, R. B. & Meunier, G. F. (1980). Effects Of Enclosure Size On Activity And Sleep Of A Hystricomorph Rodent (Octodon Degus). Bulletin Of The Psychonomic Society, 16(4), 273-275.","Octodon Degus","Hystricomorph Rodent","Octodon degus",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",8,8,8,"No","No","3 (24 hour recording period)","Normal light/dark conditions","Yes","Normal","No","No","1",9,"Infant",NA,"","","Both Sexes Combined For Infants","Not from Zepelin","No"
107,"Mixed","Mix","Marine","Flanigan, 1975A","Flanigan, W. F. (1975a). More Nocturnal Observations Of Captive Small Cetaceans. I. The Killer Whale, Orcinus Orca [Abstract]. Sleep Research, 4, 139.","Orcinus Orca","Killer Whale","Orcinus orca",1.3,NA,NA,NA,9.6,NA,NA,NA,NA,NA,NA,NA,"","","",2,2,2,"No","No","2 (At least 12, but less than 24 hours)","Normal light/dark conditions","Yes","Normal","No","No","1",8,"Adult",NA,"","","Male And Female; 1 Of Each; No Sleep Quotas; Behavioral Data Reported Only;  Current Data From Campbell & Tobler,. 1984; 12-13 Hr Recording Period; Does Not Specify If 7 Years Old Is An Adult Or Juv","Not from Zepelin","No"
227,"Mixed","Mix","Land","Siegel Et Al., 1999","Siegel, J. M., Manger, P. R., Nienhuis, R., Fahringer, H. M., Shalita, T., & Pettigrew, J. D. (1999). Sleep In The Platypus. Neuroscience, 91(1), 391-400.","Ornithorhynchus Anatinus","Duck-billed Platypus","Ornithorhynchus anatinus",14.2,NA,5.4,8.2,NA,38.0281690140845,NA,NA,NA,NA,NA,NA,"","","",4,4,4,"Yes","Telemetry / Radiotelemetry Used","3 (24 hour recording period)","Normal light/dark conditions","No","Normal","No","No","1",12,"Adult",NA,"","","Avg. Of Low And High Voltage; Combined Male And Female; 1 Male. 3 Female; See Table 1 About TS; Data Are Not Separated According To Sex","Not from Zepelin","Yes"
175,"Mixed","Mix","Marine","Lyamin, 1993","Lyamin, O. I. (1993). Sleep In The Harp Seal (Pagophilus Groenlandica). Comparisons Of Sleep On Land And In Water. Journal Of Sleep Research, 2, 170-174.","Pagophilus Groenlandica","Harp Seal","Pagophilus groenlandicus",5.928,NA,0.768,5.16,NA,12.9554655870445,NA,NA,NA,NA,NA,NA,"","","",4,4,4,"Yes","Telemetry / Radiotelemetry Used","3 (24 hour recording period)","Normal light/dark conditions","Yes","Normal","No","No","1",13,"Juvenile",NA,"","","Sea Mammals; Data Are For Combined Males And Females; Data Are Separated By Sex; Paper Does Not Specify Adult Or Juv; States Young Harp Seals; On Land Only","Not from Zepelin","Yes"
60,"Mixed","Mix","Land","Bert Et Al., 1970B","Bert, J., Kripke, D.F., & Rhodes, J.  (1970B).  Electroencephalogram Of The Mature Chimpanzee:  Twenty-four Hour Recordings. Electroencephalograpy & Clinical Neurophysiology, 28, 32-40.","Pan Troglodytes Troglodytes And Pan Troglodytes Schweinfurthi","Chimpanzee","Pan troglodytes",9.667,NA,1.45,8.217,NA,14.999482776456,NA,NA,NA,NA,NA,NA,"","","",3,3,3,"Yes","Telemetry / Radiotelemetry Used","3 (24 hour recording period)","Normal light/dark conditions","Yes","Normal","No","No","1",13,"Adult",NA,"SN","","Data Averaged For 3 Chimps; Different Names For Chimps: Males (Pan Troglodytes Troglodytes) And Female (Pan Troglodytes Schweinfurthi); Data Different From Pegram 1972; Made Notation In Notes Of Data From Pegram 1972; Paper States 3 Sex. Mature Chimps","Not from Zepelin","No"
26,"Mixed","Mix","Land","Balzamo Et Al., 1972","Balzamo, E., Bradley, R. J., & Rhodes, J. M. (1972). Sleep Ontogeny In The Chimpanzee: From Two Months To Forty-one Months. Electroencephalography & Clinical Neurophysiology, 33, 47-60.","Pan Troglodytes Troglodytes Or Pan Troglodytes Verus","Chimpanzee","Pan troglodytes",12.528,NA,2.184,10.344,NA,17.4329501915709,NA,NA,NA,NA,NA,NA,"","","",14,14,14,"Yes","No","3 (24 hour recording period)","Normal light/dark conditions","Yes","Normal","No","Yes","1",10,"Infant & Juvenile",NA,"","","Data Averaged For All Animals Aged 2-41 Months; Animals In Study Were Either Pan Troglodytes Troglodytes W/black Face Or Pan Troglodytes Verus W/white Face; IC Reports Animals All Appear To Be Infants And Juveniles","Not from Zepelin","No"
