"source"	"doi"	"source_table"	"taxon_level"	"species_printed"	"Species"	"specimen_id"	"observation_level"	"n_specimens"	"age_class"	"age_detail"	"sex"	"hemisphere"	"region_printed"	"region"	"m1_compatible"	"layer_printed"	"layer"	"layer_status"	"measure"	"statistic"	"value"	"unit"	"uncertainty_type"	"uncertainty_value"	"n_sampling_locations"	"sampling_detail"	"value_basis"	"source_location"	"curation_note"
"Jacobs_etal_2016_Table1"	"10.1002/cne.23841"	"Table 1"	"species"	"Newborn giraffe"	"Giraffa camelopardalis"	"newborn_giraffe_1"	"single-specimen summary"	1	"newborn"	"1 day old"	"female"	"right"	"Visual cortex"	"primary visual cortex"	FALSE	"Gray/white matter junction"	"total cortex"	"not applicable"	"absolute thickness"	"mean"	2221	"um"	"SD"	177	10	"Mean and SD across 10 sampling locations in each region of interest; each species is represented by one newborn specimen."	"printed value"	"Table 1, PDF page 4"	
"Jacobs_etal_2016_Table1"	"10.1002/cne.23841"	"Table 1"	"species"	"Newborn elephant"	"Loxodonta africana"	"newborn_elephant_1"	"single-specimen summary"	1	"newborn"	"stillborn"	"male"	"right"	"Frontal cortex"	"frontal cortex"	FALSE	"Layer I"	"I"	"present"	"absolute thickness"	"mean"	723	"um"	"SD"	51	10	"Mean and SD across 10 sampling locations in each region of interest; each species is represented by one newborn specimen."	"printed value"	"Table 1, PDF page 4"	
"Jacobs_etal_2016_Table1"	"10.1002/cne.23841"	"Table 1"	"species"	"Newborn elephant"	"Loxodonta africana"	"newborn_elephant_1"	"single-specimen summary"	1	"newborn"	"stillborn"	"male"	"right"	"Frontal cortex"	"frontal cortex"	FALSE	"Layer II"	"II"	"present"	"absolute thickness"	"mean"	212	"um"	"SD"	7	10	"Mean and SD across 10 sampling locations in each region of interest; each species is represented by one newborn specimen."	"printed value"	"Table 1, PDF page 4"	
"Jacobs_etal_2016_Table1"	"10.1002/cne.23841"	"Table 1"	"species"	"Newborn elephant"	"Loxodonta africana"	"newborn_elephant_1"	"single-specimen summary"	1	"newborn"	"stillborn"	"male"	"right"	"Frontal cortex"	"frontal cortex"	FALSE	"Layer III"	"III"	"present"	"absolute thickness"	"mean"	772	"um"	"SD"	62	10	"Mean and SD across 10 sampling locations in each region of interest; each species is represented by one newborn specimen."	"printed value"	"Table 1, PDF page 4"	
"Jacobs_etal_2016_Table1"	"10.1002/cne.23841"	"Table 1"	"species"	"Newborn elephant"	"Loxodonta africana"	"newborn_elephant_1"	"single-specimen summary"	1	"newborn"	"stillborn"	"male"	"right"	"Frontal cortex"	"frontal cortex"	FALSE	"Layer IV"	"IV"	"absent"	"absolute thickness"	"mean"		"um"			10	"Mean and SD across 10 sampling locations in each region of interest; each species is represented by one newborn specimen."	"printed absence (-)"	"Table 1, PDF page 4"	"Layer IV explicitly absent in this region."
"Jacobs_etal_2016_Table1"	"10.1002/cne.23841"	"Table 1"	"species"	"Newborn elephant"	"Loxodonta africana"	"newborn_elephant_1"	"single-specimen summary"	1	"newborn"	"stillborn"	"male"	"right"	"Frontal cortex"	"frontal cortex"	FALSE	"Layer V"	"V"	"present"	"absolute thickness"	"mean"	634	"um"	"SD"	25	10	"Mean and SD across 10 sampling locations in each region of interest; each species is represented by one newborn specimen."	"printed value"	"Table 1, PDF page 4"	
"Jacobs_etal_2016_Table1"	"10.1002/cne.23841"	"Table 1"	"species"	"Newborn elephant"	"Loxodonta africana"	"newborn_elephant_1"	"single-specimen summary"	1	"newborn"	"stillborn"	"male"	"right"	"Frontal cortex"	"frontal cortex"	FALSE	"Layer VI"	"VI"	"present"	"absolute thickness"	"mean"	671	"um"	"SD"	41	10	"Mean and SD across 10 sampling locations in each region of interest; each species is represented by one newborn specimen."	"printed value"	"Table 1, PDF page 4"	
"Jacobs_etal_2016_Table1"	"10.1002/cne.23841"	"Table 1"	"species"	"Newborn elephant"	"Loxodonta africana"	"newborn_elephant_1"	"single-specimen summary"	1	"newborn"	"stillborn"	"male"	"right"	"Frontal cortex"	"frontal cortex"	FALSE	"Gray/white matter junction"	"total cortex"	"not applicable"	"absolute thickness"	"mean"	3012	"um"	"SD"	206	10	"Mean and SD across 10 sampling locations in each region of interest; each species is represented by one newborn specimen."	"printed value"	"Table 1, PDF page 4"	
"Jacobs_etal_2016_Table1"	"10.1002/cne.23841"	"Table 1"	"species"	"Newborn elephant"	"Loxodonta africana"	"newborn_elephant_1"	"single-specimen summary"	1	"newborn"	"stillborn"	"male"	"right"	"Motor cortex"	"primary motor cortex"	TRUE	"Layer I"	"I"	"present"	"absolute thickness"	"mean"	337	"um"	"SD"	25	10	"Mean and SD across 10 sampling locations in each region of interest; each species is represented by one newborn specimen."	"printed value"	"Table 1, PDF page 4"	
"Jacobs_etal_2016_Table1"	"10.1002/cne.23841"	"Table 1"	"species"	"Newborn elephant"	"Loxodonta africana"	"newborn_elephant_1"	"single-specimen summary"	1	"newborn"	"stillborn"	"male"	"right"	"Motor cortex"	"primary motor cortex"	TRUE	"Layer II"	"II"	"present"	"absolute thickness"	"mean"	144	"um"	"SD"	24	10	"Mean and SD across 10 sampling locations in each region of interest; each species is represented by one newborn specimen."	"printed value"	"Table 1, PDF page 4"	
"Jacobs_etal_2016_Table1"	"10.1002/cne.23841"	"Table 1"	"species"	"Newborn elephant"	"Loxodonta africana"	"newborn_elephant_1"	"single-specimen summary"	1	"newborn"	"stillborn"	"male"	"right"	"Motor cortex"	"primary motor cortex"	TRUE	"Layer III"	"III"	"present"	"absolute thickness"	"mean"	407	"um"	"SD"	55	10	"Mean and SD across 10 sampling locations in each region of interest; each species is represented by one newborn specimen."	"printed value"	"Table 1, PDF page 4"	
"Jacobs_etal_2016_Table1"	"10.1002/cne.23841"	"Table 1"	"species"	"Newborn elephant"	"Loxodonta africana"	"newborn_elephant_1"	"single-specimen summary"	1	"newborn"	"stillborn"	"male"	"right"	"Motor cortex"	"primary motor cortex"	TRUE	"Layer IV"	"IV"	"absent"	"absolute thickness"	"mean"		"um"			10	"Mean and SD across 10 sampling locations in each region of interest; each species is represented by one newborn specimen."	"printed absence (-)"	"Table 1, PDF page 4"	"Layer IV explicitly absent in this region."
"Jacobs_etal_2016_Table1"	"10.1002/cne.23841"	"Table 1"	"species"	"Newborn elephant"	"Loxodonta africana"	"newborn_elephant_1"	"single-specimen summary"	1	"newborn"	"stillborn"	"male"	"right"	"Motor cortex"	"primary motor cortex"	TRUE	"Layer V"	"V"	"present"	"absolute thickness"	"mean"	401	"um"	"SD"	129	10	"Mean and SD across 10 sampling locations in each region of interest; each species is represented by one newborn specimen."	"printed value"	"Table 1, PDF page 4"	
"Jacobs_etal_2016_Table1"	"10.1002/cne.23841"	"Table 1"	"species"	"Newborn elephant"	"Loxodonta africana"	"newborn_elephant_1"	"single-specimen summary"	1	"newborn"	"stillborn"	"male"	"right"	"Motor cortex"	"primary motor cortex"	TRUE	"Layer VI"	"VI"	"present"	"absolute thickness"	"mean"	625	"um"	"SD"	53	10	"Mean and SD across 10 sampling locations in each region of interest; each species is represented by one newborn specimen."	"printed value"	"Table 1, PDF page 4"	
"Jacobs_etal_2016_Table1"	"10.1002/cne.23841"	"Table 1"	"species"	"Newborn elephant"	"Loxodonta africana"	"newborn_elephant_1"	"single-specimen summary"	1	"newborn"	"stillborn"	"male"	"right"	"Motor cortex"	"primary motor cortex"	TRUE	"Gray/white matter junction"	"total cortex"	"not applicable"	"absolute thickness"	"mean"	1913	"um"	"SD"	86	10	"Mean and SD across 10 sampling locations in each region of interest; each species is represented by one newborn specimen."	"printed value"	"Table 1, PDF page 4"	
"Jacobs_etal_2016_Table1"	"10.1002/cne.23841"	"Table 1"	"species"	"Newborn elephant"	"Loxodonta africana"	"newborn_elephant_1"	"single-specimen summary"	1	"newborn"	"stillborn"	"male"	"right"	"Occipital cortex"	"occipital cortex"	FALSE	"Layer I"	"I"	"present"	"absolute thickness"	"mean"	261	"um"	"SD"	21	10	"Mean and SD across 10 sampling locations in each region of interest; each species is represented by one newborn specimen."	"printed value"	"Table 1, PDF page 4"	
"Jacobs_etal_2016_Table1"	"10.1002/cne.23841"	"Table 1"	"species"	"Newborn elephant"	"Loxodonta africana"	"newborn_elephant_1"	"single-specimen summary"	1	"newborn"	"stillborn"	"male"	"right"	"Occipital cortex"	"occipital cortex"	FALSE	"Layer II"	"II"	"present"	"absolute thickness"	"mean"	187	"um"	"SD"	13	10	"Mean and SD across 10 sampling locations in each region of interest; each species is represented by one newborn specimen."	"printed value"	"Table 1, PDF page 4"	
"Jacobs_etal_2016_Table1"	"10.1002/cne.23841"	"Table 1"	"species"	"Newborn elephant"	"Loxodonta africana"	"newborn_elephant_1"	"single-specimen summary"	1	"newborn"	"stillborn"	"male"	"right"	"Occipital cortex"	"occipital cortex"	FALSE	"Layer III"	"III"	"present"	"absolute thickness"	"mean"	733	"um"	"SD"	96	10	"Mean and SD across 10 sampling locations in each region of interest; each species is represented by one newborn specimen."	"printed value"	"Table 1, PDF page 4"	
"Jacobs_etal_2016_Table1"	"10.1002/cne.23841"	"Table 1"	"species"	"Newborn elephant"	"Loxodonta africana"	"newborn_elephant_1"	"single-specimen summary"	1	"newborn"	"stillborn"	"male"	"right"	"Occipital cortex"	"occipital cortex"	FALSE	"Layer IV"	"IV"	"present"	"absolute thickness"	"mean"	202	"um"	"SD"	17	10	"Mean and SD across 10 sampling locations in each region of interest; each species is represented by one newborn specimen."	"printed value"	"Table 1, PDF page 4"	
"Jacobs_etal_2016_Table1"	"10.1002/cne.23841"	"Table 1"	"species"	"Newborn elephant"	"Loxodonta africana"	"newborn_elephant_1"	"single-specimen summary"	1	"newborn"	"stillborn"	"male"	"right"	"Occipital cortex"	"occipital cortex"	FALSE	"Layer V"	"V"	"present"	"absolute thickness"	"mean"	261	"um"	"SD"	30	10	"Mean and SD across 10 sampling locations in each region of interest; each species is represented by one newborn specimen."	"printed value"	"Table 1, PDF page 4"	
"Jacobs_etal_2016_Table1"	"10.1002/cne.23841"	"Table 1"	"species"	"Newborn elephant"	"Loxodonta africana"	"newborn_elephant_1"	"single-specimen summary"	1	"newborn"	"stillborn"	"male"	"right"	"Occipital cortex"	"occipital cortex"	FALSE	"Layer VI"	"VI"	"present"	"absolute thickness"	"mean"	320	"um"	"SD"	22	10	"Mean and SD across 10 sampling locations in each region of interest; each species is represented by one newborn specimen."	"printed value"	"Table 1, PDF page 4"	
"Jacobs_etal_2016_Table1"	"10.1002/cne.23841"	"Table 1"	"species"	"Newborn elephant"	"Loxodonta africana"	"newborn_elephant_1"	"single-specimen summary"	1	"newborn"	"stillborn"	"male"	"right"	"Occipital cortex"	"occipital cortex"	FALSE	"Gray/white matter junction"	"total cortex"	"not applicable"	"absolute thickness"	"mean"	1964	"um"	"SD"	138	10	"Mean and SD across 10 sampling locations in each region of interest; each species is represented by one newborn specimen."	"printed value"	"Table 1, PDF page 4"	
