"search_id"	"sex_file"	"Sex_reported"	"habitat_type"	"Reference"	"Full_Reference"	"SpeciesName_Reported"	"CommonName_Reported"	"species_sci"	"Sleep_h_day"	"Sleep_h_day_drowsy_adj"	"REM_h"	"NREM_h"	"Sleep_cycle_min"	"REM_sleep_pct"	"Sleep_h_day_in_water"	"Sleep_h_day_on_land"	"REM_h_in_water"	"REM_h_on_land"	"NREM_h_in_water"	"NREM_h_on_land"	"USWS"	"BSWS"	"ASWS"	"N_reported"	"N_in_mean"	"Animals_sampled"	"EEG"	"Telemetry"	"Twenty_four_hour"	"Light"	"Adaptation"	"Diet_condition"	"Temperature"	"Restraint"	"Behavioural"	"Lab_condition_score"	"Summary_age_class"	"Monophasic_polyphasic"	"Error"	"Error_Note"	"Notes_Misc"	"Data_came_from"	"Post1988"
48	"Male"	"M"	"Land"	"Baumgardner Et Al., 1980"	"Baumgardner, D. J., Ward, S. E., & Dewsbury, D. A.  (1980). Diurnal Patterning Of Eight Activities In 14 Species Of Muroid Rodents. Animal Learning & Behavior, 8, 322-330."	"Microtus Canicaudus"	"Gray-tailed Vole"	"Microtus canicaudus"	10.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	12	12	12	"No"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"1"	9	"Adult"	"Poly"	""	""	"TS Only; Took % Of Day And Night And Combined Totals; Do Not Know Exact Age B/c Gave Range Of 90-120 Days; 16hr/8hr Reverse Schedule; Females Excluded"	"Not from Zepelin"	"No"
49	"Male"	"M"	"Land"	"Baumgardner Et Al., 1980"	"Baumgardner, D. J., Ward, S. E., & Dewsbury, D. A.  (1980). Diurnal Patterning Of Eight Activities In 14 Species Of Muroid Rodents. Animal Learning & Behavior, 8, 322-330."	"Microtus Montanus"	"Montane Vole"	"Microtus montanus"	11.422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	12	12	12	"No"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"1"	9	"Adult"	"Poly"	""	""	"TS Only; Took % Of Day And Night And Combined Totals; Do Not Know Exact Age B/c Gave Range Of 90-120 Days; 16hr/8hr Reverse Schedule; Females Excluded"	"Not from Zepelin"	"No"
50	"Male"	"M"	"Land"	"Baumgardner Et Al., 1980"	"Baumgardner, D. J., Ward, S. E., & Dewsbury, D. A.  (1980). Diurnal Patterning Of Eight Activities In 14 Species Of Muroid Rodents. Animal Learning & Behavior, 8, 322-330."	"Microtus Ochrogaster"	"Prairie Vole"	"Microtus ochrogaster"	15.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	12	12	12	"No"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"1"	9	"Adult"	"Poly"	""	""	"TS Only; Took % Of Day And Night And Combined Totals; Do Not Know Exact Age B/c Gave Range Of 90-120 Days; 16hr/8hr Reverse Schedule; Females Excluded"	"Not from Zepelin"	"No"
42	"Male"	"M"	"Land"	"Baumgardner Et Al., 1980"	"Baumgardner, D. J., Ward, S. E., & Dewsbury, D. A.  (1980). Diurnal Patterning Of Eight Activities In 14 Species Of Muroid Rodents. Animal Learning & Behavior, 8, 322-330."	"Microtus Pennsylvanicus"	"Meadow Vole"	"Microtus pennsylvanicus"	13.736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	12	12	12	"No"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"1"	9	"Adult"	"Poly"	""	""	"TS Only; Took % Of Day And Night And Combined Totals; Do Not Know Exact Age B/c Gave Range Of 90-120 Days; 16hr/8hr Reverse Schedule; Females Excluded"	"Not from Zepelin"	"No"
244	"Male"	"M"	"Land"	"Takahashi Et Al., 1981"	"Takahashi, Y., Ebihara, S., Nakamura, Y., & Takahashi, K. (1981). A Model Of Human Sleep-related Growth Hormone Secretion In Dogs: Effects Of 3, 6, And 12 Hours Of Wakefulness On Plasma Growth Hormone, Cortisol, And Sleep Stages. Endocrinology, 109(1), 262-272."	"Mongrel And Beagle"	"Mongrel And Beagle"	"Canis lupus familiaris"	11.598	NA	3.2983	8.3	NA	28.4385238834282	NA	NA	NA	NA	NA	NA	""	""	""	10	10	10	"Yes"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"0"	10	"Adult"	"Poly"	""	""	"Original Paper States A 28-hour Recording Period, But Data Are Available For 24-hours; Does Not Specify If Adult Or Juv"	"Not from Zepelin"	"No"
51	"Male"	"M"	"Land"	"Baumgardner Et Al., 1980"	"Baumgardner, D. J., Ward, S. E., & Dewsbury, D. A.  (1980). Diurnal Patterning Of Eight Activities In 14 Species Of Muroid Rodents. Animal Learning & Behavior, 8, 322-330."	"Mus Musculus"	"House Mice"	"Mus musculus"	8.2464	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	12	12	12	"No"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"1"	9	"Adult"	NA	""	""	"TS Only; Took % Of Day And Night And Combined Totals; Do Not Know Exact Age B/c Gave Range Of 90-120 Days; 16hr/8hr Reverse Schedule; Females Excluded"	"Not from Zepelin"	"No"
212	"Male"	"M"	"Land"	"Richardson Et Al., 1985"	"Richardson, G. S., Moore-Ede, M. C., Czeisler, C. A., & Dement, W. C. (1985). Circadian Rhythms Of Sleep And Wakefulness In Mice: Analysis Using Long-term Automated Recording Of Sleep. American Journal Of Physiology-Regulatory, Integration & Comparative Physiology, 248(3 Pt 2), R320-R330."	"Mus Musculus"	"C57BL/10J Strain"	"Mus musculus"	10.968	NA	1.824	9.144	NA	16.6301969365427	NA	NA	NA	NA	NA	NA	""	""	""	10	10	10	"Yes"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"0"	10	"Unknown"	"Poly"	""	""	"Used Alternating LD Condition For Data; Age Is Unclear; Not Sure If Adult Or Juv"	"Not from Zepelin"	"No"
275	"Male"	"M"	"Land"	"Van Twyver, 1969"	"Van Twyver, H. (1969). Sleep Patterns In Five Rodent Species. Physiology & Behavior, 4, 901-905."	"Mus Musculus"	"Mouse (L.R.I. Strain)"	"Mus musculus"	13.152	NA	1.2626	11.89	12.3	9.60006082725061	NA	NA	NA	NA	NA	NA	""	""	""	6	6	6	"Yes"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	NA	"1"	10	"Adult"	"Poly"	""	""	"None"	"Not from Zepelin"	"No"
130	"Male"	"M"	"Land"	"Jha Et Al., 2006"	"Jha, S. K., Coleman, T., & Frank, M. G. (2006). Sleep And Sleep Regulation In The Ferret (Mustela Putorius Furo). Behavioural Brain Research, 172, 106-113."	"Mustela Putorius Furo"	"Ferret"	"Mustela putorius furo"	15.42	NA	4.8744	10.546	NA	31.6108949416342	NA	NA	NA	NA	NA	NA	""	""	""	4	4	4	"Yes"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	NA	"0"	9	"Juvenile"	"Poly"	""	""	"Males Only; Aged 3-5 Months; Juv Or Adult Not Said Explicitly"	"Not from Zepelin"	"Yes"
177	"Male"	"M"	"Land"	"Marks & Shaffery, 1996"	"Marks, G. A., & Shaffery, J. P. (1996). A Preliminary Study Of Sleep In The Ferret, Mustela Putorius Furo: A Carnivore With An Extremely High Proportion Of REM Sleep. Sleep, 19(2), 83-93."	"Mustela Putorius Furo"	"Ferret"	"Mustela putorius furo"	14.496	NA	5.856	8.64	13.2	40.3973509933775	NA	NA	NA	NA	NA	NA	""	""	""	2	2	2	"Yes"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"0"	10	"Adult & Juvenile"	NA	"SN"	""	"Sleep Time Averaged For Long Wake (16.7 Min) And All Wake Removed (13.2 Min); 2 Males Studied From A; Includes Juvenile Because Recordings Take Place Over 2.5 Years. With Only 9 Recordings; Sleep Cycle For All Wake Removed; Subspp Furo"	"Not from Zepelin"	"Yes"
43	"Male"	"M"	"Land"	"Baumgardner Et Al., 1980"	"Baumgardner, D. J., Ward, S. E., & Dewsbury, D. A.  (1980). Diurnal Patterning Of Eight Activities In 14 Species Of Muroid Rodents. Animal Learning & Behavior, 8, 322-330."	"Neofiber Alleni"	"Round-tailed Muskrat"	"Neofiber alleni"	14.607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	9	9	9	"No"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"1"	9	"Adult"	"Poly"	""	""	"TS Only; Took % Of Day And Night And Combined Totals; Do Not Know Exact Age B/c Gave Range Of 5 To 44 Months; 16hr/8hr Reverse Schedule; Females Excluded"	"Not from Zepelin"	"No"
24	"Male"	"M"	"Land"	"Ayala-Guerrero Et Al., 1998"	"Ayala-Guerrero, F., Vargas-Reyna, L., Ramos, J. I., & Mexicano, G. (1998). Sleep Patterns Of The Volcano Mouse (Neotomodon Alstoni Alstoni). Physiology & Behavior, 64(4), 577-580."	"Neotomodon Alstoni Alstoni"	"Volcano Mouse"	"Neotomodon alstoni"	17.304	NA	1.814	15.49	NA	10.4831252889505	NA	NA	NA	NA	NA	NA	""	""	""	5	5	5	"Yes"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	NA	"1"	10	"Adult"	NA	""	""	"Subspp Neotomodon Alstoni Alstoni"	"Not from Zepelin"	"Yes"
207	"Male"	"M"	"Land"	"Pivik Et Al., 1986"	"Pivik, R. T., Bylsma, F. W., & Cooper, P. (1986). Sleep-wakefulness Rhythms In The Rabbit.   Behavioral & Neural Biology, 45(3), 275-286."	"New Zealand White Rabbit"	"New Zealand White Rabbit"	"Oryctolagus cuniculus"	8.4474	2.9526	1.0944	7.353	24.9	12.9554655870445	NA	NA	NA	NA	NA	NA	""	""	""	10	10	10	"Yes"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"1"	11	"Adult"	NA	""	""	"None"	"Not from Zepelin"	"No"
181	"Male"	"M"	"Land"	"Mendelson, 1982"	"Mendelson, W. B. (1982). The Octagon Degu: A Diurnal Small Mammal For Sleep Studies [Abstract]. Sleep Research, 11, 89."	"Octagon Degu"	"Degu"	"Octodon degus"	6.9134	NA	0.5167	6.3983	NA	7.47389128359418	NA	NA	NA	NA	NA	NA	""	""	""	6	6	6	"Yes"	"No"	"1 (Less than 12 hours)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	NA	"0"	7	"Adult"	NA	""	""	"8 Hour Recording Period"	"Not from Zepelin"	"No"
104	"Male"	"M"	"Land"	"Fischer Et Al., 1980"	"Fischer, R. B. & Meunier, G. F. (1980). Effects Of Enclosure Size On Activity And Sleep Of A Hystricomorph Rodent (Octodon Degus). Bulletin Of The Psychonomic Society, 16(4), 273-275."	"Octodon Degus"	"Hystricomorph Rodent"	"Octodon degus"	6.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	4	4	4	"No"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"1"	9	"Adult"	NA	""	""	"Males; Took Data From Large Enclosure Condition"	"Not from Zepelin"	"No"
101	"Male"	"M"	"Land"	"Fischer Et Al., 1980"	"Fischer, R. B. & Meunier, G. F. (1980). Effects Of Enclosure Size On Activity And Sleep Of A Hystricomorph Rodent (Octodon Degus). Bulletin Of The Psychonomic Society, 16(4), 273-275."	"Octodon Degus"	"Hystricomorph Rodent"	"Octodon degus"	6.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	4	4	4	"No"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"1"	9	"Infant"	NA	""	""	"Males; Took Data From Large Enclosure Condition"	"Not from Zepelin"	"No"
142	"Male"	"M"	"Land"	"Kas & Edgar, 1998"	"Kas, M. J., & Edgar, D. M. (1998). Crepuscular Rhythms Of EEG Sleep-wake In A 
Hystricomorph Rodent, Octodon Degus. Journal Of Biological Rhythms, 13(1), 9-17."	"Octodon Degus"	"South American Hystricomorph Rodent"	"Octodon degus"	9.024	NA	0.816	8.208	NA	9.04255319148936	NA	NA	NA	NA	NA	NA	""	""	""	6	6	6	"Yes"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"0"	10	"Adult"	NA	""	""	"Data For Without Wheel Entered Here; Males Aged 10-12 Months"	"Not from Zepelin"	"Yes"
40	"Male"	"M"	"Land"	"Baumgardner Et Al., 1980"	"Baumgardner, D. J., Ward, S. E., & Dewsbury, D. A.  (1980). Diurnal Patterning Of Eight Activities In 14 Species Of Muroid Rodents. Animal Learning & Behavior, 8, 322-330."	"Onychomys Leucogaster"	"Northern Grasshopper Mouse"	"Onychomys leucogaster"	14.525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	12	12	12	"No"	"No"	"3 (24 hour recording period)"	"Normal light/dark conditions"	"Yes"	"Normal"	"No"	"No"	"1"	9	"Adult"	"Mono"	""	""	"TS Only; Took % Of Day And Night And Combined Totals; Do Not Know Exact Age B/c Gave Range Of 90-120 Days; 16hr/8hr Reverse Schedule; Females Excluded"	"Not from Zepelin"	"No"
