"species"	"reference"	"group"	"specimen"	"region"	"cell_type"	"measure"	"value"	"units"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	NA	"Olfactory"	"Non-neurons"	"cell_number"	6.98285633203125	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	NA	"Hippocampus"	"Total"	"cell_number"	5.5234375	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	NA	"Hippocampus"	"Neurons"	"cell_number"	0.85999921875	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	NA	"Hippocampus"	"Non-neurons"	"cell_number"	4.66343828125	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	NA	"Rest"	"Total"	"cell_number"	19.1071484375	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	NA	"Rest"	"Neurons"	"cell_number"	3.0762508984375	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	NA	"Rest"	"Non-neurons"	"cell_number"	16.0308975390625	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	NA	"Cerebellum"	"Total"	"cell_number"	40.10015625	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	NA	"Cerebellum"	"Neurons"	"cell_number"	38.53625015625	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	NA	"Cerebellum"	"Non-neurons"	"cell_number"	1.56390609375001	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	NA	"Cortex"	"Total"	"cell_number"	15.6510546875	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	NA	"Cortex"	"Neurons"	"cell_number"	3.224117265625	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	NA	"Cortex"	"Non-neurons"	"cell_number"	12.426937421875	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	NA	"Olfactory"	"Total"	"cell_number"	8.419296875	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	NA	"Olfactory"	"Neurons"	"cell_number"	3.95706953125	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	NA	"Olfactory"	"Non-neurons"	"cell_number"	4.46222734375	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	NA	"Hippocampus"	"Total"	"cell_number"	5.0815625	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	NA	"Hippocampus"	"Neurons"	"cell_number"	0.8537025	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	NA	"Hippocampus"	"Non-neurons"	"cell_number"	4.22786	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	NA	"Rest"	"Total"	"cell_number"	24.800234375	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	NA	"Rest"	"Neurons"	"cell_number"	5.7734945625	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	NA	"Rest"	"Non-neurons"	"cell_number"	19.0267398125	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	NA	"Cerebellum"	"Total"	"cell_number"	43.579921875	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	NA	"Cerebellum"	"Neurons"	"cell_number"	39.4354713046875	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	NA	"Cerebellum"	"Non-neurons"	"cell_number"	4.14445057031249	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	NA	"Cortex"	"Total"	"cell_number"	15.0908203125	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	NA	"Cortex"	"Neurons"	"cell_number"	4.4668828125	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	NA	"Cortex"	"Non-neurons"	"cell_number"	10.6239375	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	NA	"Hippocampus"	"Total"	"cell_number"	4.39423828125	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	NA	"Hippocampus"	"Neurons"	"cell_number"	1.3622138671875	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	NA	"Hippocampus"	"Non-neurons"	"cell_number"	3.0320244140625	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	NA	"Rest"	"Total"	"cell_number"	21.707109375	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	NA	"Rest"	"Neurons"	"cell_number"	5.361656015625	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"C"	NA	"Rest"	"Non-neurons"	"cell_number"	16.345453359375	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Cerebellum"	"Total"	"cell_number"	24.9965625	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Cerebellum"	"Neurons"	"cell_number"	23.666745375	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Cerebellum"	"Non-neurons"	"cell_number"	1.32981712500001	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Cortex"	"Total"	"cell_number"	12.4840625	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Cortex"	"Neurons"	"cell_number"	6.7289096875	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Cortex"	"Non-neurons"	"cell_number"	5.7551528125	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Olfactory"	"Total"	"cell_number"	10.465	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Olfactory"	"Neurons"	"cell_number"	3.5089145	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Olfactory"	"Non-neurons"	"cell_number"	6.9560855	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Hippocampus"	"Total"	"cell_number"	2.4171875	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Hippocampus"	"Neurons"	"cell_number"	0.75923859375	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Hippocampus"	"Non-neurons"	"cell_number"	1.65794890625	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Rest"	"Total"	"cell_number"	16.3109375	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Rest"	"Neurons"	"cell_number"	4.95363171875	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Rest"	"Non-neurons"	"cell_number"	11.35730578125	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Cerebellum"	"Total"	"cell_number"	28.77875	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Cerebellum"	"Neurons"	"cell_number"	24.528128625	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Cerebellum"	"Non-neurons"	"cell_number"	4.250621375	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Cortex"	"Total"	"cell_number"	14.2675	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Cortex"	"Neurons"	"cell_number"	5.53579	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Cortex"	"Non-neurons"	"cell_number"	8.73171	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Olfactory"	"Total"	"cell_number"	4.77140625	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Olfactory"	"Neurons"	"cell_number"	1.257265546875	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Olfactory"	"Non-neurons"	"cell_number"	3.514140703125	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Hippocampus"	"Total"	"cell_number"	3.2540625	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Hippocampus"	"Neurons"	"cell_number"	0.63779625	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Hippocampus"	"Non-neurons"	"cell_number"	2.61626625	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Rest"	"Total"	"cell_number"	16.81875	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Rest"	"Neurons"	"cell_number"	5.561960625	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Rest"	"Non-neurons"	"cell_number"	11.256789375	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Cerebellum"	"Total"	"cell_number"	28.6863671875	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Cerebellum"	"Neurons"	"cell_number"	24.78502125	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Cerebellum"	"Non-neurons"	"cell_number"	3.9013459375	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Cortex"	"Total"	"cell_number"	15.38671875	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Cortex"	"Neurons"	"cell_number"	6.84708984375	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Cortex"	"Non-neurons"	"cell_number"	8.53962890625	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Olfactory"	"Total"	"cell_number"	10.8990234375	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Olfactory"	"Neurons"	"cell_number"	5.5911990234375	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Olfactory"	"Non-neurons"	"cell_number"	5.3078244140625	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Hippocampus"	"Total"	"cell_number"	5.405078125	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Hippocampus"	"Neurons"	"cell_number"	1.5366637109375	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Hippocampus"	"Non-neurons"	"cell_number"	3.8684144140625	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Rest"	"Total"	"cell_number"	25.6484765625	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Rest"	"Neurons"	"cell_number"	6.2325798046875	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Rest"	"Non-neurons"	"cell_number"	19.4158967578125	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Cerebellum"	"Total"	"cell_number"	25.463046875	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Cerebellum"	"Neurons"	"cell_number"	19.96302875	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Cerebellum"	"Non-neurons"	"cell_number"	5.500018125	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Cortex"	"Total"	"cell_number"	11.5005859375	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Cortex"	"Neurons"	"cell_number"	6.7738451171875	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Cortex"	"Non-neurons"	"cell_number"	4.7267408203125	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Olfactory"	"Total"	"cell_number"	7.638125	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Olfactory"	"Neurons"	"cell_number"	3.536451875	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Olfactory"	"Non-neurons"	"cell_number"	4.101673125	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Hippocampus"	"Total"	"cell_number"	3.976875	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Hippocampus"	"Neurons"	"cell_number"	1.0892660625	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Hippocampus"	"Non-neurons"	"cell_number"	2.8876089375	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Rest"	"Total"	"cell_number"	16.404609375	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Rest"	"Neurons"	"cell_number"	5.5004655234375	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Rest"	"Non-neurons"	"cell_number"	10.9041438515625	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Cerebellum"	"Total"	"cell_number"	36.288984375	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Cerebellum"	"Neurons"	"cell_number"	32.7000038203125	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Cerebellum"	"Non-neurons"	"cell_number"	3.5889805546875	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Cortex"	"Total"	"cell_number"	10.14837890625	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Cortex"	"Neurons"	"cell_number"	2.313830390625	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Cortex"	"Non-neurons"	"cell_number"	7.834548515625	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Olfactory"	"Total"	"cell_number"	10.163125	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Olfactory"	"Neurons"	"cell_number"	2.7430274375	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Olfactory"	"Non-neurons"	"cell_number"	7.4200975625	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Hippocampus"	"Total"	"cell_number"	4.74423828125	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Hippocampus"	"Neurons"	"cell_number"	0.8349859375	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Hippocampus"	"Non-neurons"	"cell_number"	3.90925234375	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Rest"	"Total"	"cell_number"	15.189453125	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Rest"	"Neurons"	"cell_number"	2.8905529296875	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Rest"	"Non-neurons"	"cell_number"	12.2989001953125	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Cerebellum"	"Total"	"cell_number"	30.7103125	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Cerebellum"	"Neurons"	"cell_number"	23.56402278125	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Cerebellum"	"Non-neurons"	"cell_number"	7.14628971875	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Cortex"	"Total"	"cell_number"	10.3801171875	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Hippocampus"	"Total"	"cell_number"	5.2196484375	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Hippocampus"	"Neurons"	"cell_number"	1.2474959765625	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Hippocampus"	"Non-neurons"	"cell_number"	3.9721524609375	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Rest"	"Total"	"cell_number"	18.25890625	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Rest"	"Neurons"	"cell_number"	6.427135	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Rest"	"Non-neurons"	"cell_number"	11.83177125	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Cerebellum"	"Total"	"cell_number"	28.998046875	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Cerebellum"	"Neurons"	"cell_number"	23.297030859375	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Cerebellum"	"Non-neurons"	"cell_number"	5.701016015625	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Hippocampus"	"Total"	"cell_number"	4.52921875	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Hippocampus"	"Neurons"	"cell_number"	1.30169746875	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Hippocampus"	"Non-neurons"	"cell_number"	3.22752128125	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Rest"	"Total"	"cell_number"	20.602421875	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Rest"	"Neurons"	"cell_number"	4.734436546875	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LP"	NA	"Rest"	"Non-neurons"	"cell_number"	15.867985328125	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LCP"	NA	"Cerebellum"	"Total"	"cell_number"	31.7242578125	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LCP"	NA	"Cerebellum"	"Neurons"	"cell_number"	20.7603543125	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LCP"	NA	"Cerebellum"	"Non-neurons"	"cell_number"	10.9639035	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LCP"	NA	"Cortex"	"Total"	"cell_number"	14.40039	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LCP"	NA	"Cortex"	"Neurons"	"cell_number"	5.8775	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LCP"	NA	"Cortex"	"Non-neurons"	"cell_number"	8.52289	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LCP"	NA	"Olfactory"	"Total"	"cell_number"	9.1845703125	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LCP"	NA	"Olfactory"	"Neurons"	"cell_number"	5.2186728515625	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LCP"	NA	"Olfactory"	"Non-neurons"	"cell_number"	3.9658974609375	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LCP"	NA	"Hippocampus"	"Total"	"cell_number"	2.84203125	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LCP"	NA	"Hippocampus"	"Neurons"	"cell_number"	0.807136875	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LCP"	NA	"Hippocampus"	"Non-neurons"	"cell_number"	2.034894375	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LCP"	NA	"Rest"	"Total"	"cell_number"	18.22734375	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LCP"	NA	"Rest"	"Neurons"	"cell_number"	3.8277421875	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LCP"	NA	"Rest"	"Non-neurons"	"cell_number"	14.3996015625	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LCP"	NA	"Cerebellum"	"Total"	"cell_number"	33.969140625	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LCP"	NA	"Cerebellum"	"Neurons"	"cell_number"	30.3786024609375	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LCP"	NA	"Cerebellum"	"Non-neurons"	"cell_number"	3.5905381640625	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LCP"	NA	"Cortex"	"Total"	"cell_number"	14.73376953125	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LCP"	NA	"Cortex"	"Neurons"	"cell_number"	4.99474787109375	"cells"
